"CALC_FOR_STATE_ACCT","Gradespan","DISTRICT","distname","COUNTY","cntyname","REGION","regnname","DIST_ALLN","DIST_ALLR","DIST_ALLD","DIST_MALN","DIST_MALR","DIST_MALD","DIST_FEMN","DIST_FEMR","DIST_FEMD","DIST_AAN","DIST_AAR","DIST_AAD","DIST_ASN","DIST_ASR","DIST_ASD","DIST_HSN","DIST_HSR","DIST_HSD","DIST_NAN","DIST_NAR","DIST_NAD","DIST_WHN","DIST_WHR","DIST_WHD","DIST_PIN","DIST_PIR","DIST_PID","DIST_MUN","DIST_MUR","DIST_MUD","DIST_ATRN","DIST_ATRR","DIST_ATRD","DIST_BEN","DIST_BER","DIST_BED","DIST_TTLN","DIST_TTLR","DIST_TTLD","DIST_CTEN","DIST_CTER","DIST_CTED","DIST_ECNN","DIST_ECNR","DIST_ECND","DIST_GFTN","DIST_GFTR","DIST_GFTD","DIST_IMMN","DIST_IMMR","DIST_IMMD","DIST_LEPN","DIST_LEPR","DIST_LEPD","DIST_MIGN","DIST_MIGR","DIST_MIGD","DIST_OVRN","DIST_OVRR","DIST_OVRD","DIST_SPEN","DIST_SPER","DIST_SPED"
"No","78","174903","Garrison ISD","174","Nacogdoches County","07","Kilgore","0","0.0","127","0","0.0","71","0","0.0","56","0","0.0","27",".",".",".","0","0.0","10","0","0.0","1","0","0.0","87",".",".",".","0","0.0","2","0","0.0","52",".",".",".","0","0.0","127",".",".",".","0","0.0","64","0","0.0","11",".",".",".",".",".",".",".",".",".","0","0.0","38","0","0.0","13"
"Yes","78","174903","Garrison ISD","174","Nacogdoches County","07","Kilgore","0","0.0","127","0","0.0","71","0","0.0","56","0","0.0","27",".",".",".","0","0.0","10","0","0.0","1","0","0.0","87",".",".",".","0","0.0","2","0","0.0","52",".",".",".","0","0.0","127",".",".",".","0","0.0","64","0","0.0","11",".",".",".",".",".",".",".",".",".","0","0.0","38","0","0.0","13"
"No","912","174903","Garrison ISD","174","Nacogdoches County","07","Kilgore","-","2.9","<300","-","3.0","<200","-","2.7","<200","-","4.1","<100",".",".",".","0","0.0","24","0","0.0","4","-","3.1","<200",".",".",".","0","0.0","6","-","4.2","<100",".",".",".","-","2.9","<300","-","2.2","<300","-","5.7","<200","0","0.0","16",".",".",".",".",".",".",".",".",".","-","7.6","<100","0","0.0","31"
"Yes","912","174903","Garrison ISD","174","Nacogdoches County","07","Kilgore","-","2.5","<300","-","2.3","<200","-","2.7","<200","-","4.1","<100",".",".",".","0","0.0","24","0","0.0","4","-","2.5","<200",".",".",".","0","0.0","6","-","4.2","<100",".",".",".","-","2.5","<300","-","2.2","<300","-","4.8","<200","0","0.0","16",".",".",".",".",".",".",".",".",".","-","6.2","<100","0","0.0","31"
"No","712","174904","Nacogdoches ISD","174","Nacogdoches County","07","Kilgore","57","2.0","2,835","38","2.7","1,428","19","1.4","1,407","22","2.9","765","-","2.0","<200","24","2.1","1,133","0","0.0","3","-","1.1","<900","0","0.0","4","0","0.0","29","35","2.1","1,666","-","2.4","<400","17","1.6","1,049","-","0.8","<1,000","44","2.3","1,952","0","0.0","286","0","0.0","24","-","3.1","<400","0","0.0","4","45","5.2","864","-","4.1","<300"
"Yes","712","174904","Nacogdoches ISD","174","Nacogdoches County","07","Kilgore","47","1.7","2,819","28","2.0","1,413","19","1.4","1,406","17","2.2","758","-","2.0","<200","22","1.9","1,130","0","0.0","3","-","0.8","<800","0","0.0","4","0","0.0","29","29","1.7","1,658","-","2.4","<400","16","1.5","1,044","-","0.8","<900","37","1.9","1,941","0","0.0","286","0","0.0","24","-","3.1","<400","0","0.0","4","37","4.3","852","-","2.8","<300"
"No","78","174904","Nacogdoches ISD","174","Nacogdoches County","07","Kilgore","-","0.5","<1,000","-","0.6","<600","-","0.4","<500","-","0.7","<300","0","0.0","28","-","0.7","<500","0","0.0","1","0","0.0","261","0","0.0","2","0","0.0","6","-","0.7","<600","-","1.2","<200","-","0.5","<1,000",".",".",".","-","0.5","<800","0","0.0","83","0","0.0","4","-","1.1","<200","0","0.0","2","-","1.4","<300","-","1.4","<100"
"Yes","78","174904","Nacogdoches ISD","174","Nacogdoches County","07","Kilgore","-","0.5","<1,000","-","0.6","<600","-","0.4","<500","-","0.7","<300","0","0.0","28","-","0.7","<500","0","0.0","1","0","0.0","261","0","0.0","2","0","0.0","6","-","0.7","<600","-","1.2","<200","-","0.5","<1,000",".",".",".","-","0.5","<800","0","0.0","83","0","0.0","4","-","1.1","<200","0","0.0","2","-","1.4","<300","-","1.4","<100"
"No","912","174904","Nacogdoches ISD","174","Nacogdoches County","07","Kilgore","-","2.8","<1,900","-","3.8","<1,000","-","1.8","<1,000","-","4.2","<500","-","2.8","<100","-","2.9","<800","0","0.0","2","-","1.7","<600","0","0.0","2","0","0.0","23","-","2.9","<1,100","-","3.7","<200","-","17.6","<100","-","0.8","<1,000","-","3.3","<1,200","0","0.0","203","0","0.0","20","-","5.1","<200","0","0.0","2","-","7.1","<600","-","5.4","<200"
"Yes","912","174904","Nacogdoches ISD","174","Nacogdoches County","07","Kilgore","-","2.3","<1,900","-","2.8","<900","-","1.8","<1,000","-","3.2","<500","-","2.8","<100","-","2.6","<800","0","0.0","2","-","1.1","<600","0","0.0","2","0","0.0","23","-","2.3","<1,100","-","3.7","<200","-","17.5","<100","-","0.8","<900","-","2.8","<1,200","0","0.0","203","0","0.0","20","-","5.1","<200","0","0.0","2","-","5.8","<600","-","3.4","<200"
"No","712","174906","Woden ISD","174","Nacogdoches County","07","Kilgore","-","0.8","<400","-","0.5","<300","-","1.2","<200","0","0.0","13","0","0.0","3","-","3.1","<100",".",".",".","-","0.4","<300",".",".",".","0","0.0","3","-","2.5","<200","-","10.0","<100","-","0.8","<400","0","0.0","89","-","1.6","<200","0","0.0","24",".",".",".","-","12.5","<100",".",".",".","-","2.5","<100","0","0.0","28"
"Yes","712","174906","Woden ISD","174","Nacogdoches County","07","Kilgore","-","0.8","<400","-","0.5","<300","-","1.2","<200","0","0.0","13","0","0.0","3","-","3.1","<100",".",".",".","-","0.4","<300",".",".",".","0","0.0","3","-","2.5","<200","-","10.0","<100","-","0.8","<400","0","0.0","89","-","1.6","<200","0","0.0","24",".",".",".","-","12.5","<100",".",".",".","-","2.5","<100","0","0.0","28"
"No","78","174906","Woden ISD","174","Nacogdoches County","07","Kilgore","0","0.0","106","0","0.0","58","0","0.0","48","0","0.0","2","0","0.0","1","0","0.0","23",".",".",".","0","0.0","80",".",".",".",".",".",".","0","0.0","29","0","0.0","7","0","0.0","106",".",".",".","0","0.0","54","0","0.0","10",".",".",".","0","0.0","4",".",".",".","0","0.0","28","0","0.0","11"
"Yes","78","174906","Woden ISD","174","Nacogdoches County","07","Kilgore","0","0.0","106","0","0.0","58","0","0.0","48","0","0.0","2","0","0.0","1","0","0.0","23",".",".",".","0","0.0","80",".",".",".",".",".",".","0","0.0","29","0","0.0","7","0","0.0","106",".",".",".","0","0.0","54","0","0.0","10",".",".",".","0","0.0","4",".",".",".","0","0.0","28","0","0.0","11"
"No","912","174906","Woden ISD","174","Nacogdoches County","07","Kilgore","-","1.1","<300","-","0.7","<200","-","1.7","<200","0","0.0","11","0","0.0","2","-","4.8","<100",".",".",".","-","0.5","<300",".",".",".","0","0.0","3","-","3.3","<100","-","33.3","<100","-","1.1","<300","0","0.0","89","-","2.2","<200","0","0.0","14",".",".",".","-","25.0","<100",".",".",".","-","3.9","<100","0","0.0","17"
"Yes","912","174906","Woden ISD","174","Nacogdoches County","07","Kilgore","-","1.1","<300","-","0.7","<200","-","1.7","<200","0","0.0","11","0","0.0","2","-","4.8","<100",".",".",".","-","0.5","<300",".",".",".","0","0.0","3","-","3.3","<100","-","33.3","<100","-","1.1","<300","0","0.0","89","-","2.2","<200","0","0.0","14",".",".",".","-","25.0","<100",".",".",".","-","3.9","<100","0","0.0","17"
"No","712","174908","Central Heights ISD","174","Nacogdoches County","07","Kilgore","-","0.6","<600","-","0.4","<300","-","0.8","<300","-","3.7","<100","0","0.0","1","0","0.0","62","0","0.0","6","-","0.5","<500",".",".",".","0","0.0","5","-","1.3","<200","0","0.0","6",".",".",".","-","1.7","<200","-","0.6","<200","0","0.0","41",".",".",".","0","0.0","7","0","0.0","1","-","2.7","<200","0","0.0","29"
"Yes","712","174908","Central Heights ISD","174","Nacogdoches County","07","Kilgore","-","0.6","<600","-","0.4","<300","-","0.8","<300","-","3.7","<100","0","0.0","1","0","0.0","62","0","0.0","6","-","0.5","<500",".",".",".","0","0.0","5","-","1.3","<200","0","0.0","6",".",".",".","-","1.7","<200","-","0.6","<200","0","0.0","41",".",".",".","0","0.0","7","0","0.0","1","-","2.7","<200","0","0.0","29"
"No","78","174908","Central Heights ISD","174","Nacogdoches County","07","Kilgore","0","0.0","199","0","0.0","103","0","0.0","96","0","0.0","9","0","0.0","1","0","0.0","25","0","0.0","1","0","0.0","159",".",".",".","0","0.0","4","0","0.0","65","0","0.0","5",".",".",".",".",".",".","0","0.0","69","0","0.0","20",".",".",".","0","0.0","5",".",".",".","0","0.0","39","0","0.0","13"
"Yes","78","174908","Central Heights ISD","174","Nacogdoches County","07","Kilgore","0","0.0","199","0","0.0","103","0","0.0","96","0","0.0","9","0","0.0","1","0","0.0","25","0","0.0","1","0","0.0","159",".",".",".","0","0.0","4","0","0.0","65","0","0.0","5",".",".",".",".",".",".","0","0.0","69","0","0.0","20",".",".",".","0","0.0","5",".",".",".","0","0.0","39","0","0.0","13"
"No","912","174908","Central Heights ISD","174","Nacogdoches County","07","Kilgore","-","0.9","<400","-","0.6","<200","-","1.2","<200","-","5.6","<100",".",".",".","0","0.0","37","0","0.0","5","-","0.8","<300",".",".",".","0","0.0","1","-","2.2","<100","0","0.0","1",".",".",".","-","1.7","<200","-","1.0","<200","0","0.0","21",".",".",".","0","0.0","2","0","0.0","1","-","4.1","<100","0","0.0","16"
"Yes","912","174908","Central Heights ISD","174","Nacogdoches County","07","Kilgore","-","0.9","<400","-","0.6","<200","-","1.2","<200","-","5.6","<100",".",".",".","0","0.0","37","0","0.0","5","-","0.8","<300",".",".",".","0","0.0","1","-","2.2","<100","0","0.0","1",".",".",".","-","1.7","<200","-","1.0","<200","0","0.0","21",".",".",".","0","0.0","2","0","0.0","1","-","4.1","<100","0","0.0","16"
"No","712","174909","Martinsville ISD","174","Nacogdoches County","07","Kilgore","-","0.6","<200","-","1.1","<100","-","0.0","<100","0","0.0","9",".",".",".","0","0.0","23",".",".",".","-","0.7","<200","0","0.0","1","0","0.0","4","-","1.1","<100","0","0.0","1","-","0.6","<200","-","1.4","<100","-","1.3","<100","0","0.0","17",".",".",".","0","0.0","1",".",".",".","-","2.1","<100","0","0.0","30"
"Yes","712","174909","Martinsville ISD","174","Nacogdoches County","07","Kilgore","-","0.6","<200","-","1.1","<100","-","0.0","<100","0","0.0","9",".",".",".","0","0.0","23",".",".",".","-","0.8","<200","0","0.0","1","0","0.0","4","-","1.1","<100","0","0.0","1","-","0.6","<200","-","1.4","<100","-","1.3","<100","0","0.0","17",".",".",".","0","0.0","1",".",".",".","-","2.1","<100","0","0.0","30"
"No","78","174909","Martinsville ISD","174","Nacogdoches County","07","Kilgore","0","0.0","52","0","0.0","29","0","0.0","23","0","0.0","3",".",".",".","0","0.0","8",".",".",".","0","0.0","38","0","0.0","1","0","0.0","2","0","0.0","25",".",".",".","0","0.0","52",".",".",".","0","0.0","24","0","0.0","9",".",".",".",".",".",".",".",".",".","0","0.0","15","0","0.0","9"
"Yes","78","174909","Martinsville ISD","174","Nacogdoches County","07","Kilgore","0","0.0","52","0","0.0","29","0","0.0","23","0","0.0","3",".",".",".","0","0.0","8",".",".",".","0","0.0","38","0","0.0","1","0","0.0","2","0","0.0","25",".",".",".","0","0.0","52",".",".",".","0","0.0","24","0","0.0","9",".",".",".",".",".",".",".",".",".","0","0.0","15","0","0.0","9"
"No","912","174909","Martinsville ISD","174","Nacogdoches County","07","Kilgore","-","0.8","<200","-","1.6","<100","-","0.0","<100","0","0.0","6",".",".",".","0","0.0","15",".",".",".","-","1.0","<100",".",".",".","0","0.0","2","-","1.5","<100","0","0.0","1","-","0.8","<200","-","1.4","<100","-","1.8","<100","0","0.0","8",".",".",".","0","0.0","1",".",".",".","-","3.1","<100","0","0.0","21"
"Yes","912","174909","Martinsville ISD","174","Nacogdoches County","07","Kilgore","-","0.8","<200","-","1.6","<100","-","0.0","<100","0","0.0","6",".",".",".","0","0.0","15",".",".",".","-","1.1","<100",".",".",".","0","0.0","2","-","1.5","<100","0","0.0","1","-","0.8","<200","-","1.4","<100","-","1.8","<100","0","0.0","8",".",".",".","0","0.0","1",".",".",".","-","3.1","<100","0","0.0","21"
"No","712","174910","Etoile ISD","174","Nacogdoches County","07","Kilgore","0","0.0","30","0","0.0","14","0","0.0","16",".",".",".",".",".",".",".",".",".","0","0.0","1","0","0.0","28",".",".",".","0","0.0","1","0","0.0","14",".",".",".","0","0.0","30",".",".",".","0","0.0","21","0","0.0","4",".",".",".",".",".",".",".",".",".","0","0.0","7","0","0.0","2"
"Yes","712","174910","Etoile ISD","174","Nacogdoches County","07","Kilgore","0","0.0","30","0","0.0","14","0","0.0","16",".",".",".",".",".",".",".",".",".","0","0.0","1","0","0.0","28",".",".",".","0","0.0","1","0","0.0","14",".",".",".","0","0.0","30",".",".",".","0","0.0","21","0","0.0","4",".",".",".",".",".",".",".",".",".","0","0.0","7","0","0.0","2"
"No","78","174910","Etoile ISD","174","Nacogdoches County","07","Kilgore","0","0.0","30","0","0.0","14","0","0.0","16",".",".",".",".",".",".",".",".",".","0","0.0","1","0","0.0","28",".",".",".","0","0.0","1","0","0.0","14",".",".",".","0","0.0","30",".",".",".","0","0.0","21","0","0.0","4",".",".",".",".",".",".",".",".",".","0","0.0","7","0","0.0","2"
"Yes","78","174910","Etoile ISD","174","Nacogdoches County","07","Kilgore","0","0.0","30","0","0.0","14","0","0.0","16",".",".",".",".",".",".",".",".",".","0","0.0","1","0","0.0","28",".",".",".","0","0.0","1","0","0.0","14",".",".",".","0","0.0","30",".",".",".","0","0.0","21","0","0.0","4",".",".",".",".",".",".",".",".",".","0","0.0","7","0","0.0","2"
"No","712","174911","Douglass ISD","174","Nacogdoches County","07","Kilgore","0","0.0","178","0","0.0","104","0","0.0","74","0","0.0","7",".",".",".","0","0.0","19","0","0.0","3","0","0.0","148",".",".",".","0","0.0","1","0","0.0","67",".",".",".",".",".",".",".",".",".","0","0.0","64","0","0.0","20",".",".",".",".",".",".",".",".",".","0","0.0","41","0","0.0","18"
"Yes","712","174911","Douglass ISD","174","Nacogdoches County","07","Kilgore","0","0.0","178","0","0.0","104","0","0.0","74","0","0.0","7",".",".",".","0","0.0","19","0","0.0","3","0","0.0","148",".",".",".","0","0.0","1","0","0.0","67",".",".",".",".",".",".",".",".",".","0","0.0","64","0","0.0","20",".",".",".",".",".",".",".",".",".","0","0.0","41","0","0.0","18"
"No","78","174911","Douglass ISD","174","Nacogdoches County","07","Kilgore","0","0.0","76","0","0.0","41","0","0.0","35","0","0.0","4",".",".",".","0","0.0","10","0","0.0","2","0","0.0","60",".",".",".",".",".",".","0","0.0","32",".",".",".",".",".",".",".",".",".","0","0.0","30","0","0.0","11",".",".",".",".",".",".",".",".",".","0","0.0","18","0","0.0","11"
"Yes","78","174911","Douglass ISD","174","Nacogdoches County","07","Kilgore","0","0.0","76","0","0.0","41","0","0.0","35","0","0.0","4",".",".",".","0","0.0","10","0","0.0","2","0","0.0","60",".",".",".",".",".",".","0","0.0","32",".",".",".",".",".",".",".",".",".","0","0.0","30","0","0.0","11",".",".",".",".",".",".",".",".",".","0","0.0","18","0","0.0","11"
"No","912","174911","Douglass ISD","174","Nacogdoches County","07","Kilgore","0","0.0","102","0","0.0","63","0","0.0","39","0","0.0","3",".",".",".","0","0.0","9","0","0.0","1","0","0.0","88",".",".",".","0","0.0","1","0","0.0","35",".",".",".",".",".",".",".",".",".","0","0.0","34","0","0.0","9",".",".",".",".",".",".",".",".",".","0","0.0","23","0","0.0","7"
"Yes","912","174911","Douglass ISD","174","Nacogdoches County","07","Kilgore","0","0.0","102","0","0.0","63","0","0.0","39","0","0.0","3",".",".",".","0","0.0","9","0","0.0","1","0","0.0","88",".",".",".","0","0.0","1","0","0.0","35",".",".",".",".",".",".",".",".",".","0","0.0","34","0","0.0","9",".",".",".",".",".",".",".",".",".","0","0.0","23","0","0.0","7"
"No","712","175902","Blooming Grove ISD","175","Navarro County","12","Waco","0","0.0","460","0","0.0","246","0","0.0","214","0","0.0","21","0","0.0","1","0","0.0","100","0","0.0","4","0","0.0","316",".",".",".","0","0.0","18","0","0.0","82","0","0.0","9",".",".",".","0","0.0","249","0","0.0","241","0","0.0","22",".",".",".","0","0.0","9","0","0.0","1","0","0.0","108","0","0.0","36"
"Yes","712","175902","Blooming Grove ISD","175","Navarro County","12","Waco","0","0.0","460","0","0.0","246","0","0.0","214","0","0.0","21","0","0.0","1","0","0.0","100","0","0.0","4","0","0.0","316",".",".",".","0","0.0","18","0","0.0","82","0","0.0","9",".",".",".","0","0.0","249","0","0.0","241","0","0.0","22",".",".",".","0","0.0","9","0","0.0","1","0","0.0","108","0","0.0","36"
"No","78","175902","Blooming Grove ISD","175","Navarro County","12","Waco","0","0.0","152","0","0.0","77","0","0.0","75","0","0.0","8","0","0.0","1","0","0.0","36","0","0.0","2","0","0.0","95",".",".",".","0","0.0","10","0","0.0","35","0","0.0","6",".",".",".",".",".",".","0","0.0","92","0","0.0","10",".",".",".","0","0.0","6","0","0.0","1","0","0.0","37","0","0.0","9"
"Yes","78","175902","Blooming Grove ISD","175","Navarro County","12","Waco","0","0.0","152","0","0.0","77","0","0.0","75","0","0.0","8","0","0.0","1","0","0.0","36","0","0.0","2","0","0.0","95",".",".",".","0","0.0","10","0","0.0","35","0","0.0","6",".",".",".",".",".",".","0","0.0","92","0","0.0","10",".",".",".","0","0.0","6","0","0.0","1","0","0.0","37","0","0.0","9"
"No","912","175902","Blooming Grove ISD","175","Navarro County","12","Waco","0","0.0","308","0","0.0","169","0","0.0","139","0","0.0","13",".",".",".","0","0.0","64","0","0.0","2","0","0.0","221",".",".",".","0","0.0","8","0","0.0","47","0","0.0","3",".",".",".","0","0.0","249","0","0.0","149","0","0.0","12",".",".",".","0","0.0","3",".",".",".","0","0.0","71","0","0.0","27"
"Yes","912","175902","Blooming Grove ISD","175","Navarro County","12","Waco","0","0.0","308","0","0.0","169","0","0.0","139","0","0.0","13",".",".",".","0","0.0","64","0","0.0","2","0","0.0","221",".",".",".","0","0.0","8","0","0.0","47","0","0.0","3",".",".",".","0","0.0","249","0","0.0","149","0","0.0","12",".",".",".","0","0.0","3",".",".",".","0","0.0","71","0","0.0","27"
"No","712","175903","Corsicana ISD","175","Navarro County","12","Waco","20","0.8","2,625","-","0.9","<1,400","-","0.6","<1,300","-","1.6","<600","0","0.0","22","-","0.5","<1,300","0","0.0","10","-","0.8","<800","0","0.0","43","0","0.0","52","-","1.1","<1,400","0","0.0","79","20","0.8","2,617","-","0.7","<500","-","0.6","<1,800","0","0.0","292","0","0.0","18","0","0.0","89","0","0.0","5","17","2.3","<800","-","1.7","<300"
"Yes","712","175903","Corsicana ISD","175","Navarro County","12","Waco","15","0.6","2,611","-","0.6","<1,400","-","0.6","<1,300","-","1.2","<600","0","0.0","22","-","0.2","<1,300","0","0.0","10","-","0.8","<800","0","0.0","43","0","0.0","52","-","0.7","<1,300","0","0.0","79","15","0.6","2,603","-","0.7","<500","-","0.3","<1,800","0","0.0","292","0","0.0","18","0","0.0","89","0","0.0","5","-","1.8","<800","-","0.8","<300"
"No","78","175903","Corsicana ISD","175","Navarro County","12","Waco","0","0.0","928","0","0.0","500","0","0.0","428","0","0.0","157","0","0.0","8","0","0.0","436","0","0.0","2","0","0.0","283","0","0.0","19","0","0.0","23","0","0.0","499","0","0.0","49","0","0.0","920",".",".",".","0","0.0","686","0","0.0","101","0","0.0","8","0","0.0","52","0","0.0","2","0","0.0","251","0","0.0","82"
"Yes","78","175903","Corsicana ISD","175","Navarro County","12","Waco","0","0.0","926","0","0.0","499","0","0.0","427","0","0.0","157","0","0.0","8","0","0.0","435","0","0.0","2","0","0.0","282","0","0.0","19","0","0.0","23","0","0.0","499","0","0.0","49","0","0.0","918",".",".",".","0","0.0","685","0","0.0","101","0","0.0","8","0","0.0","52","0","0.0","2","0","0.0","249","0","0.0","82"
"No","912","175903","Corsicana ISD","175","Navarro County","12","Waco","20","1.2","1,697","-","1.3","<900","-","1.0","<900","-","2.3","<400","0","0.0","14","-","0.8","<800","0","0.0","8","-","1.2","<500","0","0.0","24","0","0.0","29","-","1.7","<900","0","0.0","30","20","1.2","1,697","-","0.7","<500","-","0.9","<1,100","0","0.0","191","0","0.0","10","0","0.0","37","0","0.0","3","17","3.4","<500","-","2.5","<200"
"Yes","912","175903","Corsicana ISD","175","Navarro County","12","Waco","15","0.9","1,685","-","0.9","<900","-","0.9","<900","-","1.7","<400","0","0.0","14","-","0.4","<800","0","0.0","8","-","1.2","<500","0","0.0","24","0","0.0","29","-","1.1","<900","0","0.0","30","15","0.9","1,685","-","0.7","<500","-","0.6","<1,100","0","0.0","191","0","0.0","10","0","0.0","37","0","0.0","3","-","2.7","<500","-","1.3","<200"
"No","712","175904","Dawson ISD","175","Navarro County","12","Waco","0","0.0","223","0","0.0","115","0","0.0","108","0","0.0","21",".",".",".","0","0.0","26","0","0.0","1","0","0.0","174",".",".",".","0","0.0","1","0","0.0","53",".",".",".","0","0.0","223","0","0.0","142","0","0.0","133","0","0.0","14",".",".",".","0","0.0","1",".",".",".","0","0.0","64","0","0.0","24"
"Yes","712","175904","Dawson ISD","175","Navarro County","12","Waco","0","0.0","221","0","0.0","114","0","0.0","107","0","0.0","21",".",".",".","0","0.0","25","0","0.0","1","0","0.0","173",".",".",".","0","0.0","1","0","0.0","53",".",".",".","0","0.0","221","0","0.0","140","0","0.0","132","0","0.0","14",".",".",".","0","0.0","1",".",".",".","0","0.0","64","0","0.0","24"
"No","78","175904","Dawson ISD","175","Navarro County","12","Waco","0","0.0","72","0","0.0","40","0","0.0","32","0","0.0","9",".",".",".","0","0.0","12",".",".",".","0","0.0","50",".",".",".","0","0.0","1","0","0.0","19",".",".",".","0","0.0","72",".",".",".","0","0.0","49","0","0.0","5",".",".",".","0","0.0","1",".",".",".","0","0.0","22","0","0.0","8"
"Yes","78","175904","Dawson ISD","175","Navarro County","12","Waco","0","0.0","72","0","0.0","40","0","0.0","32","0","0.0","9",".",".",".","0","0.0","12",".",".",".","0","0.0","50",".",".",".","0","0.0","1","0","0.0","19",".",".",".","0","0.0","72",".",".",".","0","0.0","49","0","0.0","5",".",".",".","0","0.0","1",".",".",".","0","0.0","22","0","0.0","8"
"No","912","175904","Dawson ISD","175","Navarro County","12","Waco","0","0.0","151","0","0.0","75","0","0.0","76","0","0.0","12",".",".",".","0","0.0","14","0","0.0","1","0","0.0","124",".",".",".",".",".",".","0","0.0","34",".",".",".","0","0.0","151","0","0.0","142","0","0.0","84","0","0.0","9",".",".",".",".",".",".",".",".",".","0","0.0","42","0","0.0","16"
"Yes","912","175904","Dawson ISD","175","Navarro County","12","Waco","0","0.0","149","0","0.0","74","0","0.0","75","0","0.0","12",".",".",".","0","0.0","13","0","0.0","1","0","0.0","123",".",".",".",".",".",".","0","0.0","34",".",".",".","0","0.0","149","0","0.0","140","0","0.0","83","0","0.0","9",".",".",".",".",".",".",".",".",".","0","0.0","42","0","0.0","16"
"No","712","175905","Frost ISD","175","Navarro County","12","Waco","-","0.5","<300","-","0.9","<200","-","0.0","<100","0","0.0","6",".",".",".","-","1.4","<100","0","0.0","2","0","0.0","111",".",".",".","0","0.0","12","-","1.3","<100","-","4.8","<100","-","0.5","<300","-","1.0","<100","-","0.9","<200","0","0.0","17","0","0.0","1","-","4.5","<100",".",".",".","-","1.5","<100","0","0.0","24"
"Yes","712","175905","Frost ISD","175","Navarro County","12","Waco","-","0.5","<300","-","0.9","<200","-","0.0","<100","0","0.0","6",".",".",".","-","1.4","<100","0","0.0","2","0","0.0","111",".",".",".","0","0.0","12","-","1.3","<100","-","4.8","<100","-","0.5","<300","-","1.0","<100","-","0.9","<200","0","0.0","17","0","0.0","1","-","4.5","<100",".",".",".","-","1.5","<100","0","0.0","24"
"No","78","175905","Frost ISD","175","Navarro County","12","Waco","0","0.0","76","0","0.0","42","0","0.0","34","0","0.0","4",".",".",".","0","0.0","24","0","0.0","1","0","0.0","41",".",".",".","0","0.0","6","0","0.0","28","0","0.0","5","0","0.0","76",".",".",".","0","0.0","40","0","0.0","5",".",".",".","0","0.0","6",".",".",".","0","0.0","33","0","0.0","10"
"Yes","78","175905","Frost ISD","175","Navarro County","12","Waco","0","0.0","76","0","0.0","42","0","0.0","34","0","0.0","4",".",".",".","0","0.0","24","0","0.0","1","0","0.0","41",".",".",".","0","0.0","6","0","0.0","28","0","0.0","5","0","0.0","76",".",".",".","0","0.0","40","0","0.0","5",".",".",".","0","0.0","6",".",".",".","0","0.0","33","0","0.0","10"
"No","912","175905","Frost ISD","175","Navarro County","12","Waco","-","0.8","<200","-","1.4","<100","-","0.0","<100","0","0.0","2",".",".",".","-","2.2","<100","0","0.0","1","0","0.0","70",".",".",".","0","0.0","6","-","1.9","<100","-","6.3","<100","-","0.8","<200","-","1.0","<100","-","1.3","<100","0","0.0","12","0","0.0","1","-","6.3","<100",".",".",".","-","3.1","<100","0","0.0","14"
"Yes","912","175905","Frost ISD","175","Navarro County","12","Waco","-","0.8","<200","-","1.4","<100","-","0.0","<100","0","0.0","2",".",".",".","-","2.2","<100","0","0.0","1","0","0.0","70",".",".",".","0","0.0","6","-","1.9","<100","-","6.3","<100","-","0.8","<200","-","1.0","<100","-","1.3","<100","0","0.0","12","0","0.0","1","-","6.3","<100",".",".",".","-","3.1","<100","0","0.0","14"
"No","712","175907","Kerens ISD","175","Navarro County","12","Waco","0","0.0","298","0","0.0","169","0","0.0","129","0","0.0","99",".",".",".","0","0.0","62",".",".",".","0","0.0","136",".",".",".","0","0.0","1","0","0.0","85","0","0.0","1","0","0.0","298","0","0.0","164","0","0.0","214","0","0.0","22",".",".",".","0","0.0","1",".",".",".","0","0.0","89","0","0.0","36"
"Yes","712","175907","Kerens ISD","175","Navarro County","12","Waco","0","0.0","298","0","0.0","169","0","0.0","129","0","0.0","99",".",".",".","0","0.0","62",".",".",".","0","0.0","136",".",".",".","0","0.0","1","0","0.0","85","0","0.0","1","0","0.0","298","0","0.0","164","0","0.0","214","0","0.0","22",".",".",".","0","0.0","1",".",".",".","0","0.0","89","0","0.0","36"
"No","78","175907","Kerens ISD","175","Navarro County","12","Waco","0","0.0","112","0","0.0","67","0","0.0","45","0","0.0","33",".",".",".","0","0.0","22",".",".",".","0","0.0","57",".",".",".",".",".",".","0","0.0","17",".",".",".","0","0.0","112",".",".",".","0","0.0","80","0","0.0","5",".",".",".",".",".",".",".",".",".","0","0.0","28","0","0.0","15"
"Yes","78","175907","Kerens ISD","175","Navarro County","12","Waco","0","0.0","112","0","0.0","67","0","0.0","45","0","0.0","33",".",".",".","0","0.0","22",".",".",".","0","0.0","57",".",".",".",".",".",".","0","0.0","17",".",".",".","0","0.0","112",".",".",".","0","0.0","80","0","0.0","5",".",".",".",".",".",".",".",".",".","0","0.0","28","0","0.0","15"
"No","912","175907","Kerens ISD","175","Navarro County","12","Waco","0","0.0","186","0","0.0","102","0","0.0","84","0","0.0","66",".",".",".","0","0.0","40",".",".",".","0","0.0","79",".",".",".","0","0.0","1","0","0.0","68","0","0.0","1","0","0.0","186","0","0.0","164","0","0.0","134","0","0.0","17",".",".",".","0","0.0","1",".",".",".","0","0.0","61","0","0.0","21"
