"CALC_FOR_STATE_ACCT","Gradespan","DISTRICT","distname","COUNTY","cntyname","REGION","regnname","DIST_ALLN","DIST_ALLR","DIST_ALLD","DIST_MALN","DIST_MALR","DIST_MALD","DIST_FEMN","DIST_FEMR","DIST_FEMD","DIST_AAN","DIST_AAR","DIST_AAD","DIST_ASN","DIST_ASR","DIST_ASD","DIST_HSN","DIST_HSR","DIST_HSD","DIST_NAN","DIST_NAR","DIST_NAD","DIST_WHN","DIST_WHR","DIST_WHD","DIST_PIN","DIST_PIR","DIST_PID","DIST_MUN","DIST_MUR","DIST_MUD","DIST_ATRN","DIST_ATRR","DIST_ATRD","DIST_BEN","DIST_BER","DIST_BED","DIST_TTLN","DIST_TTLR","DIST_TTLD","DIST_CTEN","DIST_CTER","DIST_CTED","DIST_ECNN","DIST_ECNR","DIST_ECND","DIST_GFTN","DIST_GFTR","DIST_GFTD","DIST_IMMN","DIST_IMMR","DIST_IMMD","DIST_LEPN","DIST_LEPR","DIST_LEPD","DIST_MIGN","DIST_MIGR","DIST_MIGD","DIST_OVRN","DIST_OVRR","DIST_OVRD","DIST_SPEN","DIST_SPER","DIST_SPED"
"No","712","021803","Brazos School For Inquiry & Creati","021","Brazos County","06","Huntsville","-","1.9","<200","-","0.0","<100","-","3.8","<100","0","0.0","55",".",".",".","-","2.3","<100",".",".",".","-","8.3","<100",".",".",".",".",".",".","-","1.9","<200","-","5.9","<100","-","1.9","<200","-","2.8","<100","-","1.4","<200",".",".",".",".",".",".","-","4.5","<100","0","0.0","2","-","3.7","<100","0","0.0","20"
"Yes","712","021803","Brazos School For Inquiry & Creati","021","Brazos County","06","Huntsville","-","2.0","<200","-","0.0","<100","-","3.8","<100","0","0.0","54",".",".",".","-","2.3","<100",".",".",".","-","8.3","<100",".",".",".",".",".",".","-","1.9","<200","-","6.1","<100","-","2.0","<200","-","2.8","<100","-","1.4","<200",".",".",".",".",".",".","-","4.7","<100","0","0.0","2","-","3.8","<100","0","0.0","20"
"No","78","021803","Brazos School For Inquiry & Creati","021","Brazos County","06","Huntsville","-","1.4","<100","-","0.0","<100","-","2.9","<100","0","0.0","22",".",".",".","0","0.0","44",".",".",".","-","12.5","<100",".",".",".",".",".",".","0","0.0","48","0","0.0","19","-","1.4","<100",".",".",".","0","0.0","61",".",".",".",".",".",".","0","0.0","23","0","0.0","2","-","2.8","<100","0","0.0","7"
"Yes","78","021803","Brazos School For Inquiry & Creati","021","Brazos County","06","Huntsville","-","1.4","<100","-","0.0","<100","-","2.9","<100","0","0.0","22",".",".",".","0","0.0","43",".",".",".","-","12.5","<100",".",".",".",".",".",".","0","0.0","47","0","0.0","18","-","1.4","<100",".",".",".","0","0.0","60",".",".",".",".",".",".","0","0.0","22","0","0.0","2","-","2.9","<100","0","0.0","7"
"No","912","021803","Brazos School For Inquiry & Creati","021","Brazos County","06","Huntsville","-","2.5","<100","-","0.0","<100","-","4.5","<100","0","0.0","33",".",".",".","-","4.5","<100",".",".",".","0","0.0","4",".",".",".",".",".",".","-","3.5","<100","-","13.3","<100","-","2.5","<100","-","2.8","<100","-","2.5","<100",".",".",".",".",".",".","-","9.5","<100",".",".",".","-","4.3","<100","0","0.0","13"
"Yes","912","021803","Brazos School For Inquiry & Creati","021","Brazos County","06","Huntsville","-","2.5","<100","-","0.0","<100","-","4.5","<100","0","0.0","32",".",".",".","-","4.5","<100",".",".",".","0","0.0","4",".",".",".",".",".",".","-","3.5","<100","-","13.3","<100","-","2.5","<100","-","2.8","<100","-","2.5","<100",".",".",".",".",".",".","-","9.5","<100",".",".",".","-","4.4","<100","0","0.0","13"
"No","712","021805","Arrow Academy","021","Brazos County","06","Huntsville","-","2.8","<100","-","5.0","<100","-","0.0","<100","0","0.0","25",".",".",".","-","10.0","<100",".",".",".","0","0.0","1",".",".",".",".",".",".","0","0.0","25","0","0.0","2","-","2.8","<100",".",".",".","-","3.3","<100",".",".",".",".",".",".","0","0.0","4",".",".",".","0","0.0","11",".",".","."
"Yes","712","021805","Arrow Academy","021","Brazos County","06","Huntsville","-","2.8","<100","-","5.0","<100","-","0.0","<100","0","0.0","25",".",".",".","-","10.0","<100",".",".",".","0","0.0","1",".",".",".",".",".",".","0","0.0","25","0","0.0","2","-","2.8","<100",".",".",".","-","3.3","<100",".",".",".",".",".",".","0","0.0","4",".",".",".","0","0.0","11",".",".","."
"No","78","021805","Arrow Academy","021","Brazos County","06","Huntsville","-","2.8","<100","-","5.0","<100","-","0.0","<100","0","0.0","25",".",".",".","-","10.0","<100",".",".",".","0","0.0","1",".",".",".",".",".",".","0","0.0","25","0","0.0","2","-","2.8","<100",".",".",".","-","3.3","<100",".",".",".",".",".",".","0","0.0","4",".",".",".","0","0.0","11",".",".","."
"Yes","78","021805","Arrow Academy","021","Brazos County","06","Huntsville","-","2.8","<100","-","5.0","<100","-","0.0","<100","0","0.0","25",".",".",".","-","10.0","<100",".",".",".","0","0.0","1",".",".",".",".",".",".","0","0.0","25","0","0.0","2","-","2.8","<100",".",".",".","-","3.3","<100",".",".",".",".",".",".","0","0.0","4",".",".",".","0","0.0","11",".",".","."
"No","712","021901","College Station ISD","021","Brazos County","06","Huntsville","53","1.0","5,194","31","1.2","<2,700","22","0.9","<2,600","17","2.4","<700","-","0.2","<500","19","1.8","<1,100","0","0.0","7","-","0.5","<2,900","-","10.0","<100","0","0.0","155","25","1.6","<1,600","-","4.5","<200",".",".",".","-","0.1","<900","34","2.1","1,626","0","0.0","764","0","0.0","23","-","3.5","<200","0","0.0","1","45","3.9","1,156","-","2.0","<500"
"Yes","712","021901","College Station ISD","021","Brazos County","06","Huntsville","26","0.5","5,133","-","0.6","<2,700","-","0.4","<2,600","-","1.0","<700","0","0.0","<500","-","0.8","<1,100","0","0.0","7","-","0.4","<2,900","-","10.0","<100","0","0.0","155","-","0.8","<1,600","-","2.8","<200",".",".",".","-","0.1","<900","17","1.1","1,597","0","0.0","764","0","0.0","23","-","2.2","<200","0","0.0","1","22","2.0","1,101","-","1.2","<500"
"No","78","021901","College Station ISD","021","Brazos County","06","Huntsville","0","0.0","1,809","0","0.0","927","0","0.0","882","0","0.0","246","0","0.0","141","0","0.0","370","0","0.0","3","0","0.0","996","0","0.0","3","0","0.0","50","0","0.0","483","0","0.0","54",".",".",".",".",".",".","0","0.0","612","0","0.0","341","0","0.0","12","0","0.0","65","0","0.0","1","0","0.0","357","0","0.0","160"
"Yes","78","021901","College Station ISD","021","Brazos County","06","Huntsville","0","0.0","1,808","0","0.0","926","0","0.0","882","0","0.0","246","0","0.0","141","0","0.0","370","0","0.0","3","0","0.0","995","0","0.0","3","0","0.0","50","0","0.0","483","0","0.0","54",".",".",".",".",".",".","0","0.0","612","0","0.0","341","0","0.0","12","0","0.0","65","0","0.0","1","0","0.0","357","0","0.0","159"
"No","912","021901","College Station ISD","021","Brazos County","06","Huntsville","53","1.6","3,385","31","1.8","<1,800","22","1.3","<1,700","17","3.7","<500","-","0.4","<300","19","2.7","<800","0","0.0","4","-","0.8","<1,900","-","14.3","<100","0","0.0","105","25","2.3","<1,100","-","8.6","<100",".",".",".","-","0.1","<900","34","3.4","1,014","0","0.0","423","0","0.0","11","-","6.5","<100",".",".",".","45","5.6","799","-","3.2","<300"
"Yes","912","021901","College Station ISD","021","Brazos County","06","Huntsville","26","0.8","3,325","-","0.9","<1,700","-","0.7","<1,700","-","1.6","<500","0","0.0","<300","-","1.2","<700","0","0.0","4","-","0.5","<1,900","-","14.3","<100","0","0.0","105","-","1.1","<1,100","-","5.7","<100",".",".",".","-","0.1","<900","17","1.7","985","0","0.0","423","0","0.0","11","-","4.2","<100",".",".",".","22","3.0","744","-","2.0","<300"
"No","712","021902","Bryan ISD","021","Brazos County","06","Huntsville","200","3.0","6,767","124","3.6","3,417","76","2.3","3,350","59","4.1","1,431","-","2.9","<100","110","3.3","3,306","0","0.0","13","28","1.5","<2,000","0","0.0","9","-","2.9","<100","138","3.6","3,813","18","3.4","533","28","1.1","2,645","-","0.6","<900","165","3.5","4,710","-","0.1","<1,200","0","0.0","24","23","4.1","567","-","2.6","<100","176","7.4","2,385","27","4.7","573"
"Yes","712","021902","Bryan ISD","021","Brazos County","06","Huntsville","169","2.5","6,709","102","3.0","3,386","67","2.0","3,323","47","3.3","1,408","-","2.9","<100","94","2.9","3,280","0","0.0","13","-","1.4","<1,900","0","0.0","9","-","1.4","<100","121","3.2","3,784","18","3.4","533","23","0.9","2,635","-","0.6","<900","138","3.0","4,667","-","0.1","<1,200","0","0.0","24","22","3.9","566","-","2.6","<100","147","6.3","2,330","22","3.9","565"
"No","78","021902","Bryan ISD","021","Brazos County","06","Huntsville","-","0.4","<2,500","-","0.5","<1,300","-","0.3","<1,300","0","0.0","503","0","0.0","11","-","0.2","<1,300","0","0.0","3","-","1.0","<700","0","0.0","2","0","0.0","35","-","0.5","<1,400","-","0.6","<400","-","0.4","<2,500",".",".",".","-","0.5","<1,900","0","0.0","526","0","0.0","4","-","1.0","<300","-","4.3","<100","-","0.8","<700","-","1.9","<300"
"Yes","78","021902","Bryan ISD","021","Brazos County","06","Huntsville","-","0.4","<2,500","-","0.5","<1,300","-","0.3","<1,300","0","0.0","503","0","0.0","11","-","0.2","<1,300","0","0.0","3","-","1.0","<700","0","0.0","2","0","0.0","35","-","0.5","<1,400","-","0.6","<400","-","0.4","<2,500",".",".",".","-","0.5","<1,900","0","0.0","526","0","0.0","4","-","1.0","<300","-","4.3","<100","-","0.8","<700","-","1.9","<300"
"No","912","021902","Bryan ISD","021","Brazos County","06","Huntsville","-","4.4","<4,400","-","5.4","<2,200","-","3.4","<2,200","59","6.4","928","-","4.2","<100","-","5.2","<2,100","0","0.0","10","-","1.7","<1,300","0","0.0","7","-","5.7","<100","-","5.3","<2,500","-","7.5","<300","-","9.7","<200","-","0.6","<900","-","5.4","<2,900","-","0.2","<700","0","0.0","20","-","7.4","<300","-","1.9","<100","-","9.9","<1,800","-","6.3","<400"
"Yes","912","021902","Bryan ISD","021","Brazos County","06","Huntsville","-","3.7","<4,300","-","4.5","<2,200","-","3.0","<2,200","47","5.2","905","-","4.2","<100","-","4.4","<2,100","0","0.0","10","-","1.6","<1,300","0","0.0","7","-","2.9","<100","-","4.7","<2,500","-","7.5","<300","-","7.4","<200","-","0.6","<900","-","4.6","<2,900","-","0.2","<700","0","0.0","20","-","7.1","<300","-","1.9","<100","-","8.5","<1,700","-","5.0","<400"
"No","712","022004","Terlingua CSD","022","Brewster County","18","Midland","-","1.7","<100","-","3.3","<100","-","0.0","<100",".",".",".",".",".",".","-","2.2","<100","0","0.0","1","0","0.0","12",".",".",".",".",".",".","-","2.9","<100","-","5.9","<100","-","1.7","<100",".",".",".","-","2.5","<100","0","0.0","5",".",".",".","-","5.3","<100",".",".",".","-","3.8","<100","0","0.0","5"
"Yes","712","022004","Terlingua CSD","022","Brewster County","18","Midland","-","1.7","<100","-","3.3","<100","-","0.0","<100",".",".",".",".",".",".","-","2.2","<100","0","0.0","1","0","0.0","12",".",".",".",".",".",".","-","2.9","<100","-","5.9","<100","-","1.7","<100",".",".",".","-","2.5","<100","0","0.0","5",".",".",".","-","5.3","<100",".",".",".","-","3.8","<100","0","0.0","5"
"No","78","022004","Terlingua CSD","022","Brewster County","18","Midland","0","0.0","18","0","0.0","8","0","0.0","10",".",".",".",".",".",".","0","0.0","14",".",".",".","0","0.0","4",".",".",".",".",".",".","0","0.0","13","0","0.0","9","0","0.0","18",".",".",".","0","0.0","14",".",".",".",".",".",".","0","0.0","10",".",".",".","0","0.0","10","0","0.0","2"
"Yes","78","022004","Terlingua CSD","022","Brewster County","18","Midland","0","0.0","18","0","0.0","8","0","0.0","10",".",".",".",".",".",".","0","0.0","14",".",".",".","0","0.0","4",".",".",".",".",".",".","0","0.0","13","0","0.0","9","0","0.0","18",".",".",".","0","0.0","14",".",".",".",".",".",".","0","0.0","10",".",".",".","0","0.0","10","0","0.0","2"
"No","912","022004","Terlingua CSD","022","Brewster County","18","Midland","-","2.4","<100","-","4.5","<100","-","0.0","<100",".",".",".",".",".",".","-","3.1","<100","0","0.0","1","0","0.0","8",".",".",".",".",".",".","-","4.5","<100","-","12.5","<100","-","2.4","<100",".",".",".","-","3.8","<100","0","0.0","5",".",".",".","-","11.1","<100",".",".",".","-","6.3","<100","0","0.0","3"
"Yes","912","022004","Terlingua CSD","022","Brewster County","18","Midland","-","2.4","<100","-","4.5","<100","-","0.0","<100",".",".",".",".",".",".","-","3.1","<100","0","0.0","1","0","0.0","8",".",".",".",".",".",".","-","4.5","<100","-","12.5","<100","-","2.4","<100",".",".",".","-","3.8","<100","0","0.0","5",".",".",".","-","11.1","<100",".",".",".","-","6.3","<100","0","0.0","3"
"No","712","022901","Alpine ISD","022","Brewster County","18","Midland","-","0.2","<500","-","0.4","<300","-","0.0","<300","0","0.0","2","0","0.0","7","-","0.3","<300",".",".",".","0","0.0","169","0","0.0","1","0","0.0","2","0","0.0","283","0","0.0","12","-","0.2","<500","0","0.0","100","0","0.0","209","0","0.0","47","0","0.0","2","0","0.0","16",".",".",".","-","0.9","<200","0","0.0","45"
"Yes","712","022901","Alpine ISD","022","Brewster County","18","Midland","0","0.0","<500","0","0.0","<300","0","0.0","<300","0","0.0","2","0","0.0","7","0","0.0","<300",".",".",".","0","0.0","169","0","0.0","1","0","0.0","2","0","0.0","283","0","0.0","12","0","0.0","<500","0","0.0","100","0","0.0","209","0","0.0","47","0","0.0","2","0","0.0","16",".",".",".","0","0.0","<200","0","0.0","45"
"No","78","022901","Alpine ISD","022","Brewster County","18","Midland","0","0.0","173","0","0.0","93","0","0.0","80",".",".",".","0","0.0","2","0","0.0","109",".",".",".","0","0.0","61",".",".",".","0","0.0","1","0","0.0","111","0","0.0","7","0","0.0","173",".",".",".","0","0.0","81","0","0.0","26","0","0.0","1","0","0.0","9",".",".",".","0","0.0","35","0","0.0","14"
"Yes","78","022901","Alpine ISD","022","Brewster County","18","Midland","0","0.0","173","0","0.0","93","0","0.0","80",".",".",".","0","0.0","2","0","0.0","109",".",".",".","0","0.0","61",".",".",".","0","0.0","1","0","0.0","111","0","0.0","7","0","0.0","173",".",".",".","0","0.0","81","0","0.0","26","0","0.0","1","0","0.0","9",".",".",".","0","0.0","35","0","0.0","14"
"No","912","022901","Alpine ISD","022","Brewster County","18","Midland","-","0.3","<300","-","0.6","<200","-","0.0","<200","0","0.0","2","0","0.0","5","-","0.5","<200",".",".",".","0","0.0","108","0","0.0","1","0","0.0","1","0","0.0","172","0","0.0","5","-","0.3","<300","0","0.0","100","0","0.0","128","0","0.0","21","0","0.0","1","0","0.0","7",".",".",".","-","1.3","<100","0","0.0","31"
"Yes","912","022901","Alpine ISD","022","Brewster County","18","Midland","0","0.0","<300","0","0.0","<200","0","0.0","<200","0","0.0","2","0","0.0","5","0","0.0","<200",".",".",".","0","0.0","108","0","0.0","1","0","0.0","1","0","0.0","172","0","0.0","5","0","0.0","<300","0","0.0","100","0","0.0","128","0","0.0","21","0","0.0","1","0","0.0","7",".",".",".","0","0.0","<100","0","0.0","31"
"No","712","022902","Marathon ISD","022","Brewster County","18","Midland","0","0.0","17","0","0.0","12","0","0.0","5",".",".",".",".",".",".","0","0.0","15",".",".",".","0","0.0","2",".",".",".",".",".",".","0","0.0","8",".",".",".","0","0.0","17",".",".",".","0","0.0","15",".",".",".",".",".",".",".",".",".",".",".",".","0","0.0","2",".",".","."
"Yes","712","022902","Marathon ISD","022","Brewster County","18","Midland","0","0.0","17","0","0.0","12","0","0.0","5",".",".",".",".",".",".","0","0.0","15",".",".",".","0","0.0","2",".",".",".",".",".",".","0","0.0","8",".",".",".","0","0.0","17",".",".",".","0","0.0","15",".",".",".",".",".",".",".",".",".",".",".",".","0","0.0","2",".",".","."
"No","78","022902","Marathon ISD","022","Brewster County","18","Midland","0","0.0","7","0","0.0","5","0","0.0","2",".",".",".",".",".",".","0","0.0","6",".",".",".","0","0.0","1",".",".",".",".",".",".","0","0.0","4",".",".",".","0","0.0","7",".",".",".","0","0.0","6",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Yes","78","022902","Marathon ISD","022","Brewster County","18","Midland","0","0.0","7","0","0.0","5","0","0.0","2",".",".",".",".",".",".","0","0.0","6",".",".",".","0","0.0","1",".",".",".",".",".",".","0","0.0","4",".",".",".","0","0.0","7",".",".",".","0","0.0","6",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"No","912","022902","Marathon ISD","022","Brewster County","18","Midland","0","0.0","10","0","0.0","7","0","0.0","3",".",".",".",".",".",".","0","0.0","9",".",".",".","0","0.0","1",".",".",".",".",".",".","0","0.0","4",".",".",".","0","0.0","10",".",".",".","0","0.0","9",".",".",".",".",".",".",".",".",".",".",".",".","0","0.0","2",".",".","."
"Yes","912","022902","Marathon ISD","022","Brewster County","18","Midland","0","0.0","10","0","0.0","7","0","0.0","3",".",".",".",".",".",".","0","0.0","9",".",".",".","0","0.0","1",".",".",".",".",".",".","0","0.0","4",".",".",".","0","0.0","10",".",".",".","0","0.0","9",".",".",".",".",".",".",".",".",".",".",".",".","0","0.0","2",".",".","."
"No","712","023902","Silverton ISD","023","Briscoe County","16","Amarillo","0","0.0","79","0","0.0","32","0","0.0","47","0","0.0","3",".",".",".","0","0.0","28",".",".",".","0","0.0","44",".",".",".","0","0.0","4","0","0.0","24","0","0.0","2","0","0.0","79","0","0.0","46","0","0.0","45","0","0.0","8",".",".",".","0","0.0","2","0","0.0","1","0","0.0","19","0","0.0","8"
"Yes","712","023902","Silverton ISD","023","Briscoe County","16","Amarillo","0","0.0","79","0","0.0","32","0","0.0","47","0","0.0","3",".",".",".","0","0.0","28",".",".",".","0","0.0","44",".",".",".","0","0.0","4","0","0.0","24","0","0.0","2","0","0.0","79","0","0.0","46","0","0.0","45","0","0.0","8",".",".",".","0","0.0","2","0","0.0","1","0","0.0","19","0","0.0","8"
"No","78","023902","Silverton ISD","023","Briscoe County","16","Amarillo","0","0.0","31","0","0.0","12","0","0.0","19","0","0.0","2",".",".",".","0","0.0","11",".",".",".","0","0.0","15",".",".",".","0","0.0","3","0","0.0","11","0","0.0","2","0","0.0","31",".",".",".","0","0.0","24","0","0.0","4",".",".",".","0","0.0","2",".",".",".","0","0.0","7","0","0.0","2"
"Yes","78","023902","Silverton ISD","023","Briscoe County","16","Amarillo","0","0.0","31","0","0.0","12","0","0.0","19","0","0.0","2",".",".",".","0","0.0","11",".",".",".","0","0.0","15",".",".",".","0","0.0","3","0","0.0","11","0","0.0","2","0","0.0","31",".",".",".","0","0.0","24","0","0.0","4",".",".",".","0","0.0","2",".",".",".","0","0.0","7","0","0.0","2"
"No","912","023902","Silverton ISD","023","Briscoe County","16","Amarillo","0","0.0","48","0","0.0","20","0","0.0","28","0","0.0","1",".",".",".","0","0.0","17",".",".",".","0","0.0","29",".",".",".","0","0.0","1","0","0.0","13",".",".",".","0","0.0","48","0","0.0","46","0","0.0","21","0","0.0","4",".",".",".",".",".",".","0","0.0","1","0","0.0","12","0","0.0","6"
"Yes","912","023902","Silverton ISD","023","Briscoe County","16","Amarillo","0","0.0","48","0","0.0","20","0","0.0","28","0","0.0","1",".",".",".","0","0.0","17",".",".",".","0","0.0","29",".",".",".","0","0.0","1","0","0.0","13",".",".",".","0","0.0","48","0","0.0","46","0","0.0","21","0","0.0","4",".",".",".",".",".",".","0","0.0","1","0","0.0","12","0","0.0","6"
"No","712","024901","Brooks County ISD","024","Brooks County","02","Corpus Christi","24","3.5","689","-","3.3","<400","-","3.7","<400",".",".",".","0","0.0","2","24","3.6","676","0","0.0","1","0","0.0","10",".",".",".",".",".",".","17","4.1","414","-","5.9","<100","24","3.5","689","-","3.6","<200","22","4.0","553","0","0.0","60",".",".",".","-","5.3","<100","0","0.0","17","19","10.6","179","-","4.2","<100"
"Yes","712","024901","Brooks County ISD","024","Brooks County","02","Corpus Christi","22","3.2","685","-","3.0","<400","-","3.4","<400",".",".",".","0","0.0","2","22","3.3","672","0","0.0","1","0","0.0","10",".",".",".",".",".",".","15","3.6","412","-","5.9","<100","22","3.2","685","-","3.7","<200","20","3.6","549","0","0.0","59",".",".",".","-","5.3","<100","0","0.0","17","17","9.7","176","-","4.2","<100"
"No","78","024901","Brooks County ISD","024","Brooks County","02","Corpus Christi","-","0.4","<300","-","0.0","<200","-","0.8","<200",".",".",".",".",".",".","-","0.4","<300","0","0.0","1","0","0.0","3",".",".",".",".",".",".","0","0.0","171","0","0.0","6","-","0.4","<300",".",".",".","-","0.5","<300","0","0.0","15",".",".",".","0","0.0","7","0","0.0","9","0","0.0","58","0","0.0","26"
"Yes","78","024901","Brooks County ISD","024","Brooks County","02","Corpus Christi","-","0.4","<300","-","0.0","<200","-","0.8","<200",".",".",".",".",".",".","-","0.4","<300","0","0.0","1","0","0.0","3",".",".",".",".",".",".","0","0.0","171","0","0.0","6","-","0.4","<300",".",".",".","-","0.5","<300","0","0.0","15",".",".",".","0","0.0","7","0","0.0","9","0","0.0","58","0","0.0","26"
"No","912","024901","Brooks County ISD","024","Brooks County","02","Corpus Christi","-","5.3","<500","-","5.0","<300","-","5.7","<200",".",".",".","0","0.0","2","-","5.4","<500",".",".",".","0","0.0","7",".",".",".",".",".",".","17","7.0","243","-","9.1","<100","-","5.3","<500","-","3.6","<200","-","6.0","<400","0","0.0","45",".",".",".","-","8.3","<100","0","0.0","8","19","15.7","121","-","6.7","<100"
"Yes","912","024901","Brooks County ISD","024","Brooks County","02","Corpus Christi","-","4.9","<500","-","4.6","<300","-","5.2","<200",".",".",".","0","0.0","2","-","5.0","<500",".",".",".","0","0.0","7",".",".",".",".",".",".","15","6.2","241","-","9.1","<100","-","4.9","<500","-","3.7","<200","-","5.5","<400","0","0.0","44",".",".",".","-","8.3","<100","0","0.0","8","17","14.4","118","-","6.7","<100"
"No","712","025901","Bangs ISD","025","Brown County","15","San Angelo","-","0.2","<600","-","0.0","<300","-","0.4","<300","0","0.0","15","0","0.0","2","0","0.0","108","0","0.0","3","-","0.3","<400",".",".",".","0","0.0","13","-","0.6","<200","0","0.0","8","0","0.0","186","-","0.7","<200","0","0.0","198","0","0.0","50","0","0.0","1","0","0.0","8","0","0.0","3","-","0.7","<200","0","0.0","49"
"Yes","712","025901","Bangs ISD","025","Brown County","15","San Angelo","-","0.2","<600","-","0.0","<300","-","0.4","<300","0","0.0","15","0","0.0","2","0","0.0","107","0","0.0","3","-","0.3","<400",".",".",".","0","0.0","13","-","0.6","<200","0","0.0","8","0","0.0","186","-","0.7","<200","0","0.0","198","0","0.0","50","0","0.0","1","0","0.0","8","0","0.0","3","-","0.7","<200","0","0.0","49"
"No","78","025901","Bangs ISD","025","Brown County","15","San Angelo","0","0.0","186","0","0.0","103","0","0.0","83","0","0.0","4",".",".",".","0","0.0","36","0","0.0","3","0","0.0","138",".",".",".","0","0.0","5","0","0.0","68","0","0.0","3","0","0.0","186",".",".",".","0","0.0","70","0","0.0","19",".",".",".","0","0.0","3","0","0.0","3","0","0.0","54","0","0.0","19"
"Yes","78","025901","Bangs ISD","025","Brown County","15","San Angelo","0","0.0","186","0","0.0","103","0","0.0","83","0","0.0","4",".",".",".","0","0.0","36","0","0.0","3","0","0.0","138",".",".",".","0","0.0","5","0","0.0","68","0","0.0","3","0","0.0","186",".",".",".","0","0.0","70","0","0.0","19",".",".",".","0","0.0","3","0","0.0","3","0","0.0","54","0","0.0","19"
"No","912","025901","Bangs ISD","025","Brown County","15","San Angelo","-","0.3","<400","-","0.0","<200","-","0.6","<200","0","0.0","11","0","0.0","2","0","0.0","72",".",".",".","-","0.4","<300",".",".",".","0","0.0","8","-","1.0","<100","0","0.0","5",".",".",".","-","0.7","<200","0","0.0","128","0","0.0","31","0","0.0","1","0","0.0","5",".",".",".","-","1.1","<100","0","0.0","30"
"Yes","912","025901","Bangs ISD","025","Brown County","15","San Angelo","-","0.3","<400","-","0.0","<200","-","0.6","<200","0","0.0","11","0","0.0","2","0","0.0","71",".",".",".","-","0.4","<300",".",".",".","0","0.0","8","-","1.0","<100","0","0.0","5",".",".",".","-","0.7","<200","0","0.0","128","0","0.0","31","0","0.0","1","0","0.0","5",".",".",".","-","1.1","<100","0","0.0","30"
"No","712","025902","Brownwood ISD","025","Brown County","15","San Angelo","-","0.9","<1,600","-","1.2","<800","-","0.7","<800","-","5.4","<100","0","0.0","9","-","1.2","<600","0","0.0","10","-","0.4","<900",".",".",".","0","0.0","42","-","1.3","<700","0","0.0","14","-","0.9","<1,600","-","0.7","<700","-","0.7","<1,000","0","0.0","128",".",".",".","-","4.3","<100",".",".",".","-","2.3","<400","-","0.7","<200"
"Yes","712","025902","Brownwood ISD","025","Brown County","15","San Angelo","-","0.8","<1,600","-","1.0","<800","-","0.5","<800","-","4.1","<100","0","0.0","9","-","1.2","<600","0","0.0","10","-","0.2","<900",".",".",".","0","0.0","42","-","1.2","<700","0","0.0","14","-","0.7","<1,600","-","0.7","<700","-","0.7","<1,000","0","0.0","128",".",".",".","-","4.3","<100",".",".",".","-","2.0","<400","-","0.7","<200"
"No","78","025902","Brownwood ISD","025","Brown County","15","San Angelo","0","0.0","540","0","0.0","268","0","0.0","272","0","0.0","23","0","0.0","4","0","0.0","198","0","0.0","6","0","0.0","297",".",".",".","0","0.0","12","0","0.0","229","0","0.0","5","0","0.0","540",".",".",".","0","0.0","351","0","0.0","63",".",".",".","0","0.0","8",".",".",".","0","0.0","113","0","0.0","41"
"Yes","78","025902","Brownwood ISD","025","Brown County","15","San Angelo","0","0.0","540","0","0.0","268","0","0.0","272","0","0.0","23","0","0.0","4","0","0.0","198","0","0.0","6","0","0.0","297",".",".",".","0","0.0","12","0","0.0","229","0","0.0","5","0","0.0","540",".",".",".","0","0.0","351","0","0.0","63",".",".",".","0","0.0","8",".",".",".","0","0.0","113","0","0.0","41"
"No","912","025902","Brownwood ISD","025","Brown County","15","San Angelo","-","1.4","<1,000","-","1.8","<500","-","1.1","<500","-","7.8","<100","0","0.0","5","-","1.9","<400","0","0.0","4","-","0.6","<600",".",".",".","0","0.0","30","-","2.1","<400","0","0.0","9","-","1.3","<1,000","-","0.7","<700","-","1.0","<600","0","0.0","65",".",".",".","-","6.7","<100",".",".",".","-","3.4","<300","-","1.0","<200"
"Yes","912","025902","Brownwood ISD","025","Brown County","15","San Angelo","-","1.2","<1,000","-","1.6","<500","-","0.8","<500","-","6.0","<100","0","0.0","5","-","1.9","<400","0","0.0","4","-","0.4","<600",".",".",".","0","0.0","30","-","1.9","<400","0","0.0","9","-","1.1","<1,000","-","0.7","<700","-","1.0","<600","0","0.0","65",".",".",".","-","6.7","<100",".",".",".","-","3.0","<300","-","1.0","<200"
"No","712","025904","Blanket ISD","025","Brown County","15","San Angelo","-","0.9","<200","-","1.8","<100","-","0.0","<100","0","0.0","4","0","0.0","1","0","0.0","31","0","0.0","1","-","1.4","<100",".",".",".","0","0.0","1","-","2.2","<100","0","0.0","2","-","0.9","<200","0","0.0","53","-","1.8","<100","0","0.0","7",".",".",".","0","0.0","5",".",".",".","-","2.3","<100","-","5.0","<100"
"Yes","712","025904","Blanket ISD","025","Brown County","15","San Angelo","-","0.9","<200","-","1.8","<100","-","0.0","<100","0","0.0","4","0","0.0","1","0","0.0","31","0","0.0","1","-","1.4","<100",".",".",".","0","0.0","1","-","2.2","<100","0","0.0","2","-","0.9","<200","0","0.0","53","-","1.8","<100","0","0.0","7",".",".",".","0","0.0","5",".",".",".","-","2.3","<100","-","5.0","<100"
