"DIST_ALLN","DIST_ALLR","DIST_ALLD","DISTRICT","Gradespan","DIST_MALN","DIST_MALR","DIST_MALD","DIST_FEMN","DIST_FEMR","DIST_FEMD","DIST_AAN","DIST_AAR","DIST_AAD","DIST_ASN","DIST_ASR","DIST_ASD","DIST_HSN","DIST_HSR","DIST_HSD","DIST_NAN","DIST_NAR","DIST_NAD","DIST_WHN","DIST_WHR","DIST_WHD","DIST_PIN","DIST_PIR","DIST_PID","DIST_MUN","DIST_MUR","DIST_MUD","DIST_ATRN","DIST_ATRR","DIST_ATRD","DIST_BEN","DIST_BER","DIST_BED","DIST_TTLN","DIST_TTLR","DIST_TTLD","DIST_CTEN","DIST_CTER","DIST_CTED","DIST_ECNN","DIST_ECNR","DIST_ECND","DIST_GFTN","DIST_GFTR","DIST_GFTD","DIST_IMMN","DIST_IMMR","DIST_IMMD","DIST_LEPN","DIST_LEPR","DIST_LEPD","DIST_MIGN","DIST_MIGR","DIST_MIGD","DIST_OVRN","DIST_OVRR","DIST_OVRD","DIST_SPEN","DIST_SPER","DIST_SPED","cntyname","regnname","distname","COUNTY","REGION","CALC_PER_TEC"
"0","0.0","633","043903","912","0","0.0","340","0","0.0","293","0","0.0","27","0","0.0","8","0","0.0","133","0","0.0","8","0","0.0","439",".",".",".","0","0.0","18","0","0.0","135","0","0.0","9",".",".",".","0","0.0","237","0","0.0","154","0","0.0","30","0","0.0","4","0","0.0","9",".",".",".","0","0.0","172","0","0.0","76","Collin County","Richardson","Celina ISD","043","10","No"
"0","0.0","633","043903","912","0","0.0","340","0","0.0","293","0","0.0","27","0","0.0","8","0","0.0","133","0","0.0","8","0","0.0","439",".",".",".","0","0.0","18","0","0.0","135","0","0.0","9",".",".",".","0","0.0","237","0","0.0","154","0","0.0","30","0","0.0","4","0","0.0","9",".",".",".","0","0.0","172","0","0.0","76","Collin County","Richardson","Celina ISD","043","10","Yes"
"-","0.6","<800","043904","712","-","1.1","<400","-","0.0","<400","0","0.0","45","0","0.0","3","-","0.6","<200","0","0.0","6","-","0.7","<500",".",".",".","0","0.0","18","-","0.6","<200","0","0.0","13","-","0.6","<800","0","0.0","121","-","0.6","<400","0","0.0","45","0","0.0","3","0","0.0","13",".",".",".","-","1.2","<200","0","0.0","66","Collin County","Richardson","Farmersville ISD","043","10","No"
"-","0.3","<800","043904","712","-","0.6","<400","-","0.0","<400","0","0.0","45","0","0.0","3","-","0.6","<200","0","0.0","6","-","0.2","<500",".",".",".","0","0.0","18","0","0.0","<200","0","0.0","13","-","0.3","<800","0","0.0","121","0","0.0","<400","0","0.0","45","0","0.0","3","0","0.0","13",".",".",".","-","0.6","<200","0","0.0","66","Collin County","Richardson","Farmersville ISD","043","10","Yes"
"0","0.0","250","043904","78","0","0.0","119","0","0.0","131","0","0.0","14","0","0.0","3","0","0.0","66","0","0.0","2","0","0.0","158",".",".",".","0","0.0","7","0","0.0","61","0","0.0","6","0","0.0","250",".",".",".","0","0.0","135","0","0.0","17",".",".",".","0","0.0","6",".",".",".","0","0.0","67","0","0.0","25","Collin County","Richardson","Farmersville ISD","043","10","No"
"0","0.0","250","043904","78","0","0.0","119","0","0.0","131","0","0.0","14","0","0.0","3","0","0.0","66","0","0.0","2","0","0.0","158",".",".",".","0","0.0","7","0","0.0","61","0","0.0","6","0","0.0","250",".",".",".","0","0.0","135","0","0.0","17",".",".",".","0","0.0","6",".",".",".","0","0.0","67","0","0.0","25","Collin County","Richardson","Farmersville ISD","043","10","Yes"
"-","0.9","<500","043904","912","-","1.6","<300","-","0.0","<300","0","0.0","31",".",".",".","-","0.9","<200","0","0.0","4","-","1.0","<400",".",".",".","0","0.0","11","-","1.0","<100","0","0.0","7","-","0.9","<500","0","0.0","121","-","1.0","<200","0","0.0","28","0","0.0","3","0","0.0","7",".",".",".","-","2.1","<100","0","0.0","41","Collin County","Richardson","Farmersville ISD","043","10","No"
"-","0.4","<500","043904","912","-","0.8","<300","-","0.0","<300","0","0.0","31",".",".",".","-","0.9","<200","0","0.0","4","-","0.3","<400",".",".",".","0","0.0","11","0","0.0","<100","0","0.0","7","-","0.4","<500","0","0.0","121","0","0.0","<200","0","0.0","28","0","0.0","3","0","0.0","7",".",".",".","-","1.1","<100","0","0.0","41","Collin County","Richardson","Farmersville ISD","043","10","Yes"
"20","0.1","<17,600","043905","712","-","0.2","<8,900","-","0.1","<8,700","-","0.2","<2,300","0","0.0","2,084","-","0.2","<2,800","0","0.0","114","-","0.1","<9,900","0","0.0","25","-","0.4","<500","16","0.6","<2,600","0","0.0","209","0","0.0","76","-","0.1","<3,400","-","0.2","<2,600","0","0.0","1,452","0","0.0","181","0","0.0","261",".",".",".","-","0.5","<2,200","-","0.1","<1,300","Collin County","Richardson","Frisco ISD","043","10","No"
"-","0.1","<17,600","043905","712","-","0.1","<8,900","-","0.0","<8,700","-","0.1","<2,300","0","0.0","2,082","-","0.1","<2,800","0","0.0","114","-","0.1","<9,900","0","0.0","25","-","0.2","<500","-","0.3","<2,600","0","0.0","208","0","0.0","74","-","0.1","<3,400","-","0.2","<2,600","0","0.0","1,452","0","0.0","180","0","0.0","260",".",".",".","-","0.1","<2,200","0","0.0","<1,300","Collin County","Richardson","Frisco ISD","043","10","Yes"
"0","0.0","6,770","043905","78","0","0.0","3,384","0","0.0","3,386","0","0.0","751","0","0.0","888","0","0.0","1,026","0","0.0","38","0","0.0","3,869","0","0.0","4","0","0.0","194","0","0.0","782","0","0.0","111","0","0.0","21",".",".",".","0","0.0","943","0","0.0","687","0","0.0","62","0","0.0","141",".",".",".","0","0.0","763","0","0.0","520","Collin County","Richardson","Frisco ISD","043","10","No"
"0","0.0","6,769","043905","78","0","0.0","3,383","0","0.0","3,386","0","0.0","751","0","0.0","888","0","0.0","1,025","0","0.0","38","0","0.0","3,869","0","0.0","4","0","0.0","194","0","0.0","781","0","0.0","111","0","0.0","21",".",".",".","0","0.0","943","0","0.0","687","0","0.0","62","0","0.0","141",".",".",".","0","0.0","762","0","0.0","520","Collin County","Richardson","Frisco ISD","043","10","Yes"
"20","0.2","<10,800","043905","912","-","0.3","<5,600","-","0.1","<5,300","-","0.3","<1,500","0","0.0","1,196","-","0.3","<1,800","0","0.0","76","-","0.1","<6,100","0","0.0","21","-","0.7","<300","16","0.9","<1,800","0","0.0","98","0","0.0","55","-","0.1","<3,400","-","0.3","<1,600","0","0.0","765","0","0.0","119","0","0.0","120",".",".",".","-","0.7","<1,400","-","0.1","<800","Collin County","Richardson","Frisco ISD","043","10","No"
"-","0.1","<10,800","043905","912","-","0.1","<5,500","-","0.1","<5,300","-","0.1","<1,500","0","0.0","1,194","-","0.1","<1,800","0","0.0","76","-","0.1","<6,100","0","0.0","21","-","0.4","<300","-","0.5","<1,800","0","0.0","97","0","0.0","53","-","0.1","<3,400","-","0.3","<1,600","0","0.0","765","0","0.0","118","0","0.0","119",".",".",".","-","0.2","<1,400","0","0.0","<800","Collin County","Richardson","Frisco ISD","043","10","Yes"
"35","0.3","11,372","043907","712","20","0.3","<5,900","15","0.3","<5,500","-","0.5","<1,600","0","0.0","364","19","0.7","2,741","0","0.0","68","-","0.1","<6,400","0","0.0","34","-","0.4","<300","16","0.7","<2,500","-","1.3","<400",".",".",".","-","0.3","<2,500","15","0.5","<3,200","0","0.0","1,038","0","0.0","97","-","1.4","<500",".",".",".","26","1.4","1,874","-","0.3","<1,000","Collin County","Richardson","McKinney ISD","043","10","No"
"32","0.3","11,363","043907","712","-","0.3","<5,900","-","0.3","<5,500","-","0.5","<1,600","0","0.0","364","17","0.6","2,737","0","0.0","67","-","0.1","<6,400","0","0.0","34","-","0.4","<300","-","0.6","<2,400","-","1.3","<400",".",".",".","-","0.3","<2,500","-","0.5","<3,200","0","0.0","1,038","0","0.0","97","-","1.4","<500",".",".",".","24","1.3","1,868","-","0.3","<1,000","Collin County","Richardson","McKinney ISD","043","10","Yes"
"-","0.0","<4,100","043907","78","-","0.0","<2,100","-","0.1","<2,000","0","0.0","528","0","0.0","150","-","0.2","<1,000","0","0.0","18","0","0.0","2,247","0","0.0","18","0","0.0","90","-","0.1","<800","-","0.5","<200",".",".",".",".",".",".","-","0.2","<1,200","0","0.0","383","0","0.0","16","-","0.5","<200",".",".",".","-","0.2","<600","0","0.0","382","Collin County","Richardson","McKinney ISD","043","10","No"
"-","0.0","<4,100","043907","78","-","0.0","<2,100","-","0.1","<2,000","0","0.0","528","0","0.0","150","-","0.2","<1,000","0","0.0","18","0","0.0","2,247","0","0.0","18","0","0.0","90","-","0.1","<800","-","0.5","<200",".",".",".",".",".",".","-","0.2","<1,200","0","0.0","383","0","0.0","16","-","0.5","<200",".",".",".","-","0.2","<600","0","0.0","382","Collin County","Richardson","McKinney ISD","043","10","Yes"
"-","0.4","<7,400","043907","912","-","0.5","<3,900","-","0.4","<3,600","-","0.8","<1,000","0","0.0","214","-","1.0","<1,800","0","0.0","50","-","0.2","<4,200","0","0.0","16","-","0.5","<200","-","0.9","<1,700","-","1.9","<300",".",".",".","-","0.3","<2,500","-","0.7","<2,000","0","0.0","655","0","0.0","81","-","2.1","<300",".",".",".","-","1.9","<1,300","-","0.5","<600","Collin County","Richardson","McKinney ISD","043","10","No"
"-","0.4","<7,400","043907","912","-","0.5","<3,900","-","0.3","<3,600","-","0.8","<1,000","0","0.0","214","-","0.8","<1,800","0","0.0","49","-","0.1","<4,200","0","0.0","16","-","0.5","<200","-","0.8","<1,700","-","1.9","<300",".",".",".","-","0.3","<2,500","-","0.6","<2,000","0","0.0","655","0","0.0","81","-","2.1","<300",".",".",".","-","1.8","<1,300","-","0.5","<600","Collin County","Richardson","McKinney ISD","043","10","Yes"
"-","0.6","<800","043908","712","-","0.8","<400","-","0.5","<500","0","0.0","42","-","10.0","<100","-","0.7","<200","0","0.0","12","-","0.5","<600","0","0.0","1","0","0.0","23","-","2.4","<200","0","0.0","13","0","0.0","4",".",".",".","-","1.3","<200","0","0.0","78","0","0.0","9","0","0.0","16",".",".",".","-","2.0","<200","-","3.3","<100","Collin County","Richardson","Melissa ISD","043","10","No"
"-","0.6","<800","043908","712","-","0.8","<400","-","0.5","<500","0","0.0","42","-","10.0","<100","-","0.7","<200","0","0.0","12","-","0.5","<600","0","0.0","1","0","0.0","23","-","2.4","<200","0","0.0","13","0","0.0","4",".",".",".","-","1.3","<200","0","0.0","78","0","0.0","9","0","0.0","16",".",".",".","-","2.0","<200","-","3.3","<100","Collin County","Richardson","Melissa ISD","043","10","Yes"
"0","0.0","296","043908","78","0","0.0","130","0","0.0","166","0","0.0","18","0","0.0","1","0","0.0","49","0","0.0","3","0","0.0","212","0","0.0","1","0","0.0","12","0","0.0","58","0","0.0","7",".",".",".",".",".",".","0","0.0","59","0","0.0","37","0","0.0","3","0","0.0","9",".",".",".","0","0.0","49","0","0.0","28","Collin County","Richardson","Melissa ISD","043","10","No"
"0","0.0","296","043908","78","0","0.0","130","0","0.0","166","0","0.0","18","0","0.0","1","0","0.0","49","0","0.0","3","0","0.0","212","0","0.0","1","0","0.0","12","0","0.0","58","0","0.0","7",".",".",".",".",".",".","0","0.0","59","0","0.0","37","0","0.0","3","0","0.0","9",".",".",".","0","0.0","49","0","0.0","28","Collin County","Richardson","Melissa ISD","043","10","Yes"
"-","1.0","<500","043908","912","-","1.2","<300","-","0.8","<300","0","0.0","24","-","11.1","<100","-","1.1","<100","0","0.0","9","-","0.9","<400",".",".",".","0","0.0","11","-","3.7","<200","0","0.0","6","0","0.0","4",".",".",".","-","2.0","<100","0","0.0","41","0","0.0","6","0","0.0","7",".",".",".","-","2.9","<200","-","4.8","<100","Collin County","Richardson","Melissa ISD","043","10","No"
"-","1.0","<500","043908","912","-","1.2","<300","-","0.9","<300","0","0.0","24","-","11.1","<100","-","1.1","<100","0","0.0","9","-","0.9","<400",".",".",".","0","0.0","11","-","3.7","<200","0","0.0","6","0","0.0","4",".",".",".","-","2.0","<100","0","0.0","41","0","0.0","6","0","0.0","7",".",".",".","-","2.9","<200","-","4.8","<100","Collin County","Richardson","Melissa ISD","043","10","Yes"
"84","0.3","25,882","043910","712","53","0.4","13,279","31","0.2","12,603","-","0.6","<3,100","0","0.0","5,099","32","0.6","5,246","0","0.0","69","32","0.3","11,573","0","0.0","23","-","0.1","<900","26","0.9","2,810","-","0.4","<800","0","0.0","1,865","20","0.3","5,882","37","0.5","6,745","-","0.0","<5,000","-","0.5","<500","-","0.4","<1,000",".",".",".","58","1.6","3,638","17","0.7","<2,400","Collin County","Richardson","Plano ISD","043","10","No"
"73","0.3","25,855","043910","712","45","0.3","13,259","28","0.2","12,596","16","0.5","<3,100","0","0.0","5,098","30","0.6","5,238","0","0.0","69","27","0.2","11,560","0","0.0","23","0","0.0","<900","23","0.8","2,805","-","0.4","<800","0","0.0","1,864","19","0.3","5,881","33","0.5","6,737","-","0.0","<5,000","-","0.5","<500","-","0.4","<1,000",".",".",".","53","1.5","3,624","-","0.4","<2,400","Collin County","Richardson","Plano ISD","043","10","Yes"
"-","0.0","<8,900","043910","78","-","0.1","<4,600","-","0.0","<4,400","0","0.0","1,087","0","0.0","1,787","0","0.0","1,896","0","0.0","20","-","0.1","<3,800","0","0.0","7","-","0.3","<300","0","0.0","817","0","0.0","322","0","0.0","1,861",".",".",".","-","0.0","<2,600","0","0.0","2,078","0","0.0","142","0","0.0","398",".",".",".","-","0.2","<1,100","-","0.4","<1,000","Collin County","Richardson","Plano ISD","043","10","No"
"0","0.0","<8,900","043910","78","0","0.0","<4,600","0","0.0","<4,400","0","0.0","1,086","0","0.0","1,787","0","0.0","1,896","0","0.0","20","0","0.0","<3,800","0","0.0","7","0","0.0","<300","0","0.0","817","0","0.0","322","0","0.0","1,860",".",".",".","0","0.0","<2,600","0","0.0","2,078","0","0.0","142","0","0.0","398",".",".",".","0","0.0","<1,100","0","0.0","<1,000","Collin County","Richardson","Plano ISD","043","10","Yes"
"-","0.5","<17,100","043910","912","-","0.6","<8,800","-","0.4","<8,300","19","1.0","1,967","0","0.0","3,312","32","1.0","3,350","0","0.0","49","-","0.4","<7,800","0","0.0","16","0","0.0","529","26","1.3","1,993","-","0.8","<400","0","0.0","4","20","0.3","5,882","-","0.9","<4,300","-","0.1","<2,900","-","0.8","<300","-","0.7","<600",".",".",".","-","2.2","<2,600","-","0.9","<1,500","Collin County","Richardson","Plano ISD","043","10","No"
"73","0.4","<17,000","043910","912","45","0.5","<8,800","28","0.3","<8,300","16","0.8","1,964","0","0.0","3,311","30","0.9","3,342","0","0.0","49","27","0.3","<7,800","0","0.0","16","0","0.0","529","23","1.2","1,988","-","0.8","<400","0","0.0","4","19","0.3","5,881","33","0.8","<4,300","-","0.1","<2,900","-","0.8","<300","-","0.7","<600",".",".",".","53","2.1","<2,600","-","0.6","<1,500","Collin County","Richardson","Plano ISD","043","10","Yes"
"-","0.4","<1,600","043911","712","-","0.5","<800","-","0.4","<800","-","0.9","<200","0","0.0","6","-","0.4","<600","0","0.0","11","-","0.5","<900","0","0.0","1","0","0.0","24","-","1.6","<500","-","4.1","<100",".",".",".","-","0.6","<400","-","0.8","<900","0","0.0","97","0","0.0","6","-","3.3","<100","0","0.0","2","-","1.0","<300","0","0.0","201","Collin County","Richardson","Princeton ISD","043","10","No"
"-","0.2","<1,600","043911","712","-","0.1","<800","-","0.3","<800","-","0.9","<200","0","0.0","6","-","0.4","<600","0","0.0","11","0","0.0","<900","0","0.0","1","0","0.0","24","-","0.7","<500","-","4.1","<100",".",".",".","0","0.0","<400","-","0.3","<900","0","0.0","97","0","0.0","6","-","3.3","<100","0","0.0","2","-","1.0","<300","0","0.0","200","Collin County","Richardson","Princeton ISD","043","10","Yes"
"0","0.0","569","043911","78","0","0.0","288","0","0.0","281","0","0.0","35","0","0.0","1","0","0.0","236","0","0.0","2","0","0.0","283","0","0.0","1","0","0.0","11","0","0.0","100","0","0.0","20",".",".",".",".",".",".","0","0.0","332","0","0.0","32","0","0.0","3","0","0.0","29","0","0.0","1","0","0.0","112","0","0.0","64","Collin County","Richardson","Princeton ISD","043","10","No"
"0","0.0","569","043911","78","0","0.0","288","0","0.0","281","0","0.0","35","0","0.0","1","0","0.0","236","0","0.0","2","0","0.0","283","0","0.0","1","0","0.0","11","0","0.0","100","0","0.0","20",".",".",".",".",".",".","0","0.0","332","0","0.0","32","0","0.0","3","0","0.0","29","0","0.0","1","0","0.0","112","0","0.0","64","Collin County","Richardson","Princeton ISD","043","10","Yes"
"-","0.7","<1,100","043911","912","-","0.8","<600","-","0.6","<500","-","1.2","<100","0","0.0","5","-","0.6","<400","0","0.0","9","-","0.7","<600",".",".",".","0","0.0","13","-","2.1","<400","-","6.9","<100",".",".",".","-","0.6","<400","-","1.3","<600","0","0.0","65","0","0.0","3","-","6.5","<100","0","0.0","1","-","1.6","<200","0","0.0","137","Collin County","Richardson","Princeton ISD","043","10","No"
"-","0.3","<1,000","043911","912","-","0.2","<600","-","0.4","<500","-","1.3","<100","0","0.0","5","-","0.6","<400","0","0.0","9","0","0.0","<600",".",".",".","0","0.0","13","-","0.9","<400","-","6.9","<100",".",".",".","0","0.0","<400","-","0.6","<600","0","0.0","65","0","0.0","3","-","6.5","<100","0","0.0","1","-","1.7","<200","0","0.0","136","Collin County","Richardson","Princeton ISD","043","10","Yes"
"0","0.0","2,318","043912","712","0","0.0","1,206","0","0.0","1,112","0","0.0","209","0","0.0","49","0","0.0","319","0","0.0","18","0","0.0","1,672","0","0.0","1","0","0.0","50","0","0.0","325","0","0.0","18",".",".",".","0","0.0","734","0","0.0","301","0","0.0","202","0","0.0","6","0","0.0","22","0","0.0","4","0","0.0","407","0","0.0","153","Collin County","Richardson","Prosper ISD","043","10","No"
"0","0.0","2,318","043912","712","0","0.0","1,206","0","0.0","1,112","0","0.0","209","0","0.0","49","0","0.0","319","0","0.0","18","0","0.0","1,672","0","0.0","1","0","0.0","50","0","0.0","325","0","0.0","18",".",".",".","0","0.0","734","0","0.0","301","0","0.0","202","0","0.0","6","0","0.0","22","0","0.0","4","0","0.0","407","0","0.0","153","Collin County","Richardson","Prosper ISD","043","10","Yes"
"0","0.0","873","043912","78","0","0.0","439","0","0.0","434","0","0.0","64","0","0.0","16","0","0.0","122","0","0.0","4","0","0.0","641","0","0.0","1","0","0.0","25","0","0.0","86","0","0.0","9",".",".",".",".",".",".","0","0.0","123","0","0.0","118","0","0.0","3","0","0.0","11","0","0.0","2","0","0.0","155","0","0.0","63","Collin County","Richardson","Prosper ISD","043","10","No"
"0","0.0","873","043912","78","0","0.0","439","0","0.0","434","0","0.0","64","0","0.0","16","0","0.0","122","0","0.0","4","0","0.0","641","0","0.0","1","0","0.0","25","0","0.0","86","0","0.0","9",".",".",".",".",".",".","0","0.0","123","0","0.0","118","0","0.0","3","0","0.0","11","0","0.0","2","0","0.0","155","0","0.0","63","Collin County","Richardson","Prosper ISD","043","10","Yes"
"0","0.0","1,445","043912","912","0","0.0","767","0","0.0","678","0","0.0","145","0","0.0","33","0","0.0","197","0","0.0","14","0","0.0","1,031",".",".",".","0","0.0","25","0","0.0","239","0","0.0","9",".",".",".","0","0.0","734","0","0.0","178","0","0.0","84","0","0.0","3","0","0.0","11","0","0.0","2","0","0.0","252","0","0.0","90","Collin County","Richardson","Prosper ISD","043","10","No"
"0","0.0","1,445","043912","912","0","0.0","767","0","0.0","678","0","0.0","145","0","0.0","33","0","0.0","197","0","0.0","14","0","0.0","1,031",".",".",".","0","0.0","25","0","0.0","239","0","0.0","9",".",".",".","0","0.0","734","0","0.0","178","0","0.0","84","0","0.0","3","0","0.0","11","0","0.0","2","0","0.0","252","0","0.0","90","Collin County","Richardson","Prosper ISD","043","10","Yes"
"30","0.5","5,825","043914","712","-","0.5","<3,000","-","0.5","<2,900","-","0.1","<900","-","0.8","<400","-","0.6","<1,300","-","2.4","<100","18","0.6","<3,200","0","0.0","16","0","0.0","132","17","1.2","<1,500","-","0.5","<200",".",".",".","-","1.2","<400","-","0.7","<1,800","-","0.2","<700","0","0.0","45","-","0.4","<300","0","0.0","1","27","2.7","<1,000","-","1.0","<600","Collin County","Richardson","Wylie ISD","043","10","No"
"16","0.3","5,806","043914","712","-","0.3","<3,000","-","0.3","<2,900","0","0.0","<900","-","0.3","<400","-","0.3","<1,300","-","2.4","<100","-","0.3","<3,200","0","0.0","16","0","0.0","132","-","0.6","<1,500","-","0.5","<200",".",".",".","-","0.9","<400","-","0.5","<1,800","-","0.2","<700","0","0.0","45","-","0.4","<300","0","0.0","1","-","1.4","<1,000","-","0.6","<600","Collin County","Richardson","Wylie ISD","043","10","Yes"
"-","0.0","<2,100","043914","78","-","0.1","<1,100","-","0.0","<1,100","0","0.0","302","0","0.0","120","0","0.0","470","0","0.0","14","-","0.1","<1,200","0","0.0","10","0","0.0","45","0","0.0","430","0","0.0","95",".",".",".",".",".",".","-","0.2","<700","0","0.0","274","0","0.0","11","0","0.0","118",".",".",".","-","0.3","<300","-","0.5","<200","Collin County","Richardson","Wylie ISD","043","10","No"
"-","0.0","<2,100","043914","78","-","0.1","<1,100","-","0.0","<1,100","0","0.0","302","0","0.0","120","0","0.0","470","0","0.0","14","-","0.1","<1,100","0","0.0","10","0","0.0","45","0","0.0","430","0","0.0","95",".",".",".",".",".",".","-","0.2","<700","0","0.0","274","0","0.0","11","0","0.0","118",".",".",".","-","0.3","<300","-","0.5","<200","Collin County","Richardson","Wylie ISD","043","10","Yes"
"-","0.8","<3,800","043914","912","-","0.8","<2,000","-","0.8","<1,900","-","0.2","<600","-","1.3","<300","-","0.9","<900","-","3.6","<100","-","0.8","<2,100","0","0.0","6","0","0.0","87","17","1.7","<1,100","-","1.1","<100",".",".",".","-","1.2","<400","-","1.1","<1,200","-","0.3","<400","0","0.0","34","-","0.8","<200","0","0.0","1","-","3.7","<700","-","1.2","<400","Collin County","Richardson","Wylie ISD","043","10","No"
"-","0.4","<3,800","043914","912","-","0.4","<2,000","-","0.4","<1,900","0","0.0","<600","-","0.4","<300","-","0.5","<800","-","3.6","<100","-","0.4","<2,100","0","0.0","6","0","0.0","87","-","0.9","<1,100","-","1.1","<100",".",".",".","-","0.9","<400","-","0.6","<1,200","-","0.3","<400","0","0.0","34","-","0.8","<200","0","0.0","1","-","1.9","<700","-","0.6","<400","Collin County","Richardson","Wylie ISD","043","10","Yes"
"-","0.6","<400","043917","712","-","1.2","<200","-","0.0","<200",".",".",".","0","0.0","1","0","0.0","36","0","0.0","2","-","0.7","<300",".",".",".","0","0.0","1","-","1.3","<100","0","0.0","9","-","0.7","<400","-","0.8","<200","-","0.8","<200","0","0.0","25",".",".",".","0","0.0","4",".",".",".","-","1.7","<100","0","0.0","29","Collin County","Richardson","Blue Ridge ISD","043","10","No"
"0","0.0","<400","043917","712","0","0.0","<200","0","0.0","<200",".",".",".","0","0.0","1","0","0.0","36","0","0.0","2","0","0.0","<300",".",".",".","0","0.0","1","0","0.0","<100","0","0.0","9","0","0.0","<400","0","0.0","<200","0","0.0","<200","0","0.0","25",".",".",".","0","0.0","4",".",".",".","0","0.0","<100","0","0.0","29","Collin County","Richardson","Blue Ridge ISD","043","10","Yes"
"-","0.9","<200","043917","78","-","1.8","<100","-","0.0","<100",".",".",".",".",".",".","0","0.0","18","0","0.0","2","-","1.1","<100",".",".",".",".",".",".","-","4.2","<100","0","0.0","6","-","0.9","<200",".",".",".","0","0.0","44","0","0.0","4",".",".",".","0","0.0","4",".",".",".","-","3.7","<100","0","0.0","8","Collin County","Richardson","Blue Ridge ISD","043","10","No"
"0","0.0","<200","043917","78","0","0.0","<100","0","0.0","<100",".",".",".",".",".",".","0","0.0","18","0","0.0","2","0","0.0","<100",".",".",".",".",".",".","0","0.0","<100","0","0.0","6","0","0.0","<200",".",".",".","0","0.0","44","0","0.0","4",".",".",".","0","0.0","4",".",".",".","0","0.0","<100","0","0.0","8","Collin County","Richardson","Blue Ridge ISD","043","10","Yes"
"-","0.5","<300","043917","912","-","0.9","<200","-","0.0","<100",".",".",".","0","0.0","1","0","0.0","18",".",".",".","-","0.6","<200",".",".",".","0","0.0","1","0","0.0","51","0","0.0","3","-","0.5","<200","-","0.8","<200","-","1.1","<100","0","0.0","21",".",".",".",".",".",".",".",".",".","0","0.0","32","0","0.0","21","Collin County","Richardson","Blue Ridge ISD","043","10","No"
"0","0.0","<200","043917","912","0","0.0","<200","0","0.0","<100",".",".",".","0","0.0","1","0","0.0","18",".",".",".","0","0.0","<200",".",".",".","0","0.0","1","0","0.0","51","0","0.0","3","0","0.0","<200","0","0.0","<200","0","0.0","<100","0","0.0","21",".",".",".",".",".",".",".",".",".","0","0.0","32","0","0.0","21","Collin County","Richardson","Blue Ridge ISD","043","10","Yes"
"-","0.6","<800","043918","712","-","0.9","<500","-","0.3","<400","0","0.0","33","0","0.0","5","-","0.7","<200","0","0.0","14","-","0.7","<600","0","0.0","1","0","0.0","5","-","0.5","<400","0","0.0","10",".",".",".","-","0.3","<300","-","0.4","<300","0","0.0","66",".",".",".","0","0.0","11","0","0.0","2","-","1.8","<200","-","1.5","<100","Collin County","Richardson","Community ISD","043","10","No"
"-","0.4","<800","043918","712","-","0.5","<500","-","0.3","<400","0","0.0","33","0","0.0","5","-","0.7","<200","0","0.0","14","-","0.3","<600","0","0.0","1","0","0.0","5","0","0.0","<400","0","0.0","10",".",".",".","0","0.0","<300","0","0.0","<300","0","0.0","66",".",".",".","0","0.0","11","0","0.0","2","-","1.8","<200","0","0.0","<100","Collin County","Richardson","Community ISD","043","10","Yes"
"0","0.0","268","043918","78","0","0.0","145","0","0.0","123","0","0.0","14","0","0.0","2","0","0.0","55","0","0.0","3","0","0.0","189","0","0.0","1","0","0.0","4","0","0.0","73","0","0.0","5",".",".",".",".",".",".","0","0.0","104","0","0.0","15",".",".",".","0","0.0","5",".",".",".","0","0.0","43","0","0.0","22","Collin County","Richardson","Community ISD","043","10","No"
"0","0.0","268","043918","78","0","0.0","145","0","0.0","123","0","0.0","14","0","0.0","2","0","0.0","55","0","0.0","3","0","0.0","189","0","0.0","1","0","0.0","4","0","0.0","73","0","0.0","5",".",".",".",".",".",".","0","0.0","104","0","0.0","15",".",".",".","0","0.0","5",".",".",".","0","0.0","43","0","0.0","22","Collin County","Richardson","Community ISD","043","10","Yes"
"-","1.0","<600","043918","912","-","1.4","<300","-","0.4","<300","0","0.0","19","0","0.0","3","-","1.1","<100","0","0.0","11","-","1.0","<400",".",".",".","0","0.0","1","-","0.6","<400","0","0.0","5",".",".",".","-","0.3","<300","-","0.6","<200","0","0.0","51",".",".",".","0","0.0","6","0","0.0","2","-","2.4","<200","-","2.2","<100","Collin County","Richardson","Community ISD","043","10","No"
"-","0.6","<600","043918","912","-","0.7","<300","-","0.4","<300","0","0.0","19","0","0.0","3","-","1.1","<100","0","0.0","11","-","0.5","<400",".",".",".","0","0.0","1","0","0.0","<400","0","0.0","5",".",".",".","0","0.0","<300","0","0.0","<200","0","0.0","51",".",".",".","0","0.0","6","0","0.0","2","-","2.4","<200","0","0.0","<100","Collin County","Richardson","Community ISD","043","10","Yes"
"-","0.1","<1,900","043919","712","-","0.0","<1,000","-","0.1","<1,000","0","0.0","33","0","0.0","75","0","0.0","140","0","0.0","10","-","0.1","<1,600","0","0.0","1","0","0.0","65","-","0.7","<200","0","0.0","11",".",".",".","0","0.0","260","0","0.0","51","0","0.0","373","0","0.0","3","0","0.0","11",".",".",".","-","0.4","<300","-","0.9","<200","Collin County","Richardson","Lovejoy ISD","043","10","No"
