District_Id,Year,Total_Revenue_All_Funds,Total_Revenue_General_Funds,Total_Federal_Revenue_All_Funds,Total_Federal_Revenue_General_Funds,Total_State_Revenue_All_Funds,Total_State_Revenue_General_Funds,Total_Local_Revenue_All_Funds,Total_Local_Revenue_General_Funds
220920,2018,72748370,54224655,5461933,554661,31169852,30891919,18927464,18927464
220920,2019,79170525,58017360,6689241,1083916,32181753,31252016,20807057,20807057
221801,2005,1298840,1148523,133427,0,1163171,1148523,0,0
221801,2006,1216261,1047851,151846,0,1059860,1047851,0,0
221801,2007,17863443,14933271,1974755,2956,15610043,14928685,0,0
221801,2008,22065218,18276493,2760089,-407,18976232,18185020,0,0
221801,2009,32122686,27244426,3320747,0,28439477,27001301,0,0
221801,2010,43098855,38110491,3925491,53,38746041,37848365,0,0
221801,2011,57523478,51856030,4426284,0,52534468,51561879,0,0
221801,2012,51400515,48510362,2396636,0,48256494,47991085,0,0
221801,2013,69050775,66379802,1990663,0,66443208,65947138,0,0
221801,2014,84428319,80027437,2885056,47651,80420305,79049039,0,0
221801,2015,101320541,96424788,3900252,48079,96127622,95335348,0,0
221801,2016,104565588,99294618,4882213,96411,97984162,97850302,0,0
221801,2017,119849682,111916797,5823950,121101,111863677,110139646,0,0
221801,2018,114147806,107371903,5966930,122942,105545976,105424431,0,0
221801,2019,116381474,107273069,6922674,217552,105737295,104974716,0,0
221901,2005,133072494,103229788,21926106,1764952,53864286,51196772,41877681,41877681
221901,2006,138482653,105458678,22831461,1826979,51985675,49392605,44227716,44227716
221901,2007,145227867,114097191,19853170,1224603,61444008,58589271,43932855,43932855
221901,2008,145459670,113246381,20499200,939666,68973629,66365957,36008938,36008938
221901,2009,147640498,112583576,21608241,1202224,67924534,63785574,38615469,38615469
221901,2010,157508940,111837723,34181500,1555972,64871021,62346343,38970500,38970500
221901,2011,161522239,113824294,35701422,1524860,66440642,63620266,39320332,39320332
221901,2012,190575662,118063174,29739733,3432643,68066755,66314429,39806493,39806493
221901,2013,150342351,114886697,25190246,1664037,66501640,64385128,41095863,41095863
221901,2014,163270217,126988901,23150459,1818753,75483168,72648473,41881728,41881728
221901,2015,171023053,127810999,24136529,2794277,75653948,73195154,42472191,42472191
221901,2016,169626699,131549826,25386060,3208614,78269457,75279016,43136946,43136946
221901,2017,169470505,133320194,25682767,3905493,75387655,73428451,45089985,45089985
221901,2018,169543792,132958731,26720375,3868517,74919526,73281068,47080264,47080264
221901,2019,169979089,134101624,25188389,3255239,73486234,72851868,48892126,48892126
221904,2005,11163576,9564977,1113738,0,6325687,6168155,2570118,2570118
221904,2006,11672327,10114329,1080027,20123,6589587,6433362,2978059,2978059
221904,2007,13262918,11632082,1098408,10393,6379832,6225826,4604338,4604338
221904,2008,13358079,11872638,1050622,0,7506896,7361031,3763407,3763407
221904,2009,12595124,11133047,977031,4105,6794930,6640149,3898531,3898531
221904,2010,12962105,11028440,1556837,0,6437387,6389871,4084897,4084897
221904,2011,12899183,11085921,1483677,19053,6437065,6398928,4025240,4025240
221904,2012,12228682,10908664,1102353,28561,6486307,6483172,3779731,3779731
221904,2013,11975737,10805558,958117,20609,6302289,6295839,3900158,3900158
221904,2014,12533840,11375344,928038,21425,6368240,6365300,3937565,3937565
221904,2015,13051243,10885666,899803,8302,6088639,6084592,4177431,4177431
221904,2016,13026140,10850628,862266,7646,6059170,6054276,4049511,4049511
221904,2017,13112434,11021806,808108,0,6307308,6170703,4099269,4099269
221904,2018,13522913,11610698,769289,45885,6281829,6221404,4256205,4256205
221904,2019,13795584,11772847,811968,34994,6374192,6339107,4666330,4666330
221905,2005,2211401,1642516,100167,0,106345,85990,1416236,1416236
221905,2006,2096872,1533646,102876,0,122801,98701,1163738,1163738
221905,2007,3641710,3034037,117444,0,377580,329022,964103,964103
221905,2008,2940979,2317766,113032,0,288137,263194,1000472,1000472
221905,2009,6716008,4059394,115073,0,845166,799020,1101320,1101320
221905,2010,2908103,2159499,203962,0,-194815,-206828,2144149,2144149
221905,2011,7044684,2061797,192435,0,224130,215711,1734814,1734814
221905,2012,3037551,2299612,155145,0,496639,483461,1158695,1158695
221905,2013,2769666,2041370,129760,0,465984,462650,1227257,1227257
221905,2014,2732680,2013182,86832,0,256679,223100,1437703,1437703
221905,2015,3111399,2389427,105813,816,479492,478116,1501885,1501885
221905,2016,3170735,2441855,95604,0,489553,482378,1424659,1424659
221905,2017,3369717,2711424,109754,0,354071,353539,1435569,1435569
221905,2018,2979835,2338343,145006,2714,293551,278441,1647077,1647077
221905,2019,2786506,2186834,127086,521,308704,307934,1577890,1577890
221911,2005,10163325,7055210,1920630,32816,4291056,4164445,2321598,2321598
221911,2006,10506993,7327033,1989812,20000,3945943,3832855,2548532,2548532
221911,2007,13077664,9614742,2243585,9300,4948613,4824550,4103303,4103303
221911,2008,14546499,10892931,2381390,21526,5730718,5601725,4632172,4632172
221911,2009,13029380,9617606,2207073,26038,4417357,4298854,4754144,4754144
221911,2010,15395069,10715044,3515360,24198,4453941,4420646,2846182,2846182
221911,2011,14020611,11247826,1647043,14719,6558708,6526638,4218869,4218869
221911,2012,12931338,10049902,1809371,10740,5476198,5467271,4077266,4077266
221911,2013,12656789,9735795,1797672,23233,5022872,4973115,3723178,3723178
221911,2014,12901812,10164657,1573016,15852,5451980,5424179,3797541,3797541
221911,2015,13422663,10517672,1544223,9006,5525604,5509345,4048956,4048956
221911,2016,13261235,10353728,1138738,7338,5554750,5477837,3923044,3923044
221911,2017,15177980,11639020,1330071,13457,6771521,6760949,3967295,3967295
221911,2018,15106446,11463043,1282174,11393,6353450,6328016,4264433,4264433
221911,2019,17081193,13295899,1404727,16566,7188549,7028785,4516456,4516456
221912,2005,17334471,14511552,489824,50077,4728340,4492158,8647039,8647039
221912,2006,18632919,15843959,573120,51428,4599900,4361543,9599005,9599005
221912,2007,20920592,17695595,683205,86735,6600605,6233863,10106418,10106418
221912,2008,24833162,21742359,648339,121216,10552027,10187156,10331402,10331402
221912,2009,26107027,23450231,643110,102618,10136422,9769206,12397413,12397413
221912,2010,27652713,21611389,1279582,71809,7862777,7756748,12671106,12671106
221912,2011,26717875,22763423,1220142,108981,9555013,8589103,12883994,12883994
221912,2012,26736280,21970464,2057271,95408,7984147,7655583,13119255,13119255
221912,2013,26415981,23491232,1767509,74221,8126895,7957090,14250886,14250886
221912,2014,27467545,25026133,1464321,259354,8643095,8552898,15046211,15046211
221912,2015,30439562,27427813,1393152,360831,9415358,8664199,16326019,16326019
221912,2016,33731521,29330807,1349125,244335,10666250,10558384,17127863,17127863
221912,2017,40287752,35833854,1603037,358010,10538611,10221195,18504358,18504358
221912,2018,37870043,33331239,1668868,393914,10685386,10534811,19906184,19906184
221912,2019,43975810,35822876,2184532,735166,11122565,10873800,21098329,21098329
222901,2005,3253737,2536072,172030,0,140789,110986,1812480,1812480
222901,2006,3910921,3301932,140375,0,176131,152612,2086925,2086925
222901,2007,3780564,3175169,150293,0,264380,245704,2129676,2129676
222901,2008,5384987,3405613,150446,0,872882,855018,1795854,1795854
222901,2009,4825951,3199738,178258,0,878383,858596,1873721,1873721
222901,2010,4932578,2979159,246187,0,713868,708355,2003816,2003816
222901,2011,4701159,2850885,194549,0,906084,901375,1720376,1720376
222901,2012,12748896,2620574,166804,0,857101,847633,1573952,1573952
222901,2013,4049501,2428019,125085,0,730378,726728,1491601,1491601
222901,2014,3895505,2407898,87576,1218,693126,672397,1489071,1489071
222901,2015,4575400,3064786,136516,51548,620836,597393,1498941,1498941
222901,2016,3994797,2719915,157939,76198,728508,722821,1506419,1506419
222901,2017,3841944,2612232,165701,82810,874025,872073,1275707,1275707
222901,2018,7212834,2636817,167506,89045,271810,263736,1625869,1625869
222901,2019,3625130,2359805,218707,134540,250020,231120,1517866,1517866
223901,2005,18387597,13111604,4051889,52419,6275228,5882318,6271929,6271929
223901,2006,18939238,13341212,4067208,82328,5752820,5193027,7067485,7067485
223901,2007,19723607,14827777,3595154,66224,5937821,5591942,7893166,7893166
223901,2008,20107319,14890656,3792408,64944,7686238,7173578,6405935,6405935
223901,2009,21075640,15732676,3963992,0,7119793,6767160,7938267,7938267
223901,2010,22074659,15104449,5827379,62510,6539844,6303792,7759233,7759233
223901,2011,30154115,16227239,5338324,80666,5819167,5658919,9420067,9420067
223901,2012,21415435,15325744,4535718,80199,4300841,4068469,10117450,10117450
223901,2013,21241718,15893126,4035535,72800,3889753,3677744,11223699,11223699
223901,2014,19883415,14636233,3908833,62325,3182836,2945807,10640305,10640305
223901,2015,22347917,16538568,4614947,61558,4057435,3929619,10485053,10485053
223901,2016,19802138,15335837,3822422,270872,6833787,6737589,7149099,7149099
223901,2017,19838298,15358700,3923066,136646,8666667,8536615,5657894,5657894
223901,2018,22320312,17320662,4538551,628782,9078463,8927778,6390956,6390956
223901,2019,22510075,17608785,4295803,723106,8723726,8374796,7404080,7404080
223902,2005,3089471,2388869,564087,146540,1306900,1256949,654775,654775
223902,2006,3281977,2635517,511698,154348,1486980,1431426,747093,747093
223902,2007,2920238,2498838,374067,140190,1386662,1322946,806916,806916
223902,2008,3188277,2782600,359126,143342,1747564,1691254,693084,693084
223902,2009,3384197,3051207,331711,144312,1459361,1406804,843674,843674
223902,2010,3440533,2777582,690352,179138,1570751,1552529,814826,814826
223902,2011,5498728,3529971,716233,161002,1609648,1595349,908075,908075
223902,2012,3465521,2998640,484953,176586,1780450,1710273,882920,882920
223902,2013,3781227,3406559,462754,194707,2108677,2089352,895471,895471
223902,2014,4164216,3798729,572753,305043,2224737,2215382,896277,896277
223902,2015,4102812,3709603,474507,222151,2517089,2466251,822256,822256
223902,2016,3955028,3585958,438137,216654,2520313,2465087,687710,687710
223902,2017,3957219,3552250,524422,220999,2525462,2516193,588404,588404
223902,2018,3953700,3530354,532585,228766,2384583,2364757,557239,557239
223902,2019,4201294,3808753,530568,272455,2650977,2610304,639116,639116
223904,2005,2706741,2334273,274661,0,790395,761518,1335260,1335260
223904,2006,2977778,2550526,333574,10000,721544,691749,1564464,1564464
223904,2007,3140640,2745199,280145,0,767148,736597,1619528,1619528
223904,2008,3216063,2808519,272680,47,906268,879011,1426676,1426676
223904,2009,2526100,2069307,278383,0,49277,21078,1742184,1742184
223904,2010,3043468,2570404,380175,0,525792,517521,1830277,1830277
223904,2011,2690151,2310812,309779,316,77375,70302,2048751,2048751
223904,2012,2704548,2371729,257887,10070,79656,54271,2142361,2142361
223904,2013,3927884,3265917,231456,0,304844,294197,2835657,2835657
223904,2014,3813081,2455791,223237,3500,92607,54742,2215668,2215668
223904,2015,4924292,3303957,261886,0,126751,91161,3016806,3016806
223904,2016,3827466,2367229,280111,0,433874,386640,1761178,1761178
223904,2017,3945434,2714358,281810,0,670338,659559,1846635,1846635
223904,2018,4597566,3296001,259881,8446,1106600,1070777,1985606,1985606
223904,2019,5486482,3983056,290312,5111,1213585,1175147,2336777,2336777
224901,2005,2017400,1798129,133933,15093,521088,471022,1190572,1190572
224901,2006,2371545,2140232,147964,16056,704990,651317,1341583,1341583
224901,2007,2619296,2366938,157567,4627,779001,725276,1491333,1491333
224901,2008,2823501,2573571,175563,5984,1325573,1301944,1121509,1121509
224901,2009,2705422,2461374,156869,5609,993986,965434,1343813,1343813
224901,2010,2598446,2272202,261173,5803,975101,960639,1165398,1165398
224901,2011,2915192,2407113,298675,15060,953494,936201,1299528,1299528
224901,2012,2497886,2185943,200731,6521,817053,798143,1230656,1230656
224901,2013,2526393,2312138,143084,6135,739710,719085,1432735,1432735
224901,2014,2328482,2138022,120047,29,525045,508277,1477143,1477143
224901,2015,2433491,2290940,117120,4225,507055,506542,1642429,1642429
224901,2016,2145397,1921760,177295,4104,123961,120573,1683058,1683058
224901,2017,2462718,2177194,130235,18000,444210,432134,1237920,1237920
224901,2018,2423677,2044749,122978,185,384833,334073,1389557,1389557
224901,2019,2651712,2204940,200869,0,415316,353652,1487278,1487278
224902,2005,1379789,1233539,92477,1200,786927,771667,384845,384845
224902,2006,1429654,1278754,96449,0,737441,722368,469534,469534
224902,2007,1537632,1379704,92484,0,834003,812127,469030,469030
224902,2008,1721352,1548902,101244,0,1037445,1019902,407660,407660
224902,2009,1759458,1549975,136682,0,1027353,1003243,441362,441362
224902,2010,1748415,1542088,150128,0,1090501,1083941,363598,363598
224902,2011,1734923,1539540,145806,0,1039701,1035972,412616,412616
224902,2012,1622361,1444682,127911,0,1016850,1011395,353452,353452
224902,2013,1711501,1581124,99853,0,1077543,1076546,419272,419272
224902,2014,1830988,1615740,97513,0,1063802,1045877,490039,490039
