District_Id,Year,Instruction_All_Funds,Instruction_General_Funds,Instructional_Res_Media_All_Funds,Instructional_Res_Media_General_Funds,Curriculum_Staff_Develop_All_Funds,Curriculum_Staff_Develop_General_Funds,Instructional_Leadership_All_Funds,Instructional_Leadership_General_Funds,School_Administration_All_Funds,School_Administration_General_Funds,Guidance_Counseling_Services_All_Funds,Guidance_Counseling_Services_General_Funds,Social_Work_Services_All_Funds,Social_Work_Services_General_Funds,Health_Services_All_Funds,Health_Services_General_Funds,Transportation_All_Funds,Transportation_General_Funds,Food_All_Funds,Food_General_Funds,Cocurricular_All_Funds,Cocurricular_General_Funds,General_Administration_All_Funds,General_Administration_General_Funds,Plant_Maintenance_Operation_All_Funds,Plant_Maintenance_Operation_General_Funds,Security_Monitoring_All_Funds,Security_Monitoring_General_Funds,Data_Processing_Services_All_Funds,Data_Processing_Services_General_Funds,Community_Services_All_Funds,Community_Services_General_Funds,Total_Expenditure_By_Function_All_Funds,Total_Expenditure_By_Function_General_Funds
153904,2009,3544956,2935704,133847,131797,91591,90399,7777,0,357112,356612,83931,81373,0,0,53562,53562,132149,132149,336934,0,295241,295241,348753,346530,760566,760566,40988,40988,97167,97167,53302,39458,6337876,5361546
153904,2010,3790543,3121753,137718,137718,142478,110616,8901,0,339959,339959,93155,93155,0,0,55720,55720,163532,163532,348243,7988,289474,289474,371512,368913,693899,693899,41235,41235,86143,86143,72886,60071,6635398,5570176
153904,2011,3646811,3163045,98328,98328,140743,109113,7336,0,334067,334067,85927,85927,0,0,56394,56394,163118,163118,362613,21344,317153,317153,422504,420058,704489,704489,41789,41789,100798,100798,82866,70595,6564936,5686218
153904,2012,3473902,3053429,88376,88376,147266,147266,6504,0,341284,341284,91270,91270,0,0,55737,55737,148833,148833,342628,5771,323293,323293,399723,396767,799967,799967,40864,40864,81525,81525,81147,81147,6422319,5655529
153904,2013,3824966,3524781,98962,98962,144836,144836,6640,0,350904,350904,98940,98940,0,0,66445,66445,185673,185673,392793,6243,337836,337836,406043,404170,782179,782179,42923,42923,92564,92564,95176,95176,6926880,6231632
153904,2014,4150000,3788753,99516,99516,118040,118040,6559,0,340175,340175,118888,118888,0,0,58112,58112,146528,146528,460739,111,319394,319394,409029,407732,787912,787912,43251,43251,94862,94862,96653,96653,7249658,6419927
153904,2015,4086773,3758685,80729,80729,18670,18670,7079,0,360029,360029,101306,101306,0,0,62465,62465,127241,127241,372322,10,322539,322539,353238,353238,786199,786199,45347,45347,93023,93023,106265,106265,6923225,6215746
153904,2016,3804930,3553436,69553,69553,24732,24732,667,0,362871,362871,147354,98849,0,0,63699,63699,124174,115986,385863,0,308840,308840,408935,401216,681005,681005,45074,45074,86830,86830,120676,120676,6635203,5932767
153904,2017,3722644,3505842,40231,40231,40095,40095,16026,977,344741,344741,143291,91309,0,0,65195,65195,109065,108768,320202,0,347662,347662,388883,383274,744326,744326,43340,43340,95354,95354,118184,118184,6539239,5929298
153904,2018,4234973,3298353,35200,35200,51466,45209,139908,4916,327294,327294,400382,140581,0,0,110774,110774,136697,111732,326182,0,539703,539703,394083,387448,810899,810843,48150,48150,87134,87134,134617,134617,7777462,6081954
153904,2019,4514977,3485422,41777,41777,52921,48814,155723,7504,376365,376130,566736,88529,0,0,74613,74613,163276,131578,330045,330045,525514,525514,391017,384997,751322,751020,50558,50558,117717,117717,141859,141859,8254420,6556077
153905,2005,993913,868781,44892,44438,3546,3546,0,0,71661,71151,368,68,0,0,18659,18317,102219,102219,88945,2098,42262,42092,149517,146361,226077,224477,0,0,32450,32323,0,0,1774509,1555871
153905,2006,1077041,965355,45747,45406,3080,3080,0,0,80601,80558,0,0,0,0,12254,11722,104521,104521,91460,2520,51746,51566,153728,149617,253092,251886,0,0,29419,29323,0,0,1902689,1695554
153905,2007,1090507,962664,44441,44441,2863,2863,0,0,89861,89861,100,100,0,0,11728,11728,107791,107791,107458,3229,48697,48697,157517,153567,274928,274928,0,0,32599,32599,0,0,1968490,1732468
153905,2008,1151252,1031387,46523,46523,3320,3320,0,0,95947,95947,0,0,0,0,12388,12388,65076,65076,119153,3597,59252,59252,173934,169434,281660,281660,0,0,32964,32964,0,0,2041469,1801548
153905,2009,1130703,983075,41476,41476,901,901,0,0,85458,85458,0,0,0,0,7769,7769,72543,72543,104966,0,61894,61894,155679,155679,242330,242330,0,0,32504,32504,0,0,1936223,1683629
153905,2010,1303503,1118601,40728,40728,1391,1391,0,0,100059,100059,169,169,0,0,13854,13854,71867,71867,113079,3263,62826,62826,179097,179097,293339,293339,0,0,34644,34644,0,0,2214556,1919838
153905,2011,1314562,1132020,39862,39862,2196,1396,0,0,102959,102959,260,260,0,0,16674,16674,73361,73361,121521,3635,61114,61114,188671,188671,280598,280598,0,0,35560,35560,0,0,2237338,1936110
153905,2012,1240548,1155882,38661,38661,653,653,0,0,103612,103612,200,200,0,0,16839,16839,71148,71148,133433,3194,62394,62394,165779,165779,303827,303827,0,0,66353,66353,0,0,2203447,1988542
153905,2013,1358501,1255038,38784,38784,1463,1463,0,0,113549,113549,2703,2703,0,0,17817,17817,77474,77474,146559,3079,71264,71264,205197,205197,313582,313582,0,0,38773,38773,0,0,2385666,2138723
153905,2014,1611456,1494482,3865,3865,270,0,0,0,121382,121382,48635,48635,0,0,22153,22153,79547,79547,142057,3972,84215,84215,213912,213912,457089,457089,0,0,39415,39415,0,0,2823996,2568667
153905,2015,1758290,1635091,5152,5152,1896,1896,0,0,130407,130407,59205,59205,0,0,23575,23575,84600,84600,146242,4595,97142,97142,247913,247913,486066,486066,0,0,44228,44228,0,0,3084716,2819870
153905,2016,1895403,1782919,5756,5756,5627,3931,0,0,192668,192668,62202,62202,0,0,25449,25449,88673,88673,158991,4971,137351,137351,248172,248172,483448,483448,5120,5120,43726,43726,0,0,3352586,3084386
153905,2017,2003092,1932401,31740,31740,2034,2034,0,0,195904,195904,62208,62208,0,0,29176,29176,115614,115614,172953,4919,127071,127071,217424,217424,508295,508295,10617,10617,45545,45545,0,0,3521673,3282948
153905,2018,2257402,2139615,34848,34848,735,735,0,0,222811,222811,58814,58814,0,0,24843,24843,117547,117547,177913,4987,204872,204872,234971,234971,560399,560399,21487,21487,48927,48927,0,0,3965569,3674856
153905,2019,2430741,2311122,39008,39008,5684,463,0,0,254641,254641,67270,67270,0,0,26948,26948,121695,121695,172676,4266,244963,244963,244567,244567,684078,684078,15370,15370,54422,54422,0,0,4362063,4068813
153907,2005,954361,799231,21545,21040,9640,2512,6063,0,118667,117656,13568,13568,0,0,721,721,61109,60604,92915,0,69410,69091,191445,189262,229083,228072,0,0,20272,20272,0,0,1788799,1522029
153907,2006,981638,832848,13566,13524,10941,4608,6000,0,114155,113478,12047,12047,0,0,80,80,41098,41055,103435,0,72610,72610,163892,162177,266532,265519,0,0,46044,46044,0,0,1832038,1563990
153907,2007,980276,794638,13974,4125,6042,2743,5756,0,83968,83068,8342,8342,0,0,551,551,49760,49760,88513,0,63810,63810,226187,224542,229280,226983,0,0,39548,39548,0,0,1796007,1498110
153907,2008,975161,813557,2535,2452,3633,555,5763,0,80731,80731,7353,7353,0,0,117,117,63348,63348,88935,0,80654,80654,181384,179737,210765,207400,0,0,64472,64472,0,0,1764851,1500376
153907,2009,919236,789150,21923,9924,5303,309,5644,0,116867,116867,18741,18741,0,0,193,193,50263,50263,88960,0,66906,66906,124801,123188,193427,192685,0,0,30021,30021,0,0,1642285,1398247
153907,2010,993335,721645,26326,14211,4309,2070,5634,0,95196,95196,30061,30061,0,0,5,5,37145,37145,96571,34,65659,65659,165610,163500,225432,225432,1700,1700,37012,37012,0,0,1783995,1393670
153907,2011,856282,657154,23400,12645,5357,857,0,0,104956,104956,28032,28032,0,0,587,587,38296,38296,95208,2949,60141,60141,154476,146751,195087,195008,2800,2800,72117,72117,0,0,1636739,1322293
153907,2012,1054363,626884,57609,16134,179227,1893,0,0,119202,110691,26479,26479,0,0,453,453,28951,28951,118587,3509,50266,50266,217292,139797,273972,179309,2655,2655,68641,68641,94021,0,2291718,1255662
153907,2013,1168781,644036,57927,1462,250275,713,0,0,104888,104869,14828,9156,0,0,1597,1597,33573,33573,102525,3031,43886,43886,239647,161810,213649,212474,933,933,78526,78526,90770,0,2401805,1296066
153907,2014,1152486,680696,37311,1032,116709,1923,0,0,125235,107081,26867,883,0,0,105,105,41655,41655,103085,1900,53073,53073,285509,213981,292113,292113,5657,5657,80000,80000,78674,0,2398479,1480099
153907,2015,1077943,669789,5990,5990,40203,2121,0,0,144449,119379,38370,10095,0,0,0,0,33547,33547,96295,2336,56381,56381,221838,168190,212251,212251,933,933,93167,93167,19382,0,2040749,1374179
153907,2016,941448,683753,4655,4655,21391,3916,0,0,110295,109918,28365,28365,0,0,143,143,24849,24849,108209,2691,74794,74794,178198,173670,239023,239023,0,0,122830,122830,0,0,1854200,1468607
153907,2017,1046948,775983,10002,10002,43879,5713,14631,0,121747,121284,33815,27911,0,0,29,29,51755,51755,106094,2450,73533,73533,211641,189403,267256,263131,75,75,122004,117590,4823,0,2108232,1638859
153907,2018,1498279,976078,13847,13847,70261,6547,645,0,133851,133430,64102,1400,0,0,3978,3978,72367,72367,135073,2895,79009,79009,250421,238076,259561,259561,400,400,133593,133339,28924,0,2744311,1920927
153907,2019,1204394,654102,68439,68439,37344,610,0,0,128817,128745,79460,14453,0,0,271,271,77765,77765,112490,2951,70436,70436,214582,201778,244142,244142,2687,2687,97961,97961,54282,0,2393070,1564340
154901,2005,8151590,6894629,322070,322070,242393,135754,129306,119939,844155,844155,407155,274398,0,0,119511,119511,576835,576835,1057045,0,450626,450626,665847,665847,1589815,1586994,70253,67565,108354,108354,28626,28626,14763581,12195303
154901,2006,8315710,7080046,316617,316242,268968,134874,119795,106743,850597,847889,423418,289250,0,0,112813,112063,621986,573470,1089722,0,458872,458872,618363,618363,1723652,1712911,93178,88328,108392,108392,27984,27984,15150067,12475427
154901,2007,9101872,7469216,338205,338205,133175,96188,175567,161170,924674,924674,489565,295166,10501,10501,119905,119905,619598,561706,1126394,0,535533,534813,714777,714777,1849381,1845605,99032,96868,127930,127930,0,0,16366109,13296724
154901,2008,9499126,7933150,220725,219706,266631,233974,205569,189629,947229,943136,479618,303580,15256,15256,153808,151642,690075,639150,1138422,0,616951,616951,584386,584386,1901730,1899582,71028,61420,155643,155643,5713,0,16951910,13947205
154901,2009,10056327,8487242,235418,225228,230232,106162,215996,199494,1013053,1002066,505119,319654,15485,15485,161966,160947,733205,733205,1172665,0,620516,620516,626174,626174,2066860,2059273,75941,72977,109195,109195,352,0,17838504,14737618
154901,2010,10357506,8414869,222554,222554,192505,110288,149308,131857,1056967,1055336,528835,325205,0,0,198807,198807,774782,774782,1192602,0,726720,726720,737585,737585,2028089,2025164,87898,83388,81943,81943,19724,6246,18355825,14894744
154901,2011,13324447,11207786,225410,225410,157573,118257,158019,123609,1042267,1038973,466415,333976,0,0,213088,213088,835947,835947,1316571,0,802052,802052,712967,712967,1995825,1995825,86622,86622,142502,142502,20001,0,21499706,17837014
154901,2012,9460809,7884304,225593,223725,142370,119297,151927,114262,974380,971101,482247,429752,0,0,185607,185607,805921,802790,1246248,0,825655,825655,694748,694748,2105420,2105420,98909,98909,170396,170396,0,0,17570230,14625966
154901,2013,9586996,8524949,232144,232144,195979,134496,156601,118820,1073471,1027579,345945,274680,0,0,189182,189182,845919,845919,1429160,0,903897,900034,703768,703768,2292430,2242898,148531,148531,183942,183942,0,0,18287965,15526942
154901,2014,10307901,9012093,248225,248225,181049,151961,162131,162131,1199448,1199348,298953,296918,19420,19420,201002,201002,847795,845954,1537547,32248,882393,875961,757206,757206,2344676,2287440,161689,161689,214757,214757,72,31,19364264,16466384
154901,2015,10888016,9627723,254810,254060,162376,144580,185674,183874,1227674,1225607,396131,381659,15284,15284,212215,212215,829054,774707,1500913,32459,1022092,1021360,793830,793830,2366072,2313068,156312,156312,266436,266436,900,300,20277789,17403474
154901,2016,11298861,10028640,243655,237297,178985,157801,166664,161437,1236858,1236373,408801,399440,17425,17275,217565,217565,835655,832963,1549131,34161,1143390,1143390,841184,841184,2357946,2307924,187142,187142,292274,292274,29563,286,21005099,18095152
154901,2017,11736972,10369607,240603,239268,189975,164569,170730,170680,1252969,1251261,461818,445632,17341,17341,281177,227857,864974,860447,1601567,35222,1227269,1227269,931001,931001,2709817,2689443,176962,176962,307706,307706,2457,1496,22173338,19115761
154901,2018,12327097,10938028,216507,215150,205208,173503,178106,175143,1247197,1247197,457449,435633,15916,15916,231678,231678,927934,922132,1615198,36617,1252991,1252991,892984,892984,2478468,2420371,175465,175465,340081,340081,5381,3540,22567660,19476429
154901,2019,12767178,11112377,215720,215059,257996,170363,184233,183883,1279499,1274713,475291,450509,17946,17946,236575,236575,986770,982933,1623503,35323,1370849,1370849,906176,906176,2748395,2623474,188023,188023,367408,367408,2383,2383,23627945,20137994
154903,2005,1518715,1358478,38521,37779,5257,5257,0,0,164850,164350,51284,27691,0,0,27374,26874,97885,96978,140697,0,77392,76425,263200,262200,293335,291139,1980,1980,30743,21508,0,0,2711233,2370659
154903,2006,1579707,1451104,49987,39028,1323,1323,0,0,190030,180275,54337,30309,0,0,29065,28560,82848,82001,133955,0,89157,88723,277875,276868,296944,294506,2065,2065,63444,20234,0,0,2850737,2494996
154903,2007,1623530,1491269,52518,42502,1486,1486,0,0,199700,199700,56929,39933,0,0,30321,25235,97762,97762,149315,0,88320,88320,283688,283688,301276,301276,1710,1710,67296,33481,0,0,2953851,2606362
154903,2008,1675142,1571693,52601,40121,3000,3000,0,0,227143,227143,59308,37640,0,0,31728,24172,117322,117322,158040,0,93022,93022,238591,238591,323455,323455,1900,1900,68759,35788,0,0,3050011,2713847
154903,2009,1755639,1613311,55474,43079,760,760,0,0,235498,235498,63218,51818,0,0,31523,23803,100826,98826,149635,0,105266,105266,262887,262887,346618,346618,1600,1600,83159,48571,0,0,3192103,2832037
154903,2010,1795756,1573734,52793,52793,1486,1486,0,0,177384,103582,24565,24565,0,0,32684,32684,99597,99597,160468,0,79103,79103,230354,230354,288024,288024,2145,2145,74315,40375,0,0,3018674,2528442
154903,2011,1911448,1581743,46671,46671,2518,2518,0,0,147684,80980,65209,65209,0,0,32277,32277,90425,90425,168158,0,91374,91374,223181,186615,331836,221358,1200,1200,74050,39740,0,0,3186031,2440110
154903,2012,1730809,1545583,55661,55661,11469,11469,0,0,221998,221998,40220,40220,0,0,33432,33432,101439,101439,178938,0,85883,85883,184346,184346,372294,372294,2000,2000,82514,58927,0,0,3101003,2713252
154903,2013,1885789,1784483,59491,59491,9721,9721,0,0,241135,241135,20812,20812,0,0,36035,36035,101452,101452,182858,0,98818,98818,200411,200411,387353,387353,2000,2000,89973,68712,0,0,3315848,3010423
154903,2014,2044323,1892177,54490,54490,15842,15842,0,0,235327,235327,52102,52102,0,0,36223,36223,98990,98990,214719,0,110963,110963,207625,207625,460753,455553,2200,2200,103557,83675,0,0,3637114,3245167
154903,2015,2094256,1990721,51005,51005,14797,14797,0,0,243958,243958,65011,65011,0,0,37270,37270,108859,108859,226490,0,103636,103636,217564,217564,429469,429469,2400,2400,117972,98746,0,0,3712687,3363436
154903,2016,2156764,2001925,44918,44918,10159,10159,0,0,284044,284044,93353,93353,0,0,46194,46194,96729,96729,257616,0,117128,117128,290142,290142,474950,474950,2400,2400,162442,136414,0,0,4036839,3598356
154903,2017,2063832,1961009,15426,15426,11536,11536,0,0,260755,260755,69421,69421,0,0,48590,48590,111662,111662,240273,0,103458,103458,312845,312845,472698,472698,7681,7681,104942,81341,0,0,3823119,3456422
154903,2018,2202122,2123822,17112,17112,22501,22501,3482,3482,321274,321274,69628,69628,0,0,52271,52271,83601,83601,229546,0,114270,114270,309883,309883,434884,434884,3339,3339,98516,76404,0,0,3962429,3632471
154903,2019,2261402,2148081,33436,33436,3118,3118,1296,1296,299614,299614,70234,70234,0,0,36827,36827,93818,93818,207624,0,102348,102348,333132,333132,459406,451922,3163,3163,122385,93872,0,0,4027803,3670861
155901,2005,5802656,4677373,299908,128678,90245,67062,160427,105535,675030,615023,433454,276182,0,0,77525,73315,432905,414900,623206,14000,461161,407834,620304,606653,856042,818383,60837,17921,101921,100400,29805,0,10725426,8323259
155901,2006,5959608,4745018,337568,163243,91430,90245,282283,157053,854538,778243,423237,298164,0,0,90950,86241,474398,454936,669669,14383,489046,442112,650639,648989,953651,917319,59549,9139,103576,101720,30360,15,11470502,8906820
155901,2007,6011370,4883933,337917,166098,94080,92533,275300,139954,888480,736868,410182,286173,0,0,98738,95795,500459,492253,677929,16166,476947,408583,671469,669236,1085499,1047624,85808,9181,114789,114789,32201,32201,11761168,9191387
155901,2008,6216532,5086381,343777,171534,121370,121370,265768,150683,828260,781401,430536,348156,0,0,96524,93395,586645,574389,690151,17904,529357,455978,400467,397967,998431,965392,82225,17518,127378,127378,35349,33676,11752770,9343122
155901,2009,6638420,5164816,387913,211245,96258,96258,310277,189024,874602,831404,442290,432444,0,0,101679,98875,533905,522328,740095,18700,557940,483133,427483,427483,1069599,1029660,85639,39351,135952,135952,42102,39199,12444154,9719872
155901,2010,7005209,4988246,410124,239229,90910,90910,333310,188266,870180,852688,442024,438485,0,0,103588,103586,542342,530005,738689,17869,534786,476008,485819,483319,1134797,1118951,82614,74865,134624,134624,70433,70101,12979449,9807152
155901,2011,6396913,5087872,400094,234221,95348,95348,310388,195052,850082,816660,401163,396746,0,0,109104,109104,588162,576251,743403,44700,526438,468088,410775,410775,1082488,800044,120448,118369,145971,134221,67396,65360,12248173,9552811
155901,2012,6264395,5097050,401347,172845,92277,92277,254277,184776,859547,830748,360852,359807,0,0,103660,103520,540701,528385,707474,16134,558578,511081,477786,477786,1083462,1083462,83562,81834,139244,139244,21893,15000,11949055,9693949
155901,2013,6003509,5074691,324988,264071,75220,75220,170573,131183,860886,856886,315002,184703,0,0,76726,76726,475849,467099,728060,16740,506860,494097,444582,444582,1139626,1139626,85087,83359,137651,137651,6229,0,11350848,9446634
155901,2014,6151960,5185229,308316,241167,80173,80173,302708,224655,816064,811375,308517,186761,0,0,98363,98363,594092,579559,809670,20046,511717,511717,424031,424031,1057733,1057733,85095,82525,156321,156321,518,0,11705278,9659655
155901,2015,5974952,5202871,262357,195332,78387,78387,274288,211996,877765,871357,324240,173867,0,0,89928,89928,554518,532724,874587,19681,633614,633614,437204,437204,1118992,1118992,85990,84070,105853,105853,3806,0,11696481,9755876
155901,2016,6476569,5746397,260140,191887,74619,74619,182637,139762,832950,828770,339270,180076,0,0,90283,90283,513222,502410,1018914,84,703762,703762,424490,424490,1096726,1096726,68945,66355,136067,136067,4121,0,12222715,10181688
155901,2017,6563375,5841709,295492,226130,79128,79128,145872,100436,871800,868800,342321,193059,0,0,87207,87207,514537,510312,895310,180,808429,808429,400297,400297,1083707,1083707,83528,81608,137158,137158,2239,0,12310400,10418160
155901,2018,6784215,5876604,281429,281429,81508,81508,167604,119181,885766,876880,342641,274799,0,0,137751,137751,558992,554567,811710,880,775039,775039,398693,398693,1223606,1223606,81080,79100,149843,149843,1621,0,12681498,10829880
155901,2019,7141123,5951545,301572,301572,84747,84747,184441,129014,886124,881862,359347,289642,0,0,123527,123527,562735,560887,914199,1212,781939,781939,434739,434739,1116648,1116648,112465,103690,149242,149242,1983,0,13154831,10910266
156902,2005,4337785,3272725,251502,166028,60655,51797,154055,0,296689,295189,558699,126686,0,0,35722,35305,134805,133998,292245,0,279955,279065,315219,314719,778535,735854,0,0,107640,84080,22555,22055,7626061,5517501
156902,2006,4596264,3384905,236117,148455,63102,57518,160480,0,305817,304400,569085,130783,0,0,39962,39462,151213,150396,297405,0,294305,293392,324867,324367,867481,828912,0,0,67686,61027,30304,28221,8004088,5751838
156902,2007,4823717,3496033,161477,156615,66467,63077,187382,0,327240,327240,609436,142462,0,0,42126,42126,206905,203905,308077,0,350989,350989,364674,364674,890351,856545,0,0,62472,62472,3851,3351,8405164,6069489
156902,2008,5217838,3803727,153046,153024,71203,65284,178207,0,352164,352164,609063,146780,0,0,45808,45808,224692,224692,344026,0,379669,379669,373098,373098,977131,931647,0,0,67772,67772,4451,4201,8998168,6547866
156902,2009,5571890,4122333,152248,152248,75560,72895,177589,0,381233,381233,651725,163882,0,0,51212,51212,239954,239954,368251,0,400538,400538,341630,341630,1049794,1009326,0,0,68449,68449,4113,3863,9534186,7007563
156902,2010,5751460,4196253,161505,161476,82324,73594,184883,0,385736,385736,666537,169105,0,0,51981,51981,219125,219125,387089,0,432894,432894,364812,349577,1089270,1058100,34395,11088,73381,73381,0,0,9885392,7182310
156902,2011,5760216,4283763,81607,81607,77228,75283,187750,0,387471,387471,660656,151862,0,0,51840,51840,242580,242580,397033,0,430929,430929,367278,364580,1151276,1034301,4491,0,159246,159246,0,0,9959601,7263462
156902,2012,5424760,4087790,79874,79874,84947,84847,190282,0,387071,387071,561511,154731,0,0,52002,52002,247971,247971,371320,0,424399,424399,364280,364280,1064758,900536,0,0,181327,181327,500,0,9435002,6964828
156902,2013,5463441,4345462,63774,63774,80554,80554,166475,519,385816,385816,654933,160276,0,0,47891,47891,257274,257274,392645,0,428051,428051,386365,386365,1141287,1105317,0,0,162181,162181,500,0,9631187,7423480
156902,2014,6201058,4902166,67958,67958,44633,44633,173451,11953,400111,400111,761984,173988,0,0,56163,56163,230429,230429,424404,0,452660,452660,481421,481421,1258938,1226213,7743,7743,169097,169097,500,0,10730550,8224535
156902,2015,6665538,5463632,70771,69291,106662,106662,167985,11555,430002,430002,705396,183936,0,0,60290,60290,231305,231305,435997,0,541037,541037,563191,555787,1276103,1241479,649,649,178386,178386,2250,0,11435562,9074011
156902,2016,6647746,5499003,110478,75006,100923,100923,162746,0,514523,514523,728571,174999,0,0,107188,107188,261216,261216,470122,0,533169,533169,583001,580173,1375330,1337682,1400,1400,109059,109059,4250,0,11709722,9294341
156902,2017,5827225,5686769,100565,73219,124778,116685,0,0,512216,512216,180963,180963,0,0,107599,107599,208379,208379,495959,0,525538,525538,677507,677507,1472627,1472627,1550,1550,138523,138523,4000,0,10377429,9701575
156902,2018,6534059,6221499,93756,93756,120295,120295,0,0,524722,524722,185655,185655,0,0,115521,115521,234153,234153,549013,0,605937,605937,820703,820703,1550661,1549428,38839,38839,221739,221739,2750,0,11597803,10732247
156902,2019,6854094,6501093,97061,97061,109923,81617,104848,104848,585634,585634,224415,224415,0,0,124009,124009,263607,263607,658086,0,729030,729030,800603,800603,1702719,1696339,149337,149337,223905,223905,1500,0,12628771,11581498
156905,2005,1062975,942318,33470,32507,4729,2532,0,0,110750,110250,28831,28617,0,0,380,380,138322,137042,125027,0,182522,175182,231363,229531,387793,383901,528,528,500,500,2789,2789,2309979,2046077
156905,2006,1095743,970407,34118,33123,5623,3431,0,0,118149,117399,28940,28576,0,0,587,587,153463,152496,138174,0,175461,168469,271851,269594,341817,337906,484,484,500,500,2788,2788,2367698,2085760
156905,2007,1204907,1078602,46457,45475,11804,6552,0,0,115691,115441,29888,29638,0,0,1889,1889,134199,134199,129207,0,209685,203993,273193,268257,356443,354163,2650,2650,1013,1013,2253,2253,2519279,2244125
156905,2008,1267187,1142282,34715,33715,7159,3447,0,0,128505,128260,47882,47656,0,0,223,223,149291,149291,146281,0,238909,233159,281420,278998,320426,318186,528,528,2271,2271,2515,2515,2627312,2340531
156905,2009,1279931,1159734,38358,34269,7054,3554,0,0,125873,125658,52235,52040,0,0,417,417,134216,134216,152783,0,215573,209572,237489,235059,343465,341375,440,440,2494,2494,1936,1936,2592264,2300764
156905,2010,1374431,1210997,34477,33477,7814,4314,0,0,136379,136246,55476,55426,0,0,483,483,149692,149692,174980,0,249980,243807,259574,257718,350223,347943,0,0,1460,1460,2279,2279,2797248,2443842
156905,2011,1378114,1224253,35729,34729,6230,2937,0,0,165575,165325,68340,68090,0,0,214,214,196307,196307,187087,0,222085,216191,426494,424494,395563,394177,798,798,2000,2000,818,818,3085354,2730333
156905,2012,1317791,1167192,41088,41088,4627,3439,0,0,123020,123020,53835,53835,0,0,187,187,154406,154406,160868,0,238249,231177,387038,387038,413576,413576,0,0,1790,1790,0,0,2896475,2576748
156905,2013,1405026,1300311,36000,36000,5574,4149,0,0,118001,118001,63245,63245,0,0,343,343,172398,172398,160259,0,242842,235550,371972,371972,429766,429766,0,0,2322,2322,0,0,3007748,2734057
156905,2014,1582684,1484556,46852,46852,5003,5003,0,0,141883,141883,78340,78340,0,0,651,651,164043,164043,182450,0,259720,250852,477459,477459,481756,481756,0,0,756,756,0,0,3421597,3132151
156905,2015,1721263,1588515,39797,39797,842,842,0,0,166220,166220,74697,74697,0,0,604,604,171697,171697,195239,0,296780,290242,416096,416096,612864,612864,79407,79407,394,394,0,0,3775900,3441375
156905,2016,1678294,1546349,42493,42493,2252,2252,0,0,173040,173040,77316,77316,0,0,645,645,128677,128677,192478,3032,270832,264288,429307,429307,520198,520198,0,0,62325,62325,0,0,3577857,3249922
156905,2017,1790269,1685592,42639,42639,1087,1087,0,0,174484,174484,70394,70394,0,0,745,745,187570,187570,186358,0,242089,235792,398657,398657,529885,529885,13609,13609,880,880,0,0,3638666,3341334
156905,2018,1757411,1662610,34785,34785,3425,3425,0,0,162883,162883,73767,73767,0,0,8759,8759,215818,215818,197461,0,240408,240408,457357,457357,464822,464822,29210,29210,3920,3920,0,0,3650026,3357764
156905,2019,1867502,1711846,40037,40037,13557,13557,0,0,188791,188791,75440,75440,0,0,2425,2425,190504,190504,201400,0,246238,244917,457454,457454,557434,557434,20539,20539,3722,3722,0,0,3865043,3506666
157901,2005,2953381,2528601,51281,47686,163820,60485,140707,49361,282357,227093,161875,105577,0,0,33153,32653,287682,280705,277120,12919,247122,246559,397442,353857,505765,496616,2130,2080,108534,107204,98823,12961,5711192,4564357
157901,2006,3235112,2916984,58534,55860,113324,60204,130545,57243,300124,260551,183154,118784,0,0,35019,34519,285789,276122,287459,14324,295148,294264,425400,378404,552326,543238,4128,2453,123269,121797,88398,12518,6117729,5147265
157901,2007,3190456,2815170,48261,46176,84162,55961,106196,52771,342007,250354,188452,124905,0,0,44591,44591,244434,239684,286142,11144,374574,374574,388981,333499,532587,528026,4273,2728,159881,159881,33297,6033,6028294,5045497
157901,2008,3222250,2899813,60999,56885,218414,153279,102461,66937,353265,260115,206643,108788,0,0,53553,52084,257061,252292,302904,12551,356629,356629,261447,211156,570836,570169,1768,1768,159559,158892,22141,2919,6149930,5164277
157901,2009,3417320,3063130,65932,61121,238936,164279,101335,61937,367707,270134,207690,115142,0,0,50299,48830,328533,324530,332371,14310,329467,329467,286201,239386,712118,711118,1528,1528,171277,170777,32897,4093,6643611,5579782
157901,2010,4118118,3245559,73990,70948,271669,134265,109967,60176,362486,303696,200944,119138,0,0,53934,53372,316606,312782,345654,11240,389177,389177,273921,226443,713257,710496,1560,1560,168374,167454,48134,7662,7447791,5813968
157901,2011,4196420,3428979,69290,61901,181304,82988,116085,71099,387940,327873,207251,123803,0,0,57070,57070,334901,330632,346927,11204,502546,402117,317016,268616,710139,681059,1579,1579,193708,193708,33036,6858,7655212,6049486
157901,2012,3673775,3121221,53896,39049,125750,76750,101963,51274,368626,310109,198893,117291,0,0,53712,53712,309497,301713,329004,8412,542648,412823,313778,268257,773510,637599,1597,1597,178920,178920,29919,1459,7055488,5580186
157901,2013,3820347,3425872,55152,40607,128753,78693,100124,54532,384857,325343,210931,127424,0,0,58032,58032,328644,328644,334053,8933,504790,401567,282604,248266,630384,630384,1641,1641,203765,203765,31331,2970,7075408,5936673
157901,2014,4063553,3712354,55405,42036,156926,90081,113305,70202,382118,320075,228758,144551,0,0,59690,59690,300435,300435,334977,6625,571284,463091,221336,211115,758594,737858,10915,10915,204306,204306,30931,10082,7492533,6383416
