District_Id,Year,Instruction_All_Funds,Instruction_General_Funds,Instructional_Res_Media_All_Funds,Instructional_Res_Media_General_Funds,Curriculum_Staff_Develop_All_Funds,Curriculum_Staff_Develop_General_Funds,Instructional_Leadership_All_Funds,Instructional_Leadership_General_Funds,School_Administration_All_Funds,School_Administration_General_Funds,Guidance_Counseling_Services_All_Funds,Guidance_Counseling_Services_General_Funds,Social_Work_Services_All_Funds,Social_Work_Services_General_Funds,Health_Services_All_Funds,Health_Services_General_Funds,Transportation_All_Funds,Transportation_General_Funds,Food_All_Funds,Food_General_Funds,Cocurricular_All_Funds,Cocurricular_General_Funds,General_Administration_All_Funds,General_Administration_General_Funds,Plant_Maintenance_Operation_All_Funds,Plant_Maintenance_Operation_General_Funds,Security_Monitoring_All_Funds,Security_Monitoring_General_Funds,Data_Processing_Services_All_Funds,Data_Processing_Services_General_Funds,Community_Services_All_Funds,Community_Services_General_Funds,Total_Expenditure_By_Function_All_Funds,Total_Expenditure_By_Function_General_Funds
1902,2005,2390199,2209789,60362,47374,1121,629,5524,0,239235,237714,134112,132590,0,0,38519,38012,181837,180350,189306,0,197088,175127,273666,272144,408441,405207,1678,1678,66064,65557,0,0,4187152,3766171
1902,2006,2461397,2243276,80067,78653,4254,1535,16106,0,244793,243229,135423,133938,0,0,40909,40402,181975,180611,203499,0,198532,175802,285905,284383,496631,492807,2788,2788,67298,66791,0,0,4419577,3944215
1902,2007,2642749,2450934,77503,76087,4969,820,4000,0,255309,255309,140044,140044,0,0,46080,46080,188873,188873,190100,0,223094,186577,300100,300100,540789,540789,1857,1857,77627,77627,0,0,4693094,4265097
1902,2008,4108584,2741830,79604,54416,16968,4571,302836,0,258301,258301,877655,147403,0,0,45898,45898,224996,224996,217411,0,275561,219760,310133,310133,606415,553803,1533,1533,91175,91175,0,0,7417070,4653819
1902,2009,4391883,2963259,84600,60497,11375,1277,217697,0,264999,264999,845635,150041,0,0,46497,46497,189287,189287,256598,0,322772,268885,258457,258457,679972,633954,870,870,93636,93636,0,0,7664278,4931659
1902,2010,5139086,3150102,84603,58224,14662,2273,257802,0,281539,281539,874259,151042,0,0,49065,49065,363286,197297,251772,0,322201,280267,258943,258943,650952,480017,2596,2596,106166,106166,0,0,8656932,5017531
1902,2011,4982639,2950685,78948,52170,14768,74,308315,0,283396,283396,752040,152784,0,0,49250,49250,328741,238060,266258,0,309954,255095,288543,288543,634680,466889,729,729,113891,113891,0,0,8412152,4851566
1902,2012,4512209,2880227,73480,46654,12129,4389,263071,0,270764,270764,804129,153077,0,0,49313,49313,302602,302602,261851,0,283820,264038,256900,256900,673189,643993,177,177,141136,141136,0,0,7904770,5013270
1902,2013,4598965,3143246,77094,49410,8811,3402,275557,0,280028,280028,802031,151473,0,0,49794,49794,263010,263010,291695,0,415892,382771,276186,276186,758917,709648,0,0,156305,156305,0,0,8254285,5465273
1902,2014,4767662,3172952,79947,52527,10348,3068,210871,0,285268,285268,841561,155573,0,0,46746,46746,309289,239811,271576,0,389456,348061,283201,283201,643679,616839,0,0,188944,188944,0,0,8328548,5392990
1902,2015,4699444,3170692,76462,48519,6731,1482,210531,0,290400,290400,882493,154866,0,0,42548,42548,280525,280525,286137,0,401446,357487,286146,281886,598465,561328,540,540,176479,176479,0,0,8238347,5366752
1902,2016,4750155,3264704,68311,37944,7226,1045,235055,0,297029,297029,984007,154917,0,0,40712,40712,258738,258738,277660,0,433883,377107,289955,286974,648032,609297,472,472,185858,185858,0,0,8477093,5514797
1902,2017,4626747,3111115,67363,36241,5041,1350,231304,0,293458,293458,950266,158744,0,0,40757,40757,299825,299825,299477,0,415967,360044,299555,296121,632194,594289,100,100,169388,169388,0,0,8331442,5361432
1902,2018,4561628,3017290,67427,35639,6061,1156,260769,0,295861,295861,1013689,175700,0,0,39065,39065,325648,325648,292632,0,400222,356596,271108,271108,627737,591081,0,0,163219,163219,0,0,8325066,5272363
1902,2019,4649118,3057892,66490,34128,4986,1395,270353,0,306385,306385,998314,162713,0,0,37882,37882,293070,293070,287406,0,413755,356796,284553,280943,773085,708405,0,0,173489,173489,0,0,8558886,5413098
1903,2005,4957392,4510430,200545,195264,39296,0,54747,54747,342016,340494,135463,133941,0,0,27627,27120,295153,292352,408777,0,588311,530590,431474,429960,762951,755441,0,0,48942,48688,0,0,8292694,7319027
1903,2006,5006997,4578250,201797,197814,52917,38,54131,54131,374189,371939,163002,161502,0,0,29149,28649,327813,325029,399000,505,603169,536093,573360,571610,816674,808073,0,0,53407,53157,0,0,8655605,7686790
1903,2007,5291602,4927345,210122,208707,35389,3417,58603,58603,416053,416053,158102,158102,0,0,37814,37814,337632,334709,395336,0,608763,541446,529509,529509,822194,822194,0,0,54456,54456,89,89,8955664,8092444
1903,2008,5674116,5294531,211712,210149,49643,0,65396,65396,412193,412193,158626,158626,0,0,54840,54840,380380,376171,426094,0,598018,527252,554370,554370,916996,916996,0,0,56236,56236,589,589,9559209,8627349
1903,2009,5869336,5397160,216055,216055,65244,20078,65286,65286,416747,416747,160353,160353,0,0,37984,33576,366945,361713,453124,0,615529,555002,447414,447414,1048402,1048402,0,0,62952,62952,89,89,9825460,8784827
1903,2010,6327172,5661232,212295,212263,37249,0,66626,66626,437975,437975,162070,162070,0,0,35677,35677,375484,375484,480427,0,673640,607061,536479,535093,987890,987890,0,0,93880,57001,7601,7601,10434465,9145973
1903,2011,6218288,5534256,173019,165492,48418,0,67675,67675,509113,507472,181545,160295,0,0,35467,35467,387071,387071,474319,0,630166,557527,516816,514216,935911,935911,0,0,141686,17736,589,589,10320083,8883707
1903,2012,5391466,4933766,160761,72845,40083,0,67613,67613,526772,526772,172789,166405,0,0,34413,34413,400661,400661,433727,0,581217,499327,495797,495797,1126290,1126290,0,0,147942,147942,1089,1089,9580620,8472920
1903,2013,5395349,4988964,163552,163552,45233,0,68473,68473,551678,551678,173838,173838,0,0,38728,38728,383018,383018,400780,0,563169,489604,448333,448333,1210772,1210772,0,0,149622,132559,589,589,9593134,8650108
1903,2014,5622664,5326209,169256,169229,31007,0,70138,70138,577460,577460,183166,183167,0,0,35950,35950,382085,382085,391105,0,554661,481475,447823,447823,1132555,1132555,0,0,153548,153548,1089,1089,9752507,8960728
1903,2015,6045264,5705904,162541,162541,34530,0,71650,71650,595299,595299,188703,188703,0,0,36784,36784,390109,390109,469526,0,596375,506315,447708,447708,1159017,1159017,0,0,157289,157289,1000,1000,10355795,9422319
1903,2016,6535726,6128355,170437,170437,33888,1844,72586,72586,592293,592293,190128,190128,0,0,42257,42257,401471,401471,502930,0,667192,560979,574498,574498,1195636,1195636,0,0,158461,158461,450,450,11137953,10089395
1903,2017,6676695,6192964,165620,165620,36080,5979,73237,73237,600518,600518,194744,194744,0,0,51481,51481,401090,401090,498763,0,621425,519139,518703,518703,1161244,1161244,0,0,147281,147281,750,750,11147631,10032750
1903,2018,7086905,6611415,169190,169190,34560,0,63442,63442,550653,550653,189034,189034,0,0,43351,43351,424452,424452,547419,0,531062,531062,483878,483878,1236207,1236207,7921,1453,134541,134541,500,500,11503115,10439178
1903,2019,7043892,6491576,117860,117860,33175,31,66374,66374,574699,574699,202086,202086,0,0,33657,33657,422887,422887,630202,0,598484,508027,558948,558948,1248908,1248908,13530,0,151120,151120,500,500,11696322,10376673
1904,2005,3408849,3089098,89169,88003,72286,72286,0,0,372978,370895,143654,78930,0,0,39548,38881,180260,179385,382472,0,258136,223273,338389,337056,516206,511290,0,0,212997,142140,0,0,6014944,5131237
1904,2006,3688648,3335960,107617,106617,71611,71611,34330,34330,377843,375843,171573,96867,0,0,41538,41038,134075,133513,444255,0,318114,272358,370332,368832,528300,523926,24538,24538,163080,161580,0,0,6475854,5547013
1904,2007,3699727,3381772,103177,103177,72053,72053,29112,29112,302107,302107,163104,89141,0,0,65165,65165,158467,158467,446266,0,329049,271202,368138,368138,633363,633363,31037,31037,184177,184177,0,0,6584942,5688911
1904,2008,4047992,3702056,130495,130495,86513,86513,30091,30091,321834,321834,164396,87012,0,0,83694,83694,96198,96198,461749,0,405395,341707,395842,395842,647223,647223,35819,35819,178714,178714,0,0,7085955,6137198
1904,2009,4121230,3736780,118289,117179,141277,141277,0,0,378437,378437,178229,104511,0,0,76446,76446,107046,107046,509348,0,385984,359235,318761,318761,665225,665225,43259,43259,212555,187555,0,0,7256086,6235711
1904,2010,4276369,3662958,116622,115556,140429,140429,0,0,361437,361437,126994,69059,0,0,121011,121011,103190,103190,490504,6300,400315,352260,383076,383076,664676,664676,60784,60784,202452,132234,0,0,7447859,6172970
1904,2011,4111833,3632841,122085,122085,140167,140167,0,0,404058,404058,180920,95137,0,0,125182,125182,102543,102543,477828,0,398613,359491,347870,347870,741090,741090,59320,59320,190304,136394,0,0,7401813,6266178
1904,2012,3707209,3372725,114415,114415,82583,82583,0,0,373248,373248,171314,89618,0,0,64301,64301,54516,44894,423557,6192,471006,431972,334801,334801,670668,670668,81496,81496,209346,184153,0,0,6758460,5851066
1904,2013,3457246,3247894,121719,76231,85400,85400,0,0,391029,391029,174989,174989,0,0,40699,40699,38599,38599,438608,6678,430905,385716,329963,329963,647139,647139,4714,4714,174431,142553,0,0,6335441,5571604
1904,2014,3580863,3433643,129970,82472,88758,88758,0,0,367820,367820,157457,157457,0,0,80173,80173,27489,27489,444638,6146,543107,446951,353969,353969,772594,772594,36849,36849,180768,161085,0,0,6764455,6015406
1904,2015,3788907,3583250,80017,29319,97865,97865,0,0,458146,458146,140126,140126,0,0,84332,84332,61523,61523,436486,5695,582455,499712,381936,381936,825031,825031,39422,39422,246086,208233,0,0,7222332,6414590
1904,2016,4099594,3875093,100627,27984,132420,132420,0,0,444914,444914,147759,147759,0,0,90918,90918,29375,29375,447661,3850,638510,522357,374513,374513,919352,919352,45541,45541,240732,201940,0,0,7711916,6816016
1904,2017,4214812,4056891,79253,24428,130841,130841,0,0,446184,446184,163794,163794,0,0,96446,96446,73488,73488,451030,5665,805315,606148,508820,508820,992874,992874,46978,46978,208672,166233,0,0,8218507,7318790
1904,2018,4322491,4012201,61717,14688,139579,139579,0,0,405446,405446,225961,225961,0,0,100852,100852,24985,24985,448059,2859,826807,759741,535328,535328,1081433,1081433,48754,48754,184761,153990,0,0,8406173,7505817
1904,2019,4611747,4333892,51126,9108,157830,157830,0,0,466345,466345,199338,199338,0,0,102385,102385,38800,38800,411195,4908,754465,699414,539512,539512,1014501,1014501,45482,45482,409998,341254,0,0,8802724,7952769
1906,2005,1247281,1114188,67006,66119,4365,4321,500,0,171793,170907,43842,43417,0,0,30364,29856,80608,80349,166308,3174,130208,113113,145330,145127,316950,315936,0,0,30258,29954,0,0,2434813,2116461
1906,2006,1365252,1227600,84797,83910,9721,9149,0,0,183251,182372,42112,41760,0,0,30816,30310,87208,86928,178835,3768,98360,84356,163847,163647,361117,360105,0,0,35719,35411,0,0,2641035,2309316
1906,2007,1474710,1349872,87423,87423,17917,17917,0,0,165054,165054,37081,37081,0,0,32957,32957,101235,101235,207464,4590,85757,66082,162810,162810,303614,303614,0,0,45171,45171,0,0,2721193,2373806
1906,2008,1623839,1474383,69289,69289,19178,19178,0,0,198963,198963,39733,39733,0,0,38303,38303,114128,114128,221392,5368,72067,63585,176424,176424,357349,357349,0,0,50773,50773,0,0,2981438,2607476
1906,2009,1744037,1568503,69174,69174,21977,19425,0,0,203250,203250,39148,39148,0,0,38900,38900,112668,112668,246791,8051,159903,124203,171113,171113,424072,424072,0,0,52824,52824,0,0,3283857,2831331
1906,2010,1800146,1548417,65558,65558,9919,8719,0,0,240543,240543,52826,50247,0,0,39940,39940,91007,91007,283902,8002,126403,102117,157472,157472,473691,473691,0,0,55500,55500,0,0,3396907,2841213
1906,2011,1787325,1620252,45365,45365,1,1,0,0,229872,229872,62480,2692,0,0,41355,41355,112054,112054,276525,0,112036,102278,156925,156925,413338,319767,0,0,77774,77774,0,0,3315050,2708335
1906,2012,1793057,1609420,20047,17547,7060,0,1580,36,242268,242268,60850,60850,0,0,40451,40451,112749,112749,262009,0,122649,91294,156116,156116,437348,437348,0,0,96151,96151,0,0,3352335,2864230
1906,2013,1986807,1857429,21818,19318,4969,0,6910,4747,255216,255216,61012,60141,0,0,44173,43373,136274,136274,275369,0,149255,124226,171407,171407,401844,401844,0,0,97248,97248,0,0,3612302,3171223
1906,2014,1991586,1869128,20792,20792,0,0,6829,4693,261870,261870,63431,61784,0,0,47276,45631,141801,141801,277668,0,146740,131581,171468,171468,469780,469780,0,0,97380,97380,0,0,3696621,3275908
1906,2015,2067502,1919736,22504,22504,0,0,7077,4796,281723,281723,67330,65664,0,0,48563,46895,139281,139281,264383,0,147503,135611,227165,227165,452047,452047,0,0,103924,103924,0,0,3829002,3399346
1906,2016,2190799,1959878,16266,16266,0,0,7602,5478,352245,352245,68343,66677,0,0,46872,45204,129420,129420,274765,0,183923,165760,195625,195625,497198,497198,0,0,106530,106530,0,0,4069588,3540281
1906,2017,2159297,1986963,18670,18670,0,0,7229,5713,363933,363933,72708,71043,0,0,39648,37981,124564,124564,226697,0,187929,172277,206216,206216,464032,464032,0,0,108176,108176,0,0,3979099,3559568
1906,2018,2111408,1927757,20220,20220,0,0,11133,9098,369561,369561,73937,72669,0,0,40877,39611,146143,146143,246488,0,185019,168614,193156,193156,539673,539673,0,0,109199,109199,0,0,4046814,3595701
1906,2019,2087166,1873700,19990,19990,0,0,7905,5358,379101,379101,75235,73967,0,0,40628,39362,148301,148301,257465,0,210240,196848,201520,201520,465549,465549,10415,10415,118375,118375,0,0,4021890,3532486
1907,2005,12387706,10717014,482595,434352,583659,306513,447103,199746,1147761,1138388,894447,677320,110669,71612,132522,129522,681280,665171,1390372,11978,803451,802451,1074135,1069176,2355094,2331962,43971,36740,191816,191816,34849,7607,22761430,18791368
1907,2006,13248752,11356087,353201,310706,641486,245572,508075,249111,1254498,1136977,856416,702228,110682,109669,152817,144699,748592,733205,1388588,9875,878536,852734,1046801,1038839,2302222,2277914,41417,36127,108648,108648,42106,13457,23682837,19325848
1907,2007,13916383,12030488,354806,306674,690673,304047,469330,292109,1245829,1219017,957098,701519,116226,116226,146424,142998,768033,747858,1419143,8640,1013262,946883,1066696,1062197,2411624,2394790,78585,75981,177319,177319,55727,16327,24887158,20543073
1907,2008,15518605,13350157,388420,332118,605606,284796,579640,399749,1480956,1428181,1053290,762987,106278,105950,170771,162204,907112,897025,1563174,1800,1111086,1039847,1076134,1059215,2520774,2485491,210306,202517,298028,297997,78899,18376,27669079,22828410
1907,2009,15915975,13885500,381519,338746,670415,302129,611309,421372,1510432,1460759,1111022,818077,69331,69331,139859,139859,855683,827708,1975725,4870,1012265,954409,929960,918266,2358243,2357808,194585,191060,325889,325889,52213,12230,28114425,23028013
1907,2010,15909376,13312750,377094,336229,1011072,454795,549025,377140,1612176,1508651,1087056,802689,70453,70230,152950,152950,950187,913698,1918376,1800,1062153,1032594,953265,948106,2732821,2126557,124294,75478,526516,382998,48250,2406,29085064,22499071
1907,2011,15180063,12894522,265636,231091,608763,191833,697021,425795,1687027,1635504,1120886,820839,73199,71690,171289,166892,1034984,1015187,1813222,1800,1085830,1037737,962021,957856,2968623,1996624,123573,123573,692502,518060,169827,2986,28654466,22091989
1907,2012,14393233,12022691,182043,179762,713617,248587,715222,375595,1496131,1380457,1032762,751666,93422,91790,173677,168638,1097916,1084463,1683641,2430,1133744,1072481,944228,936181,3046251,3040255,156294,156294,722058,686793,176452,22694,27760691,22220777
1907,2013,15423681,12997708,164233,159981,810352,254736,713028,418175,1593277,1495623,1084992,746056,139527,95974,177075,172278,1128488,1111384,1788221,0,1209078,1152911,1006998,997578,3399388,3398317,129305,129305,922445,886250,148629,5348,29838717,24021624
1907,2014,17881307,13946532,177804,177164,826638,294150,780442,472053,2097599,1696998,1118318,795626,157307,106213,205521,196191,1388360,1144633,1840449,3941,1298451,1276461,1041081,1037777,3326003,3325951,217072,179297,1137156,1086996,263851,15186,33757359,25755169
1907,2015,17594931,15239582,170840,166409,604144,270216,931476,534670,2198664,1736772,1141636,908910,44564,44564,192021,186340,1351094,1187399,2706082,3606,1464732,1516651,1016031,1004671,2247259,2245674,189936,178199,1398385,1398385,338284,28960,33590079,26651008
1907,2016,18198163,15773139,164315,164315,477870,208947,1007472,613027,2217964,1857440,1095057,865447,73856,37419,216064,210309,1394846,1206064,1999488,3371,1769983,1620217,1127281,1132428,3308274,3226325,147348,123511,1179378,1179378,260766,13504,34638125,28234841
1907,2017,18321484,16275011,163768,161559,295526,155889,1102398,702179,2050389,1762666,1149040,1013446,35317,35942,204504,200541,1233512,1040347,2098551,1095,1245580,1236016,1045779,1039421,3858821,3706185,149379,122807,1238146,1262386,349789,24135,34541983,28739625
1907,2018,18700250,16201921,173412,166630,489226,186079,1000086,602170,2249338,1886132,1356277,737005,172556,172556,203202,196830,1465017,1317485,1860550,1295,1402373,1402373,1161939,1156183,3464484,3378173,185960,150161,1074175,1073321,377910,17309,35336755,28645623
1907,2019,18807861,16325489,167823,165763,535649,164224,1033275,618345,2201907,1890835,1443630,913054,170074,170074,208736,204652,1442619,1325461,2071781,1865,1422648,1422648,1287489,1287489,3937087,3847382,242658,120784,1006175,1006175,394932,21456,36374344,29485696
1908,2005,7209421,5016191,146098,117872,177836,99887,193089,0,593817,588243,855759,230044,0,0,56506,55999,282469,272082,697258,0,376338,374683,474592,473066,890675,842730,2432,2432,108666,108024,0,0,12064956,8181253
1908,2006,6902577,5373439,147328,119123,185513,94305,225791,0,589105,582853,913807,238356,0,0,50500,49993,297989,293415,753572,0,424897,423319,492066,492066,989371,942817,7182,7182,140489,139961,0,0,12120187,8756829
1908,2007,7284807,5560151,132454,106228,221154,154288,203765,0,650771,649113,865413,251237,0,0,78338,78338,202324,201886,648579,0,425207,425207,569550,569550,1048715,999679,7866,7866,123756,123756,0,0,12462699,9127299
1908,2008,6638165,6000932,153971,103849,151623,90453,0,0,772185,550413,235072,235072,0,0,74629,74629,380387,376239,640475,0,435322,435322,508880,508880,1213847,1213629,5841,5841,113348,113348,0,0,11323745,9708607
1908,2009,7135934,6177598,155365,106566,156316,90213,0,0,748469,565495,242383,242383,0,0,84188,81931,370357,364625,671878,0,448943,448943,483996,483996,1306666,1304297,4807,4807,130421,130421,0,0,11939723,10001275
1908,2010,7225829,6431443,171388,117108,157106,91134,0,0,769953,586381,244334,244334,0,0,87355,86348,399760,395162,718077,0,491531,491531,437997,437997,1300867,1300505,11351,11351,131963,131963,0,0,12147511,10325257
1908,2011,7657914,7134368,175756,123927,154677,96015,0,0,855897,670084,256626,256626,0,0,89432,88430,506285,505484,817873,0,506304,506304,576706,576706,1361491,1361110,7129,7129,142850,142850,0,0,13108940,11469033
1908,2012,7056677,6218715,131941,130004,117400,117400,0,0,784916,595653,251152,246142,0,0,93009,90774,443717,440846,793341,0,493277,493277,500588,500588,1311593,1308213,14973,14973,314438,314438,0,0,12307022,10471023
1908,2013,8050935,7670123,139985,139985,106769,106042,0,0,830759,660348,272395,272395,0,0,93034,93034,579107,579107,819604,0,531728,531728,524423,524423,1284310,1284013,19936,19936,331591,331591,0,0,13584576,12212725
1908,2014,7681379,7015618,133116,133116,151914,103298,0,0,862093,717803,268556,268556,0,0,96740,96740,530142,530142,841942,0,585801,585801,534969,534969,1408839,1408621,27625,27625,397055,397055,0,0,13520171,11819344
1908,2015,8053949,7561342,141767,141767,162083,120863,0,0,952114,815864,301101,301101,0,0,98879,98879,604564,604564,1024813,0,626611,626611,567322,567322,1599642,1599642,29995,29995,461328,461328,0,0,14624168,12929278
1908,2016,8221408,7479435,114782,114782,298066,239320,0,0,963434,848614,347796,347796,0,0,104548,104428,614802,614802,1020990,0,766923,766923,621603,621603,1610147,1610147,18048,18048,534742,534742,0,0,15237289,13300640
1908,2017,7550833,6840883,102174,102174,276037,247519,0,0,945583,860905,331373,331373,0,0,93330,93330,571001,571001,1033330,-11,689933,689933,618035,618035,1572048,1572048,31088,31088,531917,531917,0,0,14346682,12490195
1908,2018,7871923,7171514,140891,140891,302200,238593,0,0,966334,873248,328970,328970,0,0,91664,91664,662570,662570,897072,130,844952,844952,679085,679085,1641402,1641402,23732,23732,500802,500802,0,0,14951597,13197553
1908,2019,7982756,7029185,77526,77526,425060,322384,0,0,1024351,926006,284444,284444,0,0,121012,121012,662948,662948,934044,0,862270,862270,677482,677482,1619420,1619420,29223,17383,531186,531186,0,0,15231722,13131246
1909,2005,1701176,1576238,58574,55897,60399,14800,1994,0,96935,96435,56720,56220,0,0,327,327,102884,102384,196285,0,73370,73370,182566,182566,220853,219353,0,0,10226,10226,0,0,2762309,2387816
1909,2006,1746077,1647580,57337,55203,32625,154,2019,0,147899,147399,44987,44737,0,0,3300,3300,124435,123935,223557,0,81167,81167,190628,190628,224835,223127,0,0,11226,11226,0,0,2890092,2528456
1909,2007,1824585,1677785,56956,55466,3690,101,1969,0,158256,158256,59582,59582,0,0,897,897,127412,118180,234040,0,78430,78430,192861,192861,231112,231112,0,0,8114,8114,0,0,2977904,2580784
1909,2008,1895312,1745609,59406,58525,3164,442,1950,0,160238,160238,58869,58869,0,0,1238,1238,156069,146044,236768,0,83346,83346,212033,194784,250807,250807,0,0,8582,8582,0,0,3127782,2708484
1909,2009,2060247,1827475,36280,36280,14927,133,2057,0,167314,167314,61880,61880,0,0,280,280,123522,116646,224321,0,92389,92389,203872,203872,246963,246963,0,0,9297,9297,0,0,3243349,2762529
1909,2010,2208646,1861460,44353,44353,13715,217,3490,0,170952,170952,62780,62780,0,0,1177,1177,134513,134513,207026,0,87180,87180,186642,186642,260590,260590,0,0,10359,10359,0,0,3391423,2820223
1909,2011,2155884,1853025,42754,42754,8777,100,3414,0,177219,177219,63089,63089,0,0,2038,2038,120019,120019,205142,0,97718,97718,191695,191695,264811,264811,0,0,10230,10230,0,0,3342790,2822698
1909,2012,2125910,1914806,43506,43506,239,239,1857,0,180807,180807,60521,60521,0,0,924,924,142562,142562,187356,0,86979,86979,215712,215712,266768,266768,0,0,10247,10247,0,0,3323388,2923071
1909,2013,2148600,1995192,46167,46167,10003,362,1888,0,182899,182899,55726,55726,0,0,532,532,142752,142752,207607,0,103519,103519,202719,202719,280123,280123,0,0,11893,11893,0,0,3394428,3021884
1909,2014,2234212,2096811,51418,51418,796,596,1744,0,192444,192444,44016,44016,0,0,341,341,141030,141030,193470,0,99287,99287,203653,203653,289825,289825,0,0,12493,12493,0,0,3464729,3131914
1909,2015,2325824,2157420,46488,46488,213,213,1627,0,192832,192832,44058,44058,0,0,2248,2248,125481,125481,187914,0,103442,103442,195958,195958,286654,286654,0,0,13223,13223,0,0,3525962,3168017
1909,2016,2436390,2277518,49539,49539,1,1,1729,0,192070,192070,54204,54204,0,0,615,615,120741,120741,160793,0,112861,112861,213067,213067,296997,296997,0,0,13295,13295,0,0,3652302,3330908
1909,2017,2482889,2304090,54006,54006,785,785,1712,0,231723,231723,69186,69186,0,0,2161,2161,114970,114970,218277,0,148447,148447,246403,246403,394732,394732,0,0,26669,26669,0,0,3991960,3593172
1909,2018,2538238,2345474,50089,50089,100,100,1573,0,243820,243820,118588,118588,0,0,4245,4245,101150,101150,179435,0,171301,171301,247136,247136,532008,532008,28862,28862,26111,26111,0,0,4242656,3868884
1909,2019,2593220,2364781,59946,59946,1387,1387,1400,0,245722,245722,127860,127860,0,0,36981,36981,93940,93940,184491,0,140536,140536,247749,247749,382488,382488,9868,9868,25622,25622,0,0,4151210,3736880
2901,2005,12599443,10686889,482269,468732,14780,14780,390807,366502,1047751,1042282,684471,655198,42335,41835,198802,196802,610567,603234,1303460,0,1101701,1053027,1111060,1104282,3108995,3085923,40488,39988,335163,254319,25826,25826,23097918,19639619
2901,2006,13440076,11493694,457119,446975,25621,10180,387843,380275,1076446,1070863,710585,703584,45379,44879,211361,209361,658563,651438,1333402,0,1163468,1107229,1196672,1189557,3353484,3331776,44975,44475,303072,296087,30441,30441,24438507,21010814
2901,2007,15148478,13016750,487939,485079,39611,13378,409555,404426,1217431,1217431,784022,782522,52258,52258,231405,231405,689646,689646,1475126,0,1292523,1255068,1218024,1217920,3608245,3608245,49688,49688,312029,298860,28599,28599,27044579,23351275
2901,2008,16460892,14361673,536329,514987,24534,24534,441256,437536,1262630,1262630,832151,831632,55563,55563,251727,251727,754001,754001,1613568,0,1374984,1341534,1278120,1278009,3952995,3952995,93776,93776,348463,348463,27661,27661,29308650,25536721
2901,2009,17682547,15592966,548841,548841,45102,45102,484316,482541,1316818,1316818,904868,903753,60225,60225,330077,330077,721810,721810,1737809,0,1424436,1400229,1334833,1334733,4339600,4339600,88277,88277,448286,432473,28090,28090,31495935,27625535
2901,2010,18622975,16174394,570800,570800,47094,47094,474919,474919,1372716,1372716,940240,940240,61410,61410,319130,319130,732595,732595,1789551,0,1394578,1372417,1258640,1258588,4117023,3182043,103809,103809,419242,397690,31296,31296,32256018,27039141
2901,2011,18598157,16500711,565105,565105,50414,50414,508134,508134,1501460,1501460,917438,917438,62285,62285,335253,335253,752558,752558,1766329,0,1449878,1420565,1258701,1258583,4120950,3242336,97237,97237,411800,408288,26470,26470,32422169,27646837
2901,2012,17693196,16101858,455741,455741,49968,49968,570599,570599,1041233,1041233,705785,705785,62131,62131,291616,291616,806403,806403,1821258,0,1456535,1415144,1272373,1272373,3865715,3844229,88003,88003,410426,410426,28293,28293,30619275,27143802
2901,2013,17064915,15514394,448755,448755,45138,45138,386815,386815,1218026,1218026,876804,876804,58596,58596,257328,257328,702579,702579,1903772,0,1228046,1191332,1153735,1153691,3305859,3305859,37178,37178,406164,406164,17480,17480,29111190,25620139
2901,2014,20644934,18797887,423638,423638,46963,46963,594802,594802,1586067,1586067,1113429,1113429,65693,65693,335225,335225,987847,987847,2045086,0,1690334,1690334,1287621,1287621,4180462,4180462,49928,49928,588719,588719,29312,29312,35670060,31777927
2901,2015,21843210,20289048,454514,454514,100920,100920,580433,580433,1805722,1805722,1095757,1095757,67645,67645,341996,341996,1016152,1016152,2115065,0,1862000,1862000,1409614,1409614,4302039,4302039,49290,49290,833882,833882,25186,25186,37903425,34234198
2901,2016,22905515,20993543,557379,557379,530391,530391,597488,597488,1820021,1820021,1119810,1119810,63299,63299,357527,357527,1138898,1138898,2135065,0,1910896,1910896,1392950,1392950,4391873,4391873,46878,46878,985488,985488,22944,22944,39976422,35929385
2901,2017,21157996,19692303,510026,510026,439681,439681,559126,559126,1956277,1956277,1186625,1013155,65152,65152,364997,364997,1069905,1069905,2160208,0,1844296,1844296,1315208,1315208,4519066,4519066,49170,49170,909849,909849,325956,325956,38433538,34634167
2901,2018,21173561,19760122,487555,487555,350451,350451,567285,567285,2068407,2068407,1263276,1082747,70294,70294,395170,395170,1042805,1042805,2165421,0,1765348,1765348,1386388,1386388,4500334,4500334,51310,51310,892986,892986,354755,354755,38535346,34775957
2901,2019,22190961,20829953,380822,380822,306624,306624,570587,570587,2138159,2138159,1366993,1181986,141011,141011,324815,324815,1006524,1006524,2287559,0,1890040,1890040,1576368,1576368,4451396,4451396,72906,72906,909963,909963,442339,442339,40057067,36223493
3801,2005,713701,573903,2421,2359,25,0,0,0,63946,63371,52348,51890,0,0,22916,22374,0,0,90483,2291,0,0,52447,52447,210798,205796,0,0,72665,71694,3018,3018,1284768,1049143
3801,2006,743611,621685,1335,1335,2650,0,120,120,103960,99504,48904,48391,0,0,25623,25108,0,0,133606,4906,0,0,77189,74476,208737,207914,0,0,61717,58229,366,366,1407818,1142034
3801,2007,1002359,898475,2525,2525,2073,2073,0,0,92557,87082,51560,51560,0,0,35693,35693,0,0,167820,0,0,0,162961,161533,237207,237207,0,0,20306,13159,6926,6926,1781987,1496233
