District_Id,Year,Regular_All_Funds,Regular_General_Funds,Gifted_Talented_All_Funds,Gifted_Talented_General_Funds,Career_Technology_All_Funds,Career_Technology_General_Funds,Students_With_Disabilities_All_Funds,Students_With_Disabilities_General_Funds,Compensatory_Education_All_Funds,Compensatory_Education_General_Funds,Bilingual_All_Funds,Bilingual_General_Funds,Athletics_Related_Activities_All_Funds,Athletics_Related_Activities_General_Funds,High_School_Allotment_All_Funds,High_School_Allotment_General_Funds,Pre_K_Regular_All_Funds,Pre_K_Regular_General_Funds,Pre_K_Bilingual_All_Funds,Pre_K_Bilingual_General_Funds,Pre_K_Comp_Ed_All_Funds,Pre_K_Comp_Ed_General_Funds,Pre_K_Total_All_Funds,Pre_K_Total_General_Funds,Total_Program_Expenditures_All_Funds,Total_Program_Expenditures_General_Funds
1902,2005,2253835,2213824,10227,10131,94043,93326,298028,293443,216819,61305,1252,1240,156463,134554,0,0,0,0,0,0,0,0,0,0,4187152,3766171
1902,2006,2231404,2189975,10359,10263,98348,97587,342780,338829,305703,112478,1264,1252,152162,129482,0,0,0,0,0,0,0,0,0,0,4419577,3944215
1902,2007,2382088,2368474,9815,9815,114517,114517,358842,358842,313706,125940,1197,1197,183730,147213,0,0,0,0,0,0,0,0,0,0,4693094,4265097
1902,2008,2598844,2567178,10256,10256,113084,113084,2689110,389832,339340,180245,1246,1246,182724,182724,0,0,0,0,0,0,0,0,0,0,7417070,4653819
1902,2009,2841002,2793147,10252,10252,133520,133520,2562026,376075,364949,181981,1261,1261,277620,223733,0,0,0,0,0,0,0,0,0,0,7664278,4931659
1902,2010,2926417,2894386,10303,10303,179030,165656,3409136,401915,356797,181041,1264,1264,234405,234405,49181,49181,0,0,0,0,0,0,0,0,8656932,5017531
1902,2011,2697739,2665401,9891,9891,178400,175300,3292103,404628,395533,196290,1216,1216,207921,207921,48529,48529,0,0,0,0,0,0,0,0,8412152,4851566
1902,2012,2750620,2585068,9893,9893,190698,190698,2703962,411103,317926,166470,965,965,205817,205817,52078,52078,0,0,0,0,0,0,0,0,7904770,5013270
1902,2013,2867351,2843498,15282,15282,175935,175935,2717209,422115,319567,174318,2687,2687,311431,311431,59189,59189,0,0,0,0,0,0,0,0,8254285,5465273
1902,2014,2860367,2853419,17415,17415,180011,180011,2920475,415567,324331,213600,1004,1004,269745,269745,60755,60755,0,0,0,0,0,0,0,0,8328548,5392990
1902,2015,2835058,2796960,17342,17342,217122,217122,2786596,418487,314489,183457,710,710,273092,273092,59537,59537,0,32860,0,0,0,0,32860,32860,8238347,5366752
1902,2016,2928759,2918736,15414,15414,248589,248589,2906500,406342,279174,164476,1234,1234,297742,297742,57644,57644,0,0,0,0,0,0,0,0,8477093,5514797
1902,2017,2787961,2760515,14904,14904,258611,258611,2861558,382607,284277,179498,692,692,293065,293065,52351,52351,0,1742,0,0,0,0,1742,1742,8331442,5361432
1902,2018,2667117,2652545,4100,4100,228648,228648,3047767,458226,258275,145943,11442,11442,297446,297446,49948,49948,0,27325,0,0,0,0,27325,27325,8325066,5272363
1902,2019,2778638,2742216,3968,3968,251350,251350,3005575,434799,273747,98980,9599,9599,304174,304174,40285,40285,0,32890,0,0,0,0,32890,32890,8558886,5413098
1903,2005,3677136,3648544,14637,14637,219325,219325,1061917,1061917,697450,341521,0,0,390204,390204,0,0,0,0,0,0,0,0,0,0,8292694,7319027
1903,2006,3779420,3745686,16490,16490,215627,215627,1055054,1055054,689787,355986,0,0,367194,367194,0,0,0,0,0,0,0,0,0,0,8655605,7686790
1903,2007,4164574,4109123,14931,14931,228443,228443,1062103,1062103,724481,417549,0,0,388847,388847,0,0,0,0,0,0,0,0,0,0,8955664,8092444
1903,2008,4498304,4330199,20355,20355,227002,227002,1190105,1190105,661596,452220,0,0,353904,353904,0,0,0,0,0,0,0,0,0,0,9559209,8627349
1903,2009,4673737,4420706,20638,20638,238077,238077,1050454,1050454,798545,605948,0,0,371139,371139,0,0,0,0,0,0,0,0,0,0,9825460,8784827
1903,2010,4221173,4194551,13852,13852,680658,680658,1070091,1070091,1196299,587385,0,0,416133,416133,61206,61206,0,0,0,0,0,0,0,0,10434465,9145973
1903,2011,4621613,4317068,21190,21190,465446,451075,971531,971531,843203,502572,0,0,400716,400716,239700,239700,0,0,0,0,0,0,0,0,10320083,8883707
1903,2012,4144148,3870610,9930,9930,420988,420988,934855,934855,714194,521166,0,0,392689,392689,78806,78806,0,0,0,0,0,0,0,0,9580620,8472920
1903,2013,4349465,4103334,9936,9936,444064,444064,923984,923984,626628,457804,0,0,386734,386734,80797,80797,0,0,0,0,0,0,0,0,9593134,8650108
1903,2014,4531613,4448389,12547,12547,460805,460805,966631,966631,647766,434535,0,0,379660,379660,78434,78434,0,0,0,0,0,0,0,0,9752507,8960728
1903,2015,4893965,4773037,12212,12212,449425,449425,1016898,1013728,706274,491012,0,0,398599,398599,56596,56596,0,6699,0,0,0,0,6699,6699,10355795,9422319
1903,2016,5324402,5225077,11516,11516,464209,464209,1108661,997360,660177,463432,0,0,417147,417147,90750,90750,0,0,0,0,0,0,0,0,11137953,10089395
1903,2017,5285384,5143320,12808,12808,629176,629176,1126682,972377,657593,470231,0,0,392467,392467,110018,110018,0,0,0,0,0,0,0,0,11147631,10032750
1903,2018,5311413,5198576,10953,10953,896367,839894,1065532,939146,763581,583787,0,0,394727,394727,109973,109973,0,0,0,0,0,0,0,0,11503115,10439178
1903,2019,5313722,5147028,93,93,852319,837091,1028587,921703,799037,535527,0,0,339045,339045,101243,101243,0,0,0,0,0,0,0,0,11696322,10376673
1904,2005,2868617,2846195,28593,28593,337008,290571,373911,373911,617841,299881,4827,4827,194975,194975,0,0,0,0,0,0,0,0,0,0,6014944,5131237
1904,2006,3154886,3121413,30695,30695,256945,256945,472128,472128,643639,294613,6111,6111,186450,186450,0,0,0,0,0,0,0,0,0,0,6475854,5547013
1904,2007,3014384,2948193,33689,33239,329394,329394,418266,418266,730786,409098,25334,25334,247603,247603,0,0,0,0,0,0,0,0,0,0,6584942,5688911
1904,2008,3440788,3349664,36298,36298,327802,327802,520510,520510,649286,317090,13245,13245,225944,225944,0,0,0,0,0,0,0,0,0,0,7085955,6137198
1904,2009,3392771,3242659,29984,29984,444480,444480,543136,543136,708924,419550,2117,2117,229343,229343,0,0,0,0,0,0,0,0,0,0,7256086,6235711
1904,2010,3606372,3277851,27873,27873,421558,421558,413114,413114,639587,368619,9028,9028,233711,233711,83881,83881,0,0,0,0,0,0,0,0,7447859,6172970
1904,2011,3397492,3165195,27591,27591,457081,457081,487813,487813,679664,422009,8524,8524,229639,229639,86582,86582,0,0,0,0,0,0,0,0,7401813,6266178
1904,2012,2865741,2749808,17938,17938,479660,411888,546241,546241,596053,349013,9013,9013,265745,265745,73917,73917,0,66683,0,0,0,0,66683,66683,6758460,5851066
1904,2013,2678785,2637074,17218,17218,453344,421971,559652,559652,515647,311703,11445,11445,235649,235649,69103,69103,0,97297,0,0,0,0,97297,97297,6335441,5571604
1904,2014,2912119,2905913,12146,12146,464427,444828,498845,498845,516409,333768,11999,11999,260966,260966,70102,70102,0,104005,0,0,0,0,104005,104005,6764455,6015406
1904,2015,3130845,3060853,22120,22120,545806,508457,457529,457529,494419,317409,10130,10130,368854,368854,83021,83021,0,120894,0,0,0,0,120894,120894,7222332,6414590
1904,2016,3275560,3254788,16596,16596,530751,492463,623609,535718,564894,394530,0,0,379791,379791,72526,72526,0,128456,0,0,0,0,128456,128456,7711916,6816016
1904,2017,3421812,3417382,12517,12517,577312,535378,564664,507294,560368,428256,0,0,470073,470073,77768,77768,0,117952,0,0,0,0,117952,117952,8218507,7318790
1904,2018,3369960,3327569,9945,9945,580428,515553,640336,555133,640210,465350,0,0,612103,612103,87159,87159,0,93670,0,0,0,26945,93670,93670,8406173,7505817
1904,2019,3945494,3780628,10154,10154,552217,498020,726827,631174,377013,354734,0,0,571388,571388,59567,59567,0,114404,0,0,0,0,114404,114404,8802724,7952769
1906,2005,1019369,981241,14369,14369,93521,93521,240989,240989,182755,99471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2434813,2116461
1906,2006,1133776,1089565,12615,12615,113355,111955,287570,287570,151206,74780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641035,2309316
1906,2007,1235058,1192258,19963,19963,99536,99536,301460,301460,164147,82109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721193,2373806
1906,2008,1414734,1351620,19303,19303,107366,107366,281353,281353,169658,87862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981438,2607476
1906,2009,1575639,1475454,0,0,112205,112205,263676,263676,176230,98329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283857,2831331
1906,2010,1518618,1446365,8789,8789,120213,117896,257771,254627,200047,118337,1332,1332,0,0,9869,9869,0,0,0,0,0,0,0,0,3396907,2841213
1906,2011,1464327,1389716,14856,14856,131100,129856,245791,236540,204340,123135,7303,7303,0,0,41439,41439,0,0,0,0,0,0,0,0,3315050,2708335
1906,2012,1475299,1338382,8372,8372,121091,121091,349209,349209,189050,131226,2452,2452,0,0,22358,22358,0,0,0,0,0,0,0,0,3352335,2864230
1906,2013,1584040,1526555,11150,11150,131457,131457,371304,371304,248997,166601,1300,1300,0,0,33100,33100,0,0,0,0,0,0,0,0,3612302,3171223
1906,2014,1602741,1548635,11592,11592,136637,136637,359701,359701,251708,177928,995,995,0,0,33095,33095,0,0,0,0,0,0,0,0,3696621,3275908
1906,2015,1682528,1611749,12040,12040,138262,138262,377603,377603,261220,178618,0,0,0,0,26969,26969,0,1260,0,0,0,0,1260,1260,3829002,3399346
1906,2016,1723199,1626634,12437,12437,135512,135512,476342,412754,255471,196134,2625,2625,0,0,31000,31000,16889,31282,0,0,0,1635,48171,31282,4069588,3540281
1906,2017,1557880,1517165,13891,13891,151303,151303,464473,396340,430142,372763,2200,2200,0,0,34433,34433,10955,0,0,0,0,39416,10955,0,3979099,3559568
1906,2018,1486476,1432013,13871,13871,161999,161999,483452,412302,411212,369862,2200,2200,0,0,49340,49340,18723,0,0,0,0,41768,18723,0,4046814,3595701
1906,2019,1499301,1419448,14498,14498,164641,164641,447072,379233,402415,356494,2706,2706,0,0,48748,48748,22400,7520,0,0,0,56021,29920,7520,4021890,3532486
1907,2005,8838672,8752593,31717,31717,820407,753116,2818496,2334223,3017937,1251245,618153,581374,650511,649511,0,0,0,0,0,0,0,0,0,0,22761430,18791368
1907,2006,9167598,9065622,117510,117510,877700,813427,2960879,2356058,3316806,1448810,514921,488317,731613,708765,0,0,0,0,0,0,0,0,0,0,23682837,19325848
1907,2007,9522334,9503173,126188,126188,845187,796541,3202354,2644730,3518808,1554965,554143,518260,837934,799425,0,0,0,0,0,0,0,0,0,0,24887158,20543073
1907,2008,10921136,10731328,146807,146807,1010406,958131,3601336,2945609,3758034,1831081,293092,261877,902928,861629,0,0,0,0,0,0,0,0,0,0,27669079,22828410
1907,2009,11232896,11125552,151406,151406,923505,860803,3763448,3138964,3993715,2077989,160820,154095,820343,789523,0,0,0,0,0,0,0,0,0,0,28114425,23028013
1907,2010,11906737,11501548,118777,118188,753953,693789,3923790,3041436,3423256,1271789,216023,165427,853154,836091,286496,286496,0,0,0,0,0,0,0,0,29085064,22499071
1907,2011,11027195,10747712,123717,123717,757880,709646,3742468,2955728,3793607,1657901,128567,114506,954081,906769,208603,208603,0,0,0,0,0,0,0,0,28654466,22091989
1907,2012,10859452,9824942,117208,117208,735807,709273,3324171,2605510,3157558,1747378,157866,100505,1028620,974266,155973,155973,56572,31705,0,0,0,0,88277,31705,27760691,22220777
1907,2013,11528033,10829947,120741,119199,982630,931062,3085442,2253388,3246536,1689781,261093,202598,1038371,1017194,241930,241930,19270,127107,0,0,0,0,146377,127107,29838717,24021624
1907,2014,14587449,12541173,139665,137535,1259535,1193763,2110344,1291265,3263260,1730929,246745,176549,1128371,1126662,214395,214395,68163,533047,0,0,0,0,601210,533047,33757359,25755169
1907,2015,15458293,14424026,123737,123737,1428545,1314619,1639546,985509,3065805,1644599,236619,171512,1361459,1363892,149474,149474,75731,445816,0,0,0,0,521547,445816,33590079,26651008
1907,2016,16150985,14996368,55635,55635,1633119,1558493,1699061,1063267,2625478,1473224,195075,151875,1449315,1454455,154020,154020,59073,443792,0,0,0,0,502865,443792,34638125,28234841
1907,2017,15454286,14371990,60644,60644,1610644,1567731,2222167,1720149,2737615,1820049,195004,168739,1044110,1035058,259958,259958,61507,475740,0,6552,0,6552,537247,475740,34541983,28739625
1907,2018,16448993,15307242,79261,79261,1377663,1339844,2168720,1307890,2843897,1148956,195171,131421,1212998,1212998,260023,260023,67337,681328,0,0,0,0,748665,681328,35336755,28645623
1907,2019,15527277,14690921,39671,39671,1625090,1579275,2422707,1742852,3147717,1153601,231026,187606,1214433,1214433,302531,302531,52678,870357,0,0,0,0,923035,870357,36374344,29485696
1908,2005,4633277,4033773,389567,361370,303317,301559,2873874,944532,900738,308539,174962,173018,308553,307173,0,0,0,0,0,0,0,0,0,0,12064956,8181253
1908,2006,4512329,4299183,388604,385472,212561,211402,3026620,1127594,802930,335196,129598,126773,349194,347872,0,0,0,0,0,0,0,0,0,0,12120187,8756829
1908,2007,4519788,4257431,380893,380893,236243,219256,3109338,1177025,1169751,701828,74113,74113,329462,329462,0,0,0,0,0,0,0,0,0,0,12462699,9127299
1908,2008,4767361,4479972,358012,358012,218929,201045,1136235,1136235,1262467,813450,70917,70917,331150,331150,0,0,0,0,0,0,0,0,0,0,11323745,9708607
1908,2009,5294510,4647453,307554,307158,207584,187983,1157359,1154070,1270395,859420,111575,111423,343824,343824,0,0,0,0,0,0,0,0,0,0,11939723,10001275
1908,2010,5076818,4691405,484251,475390,261293,246771,1073543,1055882,1310233,819342,168738,165366,374284,374284,121674,121674,0,0,0,0,0,0,0,0,12147511,10325257
1908,2011,4446866,4293325,306593,300483,357569,334133,1113042,1098180,2467753,2030656,213016,209063,385012,385012,164479,164479,0,0,0,0,0,0,0,0,13108940,11469033
1908,2012,4390016,3953935,308422,308422,419041,398771,1112907,1112907,1680220,1292338,296990,296990,380130,380130,135512,135512,0,0,0,0,0,0,0,0,12307022,10471023
1908,2013,6365452,6297416,55105,55105,275995,275995,1172517,1172517,1349394,1032491,28330,28330,409903,409903,96241,96241,0,125673,0,0,0,0,125673,125673,13584576,12212725
1908,2014,5998162,5739528,64301,64301,317741,299327,1084876,1078296,1553024,1118875,8373,8373,455317,455317,124779,124779,0,26261,0,0,0,154361,26261,26261,13520171,11819344
1908,2015,6628735,6503474,65699,65699,474950,455227,1242012,1233687,1151837,767919,3138,3138,491386,491386,137848,137848,0,0,0,0,0,182059,0,0,14624168,12929278
1908,2016,6913891,6738311,52450,52450,562832,541694,1251151,1071494,973723,545979,2583,2583,561598,561598,150361,150361,0,159804,0,0,0,23253,159804,159804,15237289,13300640
1908,2017,6037013,5877049,36887,36887,446536,425307,1376550,1236849,1216618,795640,26033,26033,537391,537391,190193,190193,0,37587,0,0,42583,224008,37587,37587,14346682,12490195
1908,2018,6268336,6215421,39737,39737,513472,496926,1445854,1258673,1360806,849940,18592,18592,654409,654409,118470,118470,0,0,0,0,0,376537,0,0,14951597,13197553
1908,2019,6403953,6051396,36397,36397,464899,442521,1451704,1239556,1450665,999764,24294,24294,642792,642792,155303,155303,0,0,0,0,0,408790,0,0,15231722,13131246
1909,2005,1271540,1246068,4221,4221,116176,116176,248908,248908,316197,184544,0,0,60381,60381,0,0,0,0,0,0,0,0,0,0,2762309,2387816
1909,2006,1292800,1268838,4587,4587,114102,114102,248684,248684,355145,263362,0,0,66174,66174,0,0,0,0,0,0,0,0,0,0,2890092,2528456
1909,2007,1374288,1322052,4349,4349,148005,148005,242667,242667,336626,235014,0,0,64992,64992,0,0,0,0,0,0,0,0,0,0,2977904,2580784
1909,2008,1353846,1310473,18153,14154,166751,166751,246792,246792,388667,280783,5968,5968,72099,72099,0,0,0,0,0,0,0,0,0,0,3127782,2708484
1909,2009,1541556,1386813,13791,13791,175401,175401,228522,228522,377747,282867,5968,5968,81608,81608,0,0,0,0,0,0,0,0,0,0,3243349,2762529
1909,2010,1513788,1397187,9668,9668,191923,191923,269464,269464,485222,237649,5514,5514,74830,74830,32360,32360,0,0,0,0,0,0,0,0,3391423,2820223
1909,2011,1456939,1379082,9835,9835,191748,191748,273949,273949,485371,248278,5866,5866,88096,88096,39926,39926,0,0,0,0,0,0,0,0,3342790,2822698
1909,2012,1412211,1373759,6803,6803,223951,223951,301982,301982,439071,264562,9868,9868,73882,73882,30337,30337,0,0,0,0,0,0,0,0,3323388,2923071
1909,2013,1542910,1471197,6288,6288,192276,192276,307739,307739,374733,281509,5755,5755,90235,90235,40096,40096,0,0,0,0,0,0,0,0,3394428,3021884
1909,2014,1608375,1549630,7171,7171,204651,204651,310108,310108,366210,285610,5930,5930,85599,85599,33044,33044,0,0,0,0,0,0,0,0,3464729,3131914
1909,2015,1663683,1566609,14874,14874,230487,230487,312559,312559,355554,282597,6223,6223,88869,88869,33767,33767,0,0,0,0,0,43391,0,0,3525962,3168017
1909,2016,1714133,1697075,13318,13318,221470,221470,332200,267995,411826,332488,4470,4470,95725,95725,37311,37311,0,0,0,0,0,116972,0,0,3652302,3330908
1909,2017,1630290,1615663,14306,14306,279986,279986,392009,311520,487626,402231,5936,5936,130664,130664,32545,32545,0,0,0,0,0,131236,0,0,3991960,3593172
1909,2018,1673293,1643788,8292,8292,293718,278641,375739,302227,566709,490466,7277,7277,139939,139939,31625,31625,0,0,0,0,0,134994,0,0,4242656,3868884
1909,2019,1746364,1677423,10300,10300,267621,263060,384231,321311,612179,518762,14196,14196,107301,107301,31625,31625,0,0,0,0,0,68148,0,0,4151210,3736880
2901,2005,9044636,9044636,249168,249168,934919,894605,2742888,2061090,2251568,1136200,83220,60774,818754,818754,0,0,0,0,0,0,0,0,0,0,23097918,19639619
2901,2006,10053962,9985351,228801,226550,819836,788872,2842526,2119516,2040113,1125447,176794,60795,873134,873134,0,0,0,0,0,0,0,0,0,0,24438507,21010814
2901,2007,11480149,11169049,364118,364118,812243,781966,3150559,2258989,2385179,1502744,123520,58283,1005077,1005077,0,0,0,0,0,0,0,0,0,0,27044579,23351275
2901,2008,12706306,12422206,338911,338911,910898,880765,3055477,2183277,2655748,1766429,99898,69219,1079547,1079547,0,0,0,0,0,0,0,0,0,0,29308650,25536721
2901,2009,13636659,13338660,402821,402821,996289,962957,3542592,2687921,2692303,1795273,103077,83578,1137182,1137182,0,0,0,0,0,0,0,0,0,0,31495935,27625535
2901,2010,13514410,13433381,400115,400115,940279,906861,3829739,2629537,3347541,2235225,169783,135783,1123748,1123748,245941,245941,0,0,0,0,0,0,0,0,32256018,27039141
2901,2011,13987942,13929540,262505,262505,882928,841065,3496775,2454444,3523474,2602208,138651,103881,1217899,1217899,228144,228144,0,0,0,0,0,0,0,0,32422169,27646837
2901,2012,13233836,13233836,231942,231942,778233,748836,3020391,2189654,2973420,2268586,149185,122815,1191245,1191245,214270,214270,0,281877,0,0,0,0,281877,281877,30619275,27143802
2901,2013,13059637,13044637,232758,232758,800027,767235,2947876,2103774,2670078,2058631,174815,127635,1039078,1039078,221980,221980,0,286660,0,0,0,0,286660,286660,29111190,25620139
2901,2014,15742511,15444841,205598,205598,930966,901392,3443774,2607982,3995694,3344651,240147,207179,1505510,1505510,243497,243497,0,2918,0,118921,0,348295,2918,2918,35670060,31777927
2901,2015,16248420,16239467,274950,274950,1049216,1020152,3896034,3006995,4561228,3968221,235391,201292,1605893,1605893,155623,155623,0,0,0,125265,0,214167,0,0,37903425,34234198
2901,2016,17786888,17381559,195752,195752,1098752,1066112,3943485,3070310,4659661,4101605,245902,203130,1663491,1663491,168139,168139,0,0,0,125292,0,262691,0,0,39976422,35929385
2901,2017,16144023,16028521,237166,237166,1084980,1064793,4104790,3214101,4268258,3697509,213503,171467,1589887,1589887,328152,328152,0,0,0,130517,0,278384,0,0,38433538,34634167
2901,2018,16950556,16864946,249704,249704,1015026,975018,4312246,3363475,3519999,3028679,210847,182588,1498477,1498477,256947,256947,0,0,0,140780,0,287646,0,0,38535346,34775957
2901,2019,17514298,17501418,248324,248324,966247,935153,4281134,3344805,4084455,3555139,220763,184367,1574894,1574894,246082,246082,0,0,0,143147,0,264592,0,0,40057067,36223493
3801,2005,597872,567447,0,0,0,0,94995,54252,95633,25908,1766,1741,0,0,0,0,0,0,0,0,0,0,0,0,1284768,1049143
3801,2006,632918,618600,0,0,0,0,87113,47143,102681,27424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407818,1142034
3801,2007,843858,835064,0,0,0,0,123089,108527,112810,27626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781987,1496233
3801,2008,1193495,1193677,0,0,0,0,107540,66462,131817,30497,0,0,17330,17330,0,0,0,0,0,0,0,0,0,0,2094469,1761436
3801,2009,1399276,1397974,0,0,0,0,171824,113577,262006,109039,2625,2625,12696,12696,0,0,0,0,0,0,0,0,0,0,2544515,2128838
3801,2010,1832480,1831356,0,0,8605,1619,205195,135168,306873,43118,0,0,15750,15750,0,0,0,0,0,0,0,0,0,0,3097694,2579602
3801,2011,2478869,2464187,0,0,1472,1472,127051,25853,251154,18637,0,0,21857,21857,0,0,0,0,0,0,0,0,0,0,3792338,3220749
3801,2012,2706321,2685097,0,0,0,0,222047,157152,357240,201352,0,0,33367,33367,0,0,0,17398,0,0,0,0,17398,17398,4525678,3939976
3801,2013,3188245,3188245,0,0,0,0,320160,237512,301108,140532,0,0,84821,84821,0,0,0,0,0,0,0,0,0,0,5203217,4635281
3801,2014,3262781,3254633,0,0,3952,3952,493306,374391,145725,68072,0,0,75672,75672,0,0,0,20871,0,0,0,0,20871,20871,5516624,4979783
3801,2015,3951327,3845230,0,0,0,0,383201,297403,172767,48080,0,0,81144,81144,0,0,0,16695,0,0,0,0,16695,16695,6449140,5791895
3801,2016,4871731,4869558,0,0,2663,2663,515505,390227,179874,32193,0,0,117405,117405,0,0,0,0,0,0,0,0,0,0,8244852,7426773
3801,2017,5130856,5108828,0,0,13895,13895,438071,317070,461739,254437,0,0,134651,134651,0,0,0,0,0,0,0,0,0,0,8842668,7981065
3801,2018,5328771,5250296,46649,46649,346,346,558558,417459,579799,306685,1500,1500,86778,86778,0,0,1,0,0,0,0,0,1,0,9091361,8182598
3801,2019,5129744,4912904,58390,58390,16529,16529,568948,486006,1017676,786407,817,817,136126,136126,0,0,0,32116,0,0,0,0,32116,32116,9395002,8355090
3902,2005,5701239,5558529,679041,679041,570570,465589,1533842,1155492,1985088,1183045,360170,347343,280606,280606,0,0,0,0,0,0,0,0,0,0,15737109,12772346
3902,2006,7213301,7000335,45628,45628,489894,438926,1597846,1193874,1565275,836396,205694,159755,331934,331934,0,0,0,0,0,0,0,0,0,0,16300272,13271178
3902,2007,7796644,7375447,55276,52267,466089,439121,1639479,1175084,1749995,1021389,72837,60157,332804,332804,0,0,0,0,0,0,0,0,0,0,17207425,14005462
3902,2008,8021411,7765690,59688,58186,480331,458591,1676475,1191411,1962874,1156213,105419,92617,363605,363605,0,0,0,0,0,0,0,0,0,0,18279360,15028191
3902,2009,8587861,8487318,57527,55003,538258,506535,1592822,1148769,2245956,1197893,127573,108967,404547,404547,0,0,0,0,0,0,0,0,0,0,19036751,15760116
3902,2010,8257623,8254648,90688,87351,568168,537027,1947756,1364146,2400607,1288032,356253,335997,406436,406436,231415,231415,0,0,0,0,0,0,0,0,20036689,16578956
3902,2011,7037897,7011670,1102790,1102790,629167,597379,2057464,1561718,2760305,1700067,225187,207246,424674,424674,240269,240269,0,0,0,0,0,0,0,0,20497408,16322355
3902,2012,7050052,6794227,763836,763836,657013,630574,2060381,1617618,2722960,1675169,122953,96890,404114,404114,145979,145979,0,260071,0,0,0,0,260071,260071,20388449,16441337
3902,2013,6770380,6672121,931020,931020,824496,794578,1934130,1439425,2844363,1777863,736048,719339,421266,421266,257878,257878,0,312537,0,0,0,0,312537,312537,21166072,17607242
3902,2014,8268516,7929596,988095,988095,909966,882272,1976941,1426789,2768262,1778516,165340,152165,461933,461933,238704,238704,0,380413,0,0,0,0,380413,380413,22471766,18700550
3902,2015,8407826,8223627,1220830,1220830,957867,927868,2103789,1501725,2882529,1960546,143696,122251,523391,523391,256843,256843,0,525497,0,0,0,0,525497,525497,23467767,19825417
3902,2016,8613581,8524639,723112,723112,1004614,972116,2167993,1549788,2991837,2034168,853744,835446,538479,538479,317845,317845,3063,566478,0,0,0,0,569541,566478,24458561,20763337
3902,2017,9425318,9246012,923239,923239,1028562,999397,2137116,1582758,2638364,1712482,321260,302553,527819,527819,360975,360975,65138,463633,0,0,0,0,528771,463633,24431563,20804555
3902,2018,10291131,10057451,792012,792012,1162277,1137860,2215641,1877963,2215547,1250739,191057,175380,554394,554394,367589,367589,0,561583,0,0,0,1000,561583,561583,25020407,21535637
3902,2019,10722347,10123760,939284,939284,1203976,1169359,2514286,2054197,2402911,1165413,179216,162848,567198,567198,446031,446031,0,504804,0,100,0,0,504804,504804,26374102,22073127
3903,2005,26034709,25604211,130323,129448,1736203,1585623,6827140,5008967,6547681,2270560,491496,308807,895456,895206,0,0,0,0,0,0,0,0,0,0,58784195,47551126
3903,2006,27666072,27307646,130936,130061,1810656,1673568,6978795,5038847,6823453,2357298,477121,300503,1190535,1190285,0,0,0,0,0,0,0,0,0,0,61274338,49740539
3903,2007,29120672,28645284,139330,139330,1836018,1718415,7309181,5357831,7118657,2813808,483062,325058,1085411,1085411,0,0,0,0,0,0,0,0,0,0,63826633,52538894
3903,2008,30168187,30007089,154422,150256,1899616,1795058,7854216,5905796,8066554,3569830,573287,400971,1097856,1097856,0,0,0,0,0,0,0,0,0,0,66906461,55637490
3903,2009,30263423,29866368,146436,146436,1887453,1741725,7946241,5907975,8388861,3254595,544131,381969,1081162,1081162,0,0,0,0,0,0,0,0,0,0,67228478,54503229
3903,2010,31690835,31373010,147164,147164,1843073,1728769,8558835,5854414,9115817,3264106,584212,420689,1143619,1141429,618141,618141,0,0,0,0,0,0,0,0,73612678,59439362
3903,2011,31558800,31050849,147654,147654,1829845,1421675,8586093,5913628,8782725,3822530,562690,420890,1182848,1175719,411483,411483,0,0,0,0,0,0,0,0,71623440,55757338
3903,2012,28943255,27201486,135944,135944,1728488,1624189,7912699,6040946,6799432,3459859,554656,397008,966572,966572,524506,524506,0,1775984,0,0,0,0,1775984,1775984,68406082,55949592
3903,2013,30227900,29979378,132009,132009,1842669,1738980,7976742,6138802,6956453,3820543,567699,396445,1072475,1072475,484246,484246,0,1854325,0,0,0,0,1854325,1854325,70214196,59353036
3903,2014,31122726,29589810,130755,130755,2046202,1939812,7853978,6169299,6378553,3672943,519468,369592,990307,969446,504997,504997,0,1715159,0,0,0,186838,1715159,1715159,70349037,59028148
3903,2015,31440289,30866186,134822,134822,2043210,1923328,7665384,5958943,6642938,3896330,582317,400510,1092571,1072454,517193,517193,0,1838046,0,0,0,180527,1838046,1838046,70071101,59884707
3903,2016,32671421,32157167,157073,157073,2147046,2021638,7764572,5990525,6885946,3719283,581445,427966,1152323,1131977,532752,532752,0,1910571,0,0,0,205499,1910571,1910571,73173882,62314755
3903,2017,33461622,32771400,203102,203102,2493689,2376399,8019225,6277362,6923671,3875365,570524,410163,1135016,1105906,556353,556353,296588,1959227,0,0,0,282785,2255815,1959227,74908194,64058531
3903,2018,32514745,31766932,258627,258627,2674271,2492213,8555265,6406359,6917164,4061689,631260,479149,1188512,1153821,481939,481939,0,2229820,0,0,0,320389,2229820,2229820,75828949,64850812
3903,2019,34085144,33211947,269278,269278,2636574,2514725,8892516,7122479,7518305,3913414,644153,483723,1299303,1255838,512195,512195,0,2195769,0,4887,0,473492,2195769,2195769,78461859,66901871
