District_Id,Year,Regular_All_Funds,Regular_General_Funds,Gifted_Talented_All_Funds,Gifted_Talented_General_Funds,Career_Technology_All_Funds,Career_Technology_General_Funds,Students_With_Disabilities_All_Funds,Students_With_Disabilities_General_Funds,Compensatory_Education_All_Funds,Compensatory_Education_General_Funds,Bilingual_All_Funds,Bilingual_General_Funds,Athletics_Related_Activities_All_Funds,Athletics_Related_Activities_General_Funds,High_School_Allotment_All_Funds,High_School_Allotment_General_Funds,Pre_K_Regular_All_Funds,Pre_K_Regular_General_Funds,Pre_K_Bilingual_All_Funds,Pre_K_Bilingual_General_Funds,Pre_K_Comp_Ed_All_Funds,Pre_K_Comp_Ed_General_Funds,Pre_K_Total_All_Funds,Pre_K_Total_General_Funds,Total_Program_Expenditures_All_Funds,Total_Program_Expenditures_General_Funds
73905,2009,2970170,2920322,42850,42850,408455,390405,399707,399707,862429,470945,59065,59065,216395,216395,0,0,0,0,0,0,0,0,0,0,7479257,6229273
73905,2010,3229843,3009638,37137,37137,384006,363281,402024,402024,1210711,602634,58136,58136,256007,256007,0,0,0,0,0,0,0,0,0,0,8456117,6776527
73905,2011,3294970,3290890,25635,25635,420640,403640,571585,571585,1479015,652676,11228,11228,245356,245356,0,0,0,0,0,0,0,0,0,0,9251471,7274200
73905,2012,3235954,3023331,28128,28128,291404,273798,553463,551282,1594106,618281,10517,10517,185646,185646,38309,38309,3400,14413,0,0,0,0,17813,14413,8662045,6798473
73905,2013,2705669,2683968,27049,27049,241391,227711,645819,640232,1267970,468561,10952,10952,162730,162730,42241,42241,0,723,0,0,0,0,723,723,7637688,6308026
73905,2014,2517261,2440785,23599,23599,236127,219598,596024,593705,943039,439352,6271,6271,193241,193241,42004,42004,0,22143,0,0,0,0,22143,22143,7124855,5872742
73905,2015,3017594,2807896,13324,13324,256850,256850,389728,389693,744133,291300,1807,1807,226078,226078,81799,81799,0,49,0,0,0,0,49,49,7047537,5951445
73905,2016,2893042,2750459,17464,17464,322485,322485,206579,206528,1021665,538110,17549,17549,266349,254093,73269,73269,6933,55968,0,0,0,0,62901,55968,7268617,6130628
73905,2017,3001594,2920604,34221,34221,275853,275853,239331,239331,1027933,506909,17626,17626,305338,304146,83981,83981,9955,54736,0,0,66490,0,64691,54736,7544069,6396904
73905,2018,3145678,2988249,19473,19473,313591,310323,250111,249528,850880,558663,17666,17666,290145,289097,75778,75778,44564,89818,0,0,0,0,134382,89818,7615696,6600842
73905,2019,3146696,2976186,13025,13025,314241,248986,277483,274369,562347,348235,3510,2517,300673,300673,66363,66363,0,276481,0,0,0,0,276481,276481,7630878,6601260
74903,2005,5876430,5671334,398903,395388,472832,438323,1191973,1180401,2465692,869717,110414,78100,630686,628878,0,0,0,0,0,0,0,0,0,0,14799797,11985740
74903,2006,5478418,5327509,384511,381189,436857,406256,1264431,1252017,2835939,1168901,114939,85991,662778,660948,0,0,0,0,0,0,0,0,0,0,15184902,12252948
74903,2007,5989485,5727701,443631,443060,506195,479322,1268627,1266645,2808754,1231329,105355,71951,753982,753682,0,0,0,0,0,0,0,0,0,0,16313458,13314450
74903,2008,6163643,5974760,422199,355523,502071,475592,1353302,1353302,2791772,1229616,120787,101108,755679,755679,0,0,0,0,0,0,0,0,0,0,16599258,13682764
74903,2009,6580636,6366016,233870,181837,580843,550444,1304002,1304002,2808075,1228857,115238,90868,696515,693220,0,0,0,0,0,0,0,0,0,0,16327325,13323467
74903,2010,6361362,5970480,230981,230372,600221,578419,1563671,1246891,3172371,1211623,137193,103275,646162,646162,175203,175203,0,0,0,0,0,0,0,0,16931874,13161894
74903,2011,6517824,5705832,350163,350163,532365,490057,1403731,1258161,2919215,1204223,160936,63264,548968,548968,128143,128143,0,0,0,0,0,0,0,0,16750277,12740423
74903,2012,5420427,4943888,360769,360769,664859,643867,1238554,1238554,2974582,1445041,242302,151882,557696,557696,129618,129618,0,0,0,0,0,0,0,0,15514959,12143225
74903,2013,5715502,5229041,369499,369499,585325,570343,1416306,1413310,2824940,1420378,194938,190394,589113,530651,26758,26758,0,546,0,0,0,0,546,546,16137844,12910182
74903,2014,5974150,5840209,49057,49057,711083,696230,1706861,1589689,2546154,1099493,226415,212764,701726,667002,180752,180752,0,61827,0,0,0,0,61827,61827,17225073,14166253
74903,2015,6354482,6152002,32761,32761,891866,873673,3257917,805503,2636587,1018376,120212,95663,790656,736842,132977,132977,26487,64390,0,0,0,90992,90877,64390,19513050,13712935
74903,2016,6371266,6190669,52423,52423,795786,775140,3523391,801311,1524379,1024159,113285,94044,785113,691123,410384,410384,993623,96351,5975,2925,0,62012,1089974,96351,20218036,14217770
74903,2017,6539185,6376559,272283,272283,786591,762001,3314070,665704,1429457,944630,105622,92114,749585,689620,167755,167755,1085259,184184,1205,336,0,0,1269443,184184,20205290,14410182
74903,2018,6600988,6236166,170758,170758,852787,833616,3457098,732382,1500895,935815,107275,89763,787631,734040,160118,160118,1026128,232455,0,0,0,58218,1258583,232455,20332496,14245520
74903,2019,6787142,6655008,154908,154908,797720,772277,3734579,747832,1474043,977325,121592,99131,974389,941740,233911,233911,1052991,241683,0,0,0,112469,1294674,241683,21326330,15213738
74904,2005,926616,904934,5691,5628,107870,104103,149773,148472,162712,100450,0,0,27951,27655,0,0,0,0,0,0,0,0,0,0,2093111,1800470
74904,2006,1009032,988507,7427,7364,118241,114851,136858,135710,156258,96396,500,500,37213,36913,0,0,0,0,0,0,0,0,0,0,2162779,1883125
74904,2007,1131989,1099154,7539,7539,102428,99906,119257,119257,147634,102943,3915,3915,31778,31778,0,0,0,0,0,0,0,0,0,0,2306478,2008276
74904,2008,1328677,1296514,7252,7252,110096,110096,118126,118126,201899,118863,750,750,39965,39965,0,0,0,0,0,0,0,0,0,0,2588608,2246042
74904,2009,1398509,1370217,7426,7426,111443,111443,117997,117997,194997,119350,1185,1185,35078,35078,0,0,0,0,0,0,0,0,0,0,2708267,2366227
74904,2010,1426503,1359632,7696,7696,93158,93158,105585,105585,238364,119393,5983,5983,46506,46506,21307,21307,0,0,0,0,0,0,0,0,2728799,2305386
74904,2011,1414825,1360094,7692,7692,94712,94712,98986,98986,239714,125904,6242,6242,98886,98886,30704,30704,0,0,0,0,0,0,0,0,2788945,2375140
74904,2012,1388072,1369082,6635,6635,88286,88286,93843,93843,203763,150740,6617,6617,119097,119097,21871,21871,43753,2574,0,0,0,0,46327,2574,2764139,2392647
74904,2013,1451654,1451654,3224,3224,73334,73334,93825,93825,261874,146447,6724,6724,120622,120622,20133,20133,0,67497,0,0,0,0,67497,67497,2927408,2550922
74904,2014,1476253,1476253,7805,7805,99149,99149,121772,121772,247232,157174,7540,7540,127151,127151,25013,25013,0,55842,0,0,0,0,55842,55842,3056225,2730628
74904,2015,1503333,1503333,6264,6264,103299,103299,137929,137929,269219,179504,7832,7832,153208,153208,39688,39688,0,56389,0,0,0,2814,56389,56389,3142793,2783448
74904,2016,1596223,1596223,7822,7822,102006,102006,129460,129460,304424,221025,7677,7677,149870,149870,43334,43334,0,47069,0,0,0,61058,47069,47069,3326527,2964007
74904,2017,1569528,1568828,8514,8514,113081,113081,126266,126266,359055,249732,8395,7883,176374,176374,38356,38356,0,30322,0,0,0,30324,30322,30322,3391324,3021805
74904,2018,1571140,1571140,9032,9032,181645,181645,119471,119471,335252,247388,12204,12142,172312,172312,34377,34377,0,32412,0,0,0,34430,32412,32412,3421507,3114094
74904,2019,1615961,1615611,8046,8046,158741,158741,127453,127453,382501,296371,8581,8403,177416,177416,29976,29976,0,32541,0,0,0,38162,32541,32541,3480578,3173644
74905,2005,983836,939663,5676,5639,128884,125829,192154,189558,164543,133905,0,0,20390,20211,0,0,0,0,0,0,0,0,0,0,2067580,1858895
74905,2006,1123492,1106184,6614,6577,128557,125541,199418,196892,153463,126538,2000,2000,20342,20146,0,0,0,0,0,0,0,0,0,0,2283322,2104905
74905,2007,1153882,1108420,6003,6003,131022,128710,189478,189478,138545,115245,1500,1500,22694,22694,0,0,0,0,0,0,0,0,0,0,2356888,2141929
74905,2008,1188917,1145983,6759,6759,125612,125612,210746,210746,158216,136815,2996,2996,22867,22867,0,0,0,0,0,0,0,0,0,0,2431125,2221223
74905,2009,1204775,1157357,6894,6894,136726,136726,238878,238878,154226,133548,4025,4025,19109,19109,0,0,0,0,0,0,0,0,0,0,2504177,2276133
74905,2010,1177917,1057418,6933,6933,164257,164257,274078,225597,162282,125847,2220,2220,34762,34762,23343,23343,0,0,0,0,0,0,0,0,2562838,2185543
74905,2011,1191708,1088314,16690,16690,202540,200333,228354,228354,169359,142013,2139,1547,38773,38773,22542,22542,0,0,0,0,0,0,0,0,2622067,2299863
74905,2012,1116044,1049025,15556,15556,178094,178094,227360,227360,162380,140305,1708,1708,36766,36766,21736,21736,0,45002,0,0,0,0,45002,45002,2537890,2247811
74905,2013,1174779,1168034,7334,7334,178927,178927,233488,233488,160712,140738,1902,1902,27445,27445,23424,23424,0,88181,0,0,0,0,88181,88181,2675051,2476956
74905,2014,1107567,1103667,7667,7667,181106,181106,236584,236584,190531,170790,1661,1661,34184,34184,19361,19361,0,85981,0,0,0,12507,85981,85981,2642871,2433058
74905,2015,1109650,1106050,8514,8514,195350,195350,213279,213279,371331,344009,1648,1648,40638,40638,19360,19360,0,39908,0,0,0,60613,39908,39908,2820722,2581197
74905,2016,1162331,1157631,5725,5725,206584,206584,224498,224498,329687,289795,1705,1705,34880,34880,18480,18480,0,59512,0,0,0,39868,59512,59512,2908101,2643721
74905,2017,1174060,1170860,14449,14449,194041,194041,229075,229075,274879,236146,1647,1647,49012,49012,20051,20051,0,0,0,0,0,0,0,0,2765779,2554696
74905,2018,1246894,1233894,15891,15891,221490,221490,203940,203940,272590,228508,1690,1690,31666,31666,20023,20023,0,0,0,0,0,0,0,0,2892407,2628732
74905,2019,1200073,1196873,9869,9869,221580,221580,270366,270366,380752,323101,1867,1867,30491,30491,21999,21999,0,0,0,0,0,6352,0,0,3076050,2796271
74907,2005,2395531,2339030,18866,18866,243692,197724,2372443,491507,473612,299411,9999,6394,161364,160772,0,0,0,0,0,0,0,0,0,0,7109585,4562907
74907,2006,2335914,2283378,17750,17750,206807,179339,2654088,503634,487196,287242,11720,9496,194887,194280,0,0,0,0,0,0,0,0,0,0,7602485,4635134
74907,2007,2335101,2335101,17681,17681,196794,190374,2491597,531893,549985,344942,32446,31274,193758,193758,0,0,0,0,0,0,0,0,0,0,7582596,5015418
74907,2008,2529164,2529162,19845,19845,204809,204809,2612961,599857,603248,388976,30073,27010,182628,182628,0,0,0,0,0,0,0,0,0,0,8072553,5408621
74907,2009,3006097,2996155,23407,23407,169654,169654,2671073,732166,813265,598743,38665,34425,216476,216476,0,0,0,0,0,0,0,0,0,0,8854425,6247919
74907,2010,2240839,2233781,18343,18343,120096,120096,2612602,524820,641074,419648,28694,25430,202454,202454,52274,52274,0,0,0,0,0,0,0,0,7904169,4946424
74907,2011,1859717,1847054,19867,19867,232854,232854,2973847,491357,640637,378489,31404,29543,250764,250764,59248,59248,0,0,0,0,0,0,0,0,7958907,4531478
74907,2012,1845653,1669973,19444,19444,269997,269997,2518649,457798,487825,339564,34714,33004,188339,188339,53921,53921,0,116516,0,0,0,0,116516,116516,7125656,4342560
74907,2013,1772462,1732684,20992,20992,272167,264904,2506223,310133,555658,328056,50310,49056,195607,195607,55373,55373,0,116631,0,0,0,0,116631,116631,7048069,4202342
74907,2014,1835132,1749344,27145,27145,253797,246892,1645279,400617,688611,456943,88650,84063,226807,226807,92805,92805,0,361,0,49785,0,38868,361,361,6502378,4502404
74907,2015,2150020,2072848,30354,30354,301092,294954,461681,461681,568686,297047,65431,61665,222234,222234,111991,111991,0,3310,0,32141,0,26925,3310,3310,5536783,4756791
74907,2016,2290519,2216992,22794,22794,338562,338562,453295,453295,609083,372616,36465,32955,256554,256554,145011,145011,1208,7845,0,6245,0,15362,9053,7845,5947707,5211395
74907,2017,2404867,2336578,21664,21664,331063,331063,394028,394028,596234,363922,31584,30639,247806,247806,155364,155364,10542,12060,0,5157,0,14097,22602,12060,5929629,5207878
74907,2018,2638990,2558516,21497,21497,332154,332154,395999,395999,532470,332875,31430,31430,293542,293542,130384,130384,0,11179,0,2462,0,20984,11179,11179,6157324,5435268
74907,2019,2586215,2480088,26988,26988,352436,352436,441912,441912,586103,404438,18523,18523,395820,395820,140439,140439,0,21585,0,4575,0,31638,21585,21585,6406032,5706183
74909,2005,2644613,2571473,14924,14924,160228,150962,541655,541655,426432,231911,9546,9546,228265,228265,0,0,0,0,0,0,0,0,0,0,5620330,4900204
74909,2006,2665511,2604488,92152,92152,151206,143220,511901,511901,490388,276576,31213,31213,278345,278345,0,0,0,0,0,0,0,0,0,0,5903784,5195761
74909,2007,2947968,2808553,40588,40588,169955,169955,564472,564472,592038,337160,43473,42128,303295,303295,0,0,0,0,0,0,0,0,0,0,6476741,5623845
74909,2008,3231341,3086937,41114,41114,192569,192569,579597,579597,643718,396798,54014,53230,397426,397426,0,0,0,0,0,0,0,0,0,0,6954010,6117816
74909,2009,3537467,3395639,32976,32976,192974,192974,576707,576707,670995,407112,45212,43372,440063,440063,0,0,0,0,0,0,0,0,0,0,7467251,6508068
74909,2010,3807871,3482788,58795,58795,205364,205364,738062,561542,774984,474160,49655,49215,468698,468698,95387,95387,0,0,0,0,0,0,0,0,8245272,6883167
74909,2011,3718094,3411568,48867,48867,237641,237641,564137,553489,620859,379822,47083,44822,416764,416764,98983,98983,0,0,0,0,0,0,0,0,7884214,6724433
74909,2012,3188560,2989846,95240,95240,250208,250208,503604,475741,724341,584631,42162,40408,459172,459172,117132,117132,43228,59225,0,0,0,0,102453,59225,7580743,6563086
74909,2013,3669152,3564282,65865,65865,267153,267153,464424,464424,537740,376955,38623,38206,553417,553417,126799,126799,0,61857,0,0,0,0,61857,61857,7853241,6999594
74909,2014,3626931,3474389,38875,38875,284978,284978,445490,445490,629024,465717,35080,34820,535125,535125,112728,112728,0,0,0,0,0,60125,0,0,8048017,7093283
74909,2015,3659889,3587140,57842,57842,298316,298316,393128,393128,787793,658838,43872,42854,593207,593207,108481,108481,0,9120,0,0,0,68466,9120,9120,8265351,7429305
74909,2016,3767211,3635198,38850,38850,306324,306324,401565,401565,901516,778950,11450,11262,611145,611145,145055,145055,0,29483,0,0,0,32757,29483,29483,8593045,7722611
74909,2017,4029046,3960911,8110,8110,352365,352365,391407,391407,626279,519162,9646,9646,623893,623893,158983,158983,16903,86118,0,0,0,0,103021,86118,8831546,8070969
74909,2018,4059956,3970064,34172,34172,412262,412262,479564,479564,575361,446599,16800,16650,611678,611678,144249,144249,0,94240,0,0,0,0,94240,94240,8938516,8093541
74909,2019,4227104,4124929,15598,15598,488892,488892,470817,470817,721656,588746,19529,19529,623877,623877,177755,177755,0,101570,0,0,0,0,101570,101570,9380357,8526617
74911,2005,1138781,1069818,9909,9819,115229,111880,232318,229213,121999,105181,0,0,57068,56694,0,0,0,0,0,0,0,0,0,0,2408001,2156478
74911,2006,1145278,1069830,9192,9120,97835,95750,251446,247882,118810,107229,0,0,75525,75142,0,0,0,0,0,0,0,0,0,0,2559562,2302436
74911,2007,1174872,1091664,9426,9426,111801,109821,293733,293645,143310,122635,0,0,74062,74062,0,0,0,0,0,0,0,0,0,0,2605527,2324249
74911,2008,1198950,1119555,10700,10700,121774,120270,288910,288910,209175,171759,0,0,125110,125110,0,0,0,0,0,0,0,0,0,0,2802056,2500090
74911,2009,1252206,1175466,10659,10659,104289,100524,283715,283715,195210,170446,0,0,135590,135590,0,0,0,0,0,0,0,0,0,0,2749160,2443599
74911,2010,1295981,1121399,11643,11643,111954,107704,344324,286786,210688,177061,376,376,130046,130046,25614,25614,0,0,0,0,0,0,0,0,2950481,2481970
74911,2011,1201460,1059594,14746,14746,139075,137457,181963,181963,285396,260987,0,0,132664,132664,28991,28991,0,0,0,0,0,0,0,0,2808397,2436932
74911,2012,1187307,978546,14604,14604,144222,142759,155598,155598,240202,223574,5027,5027,110359,110359,28425,28425,0,40000,0,0,0,0,40000,40000,2694397,2264427
74911,2013,1175084,1042286,18725,18725,132931,130821,173032,173032,236464,203785,6925,6925,114921,114921,34317,34317,0,19785,0,0,0,0,19785,19785,2725628,2364974
74911,2014,1120664,1070131,19743,19743,150392,148997,182599,182599,240052,209657,7229,7229,119717,119717,30665,30665,0,0,0,0,0,1290,0,0,2733093,2440872
74911,2015,1100845,1023766,13724,13724,185113,183571,206394,206394,205528,174852,13383,13383,119853,119853,50017,50017,0,39803,0,0,0,1567,39803,39803,2809339,2526573
74911,2016,1277637,1237699,11755,11755,172078,172078,158993,158993,186266,160730,5639,5639,126375,126375,53159,53159,0,29417,0,0,0,14765,29417,29417,2976251,2691172
74911,2017,1278382,1245601,13482,13482,152408,152408,174905,174905,193312,162104,0,0,134503,134503,53939,53939,10981,44430,0,0,0,15314,55411,44430,2946780,2663804
74911,2018,1238139,1196402,15886,15886,165809,165809,218055,218055,281682,248194,400,400,120285,120285,54582,54582,0,74346,0,0,0,10668,74346,74346,3137407,2831666
74911,2019,1474614,1403649,16477,16477,167110,167110,195991,195991,317637,273397,3000,3000,103362,103362,31039,31039,0,65573,0,0,0,11540,65573,65573,3519764,3179719
74912,2005,1839642,1824863,14303,14252,152088,146670,317983,314255,245268,168061,3456,3456,73455,73455,0,0,0,0,0,0,0,0,0,0,3553815,3249706
74912,2006,2014359,1989784,14283,14233,150830,146999,328094,324614,260870,194827,3662,3374,82860,82860,0,0,0,0,0,0,0,0,0,0,3858671,3556827
74912,2007,1941515,1927402,13805,13805,158778,158471,349665,349665,248266,160394,3617,3617,94410,94410,0,0,0,0,0,0,0,0,0,0,3954351,3611259
74912,2008,2237324,2209795,17956,17956,198780,197273,434770,434770,288368,208755,12624,12624,93394,93394,0,0,0,0,0,0,0,0,0,0,4687937,4294239
74912,2009,2386118,2356600,30017,30017,184959,184603,451682,451682,374728,274367,14133,14133,101301,101301,0,0,0,0,0,0,0,0,0,0,4969428,4534979
74912,2010,2511805,2499305,28461,28461,223654,219844,424237,331410,366493,280352,14524,14524,140956,140956,45025,45025,0,0,0,0,0,0,0,0,5306282,4749650
74912,2011,2318887,2306887,26538,26538,222832,220834,313848,304625,266437,183178,7442,7442,159324,159324,43664,43664,0,0,0,0,0,0,0,0,4862971,4379908
74912,2012,2017010,1973583,24088,24088,197357,194746,297306,296226,327345,260812,3795,3795,154330,154330,45882,45882,0,44699,0,0,0,0,44699,44699,4621449,4089427
74912,2013,2184265,2183679,34024,34024,209306,205797,302755,302755,280445,200589,3755,3755,200607,200607,49752,49752,0,54275,0,0,0,0,54275,54275,4709076,4319573
74912,2014,2306227,2306227,20719,20719,221554,217469,327124,327124,333078,268076,4073,3766,215183,215183,51865,51865,0,15422,0,0,0,63622,15422,15422,5198157,4775070
74912,2015,2394360,2394360,21654,21654,207176,203601,290737,290737,352781,270562,3111,3111,211431,211431,51662,51662,0,6303,0,0,0,82236,6303,6303,5008027,4641914
74912,2016,2207330,2207330,18429,18429,185928,185928,261938,261938,421525,332278,2577,2562,213827,213827,54332,54332,0,0,0,0,0,95243,0,0,4939811,4488707
74912,2017,2378668,2378668,13385,13385,254027,254027,342060,342060,371135,285244,21907,21907,237080,237080,48274,48274,0,18794,0,0,0,133905,18794,18794,5293880,4899982
74912,2018,2369818,2369818,22283,22283,351896,351896,390613,390613,542493,444548,10729,10729,240922,240922,63747,63747,0,0,0,0,0,106352,0,0,5671167,5247398
74912,2019,2606392,2606392,21263,21263,259385,259385,418537,418537,667724,561542,14721,14721,267963,267963,47547,47547,0,0,0,0,0,138176,0,0,6104852,5661265
74917,2005,1292580,1279267,7714,7710,161267,157650,224509,224279,328645,216340,12981,10943,56537,56520,0,0,0,0,0,0,0,0,0,0,3619148,2596492
74917,2006,1486344,1475695,10089,10089,147642,144438,249502,249502,331435,212659,13387,10512,64687,64687,0,0,0,0,0,0,0,0,0,0,3471797,2869371
74917,2007,1609068,1559208,9433,9433,176045,173162,238230,238230,310951,219924,11915,10659,64139,64139,0,0,0,0,0,0,0,0,0,0,3382337,3025695
74917,2008,1796045,1747349,11841,11841,174782,174782,254928,254928,332821,241419,5510,4956,73100,73100,0,0,0,0,0,0,0,0,0,0,3676697,3311462
74917,2009,1885839,1837516,11660,11660,163298,160951,222717,222717,308953,218319,4881,4400,61849,61849,0,0,0,0,0,0,0,0,0,0,3657882,3241091
74917,2010,1950278,1857152,5261,5261,134592,134592,260625,222142,296357,207674,6334,5742,72210,72210,40802,40802,0,0,0,0,0,0,0,0,3754485,3273455
74917,2011,1933781,1826514,5929,5929,123617,121617,241475,221260,303081,216734,6901,6240,67311,67311,39279,39279,0,0,0,0,0,0,0,0,3759798,3270764
74917,2012,1812066,1812066,6522,6522,229822,227168,226150,226150,258029,153988,6177,6177,88098,88098,38526,38526,87281,0,0,0,0,0,87281,0,3866168,3321439
74917,2013,1822657,1822657,7628,7628,266515,263107,232691,232691,289003,184965,7470,6085,102177,102177,40725,40725,0,128280,0,0,0,0,128280,128280,3947980,3580562
74917,2014,1891912,1891912,11869,11869,342409,339089,221866,221866,340301,238092,7225,6238,85874,85874,39447,39447,0,87560,0,0,0,35557,87560,87560,4149805,3787571
74917,2015,2101667,2101667,18605,18605,340571,337266,219195,219195,318222,255615,6766,6646,99665,99665,37498,37498,0,91150,0,0,0,39330,91150,91150,4489256,4073186
74917,2016,2270215,2248224,19491,19491,362175,357175,264898,264898,280057,215021,21776,21653,114229,114229,37221,37221,0,89056,0,14800,0,22290,89056,89056,4702304,4225565
74917,2017,2208369,2208369,18905,18905,339514,339514,255638,255638,301792,213866,24373,23982,155125,155125,34262,34262,0,85253,0,17934,0,14590,85253,85253,4604697,4177457
74917,2018,2479493,2479493,31329,31329,310583,310583,235870,235870,336505,247295,24848,24848,122184,122184,39998,39998,0,90281,0,18646,0,25164,90281,90281,4960828,4539586
74917,2019,2619571,2619571,17788,17788,355749,355749,279850,279850,362880,242992,25087,25087,115965,115965,36412,36412,0,91501,0,18418,0,14948,91501,91501,5243723,4764958
75901,2005,1804531,1748608,35620,35620,178297,168086,329600,227184,601179,325186,16386,15186,307008,307008,0,0,0,0,0,0,0,0,0,0,4860904,3989606
75901,2006,1976837,1907040,39862,39862,159630,150879,302023,191289,487189,231859,42643,42343,231225,230425,0,0,0,0,0,0,0,0,0,0,4788690,3879903
75901,2007,2053119,2036322,40268,40268,143473,143473,328849,209114,538497,279804,33354,32529,261435,261435,0,0,0,0,0,0,0,0,0,0,4979275,4168942
75901,2008,2203256,2133282,52779,52779,200733,200733,386630,284083,590201,275063,33135,32213,252217,252217,0,0,0,0,0,0,0,0,0,0,5476620,4565416
75901,2009,2346371,2234010,32704,32704,174247,174247,385313,276885,493834,297201,43070,42570,255127,255127,0,0,0,0,0,0,0,0,0,0,5393547,4554388
75901,2010,2317268,2243305,17531,17531,182090,179890,365924,358548,617713,278500,73324,72824,255464,255464,43993,43993,0,0,0,0,0,0,0,0,5575548,4713932
75901,2011,2376601,2271680,8709,8709,259131,144772,327996,327996,564825,353361,52755,52255,281529,281529,45037,45037,0,0,0,0,0,0,0,0,5616607,4764798
75901,2012,2083864,2001859,31495,31495,165695,165695,411299,411299,517201,281667,40605,39575,292682,292682,43478,43478,32948,168532,0,0,0,0,201480,168532,5605410,4841635
75901,2013,2140906,2039775,15025,15025,187179,187179,532279,335405,437002,275369,33278,32346,297733,297733,45481,45481,0,176962,0,0,0,0,176962,176962,5736024,4871283
75901,2014,2338035,2235135,18054,18054,233747,233747,580651,580651,521935,343437,60750,58750,346886,346886,45833,45833,0,142167,0,0,0,0,142167,142167,6293021,5575624
75901,2015,2366579,2278386,24420,24420,280507,280507,552385,552385,505318,371713,63187,61142,318588,318588,45738,45738,0,89638,0,0,0,0,89638,89638,6373992,5643417
75901,2016,2357731,2317722,24744,24744,262380,262380,439815,439815,501017,354577,66614,64811,345193,345193,45113,45113,0,111261,0,0,0,0,111261,111261,6208483,5474489
75901,2017,2601358,2549113,26054,26054,306250,306250,480856,480856,471081,372156,38322,37752,344946,344946,47655,47655,14685,66508,0,0,0,0,81193,66508,6263158,5648841
75901,2018,2722766,2708078,16088,16088,279834,279834,519389,519389,462850,335903,28339,27839,369874,369874,43509,43509,0,90167,0,0,0,0,90167,90167,6295491,5818797
75901,2019,2774211,2694570,16525,16525,277248,277248,503450,503450,490599,344256,27396,26946,327968,327968,44537,44537,0,175161,0,0,0,0,175161,175161,6640354,6019167
75902,2005,5852935,5766904,114985,114069,439700,436181,1353306,1286856,1349508,885765,76831,73992,490802,489081,0,0,0,0,0,0,0,0,0,0,13351668,11703422
75902,2006,6050802,5940087,110523,109289,486027,481658,1410186,1362775,1356686,888665,91178,73195,480419,478677,0,0,0,0,0,0,0,0,0,0,13867555,12187132
75902,2007,6378791,6222213,101684,101334,483660,480421,1565987,1427320,1350536,940431,109258,89052,523786,523786,0,0,0,0,0,0,0,0,0,0,14582539,12843940
75902,2008,7169115,6998092,110005,110005,465724,465724,1703933,1545014,1240239,830739,97222,78723,524168,524168,0,0,0,0,0,0,0,0,0,0,15659341,13813003
75902,2009,7249922,7100533,117199,117199,470777,470777,1714230,1560632,1265798,836331,103910,84049,601124,601124,0,0,0,0,0,0,0,0,0,0,15897533,13948882
75902,2010,7349712,6687453,115584,115584,438581,438581,1941127,1679458,1183943,747487,109593,94406,674024,645265,151810,151810,0,0,0,0,0,0,0,0,16464613,13834632
75902,2011,7359189,6785732,108415,108415,467817,467817,2043890,1757876,1234966,812640,146083,113151,650836,625163,93334,93334,0,0,0,0,0,0,0,0,16561855,13972649
75902,2012,7081514,6516850,110843,110843,402076,402076,2068627,1780805,1030649,716218,126597,102337,646718,574895,143170,143170,0,337586,0,0,0,0,337586,337586,16249963,13822215
75902,2013,7384174,7248342,111840,111840,374623,374623,2631077,1658757,1095726,716382,108908,81821,678366,595830,118147,118147,0,278956,0,0,0,0,278956,278956,17116175,14347767
75902,2014,7215559,6945797,111603,111603,413444,413444,2999557,1819215,1078085,653173,116447,91392,691599,613666,248609,248609,0,445790,0,0,0,0,445790,445790,17896963,14750700
75902,2015,7239169,7206450,111666,111666,388552,388552,2964443,1794214,1171364,776836,110934,89976,723594,627438,211479,211479,0,435734,0,0,0,0,435734,435734,18082818,15151763
75902,2016,7356956,7273156,71996,71996,410693,410693,2849903,1628372,1399780,986971,115070,82582,711206,630999,292128,292128,0,224701,0,0,0,0,224701,224701,18072301,15032192
75902,2017,7576923,7464039,20589,20589,400766,400766,2977914,1871396,1311670,854046,75556,50251,732621,658352,276290,276290,0,320416,0,0,0,0,320416,320416,18205587,15135033
75902,2018,7630610,7594205,76364,76364,475823,475823,3079590,1698296,1382359,848292,99693,72186,758494,666854,238788,238788,0,319217,0,0,0,0,319217,319217,19073519,15604687
75902,2019,7559897,7296324,91679,91679,544313,544313,3257782,1925399,1352410,943046,111468,84814,822365,680801,226664,226664,0,293334,0,0,0,0,293334,293334,19589310,15978416
75903,2005,2900948,2862680,12067,12067,261260,251124,827888,471314,348422,169167,17629,17062,214762,213950,0,0,0,0,0,0,0,0,0,0,6301557,5387320
75903,2006,3010688,2977052,17375,17375,172377,163140,849868,509428,349370,185482,39231,38597,222432,221647,0,0,0,0,0,0,0,0,0,0,6202904,5359795
75903,2007,3121670,3021610,53231,53231,190372,188113,880063,536842,448872,313936,47231,47231,278446,278446,0,0,0,0,0,0,0,0,0,0,6604125,5736852
75903,2008,3575069,3504913,45494,45494,235816,233816,884803,466669,582254,423693,67358,66689,251544,251544,0,0,0,0,0,0,0,0,0,0,7353344,6355560
75903,2009,3485034,3389882,13922,13922,260222,258033,768107,414439,552896,402029,74346,74346,226910,226910,0,0,0,0,0,0,0,0,0,0,6899891,5977138
