District_Id,Year,Fall_Enrollment
57919,2018,1807
57919,2019,1880
57920,2005,2916
57920,2006,0
57922,2005,10072
57922,2006,10229
57922,2007,9927
57922,2008,9930
57922,2009,9915
57922,2010,9955
57922,2011,10190
57922,2012,10645
57922,2013,10960
57922,2014,11329
57922,2015,11539
57922,2016,11851
57922,2017,12349
57922,2018,12577
57922,2019,12857
58902,2005,157
58902,2006,185
58902,2007,156
58902,2008,174
58902,2009,149
58902,2010,167
58902,2011,163
58902,2012,147
58902,2013,163
58902,2014,170
58902,2015,173
58902,2016,176
58902,2017,170
58902,2018,129
58902,2019,108
58905,2005,198
58905,2006,177
58905,2007,180
58905,2008,174
58905,2009,195
58905,2010,208
58905,2011,238
58905,2012,253
58905,2013,245
58905,2014,256
58905,2015,258
58905,2016,267
58905,2017,259
58905,2018,246
58905,2019,260
58906,2005,2040
58906,2006,2038
58906,2007,2038
58906,2008,2003
58906,2009,1942
58906,2010,1924
58906,2011,1883
58906,2012,1875
58906,2013,1950
58906,2014,2046
58906,2015,2034
58906,2016,2034
58906,2017,2006
58906,2018,1917
58906,2019,1879
58909,2005,204
58909,2006,217
58909,2007,193
58909,2008,215
58909,2009,220
58909,2010,221
58909,2011,242
58909,2012,221
58909,2013,224
58909,2014,212
58909,2015,235
58909,2016,255
58909,2017,235
58909,2018,244
58909,2019,252
59901,2005,3952
59901,2006,4031
59901,2007,4050
59901,2008,4168
59901,2009,4075
59901,2010,4203
59901,2011,4265
59901,2012,4276
59901,2013,4229
59901,2014,4210
59901,2015,4201
59901,2016,4244
59901,2017,4142
59901,2018,4176
59901,2019,4086
59902,2005,167
59902,2006,171
59902,2007,151
59902,2008,159
59902,2009,155
59902,2010,138
59902,2011,126
59902,2012,135
59902,2013,139
59902,2014,145
59902,2015,132
59902,2016,138
59902,2017,139
59902,2018,125
59902,2019,146
60902,2005,903
60902,2006,902
60902,2007,894
60902,2008,857
60902,2009,852
60902,2010,851
60902,2011,831
60902,2012,801
60902,2013,773
60902,2014,791
60902,2015,808
60902,2016,801
60902,2017,829
60902,2018,821
60902,2019,809
60914,2005,199
60914,2006,183
60914,2007,177
60914,2008,188
60914,2009,201
60914,2010,196
60914,2011,186
60914,2012,196
60914,2013,195
60914,2014,200
60914,2015,173
60914,2016,172
60914,2017,177
60914,2018,174
60914,2019,168
61802,2005,275
61802,2006,305
61802,2007,341
61802,2008,650
61802,2009,790
61802,2010,765
61802,2011,666
61802,2012,579
61802,2013,646
61802,2014,664
61802,2015,480
61802,2016,380
61802,2017,337
61802,2018,509
61802,2019,556
61803,2009,0
61803,2010,33
61803,2011,65
61804,2012,250
61804,2013,350
61804,2014,425
61804,2015,520
61804,2016,595
61804,2017,876
61804,2018,1099
61804,2019,1242
61805,2017,354
61805,2018,522
61805,2019,593
61901,2005,16873
61901,2006,18304
61901,2007,19661
61901,2008,20826
61901,2009,22016
61901,2010,22557
61901,2011,23832
61901,2012,24738
61901,2013,25714
61901,2014,26047
61901,2015,26746
61901,2016,27296
61901,2017,28382
61901,2018,29152
61901,2019,29952
61902,2005,45335
61902,2006,47317
61902,2007,48890
61902,2008,49449
61902,2009,50038
61902,2010,50664
61902,2011,51298
61902,2012,51779
61902,2013,52399
61902,2014,52698
61902,2015,53270
61902,2016,53396
61902,2017,53182
61902,2018,52368
61902,2019,52104
61903,2005,1555
61903,2006,1558
61903,2007,1500
61903,2008,1478
61903,2009,1469
61903,2010,1523
61903,2011,1548
61903,2012,1523
61903,2013,1510
61903,2014,1414
61903,2015,1388
61903,2016,1392
61903,2017,1357
61903,2018,1399
61903,2019,1392
61905,2005,1293
61905,2006,1380
61905,2007,1435
61905,2008,1495
61905,2009,1552
61905,2010,1604
61905,2011,1692
61905,2012,1782
61905,2013,1891
61905,2014,1995
61905,2015,2063
61905,2016,2055
61905,2017,2090
61905,2018,2116
61905,2019,2045
61906,2005,924
61906,2006,997
61906,2007,1073
61906,2008,1109
61906,2009,1193
61906,2010,1229
61906,2011,1225
61906,2012,1254
61906,2013,1244
61906,2014,1255
61906,2015,1300
61906,2016,1273
61906,2017,1328
61906,2018,1411
61906,2019,1547
61907,2005,1225
61907,2006,1325
61907,2007,1500
61907,2008,1624
61907,2009,1688
61907,2010,1772
61907,2011,1885
61907,2012,1922
61907,2013,2002
61907,2014,2060
61907,2015,2211
61907,2016,2315
61907,2017,2397
61907,2018,2489
61907,2019,2440
61908,2005,2200
61908,2006,2406
61908,2007,2526
61908,2008,2567
61908,2009,2620
61908,2010,2590
61908,2011,2603
61908,2012,2594
61908,2013,2662
61908,2014,2673
61908,2015,2643
61908,2016,2686
61908,2017,2679
61908,2018,2718
61908,2019,2752
61910,2005,1482
61910,2006,1628
61910,2007,1689
61910,2008,1737
61910,2009,1729
61910,2010,1778
61910,2011,1820
61910,2012,1803
61910,2013,1884
61910,2014,1947
61910,2015,2049
61910,2016,2227
61910,2017,2429
61910,2018,2692
61910,2019,3039
61911,2005,7563
61911,2006,8705
61911,2007,10334
61911,2008,11824
61911,2009,12935
61911,2010,14088
61911,2011,15293
61911,2012,16556
61911,2013,17752
61911,2014,18893
61911,2015,19760
61911,2016,20900
61911,2017,21964
61911,2018,23061
61911,2019,24052
61912,2005,3744
61912,2006,3932
61912,2007,3937
61912,2008,3959
61912,2009,3961
61912,2010,4087
61912,2011,4090
61912,2012,4079
61912,2013,4007
61912,2014,3952
61912,2015,4003
61912,2016,3958
61912,2017,3947
61912,2018,3951
61912,2019,4016
61914,2005,4070
61914,2006,4643
61914,2007,5147
61914,2008,5371
61914,2009,5801
61914,2010,6089
61914,2011,6283
61914,2012,6375
61914,2013,6378
61914,2014,6607
61914,2015,6921
61914,2016,7171
61914,2017,7361
61914,2018,7514
61914,2019,7758
62901,2005,1983
62901,2006,1964
62901,2007,1945
62901,2008,1913
62901,2009,1922
62901,2010,1870
62901,2011,1906
62901,2012,1977
62901,2013,2086
62901,2014,2104
62901,2015,2164
62901,2016,2166
62901,2017,2036
62901,2018,2042
62901,2019,1978
62902,2005,75
62902,2006,72
62902,2007,81
62902,2008,81
62902,2009,93
62902,2010,96
62902,2011,113
62902,2012,123
62902,2013,138
62902,2014,173
62902,2015,173
62902,2016,159
62902,2017,156
62902,2018,157
62902,2019,149
62903,2005,1569
62903,2006,1588
62903,2007,1540
62903,2008,1543
62903,2009,1527
62903,2010,1539
62903,2011,1560
62903,2012,1595
62903,2013,1613
62903,2014,1615
62903,2015,1634
62903,2016,1621
62903,2017,1606
62903,2018,1608
62903,2019,1611
62904,2005,695
62904,2006,659
62904,2007,673
62904,2008,604
62904,2009,591
62904,2010,534
62904,2011,543
62904,2012,540
62904,2013,525
62904,2014,505
62904,2015,513
62904,2016,516
62904,2017,513
62904,2018,533
62904,2019,545
62905,2005,53
62905,2006,49
62905,2007,49
62905,2008,48
62905,2009,41
62905,2010,42
62905,2011,37
62905,2012,64
62905,2013,69
62905,2014,69
62905,2015,64
62905,2016,68
62905,2017,69
62905,2018,78
62905,2019,87
62906,2005,154
62906,2006,142
62906,2007,131
62906,2008,124
62906,2009,147
62906,2010,163
62906,2011,158
62906,2012,152
62906,2013,122
62906,2014,116
62906,2015,115
62906,2016,109
62906,2017,110
62906,2018,120
62906,2019,132
63903,2005,286
63903,2006,274
63903,2007,284
63903,2008,291
63903,2009,291
63903,2010,310
63903,2011,305
63903,2012,288
63903,2013,296
63903,2014,292
63903,2015,280
63903,2016,272
63903,2017,278
63903,2018,259
63903,2019,245
63906,2005,130
63906,2006,127
63906,2007,120
63906,2008,107
63906,2009,92
63906,2010,92
63906,2011,96
63906,2012,97
63906,2013,106
63906,2014,105
63906,2015,99
63906,2016,114
63906,2017,103
63906,2018,96
63906,2019,97
64903,2005,2412
64903,2006,2423
64903,2007,2466
64903,2008,2386
64903,2009,2336
64903,2010,2394
64903,2011,2399
64903,2012,2375
64903,2013,2439
64903,2014,2455
64903,2015,2449
64903,2016,2311
64903,2017,2204
64903,2018,2203
64903,2019,2206
65901,2005,507
65901,2006,511
65901,2007,497
65901,2008,495
65901,2009,523
65901,2010,532
65901,2011,516
65901,2012,498
65901,2013,472
65901,2014,458
65901,2015,481
65901,2016,480
65901,2017,478
65901,2018,470
65901,2019,459
65902,2005,170
65902,2006,192
65902,2007,178
65902,2008,159
65902,2009,151
65902,2010,137
65902,2011,133
65902,2012,119
65902,2013,116
65902,2014,112
65902,2015,112
65902,2016,136
65902,2017,116
65902,2018,103
65902,2019,111
66005,2005,50
66005,2006,57
66005,2007,45
66005,2008,44
66005,2009,38
66005,2010,36
66005,2011,40
66005,2012,38
66005,2013,27
66005,2014,24
66005,2015,35
66005,2016,34
66005,2017,27
66005,2018,33
66005,2019,27
66901,2005,471
66901,2006,452
66901,2007,467
66901,2008,448
66901,2009,428
66901,2010,408
66901,2011,390
66901,2012,361
66901,2013,358
66901,2014,366
66901,2015,371
66901,2016,361
66901,2017,363
66901,2018,339
66901,2019,319
66902,2005,1511
66902,2006,1431
66902,2007,1394
66902,2008,1372
66902,2009,1354
66902,2010,1369
66902,2011,1370
66902,2012,1317
66902,2013,1342
66902,2014,1345
66902,2015,1410
66902,2016,1378
66902,2017,1375
66902,2018,1459
66902,2019,1475
66903,2005,898
66903,2006,878
66903,2007,852
66903,2008,820
66903,2009,823
66903,2010,840
66903,2011,835
66903,2012,859
66903,2013,803
66903,2014,833
66903,2015,776
66903,2016,804
66903,2017,809
66903,2018,807
66903,2019,821
67902,2005,828
67902,2006,836
67902,2007,883
67902,2008,881
67902,2009,850
67902,2010,848
67902,2011,838
67902,2012,858
67902,2013,878
67902,2014,878
67902,2015,872
67902,2016,868
67902,2017,886
67902,2018,855
67902,2019,864
67903,2005,1181
67903,2006,1164
67903,2007,1153
67903,2008,1168
67903,2009,1230
67903,2010,1173
67903,2011,1159
67903,2012,1154
67903,2013,1145
67903,2014,1077
67903,2015,1087
67903,2016,1095
67903,2017,1111
67903,2018,1182
67903,2019,1132
67904,2005,401
67904,2006,382
67904,2007,354
67904,2008,371
67904,2009,380
67904,2010,344
67904,2011,345
67904,2012,316
67904,2013,330
67904,2014,313
67904,2015,323
67904,2016,322
67904,2017,332
67904,2018,305
67904,2019,304
67907,2005,477
67907,2006,460
67907,2007,477
67907,2008,466
67907,2009,447
67907,2010,466
67907,2011,482
67907,2012,455
67907,2013,452
67907,2014,469
67907,2015,459
67907,2016,426
67907,2017,386
67907,2018,339
67907,2019,363
67908,2005,251
67908,2006,257
67908,2007,255
67908,2008,243
67908,2009,235
67908,2010,228
67908,2011,211
67908,2012,197
67908,2013,191
67908,2014,180
67908,2015,171
67908,2016,160
67908,2017,141
67908,2018,154
67908,2019,166
68801,2005,208
68801,2006,168
68801,2007,157
68801,2008,145
68801,2009,494
68801,2010,477
68801,2011,473
68801,2012,703
68801,2013,642
68801,2014,712
68802,2012,250
68802,2013,373
68802,2014,465
68802,2015,575
68802,2016,673
68802,2017,778
68802,2018,1025
68802,2019,1116
68803,2015,301
68803,2016,323
68803,2017,563
68803,2018,654
68803,2019,721
68901,2005,26093
68901,2006,26034
68901,2007,26390
68901,2008,26622
68901,2009,27230
68901,2010,27114
68901,2011,27806
68901,2012,28398
68901,2013,29575
68901,2014,30796
68901,2015,31900
68901,2016,31434
68901,2017,31380
68901,2018,32179
68901,2019,33159
69901,2005,363
69901,2006,339
69901,2007,339
69901,2008,341
69901,2009,333
69901,2010,298
69901,2011,303
69901,2012,281
69901,2013,271
69901,2014,275
69901,2015,257
69901,2016,265
69901,2017,286
69901,2018,311
69901,2019,303
69902,2005,329
69902,2006,323
69902,2007,312
69902,2008,300
69902,2009,269
69902,2010,282
69902,2011,281
69902,2012,285
69902,2013,254
69902,2014,291
69902,2015,294
69902,2016,291
69902,2017,283
69902,2018,274
69902,2019,279
70801,2005,408
70801,2006,269
70801,2007,282
70801,2008,250
70801,2009,253
70801,2010,260
70801,2011,207
70801,2012,420
70801,2013,450
70801,2014,414
70801,2015,509
70801,2016,2566
70801,2017,2551
70801,2018,2538
70801,2019,2646
70901,2005,230
70901,2006,236
70901,2007,243
70901,2008,265
70901,2009,305
70901,2010,324
70901,2011,320
70901,2012,298
70901,2013,321
70901,2014,337
70901,2015,372
70901,2016,379
70901,2017,403
70901,2018,399
70901,2019,362
70903,2005,5531
70903,2006,5687
70903,2007,5625
70903,2008,5714
70903,2009,5785
70903,2010,5828
70903,2011,5821
70903,2012,5837
70903,2013,5782
70903,2014,5691
70903,2015,5773
70903,2016,5799
70903,2017,5842
70903,2018,5797
70903,2019,5818
70905,2005,2197
70905,2006,2231
70905,2007,2302
70905,2008,2360
70905,2009,2425
70905,2010,2422
70905,2011,2437
70905,2012,2448
70905,2013,2406
70905,2014,2470
70905,2015,2453
70905,2016,2497
70905,2017,2580
70905,2018,2707
70905,2019,2706
70907,2005,660
70907,2006,657
70907,2007,627
70907,2008,608
70907,2009,621
70907,2010,634
70907,2011,613
70907,2012,563
70907,2013,544
70907,2014,513
70907,2015,569
70907,2016,573
70907,2017,584
70907,2018,628
70907,2019,602
70908,2005,5656
70908,2006,6079
70908,2007,6527
70908,2008,6808
70908,2009,7101
70908,2010,7298
70908,2011,7540
70908,2012,7521
70908,2013,7524
70908,2014,7694
70908,2015,7881
70908,2016,8125
70908,2017,8406
70908,2018,8846
70908,2019,9355
70909,2005,224
70909,2006,220
70909,2007,211
70909,2008,223
70909,2009,232
70909,2010,252
70909,2011,247
70909,2012,217
70909,2013,228
70909,2014,246
70909,2015,244
70909,2016,255
70909,2017,258
70909,2018,273
70909,2019,265
70910,2005,1110
70910,2006,1105
70910,2007,1104
70910,2008,1134
70910,2009,1131
70910,2010,1125
70910,2011,1106
70910,2012,1079
70910,2013,1097
70910,2014,1157
70910,2015,1140
70910,2016,1162
70910,2017,1185
70910,2018,1215
70910,2019,1225
70911,2005,4818
70911,2006,5067
70911,2007,5112
70911,2008,5148
70911,2009,5343
70911,2010,5389
70911,2011,5494
70911,2012,5505
70911,2013,5617
70911,2014,5571
70911,2015,5608
70911,2016,5823
70911,2017,5740
70911,2018,5788
70911,2019,5880
70912,2005,5949
70912,2006,6207
70912,2007,6311
70912,2008,6541
70912,2009,6632
70912,2010,6908
70912,2011,7373
70912,2012,7500
70912,2013,7629
70912,2014,7795
70912,2015,7947
70912,2016,8107
70912,2017,8399
70912,2018,8502
70912,2019,8915
70915,2005,963
70915,2006,977
70915,2007,1015
70915,2008,1000
70915,2009,1077
70915,2010,1102
70915,2011,1051
70915,2012,1034
70915,2013,1005
70915,2014,1036
70915,2015,1052
70915,2016,1062
70915,2017,1098
70915,2018,1187
70915,2019,1184
71801,2005,217
71801,2006,261
71801,2007,393
71801,2008,590
71801,2009,685
71801,2010,782
71801,2011,892
71801,2012,871
71801,2013,856
71801,2014,914
71801,2015,968
71801,2016,1031
71801,2017,963
71801,2018,830
71801,2019,849
71803,2005,201
71803,2006,190
71803,2007,401
71803,2008,293
71803,2009,219
71803,2010,364
71803,2011,333
71803,2012,298
71803,2013,282
71803,2014,306
71803,2015,273
71803,2016,241
71803,2017,240
71803,2018,217
71803,2019,219
71804,2005,501
71804,2006,458
71804,2007,463
71804,2008,462
71804,2009,440
71804,2010,462
71804,2011,449
71804,2012,400
71804,2013,479
71804,2014,417
71804,2015,456
71804,2016,362
71804,2017,381
71804,2018,453
71804,2019,363
71805,2005,549
71805,2006,449
71805,2007,489
71805,2008,491
71805,2009,443
71805,2010,456
71806,2007,329
71806,2008,463
71806,2009,614
71806,2010,1112
71806,2011,1232
71806,2012,1730
71806,2013,2260
71806,2014,1731
71806,2015,2653
71806,2016,2691
71806,2017,3300
71806,2018,3462
71806,2019,3565
71807,2008,93
71807,2009,126
71807,2010,156
71807,2011,190
71807,2012,217
71807,2013,268
71807,2014,275
71807,2015,251
71807,2016,262
71807,2017,259
71807,2018,249
71807,2019,235
71809,2011,115
71809,2012,131
71809,2013,182
71809,2014,255
71809,2015,339
71809,2016,364
71809,2017,352
71809,2018,336
71809,2019,366
71810,2015,77
71810,2016,181
71810,2017,245
71810,2018,192
71810,2019,207
71901,2005,9026
71901,2006,9396
71901,2007,9993
71901,2008,10486
71901,2009,10859
71901,2010,11247
71901,2011,11614
71901,2012,11830
71901,2013,11719
71901,2014,11805
71901,2015,11703
71901,2016,11669
71901,2017,11483
71901,2018,11473
71901,2019,11346
71902,2005,63133
71902,2006,63674
71902,2007,62635
71902,2008,61839
71902,2009,62071
71902,2010,63011
71902,2011,64023
71902,2012,63794
71902,2013,62884
71902,2014,61290
71902,2015,60556
71902,2016,59772
71902,2017,59246
71902,2018,58178
71902,2019,57178
71903,2005,2694
71903,2006,2594
71903,2007,2521
71903,2008,2510
71903,2009,2441
71903,2010,2487
71903,2011,2459
71903,2012,2422
71903,2013,2383
71903,2014,2355
71903,2015,2333
71903,2016,2364
71903,2017,2311
71903,2018,2286
71903,2019,2235
71904,2005,3759
71904,2006,3762
71904,2007,3760
71904,2008,3762
71904,2009,3903
71904,2010,3991
71904,2011,4083
71904,2012,4137
71904,2013,4127
71904,2014,4109
71904,2015,4038
71904,2016,3955
71904,2017,3877
71904,2018,3796
71904,2019,3663
71905,2005,46278
71905,2006,46036
71905,2007,45143
71905,2008,44770
71905,2009,44325
71905,2010,44311
71905,2011,44468
71905,2012,44131
71905,2013,43512
71905,2014,43007
71905,2015,42421
71905,2016,42232
71905,2017,41508
71905,2018,41185
71905,2019,41036
71906,2005,748
71906,2006,810
71906,2007,797
71906,2008,777
71906,2009,778
71906,2010,829
71906,2011,849
71906,2012,844
71906,2013,855
71906,2014,813
71906,2015,872
71906,2016,838
71906,2017,867
71906,2018,835
71906,2019,841
71907,2005,4962
71907,2006,5205
71907,2007,5483
71907,2008,5617
71907,2009,5719
71907,2010,5829
71907,2011,5938
71907,2012,5995
71907,2013,6042
71907,2014,5977
71907,2015,5859
71907,2016,5973
71907,2017,6030
71907,2018,6200
71907,2019,6223
71908,2005,1191
71908,2006,1223
71908,2007,1216
71908,2008,1248
71908,2009,1266
71908,2010,1310
71908,2011,1342
71908,2012,1354
71908,2013,1350
71908,2014,1336
71908,2015,1264
71908,2016,1192
71908,2017,1129
71908,2018,1111
71908,2019,1021
71909,2005,34251
71909,2006,36737
71909,2007,38162
71909,2008,38696
71909,2009,39570
71909,2010,41060
71909,2011,42287
71909,2012,43398
71909,2013,44054
71909,2014,44405
71909,2015,44380
71909,2016,45126
71909,2017,45804
71909,2018,46398
71909,2019,46618
72801,2005,70
72801,2006,69
72801,2007,75
72801,2008,163
72801,2009,220
72801,2010,219
72801,2011,191
72801,2012,3888
72801,2013,3824
72801,2014,3373
72801,2015,3591
72801,2016,6435
72801,2017,7022
72801,2018,7227
72801,2019,5509
72802,2007,135
72802,2008,85
72802,2009,155
72802,2010,158
72802,2011,162
72802,2012,170
72802,2013,168
72802,2014,208
72802,2015,193
72802,2016,159
72802,2017,136
72802,2018,115
72802,2019,122
72901,2005,61
72901,2006,59
72901,2007,61
72901,2008,55
72901,2009,43
72901,2010,57
72901,2011,68
72901,2012,61
72901,2013,53
72901,2014,61
72901,2015,90
72901,2016,99
72901,2017,120
72901,2018,142
72901,2019,162
72902,2005,1338
72902,2006,1349
72902,2007,1304
72902,2008,1308
72902,2009,1315
72902,2010,1282
72902,2011,1254
72902,2012,1275
72902,2013,1198
72902,2014,1179
72902,2015,1159
72902,2016,1175
72902,2017,1175
72902,2018,1190
72902,2019,1206
72903,2005,3410
72903,2006,3509
72903,2007,3525
72903,2008,3520
72903,2009,3493
72903,2010,3544
72903,2011,3623
72903,2012,3580
72903,2013,3685
72903,2014,3711
72903,2015,3607
72903,2016,3693
72903,2017,3680
72903,2018,3659
72903,2019,3682
72904,2005,69
72904,2006,76
72904,2007,71
72904,2008,90
72904,2009,93
72904,2010,100
72904,2011,96
72904,2012,112
72904,2013,117
72904,2014,112
72904,2015,107
72904,2016,114
72904,2017,103
72904,2018,189
72904,2019,237
72908,2005,195
72908,2006,197
72908,2007,200
72908,2008,192
72908,2009,191
72908,2010,191
72908,2011,188
72908,2012,196
72908,2013,158
72908,2014,164
72908,2015,189
72908,2016,205
72908,2017,207
72908,2018,235
72908,2019,236
72909,2005,264
72909,2006,235
72909,2007,216
72909,2008,204
72909,2009,212
72909,2010,223
72909,2011,235
72909,2012,238
72909,2013,238
72909,2014,219
72909,2015,225
72909,2016,255
72909,2017,271
72909,2018,274
72909,2019,279
72910,2005,101
72910,2006,91
72910,2007,103
72910,2008,100
72910,2009,95
72910,2010,103
72910,2011,116
72910,2012,118
72910,2013,119
72910,2014,114
72910,2015,119
72910,2016,124
72910,2017,114
72910,2018,124
72910,2019,123
73901,2005,412
73901,2006,440
73901,2007,421
73901,2008,427
73901,2009,453
73901,2010,494
73901,2011,506
73901,2012,503
73901,2013,524
73901,2014,509
73901,2015,494
73901,2016,497
73901,2017,510
73901,2018,505
73901,2019,528
73903,2005,1357
73903,2006,1268
73903,2007,1240
73903,2008,1170
73903,2009,1194
73903,2010,1110
73903,2011,1106
73903,2012,1079
73903,2013,987
73903,2014,965
73903,2015,943
73903,2016,879
73903,2017,869
73903,2018,835
73903,2019,880
73904,2005,140
73904,2006,140
73904,2007,128
73904,2008,134
73904,2009,154
73904,2010,148
73904,2011,155
73904,2012,155
73904,2013,155
73904,2014,158
73904,2015,160
73904,2016,157
73904,2017,156
73904,2018,156
73904,2019,155
73905,2005,912
73905,2006,904
73905,2007,862
73905,2008,785
73905,2009,808
73905,2010,799
73905,2011,760
73905,2012,725
73905,2013,687
73905,2014,634
73905,2015,632
73905,2016,651
73905,2017,643
73905,2018,636
73905,2019,679
74903,2005,2072
74903,2006,2055
74903,2007,2024
74903,2008,2049
74903,2009,2042
74903,2010,1952
74903,2011,1923
74903,2012,1916
74903,2013,1950
74903,2014,1949
74903,2015,1903
74903,2016,1872
74903,2017,1864
74903,2018,1868
74903,2019,1882
74904,2005,294
74904,2006,296
74904,2007,295
74904,2008,294
74904,2009,310
74904,2010,318
74904,2011,329
74904,2012,327
74904,2013,347
74904,2014,359
74904,2015,385
74904,2016,391
74904,2017,383
74904,2018,373
74904,2019,383
74905,2005,258
74905,2006,277
74905,2007,255
74905,2008,264
74905,2009,257
74905,2010,251
74905,2011,283
74905,2012,245
74905,2013,274
74905,2014,269
74905,2015,270
74905,2016,255
74905,2017,242
74905,2018,228
74905,2019,260
74907,2005,670
74907,2006,645
74907,2007,694
74907,2008,641
74907,2009,639
74907,2010,609
74907,2011,601
74907,2012,581
74907,2013,584
74907,2014,586
74907,2015,610
74907,2016,580
74907,2017,603
74907,2018,620
74907,2019,645
74909,2005,840
74909,2006,828
74909,2007,863
74909,2008,889
74909,2009,889
74909,2010,895
74909,2011,893
74909,2012,882
74909,2013,869
74909,2014,884
74909,2015,875
74909,2016,871
74909,2017,917
74909,2018,920
74909,2019,878
74911,2005,315
74911,2006,326
74911,2007,324
74911,2008,294
74911,2009,307
74911,2010,302
74911,2011,308
74911,2012,291
74911,2013,271
74911,2014,269
74911,2015,288
74911,2016,305
74911,2017,289
74911,2018,317
74911,2019,322
74912,2005,551
74912,2006,547
74912,2007,548
74912,2008,554
74912,2009,572
74912,2010,574
74912,2011,548
74912,2012,535
74912,2013,549
74912,2014,534
74912,2015,508
74912,2016,510
74912,2017,529
74912,2018,568
74912,2019,600
74917,2005,435
74917,2006,430
74917,2007,433
74917,2008,439
74917,2009,424
74917,2010,428
74917,2011,444
74917,2012,479
74917,2013,483
74917,2014,498
74917,2015,488
74917,2016,489
74917,2017,524
74917,2018,543
74917,2019,541
75901,2005,591
75901,2006,593
75901,2007,583
75901,2008,566
75901,2009,557
75901,2010,554
75901,2011,577
75901,2012,584
75901,2013,606
75901,2014,609
75901,2015,603
75901,2016,584
75901,2017,575
75901,2018,564
75901,2019,600
75902,2005,1895
75902,2006,1885
75902,2007,1942
75902,2008,1904
75902,2009,1867
75902,2010,1897
75902,2011,1884
75902,2012,1857
75902,2013,1900
75902,2014,1901
75902,2015,1882
75902,2016,2004
75902,2017,1991
75902,2018,1978
75902,2019,1907
75903,2005,753
75903,2006,764
75903,2007,787
75903,2008,735
75903,2009,732
75903,2010,739
75903,2011,720
75903,2012,702
75903,2013,691
75903,2014,706
75903,2015,708
75903,2016,700
75903,2017,757
75903,2018,753
75903,2019,726
75906,2005,194
75906,2006,200
75906,2007,204
75906,2008,205
75906,2009,213
75906,2010,222
75906,2011,219
75906,2012,202
75906,2013,213
75906,2014,211
75906,2015,211
75906,2016,234
75906,2017,239
75906,2018,257
75906,2019,251
75908,2005,246
75908,2006,240
75908,2007,223
75908,2008,217
75908,2009,227
75908,2010,239
75908,2011,246
75908,2012,252
75908,2013,260
75908,2014,284
75908,2015,284
75908,2016,288
75908,2017,281
75908,2018,266
75908,2019,267
76903,2005,323
76903,2006,299
76903,2007,285
76903,2008,278
76903,2009,287
76903,2010,303
76903,2011,301
76903,2012,269
76903,2013,242
76903,2014,238
76903,2015,277
76903,2016,288
76903,2017,294
76903,2018,302
76903,2019,296
76904,2005,371
76904,2006,395
76904,2007,365
76904,2008,378
76904,2009,364
76904,2010,338
76904,2011,320
76904,2012,310
76904,2013,310
76904,2014,302
76904,2015,255
76904,2016,272
76904,2017,246
76904,2018,258
76904,2019,255
77901,2005,1027
77901,2006,965
77901,2007,930
77901,2008,911
77901,2009,882
77901,2010,879
77901,2011,879
77901,2012,841
77901,2013,806
77901,2014,746
77901,2015,753
77901,2016,788
77901,2017,802
77901,2018,759
77901,2019,738
77902,2005,640
77902,2006,620
77902,2007,601
77902,2008,600
77902,2009,559
77902,2010,551
77902,2011,555
77902,2012,535
77902,2013,513
77902,2014,505
77902,2015,498
77902,2016,474
77902,2017,464
77902,2018,459
77902,2019,450
78901,2005,273
78901,2006,284
78901,2007,275
78901,2008,251
78901,2009,239
78901,2010,217
78901,2011,240
78901,2012,211
78901,2013,218
78901,2014,222
78901,2015,211
78901,2016,207
78901,2017,227
78901,2018,214
78901,2019,209
79901,2005,18440
79901,2006,19547
79901,2007,20558
79901,2008,21794
79901,2009,22867
79901,2010,23769
79901,2011,24535
79901,2012,25201
79901,2013,26064
79901,2014,27024
79901,2015,28252
79901,2016,29631
79901,2017,30744
79901,2018,32051
79901,2019,33347
79906,2005,2470
79906,2006,2571
79906,2007,2611
79906,2008,2594
79906,2009,2557
79906,2010,2589
79906,2011,2587
79906,2012,2664
79906,2013,2769
79906,2014,2825
79906,2015,2911
79906,2016,3015
79906,2017,3167
79906,2018,3222
79906,2019,3257
79907,2005,62657
79907,2006,65927
79907,2007,66792
79907,2008,67780
79907,2009,68507
79907,2010,69066
79907,2011,68710
79907,2012,68964
79907,2013,69123
79907,2014,70512
79907,2015,71681
79907,2016,72910
79907,2017,73750
79907,2018,74957
79907,2019,75797
79908,2005,107
79908,2006,119
79908,2007,109
79908,2008,98
79908,2009,80
79908,2010,78
79910,2005,3010
79910,2006,3100
79910,2007,3024
79910,2008,2908
79910,2009,3033
79910,2010,3136
79910,2011,3215
79910,2012,3157
79910,2013,3353
79910,2014,3479
79910,2015,3412
79910,2016,3400
79910,2017,3537
79910,2018,3604
79910,2019,3586
80901,2005,1509
80901,2006,1541
80901,2007,1583
80901,2008,1522
80901,2009,1499
80901,2010,1536
80901,2011,1561
80901,2012,1565
80901,2013,1612
80901,2014,1646
80901,2015,1656
80901,2016,1653
80901,2017,1617
80901,2018,1622
80901,2019,1620
81902,2005,1729
81902,2006,1784
81902,2007,1820
81902,2008,1817
81902,2009,1822
81902,2010,1811
81902,2011,1769
81902,2012,1775
81902,2013,1762
81902,2014,1762
81902,2015,1763
81902,2016,1826
81902,2017,1858
81902,2018,1816
81902,2019,1813
81904,2005,1130
81904,2006,1174
81904,2007,1205
81904,2008,1203
81904,2009,1208
81904,2010,1218
81904,2011,1254
81904,2012,1235
