DISTRICT,DA0CA07R,DA0CC07R,DA0CS07R,DA0CT07R,DACRB07R,DACRM07R,DACRR07R,DB0CA07R,DB0CC07R,DB0CS07R,DB0CT07R,DBCRB07R,DBCRM07R,DBCRR07R,DECRB07R,DECRM07R,DECRR07R,DF0CA07R,DF0CC07R,DF0CS07R,DF0CT07R,DFCRB07R,DFCRM07R,DFCRR07R,DH0CA07R,DH0CC07R,DH0CS07R,DH0CT07R,DHCRB07R,DHCRM07R,DHCRR07R,DI0CA07R,DI0CC07R,DI0CS07R,DI0CT07R,DICRB07R,DICRM07R,DICRR07R,DLCRB07R,DLCRM07R,DLCRR07R,DM0CA07R,DM0CC07R,DM0CS07R,DM0CT07R,DMCRB07R,DMCRM07R,DMCRR07R,DP0CA07R,DP0CC07R,DP0CS07R,DP0CT07R,DPCRB07R,DPCRM07R,DPCRR07R,DRCRB07R,DRCRM07R,DRCRR07R,DSCRB07R,DSCRM07R,DSCRR07R,DW0CA07R,DW0CC07R,DW0CS07R,DW0CT07R,DWCRB07R,DWCRM07R,DWCRR07R
"057821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057825",-1,23.7,972,-2,10,31,23,.,-1,-1,13.3,0,38,0,15,33,29,-1,17.6,948,57.6,11,19,29,.,10,987,62.5,0,33,11,.,-1,-1,-1,.,.,.,.,.,.,.,26.6,983,-2,9,42,18,-1,20,-1,-2,.,.,.,15,29,32,-1,-1,-1,.,32.4,1017,90.7,15,29,33
"057827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057828",17.5,0,-1,3,25,40,36,-1,-1,-1,12.1,40,50,42,10,25,26,17.4,0,-1,4.5,22,31,36,-1,-1,.,1.6,19,28,35,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,1.3,31,55,36,.,.,.,0,-1,60,-1,20,32,34,-1,-1,-1,-1,0,-1,2.2,25,41,35
"057829",-1,17.6,875,65.4,20,47,23,-1,-1,-1,-1,-1,-1,-1,15,46,14,-1,25,938,92.3,38,54,43,-1,-1,-1,40,18,45,18,.,.,.,.,.,.,.,-1,-1,-1,.,0,784,38.5,6,41,6,.,.,-1,.,.,.,.,0,11,10,-1,-1,0,-1,10,914,76.9,19,44,18
"057830",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057831",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057832",.,-1,-1,3.2,6,6,11,.,-1,-1,8.3,0,0,0,-1,-1,-1,.,.,.,0,0,0,13,.,.,.,0,0,0,17,.,.,.,.,.,.,.,.,.,.,.,-1,-1,6.3,10,9,9,.,.,.,-1,-1,-1,-1,0,0,0,.,.,.,.,.,.,0,-1,-1,-1
"057833",.,-1,-1,27.3,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,-1,-1,20,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,16.7,-1,-1,-1
"057834",-1,0,736,9.2,5,30,23,.,0,640,17.2,0,11,11,0,14,14,-1,-1,-1,6.4,4,19,30,.,-1,-1,6.3,13,31,29,.,.,.,.,.,.,.,-1,-1,-1,.,0,687,11.8,6,39,18,.,.,.,-1,-1,-1,-1,5,23,23,-1,-1,-1,.,-1,-1,2.8,4,44,30
"057835",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057836",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057837",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057838",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057839",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057840",.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.
"057903",21.2,34.7,1036,68.9,42,60,53,16.6,9.1,897,77.1,17,34,38,24,46,37,20.9,31.9,1025,68,40,55,57,19.1,27.3,975,35.7,24,48,36,-1,28.6,1025,70,43,86,57,5,45,8,21.3,37.6,1049,69.5,43,65,50,23.5,41.7,1053,85.8,53,74,62,16,36,32,13,26,20,22.3,41.1,1079,81.6,57,71,66
"057904",18.3,10.7,889,78.1,19,34,40,17.7,5.9,846,81.8,11,24,36,9,23,34,19,13.2,892,84.5,26,38,51,18.3,14.8,941,54,21,43,41,-1,-1,.,-2,-1,-1,-1,.,.,.,17.4,7.7,888,70.6,11,29,29,-1,50,1017,80,60,70,60,3,11,29,22,27,30,20.5,22.8,989,74,36,55,53
"057905",17.1,11.5,871,66.6,24,48,33,16.1,5.1,821,77.4,18,37,30,20,46,29,17.3,9.9,863,69.9,24,46,36,16.6,9.4,877,50.2,21,50,29,18.8,27.8,936,75,53,58,60,1,30,3,16.5,14,887,61.7,23,50,29,18.1,32.1,1031,80.3,61,81,69,5,22,16,6,13,10,22.8,46.8,1101,78.9,58,73,65
"057906",18.8,12.5,916,78.5,24,36,44,18.1,8.6,894,80.6,20,31,42,18,33,39,18.9,13,934,79.7,25,35,53,22,28.6,993,50,26,52,41,-1,.,.,.,.,.,.,-1,-1,-1,18.9,12,890,74.1,22,36,31,-1,-1,-1,-1,-1,-1,-1,9,19,32,6,6,6,23.2,40,1097,71.4,50,67,64
"057907",19.4,21.3,1001,74.5,31,46,47,17.7,13.3,929,85,22,32,40,22,40,33,19.6,18.1,969,79,33,43,55,18.9,15.3,975,49.3,27,47,42,.,.,.,-1,.,.,.,0,38,13,19,26.3,1051,67.6,29,49,38,22.1,27.8,1075,69.2,44,80,56,5,14,21,4,7,7,21.6,40.8,1112,73.6,51,62,65
"057909",20,27,994,60.3,34,54,44,17.1,10,867,73.1,17,32,32,20,40,32,20.2,26.6,991,63.4,36,51,48,18.5,15,966,34.9,21,42,32,-1,0,973,52.9,25,50,29,1,23,5,19.5,27.4,998,56.6,33,57,41,21.3,32.6,1027,77,46,69,53,14,34,28,4,14,11,21.6,37.5,1046,64.6,47,66,55
"057910",19.3,22.8,979,49.9,29,50,38,17.8,9.4,874,74.9,20,36,33,20,43,27,19.3,21,974,55,35,48,46,18.9,18.4,964,28.2,20,43,29,-1,20,954,83.3,29,57,29,6,39,8,19.3,25.2,986,43.4,23,52,29,22,31.3,1012,87.3,51,73,58,14,36,25,0,14,4,21.1,33.3,1046,60.2,44,64,51
"057911",25.2,66.5,1174,-2,84,90,87,.,-1,-1,-1,-1,-1,-1,.,.,.,25.3,66.7,1168,-2,84,90,88,22.8,47.8,1137,-2,74,79,74,-1,-1,1076,-2,-1,-1,-1,-1,-1,-1,25.1,66.4,1179,-2,83,89,86,-1,100,1366,100,100,100,100,39,55,49,42,50,54,25,66.9,1170,-2,84,90,87
"057912",19.3,23.9,972,54.1,30,47,45,17,8.6,868,76.1,17,34,34,21,40,39,19.2,19.5,948,57.1,30,41,51,18.4,12.3,922,32.4,18,37,35,-1,14.3,1046,87.5,38,63,50,1,20,4,19.4,29.5,1005,50.2,30,54,39,23.1,44.2,1054,83.7,56,71,67,13,30,32,3,13,11,21,34.7,1032,66.8,46,62,60
"057913",16.9,3.6,834,61.9,10,22,23,16.7,3.4,825,64.2,7,17,21,13,25,24,16.6,1.9,824,67.5,9,19,25,18,0,951,42.9,31,58,33,.,.,.,.,.,.,.,-1,-1,-1,17.6,6.3,857,54.3,10,27,18,.,.,.,.,.,.,.,3,6,17,0,0,0,-1,16.7,-1,46.2,20,40,18
"057914",18.8,21.6,983,57.4,35,49,53,16.5,7,890,71.7,25,32,48,20,33,38,18.8,18.2,978,56.9,36,45,58,18.3,15.1,958,29.3,23,38,43,.,-1,993,42.9,22,33,67,0,14,0,18.7,26.1,990,57.1,35,53,47,20.5,30,1015,83.3,55,72,69,9,17,31,5,10,8,20.5,29.2,1018,60,44,59,59
"057916",22.6,43.5,1056,88.4,54,71,62,17.2,8.3,881,91,22,42,40,27,50,39,22.2,42.9,1047,89.4,55,69,64,20.3,25.4,981,50,30,54,40,-1,42.9,1047,63.6,60,91,60,0,29,0,22.7,44.2,1067,86.7,53,74,60,24.1,52,1110,85.6,64,82,67,16,37,31,11,33,16,23.9,54.4,1105,95.9,67,82,73
"057919",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057922",23.7,56.7,1135,94.7,73,86,79,-1,22.2,1009,56.3,36,57,47,45,55,50,23.6,54.7,1124,92.8,75,84,83,22.2,50,1110,86.7,76,85,82,-1,-1,-1,-2,-1,-1,-1,13,44,38,23.7,58.6,1145,96.7,72,87,76,24,60,1165,-2,68,88,72,39,57,54,18,18,25,23.8,57.5,1136,92.9,75,86,81
"058902",21.4,20,-1,83.3,50,83,50,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1
"058905",22.4,60,.,55.6,33,67,44,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,.,66.7,33,67,33,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,60,.,71.4,43,71,57
"058906",19.4,16.1,1046,36.5,17,34,36,-1,-1,.,11.1,0,38,13,8,19,24,19.5,11.8,1003,39.5,10,24,32,20.1,14.3,1016,26.9,13,27,32,.,.,.,.,.,.,.,.,.,.,19.3,21.4,-1,33.3,26,45,41,.,-1,.,-1,-1,-1,-1,0,11,17,0,0,0,19.9,20,-1,65.2,32,44,54
"058909",19.7,14.3,-1,58.3,55,64,55,.,.,.,.,.,.,.,63,75,63,-1,-1,.,60,60,60,60,-1,-1,.,42.9,33,50,33,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,57.1,50,67,50,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,80,80,80,80
"059901",19.8,21.3,1036,44.3,36,46,58,-1,-1,.,-1,-1,-1,-1,25,35,47,20.2,23.4,1047,46.5,40,44,68,18.4,11.6,-1,30.5,30,41,51,.,.,.,.,.,.,.,-1,-1,-1,19.4,19.5,1025,41,33,49,48,.,.,.,-1,-1,-1,-1,8,12,37,7,27,6,21.6,31.8,1000,77.2,50,58,72
"059902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"060902",20.4,20.7,-1,53.7,21,40,43,17.8,0,.,62.5,13,25,33,14,32,30,19.7,18.8,-1,64,26,42,61,.,.,.,-1,-1,-1,-1,.,-1,.,-1,-1,-1,-1,.,.,.,21.5,23.1,-1,44.8,17,38,29,.,.,.,.,.,.,.,7,7,41,-1,-1,-1,21.1,26.1,-1,52.3,21,42,45
"060914",.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1
"061802",-1,-1,-1,21.1,25,25,25,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30.8,40,40,40,-1,-1,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,0,33,33,33
"061901",20.5,30,1013,69.2,35,58,42,16.8,10.6,906,82.5,21,35,30,16,35,20,20.3,27.3,1002,72,36,52,46,17.8,8.5,917,43.3,17,38,29,-1,-1,1028,66.7,33,50,43,0,18,10,20.9,33.1,1026,66.4,34,64,38,23.1,50,1187,73.7,61,89,61,9,28,17,7,10,9,22,37.2,1039,70.1,42,67,47
"061902",21.9,42.4,1078,84.5,57,71,69,18.4,11.9,941,84,30,43,53,34,50,48,21.9,40.5,1069,85.9,58,67,73,20.3,31.3,1058,58.5,46,65,58,22.5,30.8,1029,92.9,50,60,57,8,55,11,21.7,44.6,1088,82.4,56,74,65,22.4,50.7,1125,90.7,69,84,79,21,38,40,9,14,20,22.5,46.6,1090,84.8,61,73,71
"061903",22.5,32.7,1040,61.8,50,71,60,.,-1,-1,-1,-1,-1,-1,18,65,18,22.4,28.6,1050,81.4,59,78,71,19.6,20,-1,33.3,15,62,14,.,.,.,.,.,.,.,.,.,-1,21.9,36.8,1023,41.3,42,65,49,.,.,.,.,.,.,.,20,44,25,-1,-1,-1,23.3,34,1054,65.3,56,75,68
"061905",23.6,37.1,1038,66,57,67,67,.,.,.,.,.,.,.,-1,-1,-1,23.6,30.4,995,76.7,64,64,79,-1,-1,-1,33.3,17,33,33,.,.,.,.,.,.,.,.,.,.,-1,45.5,1132,47.8,48,71,52,.,.,.,-1,-1,-1,-1,45,53,57,-1,-1,-1,24.3,40,1100,65.2,64,71,73
"061906",22.5,37,1046,56.3,44,88,46,.,.,.,.,.,.,.,-1,-1,-1,23.6,35.3,1019,56.7,48,88,52,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,21,40,1099,55.6,36,87,36,.,.,.,.,.,.,.,-1,-1,-1,.,-1,.,22.5,40,1054,54.3,46,87,49
"061907",21.6,35,1035,62.5,39,71,52,.,.,.,.,.,.,.,40,60,40,21.8,30,1001,64.5,50,75,72,.,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,21.1,40,1072,60.6,30,68,35,-1,-1,-1,-1,-1,-1,-1,25,33,33,.,-1,-1,21.3,33.3,1039,65,39,72,53
"061908",21.3,33,1023,52.1,40,51,60,-1,-1,.,-1,-1,-1,-1,26,42,35,21.8,31.8,999,51.8,39,48,65,-1,25,886,32,20,33,40,.,.,.,.,.,.,.,.,.,.,20.6,34.1,1049,52.4,41,54,56,-1,-1,-1,-1,-1,-1,-1,12,25,37,-1,-1,0,21.4,32.9,1040,54.3,42,53,63
"061910",23.5,50.5,1095,93.4,60,83,63,.,.,.,.,.,.,.,-1,-1,-1,22.5,51,1083,-2,67,81,73,-1,-1,1014,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,24.6,51.1,1108,83.9,54,84,55,.,-1,-1,-1,-1,-1,-1,13,27,40,-1,-1,-1,23.1,51.1,1095,91.1,58,82,62
"061911",20.4,33,1024,69.4,47,64,60,-1,14.3,909,93.3,8,25,46,22,48,29,20.4,29.4,1003,70.5,45,58,62,22.6,33.3,1042,38.3,39,61,46,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.2,36.6,1046,67.2,49,70,57,-1,60,-1,71.4,67,67,83,10,25,28,14,29,14,20.1,33.2,1028,71.9,49,66,62
"061912",19.8,19.6,991,70.8,36,62,51,17.7,0,886,85.7,15,38,54,25,42,42,19,20.9,984,76.1,36,51,57,18.2,25,1009,51.6,33,67,45,.,.,-1,-1,-1,-1,-1,.,.,.,20.8,18.6,998,65.4,36,71,46,-1,-1,-1,60,-1,-1,-1,15,40,33,-1,-1,20,20.8,22.3,1013,71.5,38,62,52
"061914",21.5,19.6,936,52.5,32,52,41,21,17.6,894,89.5,17,28,44,6,24,17,21.3,18.1,920,58.5,38,61,45,-1,4.8,892,36.2,20,42,28,.,.,.,.,.,.,.,0,0,0,22.2,22.9,970,43.2,22,38,35,.,-1,-1,40,-1,-1,-1,12,28,24,-1,-1,-1,22.5,24.2,959,54.1,39,60,45
"062901",20.7,29.1,1024,66.5,37,59,47,17,0,.,61.5,8,25,17,18,38,36,21,35.2,983,67.5,46,59,56,19.1,12.5,-1,43.2,26,42,45,.,.,.,.,.,.,.,.,.,.,20.8,25,1076,58.7,27,58,35,.,.,.,-1,-1,-1,-1,6,25,18,-1,-1,0,21.9,37.3,1012,72.1,44,69,51
"062902",.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1
"062903",20.6,22.6,1019,70.5,53,68,59,-1,20,-1,62.5,29,57,22,47,68,45,21.2,23.5,1050,69.4,57,64,64,20.6,27.3,-1,61.1,53,60,67,.,.,.,.,.,.,.,.,.,.,20,21.4,986,71.8,47,71,53,.,.,.,-1,.,.,.,30,47,38,-1,-1,-1,21.1,21.7,1011,75.4,55,71,62
"062904",20.7,12,926,56.8,38,56,51,.,.,.,.,.,.,.,23,23,54,21.6,14.3,899,66.7,45,50,73,-1,-1,-1,26.7,20,27,47,.,.,.,.,.,.,.,.,.,.,-1,9.1,961,47.8,30,61,30,.,.,.,.,.,.,.,7,14,43,-1,-1,-1,-1,14.3,932,72.4,47,70,53
"062905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"062906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"063903",19.4,25,.,38.1,16,58,16,.,.,.,-1,-1,-1,-1,0,43,0,19.2,16.7,.,50,25,50,25,-1,-1,.,11.1,14,57,14,.,.,.,.,.,.,.,.,.,.,-1,-1,.,11.1,0,71,0,.,.,.,.,.,.,.,0,20,0,.,.,.,18.6,16.7,.,54.5,18,64,18
"063906",18.9,14.3,.,100,43,79,64,.,.,.,.,.,.,.,33,78,56,20.5,33.3,.,100,50,67,83,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,17.8,0,.,100,38,88,50,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,19.5,18.2,.,100,45,73,73
"064903",-1,7.1,868,73.7,27,38,47,.,-1,-1,-1,-1,-1,-1,14,26,34,-1,9.7,886,73.8,31,38,54,-1,5.5,844,67.9,20,31,41,.,.,.,.,.,.,.,-1,-1,-1,-1,5.3,865,71.7,24,37,41,.,.,.,.,.,.,.,16,24,43,.,.,.,.,15.4,957,-2,64,73,73
"065901",23.2,50,-1,66.7,52,59,68,-1,-1,.,-1,-1,-1,-1,33,56,56,23.3,58.3,-1,92.3,58,58,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.2,33.3,.,42.9,47,60,56,.,.,.,.,.,.,.,0,13,33,-1,-1,-1,23.4,50,.,61.5,50,58,67
"065902",20.2,22.2,.,64.3,31,63,44,.,.,.,.,.,.,.,38,63,38,21.2,20,.,71.4,38,75,50,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,.,57.1,25,50,38,.,.,.,.,.,.,.,0,33,17,-1,-1,-1,19.8,12.5,.,61.5,29,64,43
"066005",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"066901",16,5.3,-1,90.5,18,41,32,.,.,.,.,.,.,.,19,44,25,14.1,0,.,-2,0,14,29,16.1,6.3,-1,76.2,18,41,32,.,.,.,.,.,.,.,-1,-1,-1,17.7,10,-1,66.7,27,53,33,.,.,.,.,.,.,.,18,41,29,-1,-1,-1,.,.,.,.,.,.,.
"066902",15.7,5.6,-1,50.7,16,30,30,.,.,.,.,.,.,.,17,28,30,16.7,10,.,55.6,14,27,32,15.5,5.9,.,49.3,16,30,30,.,.,.,.,.,.,.,-1,-1,-1,14.5,0,-1,45.7,19,33,27,.,.,.,.,.,.,.,8,19,20,-1,-1,-1,.,-1,-1,-1,-1,-1,-1
"066903",18.3,0,-1,76.7,21,36,36,.,.,.,.,.,.,.,23,38,46,18.4,0,-1,88,25,42,46,18.2,0,-1,74.2,14,32,32,.,.,.,.,.,.,.,.,.,.,18.1,0,-1,61.1,13,27,20,.,.,.,.,.,.,.,12,12,18,-1,-1,-1,19.3,0,-1,83.3,36,45,45
"067902",20.6,18.8,-1,24.6,28,57,31,-1,-1,.,16.7,-1,-1,-1,26,60,32,21.1,18.2,-1,36.7,38,62,44,-1,-1,.,22.2,60,60,80,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.6,14,52,14,.,.,.,.,.,.,.,0,33,0,.,.,-1,21.2,33.3,-1,18.4,25,59,26
"067903",21.4,24.2,1024,49.3,54,72,64,.,.,.,.,.,.,.,29,61,41,20.9,25,1017,61.5,51,62,68,.,-1,-1,33.3,22,33,30,.,.,.,.,.,.,.,-1,-1,-1,-1,22.2,1043,32.1,58,85,59,.,.,.,.,.,.,.,29,44,33,-1,-1,-1,20.1,26.7,1041,51.7,59,78,70
"067904",19,0,-1,45,37,47,53,.,.,.,.,.,.,.,38,46,54,18.6,0,-1,50,46,46,54,-1,-1,.,33.3,17,33,33,.,-1,-1,-2,.,.,.,.,.,.,-1,-1,-1,33.3,17,50,50,.,.,.,.,.,.,.,11,11,22,.,.,.,20.3,0,-1,42.9,46,54,62
"067907",-1,12.5,926,36.4,9,23,18,.,.,.,.,.,.,.,0,14,7,-1,16.7,-1,54.5,18,27,18,.,-1,-1,20,0,0,0,.,.,.,.,.,.,.,.,.,.,.,-1,-1,18.2,0,18,18,.,.,.,.,.,.,.,0,11,11,.,.,.,-1,14.3,934,41.2,12,29,24
"067908",19.8,23.1,-1,86.7,33,87,33,.,.,.,.,.,.,.,25,100,25,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,20.6,33.3,-1,81.8,27,91,27,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,20,25,-1,85.7,36,86,36
"068801",.,.,.,0,0,5,10,.,.,.,-1,-1,-1,-1,0,0,13,.,.,.,0,0,0,8,.,.,.,0,0,0,9,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,0,0,14,14,.,.,.,.,.,.,.,0,6,13,.,.,.,.,.,.,0,0,17,0
"068901",20.7,20.7,963,41.4,27,48,40,-1,0,814,50,12,17,38,19,37,36,20.9,18.5,960,42,30,48,48,18.7,9.1,915,29.1,21,41,36,-1,14.3,999,53.8,58,75,67,0,6,0,20.4,23.8,972,39.4,23,49,32,24.8,40,1066,83.3,60,73,60,8,22,27,4,7,9,21.7,30.3,1015,50.7,33,58,43
"069901",17.1,15,968,90.9,26,39,57,.,.,.,.,.,.,.,20,33,60,17.8,16.7,-1,100,33,33,67,14.8,7.7,-1,81.3,24,35,59,.,.,.,.,.,.,.,-1,-1,-1,16.8,14.3,-1,87.5,24,41,53,.,.,.,.,.,.,.,16,32,47,-1,-1,-1,19.4,28.6,-1,-2,33,50,50
"069902",20.6,22.2,-1,50,24,47,47,.,.,.,.,.,.,.,9,27,36,20.9,14.3,-1,63.6,27,64,55,-1,-1,-1,60,20,60,40,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,28.6,17,17,33,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,20.4,33.3,-1,46.2,25,42,50
"070801",-1,42.9,-1,43.8,36,47,36,.,.,.,.,.,.,.,-1,-1,-1,-1,40,-1,55.6,25,38,25,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,-1,-1,28.6,50,57,50,.,.,.,.,.,.,.,0,14,0,.,.,.,-1,42.9,-1,50,42,54,42
"070901",18,0,897,56.3,31,54,46,.,.,.,.,.,.,.,14,43,14,-1,-1,-1,44.4,29,57,57,-1,-1,-1,42.9,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,0,-1,71.4,33,50,33,.,.,.,.,.,.,.,20,40,20,.,.,.,-1,0,-1,66.7,22,33,44
"070903",20.6,25.4,1029,52.1,31,40,50,17.7,4,853,59.5,15,24,37,8,18,26,20.9,25,1044,55.7,28,34,57,18.3,11.8,-1,23.9,18,23,29,-1,.,.,.,.,.,.,0,0,20,20.7,26.7,1013,47.2,33,46,44,-1,-1,-1,-1,-1,-1,-1,12,19,37,.,.,-1,22.5,34.2,1053,60.3,41,54,65
"070905",-1,8,903,55.6,28,42,54,.,0,796,83.3,0,0,60,14,20,48,-1,6.7,867,56.6,22,34,51,-1,5,884,46.5,29,35,55,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,10,958,54.1,37,53,57,.,-1,-1,-2,.,.,.,13,25,43,-1,-1,-1,-1,13,938,57.5,32,54,53
"070907",18.9,18.2,1028,53.7,41,54,66,-1,-1,.,80,20,40,40,23,38,54,19.5,15.4,978,56.5,35,48,61,.,-1,.,20,20,60,40,-1,-1,-1,-1,-1,-1,-1,.,.,.,18,22.2,-1,50,50,61,72,.,.,.,.,.,.,.,6,22,39,-1,-1,-1,19.9,25,1043,53.3,47,53,73
