DISTRICT,DA0CA07R,DA0CC07R,DA0CS07R,DA0CT07R,DACRB07R,DACRM07R,DACRR07R,DB0CA07R,DB0CC07R,DB0CS07R,DB0CT07R,DBCRB07R,DBCRM07R,DBCRR07R,DECRB07R,DECRM07R,DECRR07R,DF0CA07R,DF0CC07R,DF0CS07R,DF0CT07R,DFCRB07R,DFCRM07R,DFCRR07R,DH0CA07R,DH0CC07R,DH0CS07R,DH0CT07R,DHCRB07R,DHCRM07R,DHCRR07R,DI0CA07R,DI0CC07R,DI0CS07R,DI0CT07R,DICRB07R,DICRM07R,DICRR07R,DLCRB07R,DLCRM07R,DLCRR07R,DM0CA07R,DM0CC07R,DM0CS07R,DM0CT07R,DMCRB07R,DMCRM07R,DMCRR07R,DP0CA07R,DP0CC07R,DP0CS07R,DP0CT07R,DPCRB07R,DPCRM07R,DPCRR07R,DRCRB07R,DRCRM07R,DRCRR07R,DSCRB07R,DSCRM07R,DSCRR07R,DW0CA07R,DW0CC07R,DW0CS07R,DW0CT07R,DWCRB07R,DWCRM07R,DWCRR07R
"105904",23.7,55.2,1120,95.8,69,78,77,-1,-1,-1,-2,-1,-1,-1,60,90,70,23.7,51.9,1110,98.5,73,78,84,22.4,36.8,1058,86.4,65,74,74,-1,-1,-1,-1,-1,-1,-1,.,.,.,23.8,59.6,1135,92.5,63,78,68,-1,-1,-1,-2,-1,-1,-1,30,44,41,13,25,38,23.8,57.5,1125,93.9,69,79,77
"105905",21,27.6,1015,81.1,43,67,51,.,-1,-1,-1,-1,-1,-1,30,40,50,21.3,27.7,1009,85.5,49,60,61,-1,16.7,1058,54.5,36,64,36,-1,-1,-1,-2,.,.,.,-1,-1,-1,20.3,27.5,1022,76.1,37,75,40,.,.,-1,.,.,.,.,29,46,38,-1,-1,-1,21,29.1,1019,79.2,44,67,52
"105906",19.1,20.6,954,71,31,54,42,-1,0,781,68.2,10,18,19,16,40,22,19,20.1,942,75.8,33,51,48,17.6,6,883,64.1,21,45,35,.,-1,1004,-1,-1,-1,-1,-1,-1,-1,18.9,21.3,971,66,29,58,36,.,-1,-1,-1,-1,-1,-1,7,18,24,4,6,16,20.6,32.8,1016,76.1,42,65,50
"106901",19.6,22.6,-1,88.6,39,54,54,.,.,.,.,.,.,.,-1,-1,-1,19,26.3,-1,-2,33,57,52,-1,-1,.,66.7,40,33,50,.,.,.,.,.,.,.,.,-1,-1,20.3,18.2,-1,64.7,47,50,56,.,-1,.,-1,-1,-1,-1,0,0,44,-1,0,0,19.3,20,-1,89.3,38,56,53
"107901",22.2,33.3,989,56.3,39,59,50,-1,0,923,52.9,16,32,20,17,36,29,22.8,36.8,998,50.7,40,53,56,-1,12.5,929,23.5,17,40,37,.,.,-1,.,.,.,.,0,29,0,21.6,31.4,984,60,38,63,46,.,.,.,.,.,.,.,2,24,14,0,0,17,23.3,40.3,1003,66.1,50,69,60
"107902",20.2,24.2,982,39.8,31,39,61,-1,0,-1,62.5,14,29,57,27,38,49,20.7,24.2,1000,41.3,34,37,76,.,-1,918,33.3,27,36,55,.,.,.,-1,.,.,.,-1,-1,-1,19.4,24.2,965,38.4,28,41,48,-1,-1,-1,-1,-1,-1,-1,9,16,44,-1,-1,-1,21.4,26.8,989,38.9,32,39,63
"107904",18,10,-1,25.6,22,48,25,.,.,.,.,.,.,.,18,55,18,19,-1,-1,23.5,27,31,33,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,17,0,-1,27.3,18,65,18,.,.,.,.,.,.,.,0,8,8,-1,-1,-1,18.4,10,-1,26.3,23,50,26
"107905",20.7,8.6,925,43.8,26,54,41,.,.,.,.,.,.,.,17,47,38,21,4.5,919,50,30,51,51,.,-1,-1,40,0,40,0,.,.,.,.,.,.,.,.,.,.,-1,15.4,926,36.1,21,58,28,.,.,.,-1,.,.,.,11,32,30,-1,-1,-1,20.4,9.1,931,44.6,28,55,43
"107906",17.8,15.8,1002,31.7,36,53,51,-1,-1,-1,33.3,22,44,44,32,55,41,-1,20,-1,19.2,29,46,50,.,-1,-1,14.3,17,17,17,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,16.6,14.3,979,41.2,41,59,52,-1,.,.,.,.,.,.,12,23,33,-1,-1,-1,20,21.4,1024,32.6,43,62,59
"107907",16.3,22.2,-1,100,10,50,17,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,80,17,67,13,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,16.7,-1,85.7,0,57,11
"107908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"107910",20.8,11.1,-1,28.1,22,45,34,.,.,.,-1,-1,-1,-1,0,0,13,-1,0,-1,30,35,60,50,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,25,0,23,8,.,.,.,.,.,.,.,8,7,31,.,-1,.,20.8,11.1,-1,32.1,25,52,36
"108801",-1,-1,.,2.2,3,20,6,.,.,.,.,.,.,.,4,28,4,-1,-1,.,4,6,15,11,-1,-1,.,0.8,3,18,6,.,.,.,.,.,.,.,-1,-1,0,.,.,.,0,0,27,0,.,.,.,.,.,.,.,5,23,5,-1,-1,-1,-1,-1,.,16.7,-1,-1,-1
"108802",.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"108804",-1,0,-1,10.7,5,35,10,.,.,.,.,.,.,.,6,35,12,-1,-1,-1,14.8,13,38,13,-1,0,-1,11.3,5,37,11,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,6.9,0,33,8,.,.,.,.,.,.,.,6,35,12,.,.,.,.,.,.,-1,-1,-1,-1
"108807",18.8,13.8,903,-2,29,83,38,.,.,.,.,.,.,.,22,83,33,18.6,8.3,890,-2,45,73,64,18.1,11.1,897,-2,27,82,36,.,.,.,.,.,.,.,-1,-1,-1,18.9,17.6,913,-2,15,92,15,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"108808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"108902",16.5,3.4,930,78,24,47,42,-1,-1,.,-1,-1,-1,-1,26,46,46,16.4,3.1,920,86.7,26,44,50,16.6,3.2,914,75.2,24,47,41,.,.,.,.,.,.,.,0,7,0,16.8,4,-1,66.9,21,51,31,.,.,.,.,.,.,.,13,35,34,0,0,0,-1,-1,-1,80,-1,-1,-1
"108903",16.3,7.9,822,81.2,25,40,49,.,.,.,.,.,.,.,27,40,49,15.8,4.1,798,-2,28,34,60,16.5,7.7,825,77.9,25,40,49,.,.,.,.,.,.,.,0,0,0,16.9,12.7,851,64.8,23,44,41,.,-1,-1,-1,-1,-1,-1,7,20,29,0,0,0,.,-1,-1,-2,.,.,.
"108904",17.1,6.1,944,88.7,24,41,40,-1,-1,-1,-1,-1,-1,-1,21,39,37,17.1,4.6,927,96.1,24,37,47,17.1,5.5,952,85.7,24,41,40,.,.,.,.,.,.,.,0,14,0,17.2,7.8,969,81,24,46,34,20.2,18.2,-1,-2,50,70,50,6,17,25,0,5,5,18.3,17.9,988,87.5,31,38,59
"108905",15.7,4,862,71.1,27,56,36,-1,-1,.,-2,.,.,.,25,56,34,15.5,3.8,934,91.2,35,58,49,15.7,3,855,69.7,27,56,36,.,.,.,.,.,.,.,0,53,0,16,4.1,826,57.6,20,55,27,.,.,.,.,.,.,.,5,33,16,-1,-1,-1,.,-1,-1,-2,.,.,.
"108906",18.6,18.3,967,79.9,36,59,44,-1,25,959,88.9,33,44,67,28,56,36,18.5,16.6,955,86.5,37,55,49,18.2,13.4,943,76.1,31,57,39,-1,.,-1,.,.,.,.,0,20,0,18.5,20.5,982,72.5,34,64,39,24.9,58.1,1136,96.9,90,97,90,11,33,22,0,11,2,20.5,36.3,1019,87.3,54,69,64
"108907",17.8,7.9,947,79.3,37,54,52,.,.,.,.,-1,-1,-1,36,54,51,17.7,11,1009,85,37,48,56,17.8,8.1,949,78.4,38,54,53,.,.,.,.,.,.,.,0,29,0,17.8,4.1,780,73.3,38,61,48,.,.,.,.,.,.,.,15,31,36,0,13,0,-1,-1,-1,-1,20,60,20
"108908",17.3,6.8,936,70.3,26,46,41,-1,-1,-1,-2,-1,-1,-1,23,44,36,17.5,5.7,924,73.4,26,46,44,17.2,6.4,932,68.5,25,45,40,.,.,.,.,.,.,.,0,20,0,17,8,950,66.8,25,46,38,.,-1,-1,-2,.,.,.,10,25,30,-1,20,0,16.6,16.7,991,80,40,53,67
"108909",16.9,5.7,870,91.7,29,44,47,.,-1,.,-2,.,.,.,27,42,44,16.8,4.1,861,98.2,31,40,53,16.9,5.7,866,89.7,29,44,47,.,.,-1,.,.,.,.,4,15,6,17.1,8.1,899,82.8,27,48,38,-1,-1,-1,-1,-1,-1,-1,13,25,34,0,3,3,17.7,0,-1,75,38,44,44
"108910",17.3,2.1,-1,79.7,19,37,39,.,.,.,.,.,.,.,17,36,38,17.9,4,-1,80.6,19,26,39,17.3,2.1,-1,79.7,19,37,39,.,.,.,.,.,.,.,-1,-1,-1,16.5,0,-1,78.6,19,50,38,.,.,.,.,.,.,.,7,17,33,-1,-1,-1,.,.,.,.,.,.,.
"108911",18.4,20.1,972,77.1,34,61,44,.,-1,-1,-1,-1,-1,-1,25,53,35,18,21.2,966,84,37,55,49,18,16.8,956,69.9,32,59,42,-1,-1,-1,-2,.,.,.,0,32,0,18.2,18.8,981,68.2,31,67,38,-1,66.7,1144,-2,50,83,50,14,36,29,0,0,20,19.3,29.1,1013,91.7,46,68,56
"108912",17.1,2.4,926,50.7,23,46,34,.,.,.,.,.,.,.,22,46,33,17,2.1,921,59.2,25,42,41,17.1,2.5,923,49.7,22,46,34,.,.,.,.,.,.,.,0,23,0,17.1,2.8,-1,42.8,20,50,27,-1,.,.,.,.,.,.,12,34,23,11,7,10,-1,-1,-1,80,-1,-1,-1
"108913",17.3,6.8,942,68.5,28,46,46,-1,-1,-1,-1,-1,-1,-1,26,43,44,16.9,4.7,926,74.4,28,39,50,17.3,6.3,934,65.3,28,45,45,.,.,.,.,.,.,.,0,17,0,17.8,9.6,964,62,29,55,40,.,.,.,.,.,.,.,12,28,32,13,11,17,20.8,21.7,1045,-2,50,64,55
"108914",16.6,0,723,42.9,9,18,23,.,.,.,.,.,.,.,10,20,23,16.9,0,723,42.9,5,10,29,16.4,0,723,42.9,9,18,23,.,.,.,.,.,.,.,-1,-1,-1,16.3,0,.,42.9,14,29,14,.,.,.,.,.,.,.,4,4,20,.,.,-1,.,.,.,.,.,.,.
"108915",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"108916",15.9,1.6,.,80.9,24,46,39,-1,-1,.,-2,.,.,.,24,46,40,16.2,1.5,.,86.7,26,37,43,16,1.7,.,77.1,24,46,39,.,.,.,.,.,.,.,0,35,0,15.7,1.6,.,75.6,22,54,34,.,.,.,.,.,.,.,11,32,30,0,29,0,.,.,.,.,.,.,.
"109901",21.9,30,-1,83.3,58,75,67,-1,-1,.,-2,-1,-1,-1,-1,-1,-1,20.4,22.2,-1,-2,67,67,78,.,.,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,23.4,25,-1,80,70,80,80
"109902",18.8,0,-1,66.7,64,75,73,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,66.7,80,83,80,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,66.7,50,67,67,.,.,.,.,.,.,.,.,-1,.,.,.,.,-1,0,-1,66.7,78,89,89
"109903",20.3,6.7,-1,78.9,25,52,35,.,.,.,.,.,.,.,40,80,40,20.7,0,-1,72.7,27,55,36,-1,-1,.,-2,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,19.7,14.3,-1,87.5,22,50,33,.,.,.,.,.,.,.,20,40,20,-1,-1,-1,20.6,7.1,-1,73.7,26,55,37
"109904",18.7,22.7,978,57.1,43,51,61,-1,0,-1,46.2,8,15,31,40,42,62,18.9,20,952,57.7,44,50,64,18.8,22.2,1055,28.1,44,50,65,.,.,.,.,.,.,.,.,.,.,18.3,28.6,1033,56,41,52,56,.,-1,-1,-1,-1,-1,-1,11,20,30,-1,-1,-1,20.3,29.6,1007,87.1,55,66,69
"109905",18.8,10,962,66.7,21,47,34,-1,-1,-1,-2,-1,-1,-1,0,63,0,20.3,16.7,-1,63.2,28,50,39,.,-1,.,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,15.6,0,-1,72.7,9,42,27,.,.,.,.,.,.,.,0,15,33,-1,-1,-1,18,6.7,-1,60,21,46,33
"109907",18.8,16.7,889,-2,54,69,58,-1,-1,.,-1,20,40,17,43,67,47,19,20.8,921,-2,63,79,67,16.5,10,-1,90.9,50,67,58,.,.,.,.,.,.,.,.,.,.,18.3,9.1,825,84.6,36,50,42,.,.,.,.,.,.,.,25,46,23,-1,-1,-1,21.4,29.4,1062,89.5,67,79,72
"109908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"109910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"109911",21.4,29.3,1019,49.4,38,50,59,-1,-1,.,-1,-1,-1,-1,14,34,37,22.3,30.4,984,54.8,40,40,76,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,20.3,27.8,1070,43.9,35,60,43,.,.,.,-1,-1,-1,-1,25,35,50,.,.,-1,22,32.4,1028,49.3,39,50,63
"109912",-1,25,963,72.7,9,55,17,.,.,.,.,.,.,.,14,43,13,-1,-1,-1,-1,-1,-1,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,20,-1,71.4,0,57,0,.,.,.,.,.,.,.,-1,-1,0,.,.,-1,-1,25,963,72.7,9,55,17
"109913",19.6,14.3,-1,41.2,17,33,28,.,-1,-1,-1,-1,-1,-1,0,17,17,-1,-1,.,33.3,40,60,60,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,0,-1,45.5,8,23,15,.,.,.,.,.,.,.,0,11,11,-1,-1,-1,-1,20,-1,38.5,15,38,23
"109914",-1,0,962,37.5,0,21,8,.,.,.,.,.,.,.,0,25,0,-1,0,-1,38.5,0,27,10,.,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,0,0,13,.,.,.,-1,0,962,38.5,0,27,10
"110901",17.8,5.3,-1,65.5,32,64,50,.,-1,.,-1,-1,-1,-1,23,69,31,17.5,10,-1,62.5,33,53,60,19.6,14.3,-1,46.7,29,50,50,.,.,.,.,.,.,.,.,.,.,18.1,0,.,69.2,31,77,38,.,.,.,.,.,.,.,27,40,53,.,.,.,16.7,0,.,84.6,38,77,54
"110902",20.1,23.6,1023,50.3,35,47,53,-1,-1,-1,28.6,0,0,43,19,29,42,20,25,1015,47.4,32,41,55,18.4,7.4,918,38,18,30,43,.,-1,-1,-2,.,.,.,.,.,.,20.3,22.2,1033,53.7,39,55,52,.,.,.,.,.,.,.,10,19,38,-1,-1,-1,21.5,37.5,1089,61.5,58,71,66
"110905",19.2,18.2,1035,91.7,50,67,58,.,.,.,.,.,.,.,-1,-1,-1,-1,40,-1,83.3,67,67,83,-1,0,-1,83.3,50,83,50,.,.,.,.,.,.,.,.,.,.,17.4,0,-1,100,33,67,33,.,.,.,.,.,.,.,17,50,33,.,.,.,19.8,33.3,-1,100,50,50,67
"110906",20.6,20,983,65.2,30,61,35,-1,-1,.,-1,-1,-1,-1,18,64,27,20.8,20,1020,90.9,50,75,50,-1,-1,-1,42.9,29,57,29,.,.,.,.,.,.,.,.,.,.,-1,20,-1,41.7,9,45,18,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,21.8,27.3,1017,73.3,33,67,40
"110907",20.9,16,941,73.5,48,79,59,.,.,.,.,.,.,.,25,78,38,-1,12.5,894,80,47,75,58,.,12.5,829,50,29,67,53,.,.,.,.,.,.,.,.,.,.,-1,22.2,1007,64.3,50,86,60,.,.,.,.,.,.,.,17,86,33,-1,-1,-1,20.4,17.6,985,94.4,63,89,63
"110908",22.3,50,-1,72.7,64,73,73,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.7,50,67,67,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,80,80,80,80,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,80,-1,83.3,83,83,83
"111901",21.7,33.6,1018,61.6,35,49,51,-1,-1,-1,-1,-1,-1,-1,22,37,37,21.6,30,1006,61.6,34,43,58,18.9,20,929,33.3,16,38,20,-1,-1,-1,-1,-1,-1,-1,0,50,0,21.8,36.3,1032,59.5,36,55,44,-1,-1,1100,-2,-1,-1,-1,6,14,28,0,0,13,21.8,32,1023,61,36,50,53
"111902",-1,14.3,951,73.7,37,47,50,.,.,.,.,.,.,.,.,.,.,-1,0,924,75,38,50,44,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,25,970,72.7,36,45,55,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,15.4,987,72.2,33,44,47
"111903",19.6,16.3,914,91.5,30,54,54,.,.,.,.,.,.,.,14,43,43,20.5,26.9,-1,96.3,41,59,67,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,18.1,0,-1,85,17,48,39,.,.,.,.,.,.,.,0,25,63,-1,-1,-1,19.6,16.7,914,91.3,31,53,55
"112901",21.2,25.7,993,52.2,29,48,44,16,0,770,40.6,0,16,9,14,37,22,21.1,27.3,992,55.6,31,48,49,.,-1,-1,11.1,12,38,23,-1,.,-1,.,.,.,.,0,33,0,21.2,24.5,995,48.2,27,49,38,.,.,.,.,.,.,.,13,27,34,-1,-1,17,21.8,30.4,1028,61.3,38,57,56
"112905",22,50,.,33.3,29,35,65,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,50,50,50,100,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,.,20,18,27,45,.,.,.,.,.,.,.,0,0,50,-1,-1,-1,22,50,.,35.3,31,38,63
"112906",20.6,22.2,-1,69.2,23,46,37,-1,-1,.,-1,-1,-1,-1,8,31,14,20.2,16.7,-1,85.7,20,40,47,-1,-1,.,50,0,17,17,.,.,.,.,.,.,.,-1,-1,-1,21.6,33.3,-1,50,27,55,25,.,.,.,.,.,.,.,0,0,10,-1,-1,-1,21.8,23.1,-1,68.4,32,53,45
"112907",17.9,15.4,.,86.7,13,13,33,.,.,.,.,.,.,.,-1,-1,-1,17,11.1,.,-2,13,13,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,50,14,14,14,.,.,.,.,.,.,.,0,0,23,-1,-1,-1,17.9,15.4,.,86.7,13,13,33
"112908",22,25,928,44.4,56,78,61,.,.,.,-1,.,.,.,47,71,59,21.4,20,939,50,71,81,86,-1,0,790,64.3,43,64,50,.,.,.,.,.,.,.,.,.,.,-1,33.3,908,37.5,42,75,40,.,.,.,.,.,.,.,48,76,56,-1,-1,-1,23.1,40,1065,38.5,61,84,66
"112909",-1,40,-1,41.7,22,40,33,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.7,20,50,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,16.7,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,36.4,25,44,38
"112910",.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1
"113901",18.3,7.7,894,63.9,17,42,24,14,0,818,48.6,3,21,9,0,32,4,16.6,4.5,903,62.9,12,41,21,-1,-1,-1,40,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,11.8,884,65.4,24,44,28,.,.,-1,.,.,.,.,3,19,10,-1,-1,-1,21,15,930,95.2,43,76,52
"113902",19.7,23.5,1006,51.5,15,24,33,15.4,0,.,50,0,0,0,0,0,27,21,27.3,1006,57.9,21,32,47,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,17.5,16.7,.,42.9,7,14,14,-1,-1,.,-1,-1,-1,-1,0,5,20,.,.,.,21.3,30,1006,50,20,35,45
"113903",19.7,16,951,86.2,30,39,60,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,19.6,15.4,952,86.7,31,38,75,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,19.6,16.7,951,85.7,29,40,43,.,.,.,.,.,.,.,0,17,20,-1,-1,-1,20.3,19,939,80.8,30,32,63
"113905",17.2,17.2,838,-2,22,44,33,.,-1,-1,-2,-1,-1,-1,11,33,33,17,13.3,790,-2,33,50,58,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,17.5,21.4,894,100,13,40,13,-1,.,-1,.,.,.,.,11,37,16,-1,-1,-1,17,20.8,823,-2,27,45,36
"113906",16.9,20,-1,83.3,20,20,20,13,0,.,-2,-1,-1,-1,-1,-1,-1,16.8,14.3,-1,-2,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,37.5,17,17,17,.,.,.,.,.,.,.,0,0,0,.,.,.,-1,40,-1,62.5,33,33,33
"114901",21,31.3,1126,37.6,33,56,39,-1,0,.,50,10,20,30,25,48,32,20.5,25,1133,35,31,49,38,19.3,6.7,-1,18.8,23,47,31,.,.,.,-1,-1,-1,-1,-1,-1,-1,21.4,35.9,1119,39.8,34,61,40,-1,-1,-1,-1,-1,-1,-1,14,25,22,0,0,0,22.2,37.2,1121,51.2,42,67,45
"114902",20.6,24.1,.,55.8,27,45,45,.,.,.,.,.,.,.,13,38,25,22.3,38.5,.,50,28,40,56,-1,-1,.,30.8,9,36,18,.,.,.,.,.,.,.,.,.,.,19.1,12.5,.,61.5,27,50,35,.,.,.,.,.,.,.,12,27,31,-1,-1,-1,20.4,28,.,64.1,33,48,53
"114904",21.7,35.7,-1,46.7,47,61,60,.,.,.,.,.,.,.,20,50,40,21.4,16.7,.,54.5,78,78,89,.,-1,-1,16.7,14,43,43,.,.,.,.,.,.,.,.,.,.,22,50,-1,42.1,33,55,48,.,.,.,.,.,.,.,25,50,42,-1,-1,-1,22.6,41.7,.,50,57,67,65
"115901",14.8,0,771,75,32,68,32,.,.,.,.,.,.,.,29,71,29,16.4,0,792,90,33,78,33,15.1,0,771,75,32,68,32,.,.,.,.,.,.,.,-1,-1,-1,-1,0,-1,60,30,60,30,.,.,.,.,.,.,.,20,67,20,.,.,.,.,.,.,.,.,.,.
"115902",.,0,756,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-2,.,.,.,.,0,733,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,748,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-2,.,.,.
"115903",17.7,14.3,.,77.8,38,50,44,.,.,.,.,.,.,.,17,33,29,-1,-1,.,-1,-1,-1,-1,-1,20,.,83.3,33,50,50,.,.,.,-1,.,.,-1,.,.,.,16.7,0,.,85.7,17,33,29,.,.,.,.,.,.,.,17,33,29,.,.,.,-1,-1,.,-1,-1,-1,-1
"116801",.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.
"116901",19.8,21.8,1000,77.5,51,67,68,-1,-1,-1,-1,-1,-1,-1,45,45,67,19.9,17.2,959,87.9,37,46,68,-1,0,-1,54.5,20,40,70,.,.,.,.,.,.,.,.,.,.,19.3,29.2,1054,63.2,65,88,68,.,.,.,.,.,.,.,30,30,60,-1,-1,-1,20,26.7,1026,77.6,57,72,68
"116902",20.2,21.7,1012,76.7,50,58,73,.,.,.,.,.,.,.,30,36,60,19.4,15.4,-1,76.5,39,50,61,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,22.6,30,-1,76.9,67,69,92,.,.,.,.,.,.,.,33,29,50,-1,-1,-1,20.7,23.8,1012,75,54,59,75
"116903",18.9,14.3,1020,53.2,24,35,51,16.6,0,-1,48,3,3,40,5,14,39,19.7,25,1079,46.5,22,33,60,-1,-1,.,22.2,20,20,60,.,.,.,.,.,.,.,-1,-1,-1,17.7,4.5,-1,61.1,26,38,38,-1,-1,-1,-1,-1,-1,-1,3,6,44,-1,-1,-1,19.9,19.2,1099,61.9,36,58,54
"116905",19.4,23.3,994,58.2,32,45,52,15.8,4.3,805,48.9,10,19,36,11,29,30,19.5,20.8,973,55,27,36,54,17.5,23.5,941,37,15,32,37,-1,-1,-1,-1,-1,-1,-1,0,17,0,19,25.9,1018,60.9,37,54,50,-1,-1,-1,-2,-1,-1,-1,3,15,28,0,0,0,20.9,26.6,1013,62.6,43,55,61
"116906",20.3,19.4,947,81.8,37,67,41,.,.,.,.,.,.,.,-1,60,-1,20.8,21.7,941,88.5,43,67,48,.,.,.,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,19.9,15.4,960,72.2,28,67,33,.,.,.,.,.,.,.,10,40,20,-1,-1,-1,20.5,19.4,933,83.7,38,66,43
"116908",17.9,17,963,37.3,19,41,29,.,.,.,-1,.,.,-1,12,32,23,18.7,14.3,941,39.4,13,32,29,-1,-1,.,20,0,20,0,.,.,.,.,.,.,.,-1,-1,-1,17.2,21.1,1007,34.5,27,53,30,.,.,-1,-1,.,.,.,6,11,23,-1,-1,0,16.8,17.4,955,38.7,20,42,31
"116909",20.7,22.7,1031,66.7,33,59,42,-1,-1,.,-2,-1,-1,-1,25,58,33,20.2,22.2,998,60,33,67,47,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,21,23.1,1064,72.2,33,53,39,.,.,.,.,.,.,.,11,30,22,-1,-1,-1,21.4,27.8,1052,60,34,60,45
