DISTRICT,DA0CA10R,DA0CC10R,DA0CS10R,DA0CT10R,DACRB10R,DACRM10R,DACRR10R,DB0CA10R,DB0CC10R,DB0CS10R,DB0CT10R,DBCRB10R,DBCRM10R,DBCRR10R,DECRB10R,DECRM10R,DECRR10R,DF0CA10R,DF0CC10R,DF0CS10R,DF0CT10R,DFCRB10R,DFCRM10R,DFCRR10R,DH0CA10R,DH0CC10R,DH0CS10R,DH0CT10R,DHCRB10R,DHCRM10R,DHCRR10R,DI0CA10R,DI0CC10R,DI0CS10R,DI0CT10R,DICRB10R,DICRM10R,DICRR10R,DLCRB10R,DLCRM10R,DLCRR10R,DM0CA10R,DM0CC10R,DM0CS10R,DM0CT10R,DMCRB10R,DMCRM10R,DMCRR10R,DRCRB10R,DRCRM10R,DRCRR10R,DSCRB10R,DSCRM10R,DSCRR10R,DW0CA10R,DW0CC10R,DW0CS10R,DW0CT10R,DWCRB10R,DWCRM10R,DWCRR10R,D20CA10R,D20CC10R,D20CS10R,D20CT10R,D2CRB10R,D2CRM10R,D2CRR10R,D30CA10R,D30CC10R,D30CS10R,D30CT10R,D3CRB10R,D3CRM10R,D3CRR10R,D40CA10R,D40CC10R,D40CS10R,D40CT10R,D4CRB10R,D4CRM10R,D4CRR10R
"058905",23.1,57.1,-1,70,82,82,82,.,.,.,.,-1,-1,-1,83,83,83,25,80,.,83.3,-4,-4,-4,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,60,60,-1,-1,-1,-1,-1,-1,24.2,66.7,-1,66.7,89,89,89,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"058906",19.2,12.8,1044,41.1,37,45,56,-1,-1,.,-1,-1,-1,-1,26,31,43,19.2,11.1,-1,36,34,40,59,17.3,0,-1,28.6,24,33,47,.,.,.,.,-1,-1,-1,-1,-1,-1,19.2,14.3,-1,46.7,40,50,53,13,22,37,-3,-3,17,20.6,22.7,-1,66.7,66,70,78,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"058909",19.8,0,.,75,44,89,44,.,.,.,.,-1,-1,-1,-1,-1,-1,19.6,0,.,100,40,-4,40,-1,-1,.,80,17,83,17,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"059901",19.4,16.4,1014,56,44,48,60,-1,-1,.,-1,-1,-1,-1,35,39,51,18.9,12.7,977,57.8,41,42,67,17.9,7.3,1010,48.5,35,39,54,.,.,.,.,-1,-1,-1,-1,-1,-1,19.9,20.3,1051,54.1,46,55,53,8,9,29,-3,-3,-3,22.6,36.1,1050,80,77,82,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"059902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"060902",21,18.5,1023,58.7,51,66,67,17.2,0,.,62.5,25,38,56,30,48,59,20.7,12.5,1032,69.6,55,57,76,-1,-1,.,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.5,27.3,-1,47.8,48,74,58,20,23,67,-1,-1,-3,22.4,25,1028,54.1,56,71,69,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"060914",-1,0,-1,41.7,18,55,31,-1,-1,-1,-1,-1,-1,20,29,57,44,-1,-1,-1,57.1,17,67,43,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,40,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,42.9,33,67,43,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"061802",-1,60,-1,17.2,56,69,82,.,.,.,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.7,63,63,88,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.2,50,75,78,50,67,75,-1,-1,-1,-1,60,-1,26.3,50,60,82,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"061803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"061901",21.1,32.9,1026,61.6,54,67,67,18,6.3,870,74.8,31,45,51,37,52,53,20.8,28.9,1006,65.7,57,67,72,19.4,16.9,965,46.9,39,56,54,-1,50,-1,85.7,75,75,75,10,27,15,21.5,37.6,1049,57.4,52,66,63,26,40,46,10,17,16,22.7,43.5,1076,64.5,65,76,76,-1,37.5,908,57.1,42,50,77,23.5,54.2,1140,85.7,70,78,81,.,.,.,.,-1,-1,-1
"061902",23.3,48.9,1101,76.8,73,81,82,19.5,21.7,968,81.9,51,58,70,50,62,64,23.1,47.8,1089,79,74,79,85,21,33.3,1039,51,59,71,71,22.3,50,1112,66.7,87,87,87,12,43,16,23.4,50.1,1114,74.6,72,82,80,33,46,56,18,36,37,24.1,53.5,1115,81.4,78,85,86,23.9,57.9,1131,80,83,89,89,24.7,60.1,1155,95.8,80,89,85,-1,-1,-1,-1,-1,-1,-1
"061903",21.3,33.3,1013,58.2,63,72,80,-1,-1,.,-1,-1,-1,-1,37,48,61,21.6,38.2,1002,69.4,67,73,86,17.8,0,-1,41.2,22,28,56,.,.,.,.,-1,-1,-1,-1,-1,-1,20.8,26.1,1029,46.9,59,71,75,5,9,52,-1,-1,-3,22.3,39.6,1025,62.3,74,85,87,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"061905",21.5,29.3,995,64.4,52,65,70,.,.,.,.,-1,-1,-1,27,47,63,21.1,26.7,960,66.7,48,57,69,-1,-1,-1,23.5,25,50,56,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,21.9,32.1,1025,62.2,56,73,71,9,18,49,-1,-1,-1,22.1,32.1,999,73.6,58,68,74,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"061906",23.2,45.2,1075,57.5,70,88,73,.,.,.,.,-1,-1,-1,59,76,72,22.4,37.5,1031,60,73,86,79,-1,40,-1,35.7,64,91,64,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,23.7,55.6,1131,54.5,67,89,67,33,33,60,14,29,29,22.5,44.1,1065,61.8,69,86,73,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"061907",22.1,30.5,1027,65.6,77,91,82,.,.,.,-1,-1,-1,-1,63,84,63,22.9,23.3,999,68.2,84,93,91,-1,0,-1,31.3,60,80,65,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,21.2,37.9,1061,63,70,89,73,50,50,86,-1,-1,-4,22.7,34.7,1026,74.2,78,93,84,-1,-1,-1,80,-4,-4,-4,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"061908",22,29.2,1007,50.8,50,61,66,.,.,.,-1,-1,-1,-1,50,57,65,22.2,28.6,1010,56.5,49,52,70,22.4,33.3,-1,28.6,36,55,52,.,.,.,.,-1,-1,-1,-1,-1,-1,21.6,30,1005,45.5,51,69,62,7,22,40,17,33,20,22,29.3,1017,58,53,62,69,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"061910",24.6,53.4,1093,92.8,82,90,87,.,.,.,.,-1,-1,-1,57,86,57,24.2,45.2,1044,93.3,85,93,89,-1,33.3,1098,75,75,88,75,.,.,.,.,-1,-1,-1,-1,-1,-1,24.8,59,1127,92.4,81,88,86,56,60,80,-1,-1,40,24.9,54.7,1091,93.1,83,90,88,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"061911",22.5,30.9,1009,66.6,64,71,81,17.8,9.4,884,71.1,41,45,73,43,55,63,22.2,24.6,990,68.1,62,66,82,22.9,22.6,937,58.2,49,57,69,-1,-1,-1,60,80,80,80,-1,-1,-1,22.8,37.4,1028,65.1,66,75,80,36,45,67,13,19,21,22.7,33.1,1026,67.9,70,76,85,.,.,.,.,-1,-1,-1,26.2,53.3,1124,65.2,65,70,80,.,.,.,.,-1,-1,-1
"061912",21.5,33.1,1016,67.5,68,72,86,18.5,21.4,945,-2,46,54,77,49,48,80,20.8,23.6,986,67.3,58,62,87,-1,41.7,977,38.7,48,52,69,.,.,.,-1,-1,-1,-1,20,20,20,22.2,40.9,1041,67.7,76,81,85,42,46,77,-1,17,63,22,36.7,1040,68.6,74,77,91,-1,0,934,66.7,67,78,78,-1,16.7,950,85.7,57,71,71,.,.,.,.,-1,-1,-1
"061914",19.5,19.3,945,66.8,46,62,62,16.9,5.9,867,94.4,31,46,57,33,51,51,19.4,17.7,927,69.6,43,54,66,19,18.8,897,50.5,42,58,57,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.5,20.9,966,64.1,49,70,58,19,34,36,10,27,15,22.1,26.3,997,69,57,74,69,.,-1,-1,20,-1,-1,-1,-1,40,1044,100,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"062901",20.4,22.2,1030,65.7,58,64,76,16.8,0,.,50,30,30,60,29,34,64,20.5,18,974,68.5,57,64,77,19.3,17.4,1022,54.8,51,57,76,.,.,.,.,-1,-1,-1,-1,-1,-1,20.1,27.5,1083,62.5,59,65,74,22,24,54,14,14,25,21.2,26.7,1033,72.3,65,73,78,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"062902",.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"062903",20.9,32.8,1154,67.4,47,52,73,-1,-1,-1,66.7,22,22,44,31,36,59,20.6,27.8,1036,78.3,50,52,81,18.1,8.3,-1,50,26,39,57,.,.,.,.,-1,-1,-1,-1,-1,-1,21.4,40.9,1239,55,43,52,63,12,16,52,-3,-3,11,22.2,40.5,1198,75,59,62,83,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"062904",20.3,3.8,879,78.8,51,68,57,.,-1,-1,-2,-1,-1,-1,57,71,57,-1,0,843,73.7,48,57,52,-1,0,824,60,46,54,54,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,8.3,922,85.7,56,81,63,8,17,17,-1,-1,-1,-1,5.9,916,73.9,54,75,58,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"062905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"062906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"063903",18.8,0,.,66.7,46,46,85,.,.,.,.,-1,-1,-1,40,40,80,-1,-1,.,80,60,60,-4,-1,-1,.,60,60,60,-4,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,57.1,38,38,75,-3,-3,60,-1,-1,-1,19,0,.,71.4,38,38,75,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"063906",20,14.3,.,87.5,63,63,88,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,80,80,80,-4,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.5,16.7,.,100,67,67,83,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"064903",17.1,6.1,838,61.7,30,40,53,.,.,.,.,-1,-1,-1,26,38,52,16.5,0,807,72.6,27,38,58,16.4,2.8,809,61.2,28,37,52,.,.,.,.,-1,-1,-1,-1,-1,-1,18.3,17.2,896,48.3,34,43,48,8,8,33,-1,-3,-1,22.6,33.3,983,60,50,64,64,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"065901",20,25,.,80,47,50,68,-1,-1,.,80,-3,-3,60,27,25,50,19.7,28.6,.,93.3,43,47,71,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,20.3,20,.,66.7,50,53,65,-3,-3,33,-1,-1,-1,20.2,31.3,.,76.2,52,57,64,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"065902",-1,-1,.,-1,-1,-1,67,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,80,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"066005",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"066901",16.4,4.8,.,72.4,54,67,68,.,.,.,.,-1,-1,-1,50,69,59,15.2,0,.,66.7,47,60,63,16.4,4.8,.,72.4,54,67,68,.,.,.,.,-1,-1,-1,-1,-1,-1,18.1,11.1,.,81.8,67,78,78,43,57,60,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"066902",16,4,-1,66.7,45,51,56,.,.,.,.,-1,-1,-1,50,50,69,16.8,3.2,-1,68.9,51,56,65,16,4.1,-1,65.3,45,51,56,.,.,.,.,-1,-1,-1,-1,-1,-1,14.7,5.3,.,63.3,36,43,43,19,22,25,-1,-1,-1,-1,-1,.,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"066903",16.5,0,.,71.4,29,37,53,.,.,.,.,-1,-1,-1,10,25,40,16.6,0,.,80,31,29,54,16.3,0,.,71.9,23,32,50,.,.,.,.,-1,-1,-1,-1,-1,-1,16.5,0,.,65,29,43,52,12,11,53,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"067902",21.9,27.6,1040,43.9,80,82,85,-1,-1,.,-1,-1,-1,-1,79,84,90,22.6,35,1052,54.1,79,79,89,-1,-1,-1,33.3,55,64,62,.,.,.,.,-1,-1,-1,-1,-1,-1,20.2,11.1,-1,31,80,86,78,25,25,60,-1,-1,60,21.7,27.3,1010,44.9,84,85,90,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"067903",21.4,35,1034,52.6,45,51,75,.,.,.,.,-1,-1,-1,25,42,58,19.1,13.6,968,51.2,39,44,72,-1,33.3,1040,50,40,60,70,.,.,.,-1,-1,-1,-1,-1,-1,-1,24.5,61.1,1106,54.5,52,58,79,9,23,41,-1,-1,-1,21.3,31.3,1032,54.2,45,49,76,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"067904",-1,0,848,70.6,58,63,74,.,.,.,.,-1,-1,-1,60,67,73,-1,0,861,100,63,75,75,-1,0,872,85.7,57,71,71,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.4,55,55,73,-1,-1,-1,-1,-1,-1,-1,0,820,60,58,58,75,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"067907",-1,30,889,52.6,39,44,62,.,.,.,.,-1,-1,-1,44,56,60,-1,-1,-1,50,25,25,67,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,16.7,866,54.5,50,60,58,9,18,54,-1,-1,-1,-1,33.3,894,56.3,40,47,65,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"067908",19.1,6.7,-1,83.3,32,58,42,.,.,.,.,-1,-1,-1,13,50,25,18.8,12.5,.,100,40,50,50,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,19.6,0,-1,70,22,67,33,-3,20,-3,-1,-1,-1,19.1,6.7,-1,93.8,35,65,47,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"068801",.,.,.,0,15,26,38,.,.,.,0,-3,-3,-3,6,22,39,.,.,.,0,16,20,45,.,.,.,0,13,30,36,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,14,30,33,4,12,27,-1,-1,-1,.,.,.,0,14,24,39,.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"068901",21.5,20.7,965,34.4,44,54,65,18,0,835,40,29,33,53,29,43,51,21.3,17.2,961,35.7,43,53,68,20.5,16.7,934,24,34,46,58,-1,-1,-1,36.4,55,55,64,-3,5,5,21.6,25.1,970,32.9,44,54,61,15,24,45,2,3,11,22.2,26.7,1003,48.5,58,67,74,-1,0,-1,50,50,60,60,21.6,20,1008,66.7,80,80,93,.,.,.,.,-1,-1,-1
"069901",19,7.1,-1,66.7,27,32,43,.,.,.,.,-1,-1,-1,20,27,31,19.8,16.7,-1,50,25,25,38,17.9,0,-1,53.3,19,25,31,.,.,.,.,-1,-1,-1,-1,-1,-1,18.4,0,.,88.9,30,40,50,7,7,20,-1,-1,-1,20.5,16.7,-1,100,50,50,83,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"069902",18.7,12.5,-1,76.2,43,57,67,.,.,.,.,-1,-1,-1,43,57,71,18,0,-1,87.5,38,38,88,15.7,0,.,85.7,14,14,57,.,.,.,.,-1,-1,-1,-1,-1,-1,19.2,22.2,.,69.2,46,69,54,-3,17,33,-1,-1,-1,20.5,20,-1,71.4,57,79,71,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"070801",19.3,36.4,1074,73.3,44,63,50,-1,-1,.,-1,-1,-1,-1,50,67,50,-1,-1,-1,44.4,50,60,50,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,19.3,28.6,1034,-2,33,67,50,20,40,20,-1,-1,-1,-1,44.4,1109,75,50,67,58,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"070901",19.8,16.7,938,60,43,62,57,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,16.7,-1,66.7,63,75,63,-1,-1,-1,40,40,60,80,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,16.7,970,54.5,31,54,54,27,55,45,-1,-1,-1,-1,20,944,66.7,44,63,50,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"070903",20.2,20.1,1009,60.4,49,63,62,17.9,4.8,926,65.6,34,38,59,31,43,43,20.3,18.3,974,64.1,52,60,68,18.2,11.1,998,40.5,36,53,44,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,20.1,22.2,1064,56.6,46,67,55,22,39,42,-3,-3,17,21.5,26.7,1024,74.8,62,76,76,22,33.3,-1,75,63,88,75,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"070905",18.2,9.2,898,54.2,53,65,62,-1,-1,-1,28.6,25,25,38,48,62,57,18.8,8.6,905,61.4,56,66,68,17.9,8.9,875,61.6,49,59,58,.,.,.,-1,-1,-1,-1,-1,-1,-1,17.5,10,888,47.6,49,64,55,33,44,42,11,9,30,-1,6.7,933,41.7,64,82,73,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"070907",21.3,27.8,957,46.2,37,46,76,-1,-1,-1,-1,-1,-1,-1,35,53,61,-1,16.7,938,54.5,25,42,83,-1,-1,-1,42.9,29,43,63,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,33.3,965,42.9,41,48,73,15,31,71,-1,-1,-1,-1,30.8,977,44.8,43,53,80,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"070908",22,34.1,1041,65.8,68,77,79,16.8,13.3,858,88.2,22,50,33,49,64,59,21.8,28,1017,75.3,71,77,84,20.9,23.1,1023,51,48,64,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.3,42.4,1067,56.3,64,78,74,20,35,46,10,9,36,22.3,35.8,1048,66.5,72,80,83,22.4,33.3,-1,85.7,57,57,71,-1,-1,-1,80,-4,-4,-4,.,.,.,.,-1,-1,-1
"070909",18.4,0,.,-2,54,69,69,-1,-1,.,-2,-1,-1,-1,55,64,73,20.2,0,.,-2,-1,-1,-1,-1,-1,.,80,80,80,-4,.,.,.,.,-1,-1,-1,-1,-1,-1,17,0,.,100,56,67,78,-1,-1,-1,-1,-1,-1,19.2,0,.,-2,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"070910",21.6,24.3,970,56.9,48,70,65,.,-1,-1,-1,-1,-1,-1,43,52,71,20.2,14.3,919,61.8,50,71,75,-1,0,924,33.3,24,53,53,.,.,.,.,-1,-1,-1,-1,-1,-1,24,37.5,1026,51.6,47,70,53,15,30,45,14,25,29,21.6,29.6,985,62.8,58,76,68,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"070911",20.9,32.1,991,60.7,48,67,56,18.5,7.1,856,75,32,54,43,37,58,41,20.9,30,974,62.5,52,65,62,20.6,23.3,1001,46.9,50,73,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.9,34.3,1011,59,45,70,50,12,32,22,-3,15,15,21.6,39.7,1018,60.9,52,69,60,-1,40,-1,62.5,63,88,67,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"070912",19.5,23.9,965,46.8,56,71,68,16.7,2.8,835,56.3,31,55,48,48,68,55,19.3,22.7,960,46.4,56,69,69,18.9,17.1,942,28.5,51,68,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.9,25.3,971,47.2,57,72,66,36,47,52,11,40,29,21.6,31.8,1002,53.9,66,76,81,-1,-1,-1,42.9,67,67,57,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"070915",19.3,16.7,931,68.9,45,58,63,-1,-1,.,-2,-1,-1,-1,30,54,43,19,18.2,948,78.6,52,57,85,-1,-1,-1,44.4,27,45,50,.,.,.,.,-1,-1,-1,-1,-1,-1,19.5,15,910,60.6,41,59,48,17,17,31,-3,17,14,19.7,18.9,942,71.2,50,62,67,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"071801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071803",.,-1,-1,2.6,24,33,38,.,.,.,-1,-1,-1,-1,15,31,26,.,-1,-1,2,15,23,41,.,-1,-1,3.2,25,33,40,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,3.1,33,43,35,20,29,32,-1,-1,-1,.,.,.,0,13,25,22,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
"071804",.,0,811,9.6,13,30,49,.,.,.,.,-1,-1,-1,13,27,53,.,-1,-1,8.7,17,32,52,.,0,730,7.1,13,29,47,.,.,.,.,-1,-1,-1,-1,-1,-1,.,0,776,10.3,11,28,47,8,23,47,-1,-1,-1,.,-1,-1,20,18,33,64,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,-1,-1,-2,-1,-1,-1
"071806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071901",16.9,5.3,850,62.8,38,60,49,-1,0,805,85.7,29,71,43,36,60,47,16.7,4.8,837,66.1,36,56,48,16.8,4.6,847,61.5,37,59,48,.,.,.,.,-1,-1,-1,-3,15,-3,17.4,6.1,865,58.9,40,64,50,15,39,31,-3,-3,5,-1,25,909,92.3,67,73,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"071902",18.2,17.5,943,66.7,43,59,58,17.4,8.1,884,83.9,31,39,55,34,54,48,18.1,14.5,926,69.3,44,58,61,17.6,14.1,921,63.3,41,58,56,18.1,12.5,919,61.5,57,64,57,3,39,4,18.4,21.1,965,63.8,43,61,55,22,41,43,3,10,8,21.9,36.9,1056,79.9,61,71,72,21.3,18.8,939,72.7,35,45,60,23.2,42.4,1068,97.1,63,75,69,-1,-1,-1,-1,-1,-1,-1
