DISTRICT,DA0CA08R,DA0CC08R,DA0CS08R,DA0CT08R,DACRB08R,DACRM08R,DACRR08R,DB0CA08R,DB0CC08R,DB0CS08R,DB0CT08R,DBCRB08R,DBCRM08R,DBCRR08R,DECRB08R,DECRM08R,DECRR08R,DF0CA08R,DF0CC08R,DF0CS08R,DF0CT08R,DFCRB08R,DFCRM08R,DFCRR08R,DH0CA08R,DH0CC08R,DH0CS08R,DH0CT08R,DHCRB08R,DHCRM08R,DHCRR08R,DI0CA08R,DI0CC08R,DI0CS08R,DI0CT08R,DICRB08R,DICRM08R,DICRR08R,DLCRB08R,DLCRM08R,DLCRR08R,DM0CA08R,DM0CC08R,DM0CS08R,DM0CT08R,DMCRB08R,DMCRM08R,DMCRR08R,DP0CA08R,DP0CC08R,DP0CS08R,DP0CT08R,DPCRB08R,DPCRM08R,DPCRR08R,DRCRB08R,DRCRM08R,DRCRR08R,DSCRB08R,DSCRM08R,DSCRR08R,DW0CA08R,DW0CC08R,DW0CS08R,DW0CT08R,DWCRB08R,DWCRM08R,DWCRR08R
"057919",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057922",24.2,55.3,1118,95.3,78,87,86,18.4,26.3,983,-2,44,50,63,65,75,79,24.1,52.8,1092,96.2,78,85,90,24.3,43.2,1086,80,64,78,80,-1,-1,-1,-1,-1,-1,-1,45,83,45,24.4,57.7,1143,94.5,78,88,83,25.8,54,1137,-2,78,92,80,47,63,65,17,32,40,24.1,58.2,1122,92.4,81,87,89
"058902",22.4,28.6,-1,87.5,50,88,50,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,23,33.3,-1,100,50,-4,50,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.2,20,.,83.3,33,83,33
"058905",22.2,40,.,62.5,75,75,88,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,80,-4,-4,-4
"058906",18.7,12.8,-1,51.6,26,40,37,-1,-1,.,-1,17,33,17,26,39,32,19.2,16,-1,51,31,45,41,18,5,-1,37,21,37,31,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,18,9.1,-1,52.4,21,35,33,.,-1,-1,-1,-1,-1,-1,13,20,24,-3,11,-3,19.6,21.7,-1,74.2,38,44,53
"058909",-1,-1,-1,22.2,44,89,44,.,.,.,.,-1,-1,-1,40,-4,40,.,.,.,-1,-1,-1,-1,-1,-1,-1,14.3,29,86,29,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.3,50,83,50,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"059901",20.4,25.9,1024,38.8,29,42,50,.,.,.,-1,-1,-1,-1,18,34,37,20.4,26.8,999,45.1,37,41,67,18.8,11.6,-1,29.5,20,35,42,.,.,.,.,-1,-1,-1,-3,17,-3,20.3,25,1053,33.9,23,44,39,.,.,.,.,-1,-1,-1,6,12,32,7,7,7,22.1,42.1,1012,63.3,51,60,68
"059902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"060902",20.6,16,948,56.8,30,53,56,-1,-1,.,80,-1,-1,-1,11,22,33,20.6,15.8,930,73.1,38,42,77,-1,-1,-1,-2,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,20.8,16.7,-1,33.3,18,71,24,-1,-1,-1,-1,-1,-1,-1,-3,11,33,-1,-1,-1,21.8,21.4,953,40,29,54,54
"060914",15.3,0,.,87.5,11,56,11,-1,-1,.,-1,-1,-1,-1,13,63,13,-1,-1,.,-1,20,40,20,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-3,40,-3,-1,-1,-1,-1,-1,.,80,17,50,17
"061802",18.8,16.7,-1,23.1,31,38,43,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.8,25,38,44,.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.4,40,40,40,.,.,.,-1,-1,-1,-1,38,50,44,-1,-1,-1,-1,20,-1,25,30,30,45
"061901",20.7,32.5,1028,66.4,45,60,56,17.4,5,892,69,16,31,30,24,43,34,20.7,31.7,1015,69.6,43,54,58,19.8,20.5,964,45.3,33,49,41,-1,-1,-1,66.7,67,67,83,5,22,4,20.7,33.6,1046,62.4,47,67,53,-1,73.9,1225,-2,82,95,82,17,29,31,8,20,13,21.7,36.2,1041,70.1,51,66,62
"061902",22.3,44.8,1087,81.3,63,73,76,18.8,17.7,948,83.3,39,51,55,35,54,49,22.3,43.2,1074,81.8,62,70,78,20.2,26.9,1021,54.6,44,58,61,22.8,40,1062,71.4,68,74,75,11,52,15,22.2,46.6,1101,80.8,64,77,73,23.8,52.4,1122,98.1,71,85,79,27,42,50,18,38,34,22.9,49.7,1102,84.4,68,77,80
"061903",19.6,20.9,1000,63.2,43,66,59,-1,-1,-1,-1,-1,-1,-1,24,47,33,20.8,29.2,1011,66.7,44,65,62,-1,-1,-1,14.3,14,36,33,.,.,.,.,-1,-1,-1,-1,-1,-1,17.9,10.5,985,59.4,41,67,56,.,.,.,.,-1,-1,-1,19,33,46,-1,-1,-1,19.9,22.5,1013,76.9,50,74,67
"061905",20.8,25,997,75.9,43,59,56,.,.,.,.,-1,-1,-1,29,63,43,20.5,16.1,968,86.1,51,63,67,-1,-1,-1,80,40,67,40,.,.,.,.,-1,-1,-1,-1,-1,-1,21.9,46.2,1051,59.1,30,54,39,.,.,.,-1,-1,-1,-1,14,13,38,-1,-1,-1,21.4,27.5,994,76.9,44,60,57
"061906",22.2,21.4,1023,47.5,38,75,41,.,.,.,.,-1,-1,-1,-1,-1,17,-1,20,1005,50,42,78,43,.,-1,-1,50,-3,67,-3,.,.,.,.,-1,-1,-1,-1,-1,-1,22.4,23.1,1046,44.8,33,71,39,.,.,.,.,-1,-1,-1,9,25,14,-1,-1,-1,22.2,24,1032,47.2,43,76,47
"061907",22.3,31.8,982,63.8,59,72,73,.,.,.,-1,-1,-1,-1,20,60,50,23.4,42.9,1005,65.6,68,72,86,.,20,924,41.7,36,64,55,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21.7,961,62.2,51,71,64,.,.,.,.,-1,-1,-1,-3,33,17,-1,-1,-1,22.3,34.2,993,70.4,64,75,78
"061908",21.6,29.3,1004,52.4,44,58,58,.,-1,-1,-1,-1,-1,-1,25,41,41,20.6,13.2,944,50.7,36,52,52,-1,-1,-1,26.7,33,33,67,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.5,45.9,1059,54.4,52,63,64,.,.,.,.,-1,-1,-1,23,37,43,-1,-1,-1,21.6,27.5,999,55.6,45,61,57
"061910",22,34.7,1052,99.2,66,83,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.9,36.2,1053,95.1,79,87,87,-1,25,1019,88.9,70,80,90,.,-1,-1,-2,-1,-1,-1,-1,-1,-1,21.3,33.8,1051,-2,54,78,62,-1,-1,-1,-1,-1,-1,-1,10,30,20,-1,-1,-1,22.1,35.8,1056,98.2,66,83,72
"061911",21.2,29.9,1014,62.6,57,69,71,15.6,0,895,68.4,39,50,67,31,46,58,20.2,25.9,978,62.8,54,62,74,20.7,16.7,952,49,55,67,71,-1,16.7,-1,75,71,86,71,-1,-1,-1,22.1,34,1050,62.4,60,77,68,-1,-1,-1,44.4,60,80,60,27,34,52,6,35,13,21.5,32.5,1024,64.1,57,70,71
"061912",21.3,22.6,988,70.6,56,64,77,19.6,0,913,80,29,43,57,45,55,73,21.6,20.3,982,79.6,51,59,78,-1,15.4,903,56.5,45,55,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,25.4,995,62.4,60,69,75,-1,0,956,71.4,80,67,80,20,26,51,-1,-1,-1,21.8,27.4,1012,72.1,59,67,80
"061914",20,22.7,948,63.5,38,56,50,17.3,8.3,865,83.7,24,40,45,27,40,47,20.8,24.4,963,66.7,42,53,56,18,6.1,909,55.9,24,38,42,-1,-1,.,-2,-1,-1,-1,-3,20,-3,19.1,20.3,925,59.6,35,58,44,-1,40,-1,100,80,80,80,15,33,33,-1,-1,-1,22.2,36.4,1004,57.4,50,69,55
"062901",21,29.2,1048,80.9,55,68,65,17,0,.,81.8,25,25,33,35,48,45,21.2,30.4,1010,90.2,59,66,69,19.4,0,-1,73.7,44,65,63,.,.,.,.,-1,-1,-1,-1,-1,-1,20.9,27.9,1093,72.9,51,70,62,.,.,.,.,-1,-1,-1,38,51,50,-1,-1,-1,22.1,39.4,1059,82.5,62,76,71
"062902",.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-2,-1,-1,-1
"062903",20.6,14,1038,58.1,45,55,62,17.2,0,.,71.4,14,14,43,50,56,56,20.9,16.7,-1,68.2,43,52,71,-1,-1,.,15.8,39,56,56,.,.,.,.,-1,-1,-1,-1,-1,-1,20.2,10,-1,47.6,47,58,52,.,.,.,.,-1,-1,-1,-3,6,24,-1,-1,-1,21,16.7,1038,70,50,60,66
"062904",18.8,18.5,953,77.1,40,63,54,.,.,.,.,-1,-1,-1,22,78,22,20,14.3,914,73.7,39,67,61,-1,9.1,925,64.7,47,80,67,.,.,.,.,-1,-1,-1,-1,-1,-1,17.5,23.1,1000,81.3,41,59,47,.,.,.,.,-1,-1,-1,-3,17,33,-1,-1,-1,18.1,26.7,981,83.3,35,50,45
"062905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"062906",.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1
"063903",19.9,20,-1,58.8,18,59,24,.,.,.,.,-1,-1,-1,-3,60,-3,-1,-1,.,50,33,67,50,-1,-1,.,66.7,-3,67,17,.,.,.,.,-1,-1,-1,-1,-1,-1,19,0,-1,63.6,9,55,9,.,.,.,.,-1,-1,-1,-3,50,-3,-1,-1,-1,21,33.3,-1,54.5,27,55,27
"063906",20.2,11.1,.,81.8,10,70,20,.,.,.,.,-1,-1,-1,-3,71,14,22.4,20,.,83.3,20,80,40,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,80,-3,60,-3,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.5,12.5,.,100,13,63,25
"064903",18.9,14.1,909,63,30,42,52,.,.,.,.,-1,-1,-1,21,36,47,20.3,13.3,895,60.8,35,44,46,17.7,9,885,59.3,25,39,51,.,.,.,.,-1,-1,-1,-1,-1,-1,16.5,15,926,65.6,23,39,58,-1,-1,-1,-1,-1,-1,-1,3,12,28,-1,-1,-1,21.8,29.4,991,81,53,55,53
"065901",20.2,16.7,.,75,48,59,68,-1,-1,.,-1,-1,-1,-1,29,29,71,20.6,14.3,.,53.8,45,55,67,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,19.9,18.2,.,100,50,64,70,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.4,18.8,.,72.7,47,60,70
"065902",20.6,33.3,-1,81.8,64,64,64,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,80,80,80,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,21.4,40,.,83.3,50,50,50,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.6,33.3,-1,81.8,64,64,64
"066005",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"066901",16.8,7.1,.,93.3,50,57,64,.,.,.,.,-1,-1,-1,-1,-1,-1,17.6,11.1,.,-2,57,57,71,16,0,.,92.9,46,54,62,.,.,.,.,-1,-1,-1,-1,-1,-1,15.4,0,.,71.4,43,57,57,.,.,.,.,-1,-1,-1,25,38,50,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"066902",17,2.8,-1,50,36,49,53,.,.,.,.,-1,-1,-1,32,48,46,16.9,3.6,-1,66.7,35,44,53,17,2.9,-1,48.6,36,49,53,.,.,.,.,-1,-1,-1,-1,-1,-1,17.4,0,-1,26.7,37,57,53,.,.,.,.,-1,-1,-1,23,35,42,-1,-1,-1,.,.,.,.,-1,-1,-1
"066903",17.8,8.3,-1,90,21,33,37,.,.,.,.,-1,-1,-1,13,31,24,18.4,8.3,-1,82.8,27,30,45,17.8,6.7,-1,88.2,19,31,35,.,.,.,.,-1,-1,-1,-1,-1,-1,16.5,8.3,.,-2,8,42,17,.,.,.,.,-1,-1,-1,4,13,22,-1,-1,-1,17.7,16.7,.,100,33,50,50
"067902",19.9,21.1,1017,33.3,41,65,57,-1,-1,.,-2,-1,-1,-1,35,56,47,20.6,20,1012,38.5,58,63,83,-1,-1,.,25,20,50,40,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,19.1,22.2,-1,29,26,67,33,.,.,.,.,-1,-1,-1,17,38,42,-1,-1,-1,20.7,28.6,1017,30.4,43,66,60
"067903",20.8,9.7,937,47.7,41,56,54,-1,-1,-1,-1,-1,-1,-1,7,21,31,20.6,9.1,931,57.9,37,42,56,-1,-1,-1,36.4,30,30,33,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,11.1,956,33.3,46,75,50,.,.,.,.,-1,-1,-1,21,34,30,-1,-1,20,21.6,11.5,944,49.1,42,60,57
"067904",18,0,912,40.9,43,74,48,.,.,.,-1,-1,-1,-1,38,69,46,-1,0,-1,45.5,73,82,73,.,-1,-1,14.3,43,71,57,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.4,17,67,25,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,912,57.1,47,73,47
"067907",-1,12.5,845,38.1,26,47,30,.,.,.,-1,-1,-1,-1,33,50,50,-1,0,-1,50,40,50,50,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.3,11,44,10,.,.,.,.,-1,-1,-1,-3,-3,13,-1,-1,-1,-1,12.5,845,50,31,50,31
"067908",-1,-1,.,66.7,86,86,86,.,.,.,.,-1,-1,-1,83,83,83,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,80,83,83,83
"068801",.,-1,-1,1.6,8,8,21,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,2.7,-3,-3,17,.,-1,-1,2.7,17,17,13,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,17,17,25,.,.,.,.,-1,-1,-1,13,13,30,-1,-1,-1,.,.,.,0,-3,-3,33
"068901",21.1,22.4,969,38.7,34,49,49,18.8,5.3,856,57.6,24,30,43,21,38,34,20.8,21.3,955,36,31,42,50,19.2,13.2,931,25.5,25,41,40,-1,16.7,972,46.2,33,67,42,-3,17,-3,21.4,23.1,981,41.6,37,56,47,-1,9.1,915,-2,38,63,50,11,22,31,-3,11,5,22.3,29.2,1000,49.8,44,58,58
"069901",19.2,5.9,925,65.4,48,57,57,.,.,.,.,-1,-1,-1,31,38,38,22,0,954,53.8,80,80,90,17.4,12.5,-1,47.1,33,47,47,.,.,.,.,-1,-1,-1,-1,-1,-1,17.5,10,-1,76.9,23,38,31,.,.,.,.,-1,-1,-1,17,17,33,-1,-1,-1,21,0,954,100,75,75,75
"069902",22.6,44.4,-1,50,60,73,75,.,.,.,.,-1,-1,-1,44,67,70,-1,-1,.,66.7,50,50,67,-1,-1,-1,42.9,50,50,83,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,40,-1,41.7,67,89,80,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.5,50,.,54.5,67,89,70
"070801",-1,-1,-1,13.3,31,38,54,.,.,.,-1,-1,-1,-1,29,43,57,-1,-1,.,12.5,25,25,50,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,14.3,40,60,60,.,.,.,.,-1,-1,-1,20,20,40,-1,-1,-1,-1,-1,-1,20,38,50,50
"070901",-1,0,924,-2,40,53,53,.,.,.,.,-1,-1,-1,38,63,50,-1,0,-1,-2,25,38,50,.,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,57,71,57,.,.,.,.,-1,-1,-1,14,43,29,-1,-1,-1,-1,0,-1,-2,43,57,50
"070903",19.8,20.1,1030,55.6,40,53,55,16.6,4.5,904,62.9,28,42,41,25,42,39,20,18.3,990,58.1,41,50,64,18.6,12.1,980,33.7,27,43,36,.,.,.,-1,-1,-1,-1,-1,-1,-1,19.5,22.5,1082,52.6,39,57,45,.,.,.,.,-1,-1,-1,22,36,41,-1,-1,17,20.9,25.9,1051,67.1,50,61,66
"070905",18,6.5,908,44.7,36,54,51,.,-1,-1,44.4,22,33,40,25,44,41,-1,3.7,894,48.2,39,48,60,-1,6.3,869,29.1,27,45,44,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,10.5,928,40.4,32,60,39,.,-1,-1,-1,-1,-1,-1,16,35,35,17,29,14,-1,8,943,65.8,50,70,63
"070907",16.6,15,911,57.1,53,74,60,-1,0,-1,100,20,60,20,27,67,40,-1,23.1,940,56.5,55,82,59,-1,-1,-1,30,60,80,80,.,.,.,.,-1,-1,-1,-1,-1,-1,16.2,0,-1,58.3,50,58,62,.,.,.,.,-1,-1,-1,11,11,40,-1,-1,-1,17.8,25,918,60,58,74,60
"070908",21.8,39.6,1035,75.5,62,73,73,18.8,33.3,886,-2,56,67,60,35,48,38,21.6,35.7,1005,76.1,62,68,78,19.9,16.7,975,48.6,44,52,53,-1,-1,-1,80,-4,-4,-4,-1,-1,-1,21.9,43.6,1069,74.9,61,77,68,-1,80,-1,71.4,86,86,-4,25,35,45,-3,29,22,21.9,40.9,1045,77.7,63,74,74
"070909",17.7,9.1,.,91.7,15,31,31,16.6,0,.,100,-3,40,40,-3,14,29,18.8,16.7,.,100,33,33,67,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,16.4,0,.,83.3,-3,29,-3,.,.,.,.,-1,-1,-1,-3,-3,-3,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"070910",18.1,9.4,912,60.4,46,70,56,.,.,.,.,-1,-1,-1,50,44,50,18.9,10,890,60.6,58,67,71,.,-1,-1,20,-1,40,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.2,8.3,958,60,30,74,38,.,.,.,.,-1,-1,-1,18,36,27,-1,-1,-1,18.1,10,923,63.8,46,72,57
"070911",20.8,23.5,992,62.9,43,63,56,17.5,0,872,72.1,32,46,53,35,52,48,21.1,20.8,979,67.8,44,59,60,21.3,19.2,955,53.1,33,52,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.4,26.8,1009,57.7,43,68,51,-1,-1,-1,-1,-1,-1,-1,8,23,33,-3,25,13,21.9,29.8,1027,62.1,48,69,57
"070912",21.9,23.9,958,54.3,39,53,59,18.1,5,769,40,12,26,36,22,35,48,21.8,20.9,925,51.2,32,43,60,18.6,8.8,890,37.8,24,40,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.1,27.3,994,58.2,48,65,58,.,.,.,-1,-1,-1,-1,9,21,40,10,27,25,22.7,29.9,998,63.6,50,62,68
"070915",20.7,25.9,964,58.7,44,56,56,.,.,.,-1,-1,-1,-1,-1,-1,-1,20.7,18.2,900,52.4,43,48,59,.,-1,-1,40,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,20.7,31.3,1023,64,46,63,54,.,.,.,.,-1,-1,-1,23,31,27,-1,-1,-1,20.7,28,955,62.5,44,56,58
"071801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071803",.,.,.,0,10,25,23,.,.,.,-1,-1,-1,-1,-3,13,18,.,.,.,0,10,31,27,.,.,.,0,10,26,20,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,9,20,20,.,.,.,.,-1,-1,-1,10,25,23,-1,-1,-1,.,.,.,-1,-1,-1,-1
"071804",.,5.6,798,28.1,5,18,34,.,-1,-1,-1,-1,-1,-1,5,14,45,.,0,777,32.4,5,10,50,.,7.7,805,23.2,6,19,39,.,.,.,.,-1,-1,-1,-1,-1,-1,.,14.3,831,23.3,6,28,17,.,-1,-1,-1,-1,-1,-1,3,16,31,-1,-1,-1,.,-1,-1,60,-3,20,-3
"071805",-1,-1,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-2,.,.,.,-1,-1,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071901",18.3,4.5,825,60,30,50,41,.,-1,-1,-2,-1,-1,-1,29,49,40,18.2,5.5,829,65.7,30,44,45,17.9,3,815,59,29,49,40,.,-1,-1,-1,-1,-1,-1,-3,11,-3,18.6,3.3,819,53.7,29,56,37,.,.,.,.,-1,-1,-1,7,21,21,9,9,7,23.2,29.4,973,68,54,71,63
"071902",20.5,19.7,931,64.9,38,51,54,17.9,12.3,883,75.7,25,40,46,25,41,40,20.1,17.9,917,67.7,36,46,56,19.2,14.1,899,59.3,32,46,48,-1,25,1024,61.5,60,70,70,3,16,4,20.9,21.8,949,61.7,39,55,52,25.4,42.9,1058,93.3,66,81,72,16,28,37,5,12,14,23.7,37.7,1039,82.5,62,69,79
"071903",-1,1.3,818,53.7,35,66,44,.,.,.,.,-1,-1,-1,33,65,42,-1,0,818,66.2,42,62,53,-1,1.3,816,53.1,34,66,43,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,3.6,818,40,26,71,34,.,.,.,.,-1,-1,-1,23,52,33,-1,-1,-1,.,-1,-1,-1,-1,-1,-1
"071904",16.3,2.8,800,72.7,18,33,34,.,.,.,.,-1,-1,-1,18,33,34,16.5,3.6,779,78.6,20,27,42,16.3,2.8,803,71.3,18,33,34,.,.,.,.,-1,-1,-1,-3,-3,-3,16,1.9,819,67.5,17,38,28,.,.,.,.,-1,-1,-1,10,20,26,-1,-1,-1,.,-1,-1,-2,-1,-1,-1
"071905",17,4.3,794,-2,30,42,47,16.4,6.8,816,-2,30,38,59,25,39,41,17.3,3.8,784,-2,29,38,52,16.5,3.5,786,-2,28,42,46,-1,0,780,66.7,33,44,56,-3,18,2,16.6,4.8,804,-2,30,47,43,-1,10,912,90.9,50,63,75,14,26,35,2,4,8,21.4,12.6,874,-2,45,52,62
"071906",17.9,4.9,-1,100,20,35,22,.,.,.,.,-1,-1,-1,20,35,22,17.9,3.7,-1,-2,18,36,18,17.8,2.6,-1,97.5,18,34,20,.,.,.,.,-1,-1,-1,-1,-1,-1,18,7.1,.,70,21,33,25,.,.,.,.,-1,-1,-1,5,5,10,17,33,17,-1,-1,-1,-2,-1,-1,-1
"071907",16.9,9,897,65.5,22,36,35,-1,-1,-1,-1,-1,-1,-1,17,31,30,17.1,6.3,850,67.8,19,31,34,16.4,5.8,898,64.3,20,34,32,.,.,.,.,-1,-1,-1,-3,-3,-3,16.8,11.8,954,63.3,25,39,36,-1,-1,.,-1,-1,-1,-1,13,24,26,6,13,6,22.2,35.7,997,70,50,56,69
"071908",.,0,712,73.5,22,50,27,.,.,.,.,-1,-1,-1,19,49,25,.,0,703,93.8,22,50,26,.,0,705,72.9,20,49,26,.,.,.,.,-1,-1,-1,-1,-1,-1,.,0,718,63.6,22,50,28,.,.,.,.,-1,-1,-1,12,40,15,-1,-1,-1,.,-1,-1,-1,-1,-1,-1
"071909",19.3,9.9,878,59.2,32,44,50,18,0,799,63.8,18,31,33,27,40,45,19.3,8.2,865,61.8,32,40,55,19,8.3,868,58.3,30,43,50,-1,20,806,62.5,29,43,29,-3,19,-3,19.4,11.8,892,56.6,32,49,46,-1,58.3,1125,92.3,62,69,69,11,21,33,3,10,4,21.3,23.3,995,64.3,50,62,65
"072801",.,-1,-1,10,22,40,17,.,.,.,-1,-1,-1,-1,-1,-1,17,.,-1,-1,18.8,-1,-1,-3,.,-1,-1,16.7,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,0,33,67,29,.,.,.,.,-1,-1,-1,14,25,11,-1,-1,-1,.,-1,-1,9.1,33,43,25
"072802",.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1
"072901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
