DISTRICT,DA0CA06R,DA0CC06R,DA0CS06R,DA0CT06R,DACRB06R,DACRM06R,DACRR06R,DB0CA06R,DB0CC06R,DB0CS06R,DB0CT06R,DBCRB06R,DBCRM06R,DBCRR06R,DECRB06R,DECRM06R,DECRR06R,DF0CA06R,DF0CC06R,DF0CS06R,DF0CT06R,DFCRB06R,DFCRM06R,DFCRR06R,DH0CA06R,DH0CC06R,DH0CS06R,DH0CT06R,DHCRB06R,DHCRM06R,DHCRR06R,DI0CA06R,DI0CC06R,DI0CS06R,DI0CT06R,DICRB06R,DICRM06R,DICRR06R,DLCRB06R,DLCRM06R,DLCRR06R,DM0CA06R,DM0CC06R,DM0CS06R,DM0CT06R,DMCRB06R,DMCRM06R,DMCRR06R,DP0CA06R,DP0CC06R,DP0CS06R,DP0CT06R,DPCRB06R,DPCRM06R,DPCRR06R,DRCRB06R,DRCRM06R,DRCRR06R,DSCRB06R,DSCRM06R,DSCRR06R,DW0CA06R,DW0CC06R,DW0CS06R,DW0CT06R,DWCRB06R,DWCRM06R,DWCRR06R
"067902",20.5,28.6,-1,22.2,27,53,38,-1,-1,.,20,-1,-1,-1,22,47,33,21.4,42.9,-1,22.6,30,42,48,.,.,.,0,-1,-1,-1,.,.,.,-1,.,.,.,-1,-1,-1,19.4,14.3,-1,21.9,23,65,27,.,.,.,.,.,.,.,17,31,17,.,.,.,20.6,30.8,-1,25,28,59,40
"067903",20.9,29.6,1010,47.4,29,49,44,.,.,.,-1,-1,-1,-1,15,50,21,-1,36.4,1025,40.7,31,31,59,.,-1,-1,8.3,10,45,20,.,.,-1,.,.,.,.,-1,-1,-1,21.1,25,998,53.3,28,64,31,.,-1,-1,-1,-1,-1,-1,4,15,22,0,17,0,20.6,29.2,1027,55.8,33,50,49
"067904",19,11.1,-1,60,19,31,76,-1,.,.,.,.,.,.,13,25,75,-1,20,-1,55.6,22,22,89,-1,-1,-1,60,40,60,60,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,66.7,14,43,63,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,66.7,10,10,91
"067907",-1,8.3,919,75,13,50,25,.,.,.,.,.,.,.,-1,-1,-1,-1,16.7,-1,66.7,22,44,44,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,0,863,85.7,0,57,0,.,.,.,.,.,.,.,17,33,50,.,.,.,-1,10,893,83.3,17,50,33
"067908",-1,33.3,1034,50,27,55,36,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,37.5,14,57,29,.,.,.,.,.,.,.,0,17,17,.,.,.,-1,-1,-1,36.4,30,50,40
"068801",.,.,.,0,0,6,14,.,.,.,-1,.,.,.,0,12,16,.,.,.,0,0,0,25,.,.,.,0,0,6,12,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,13,0,.,.,.,-1,.,.,.,0,7,10,.,.,.,.,.,.,0,0,6,17
"068901",21.3,27,979,37.3,25,43,38,-1,4.3,820,45.1,8,19,22,15,29,32,21,21.7,953,40,27,39,44,20.5,18.9,947,25,17,33,33,-1,50,-1,66.7,22,44,33,0,0,0,21.7,35.3,1019,33.7,22,46,31,-1,38.5,1042,68.4,58,74,63,5,15,21,0,6,0,21.5,33.1,1010,48.8,34,55,44
"069901",17.1,9.1,966,61.1,25,31,38,.,.,.,.,.,.,.,27,36,36,-1,-1,-1,57.1,20,20,40,16.3,12.5,-1,61.5,25,33,42,.,.,.,.,.,.,.,.,.,.,17.6,14.3,-1,63.6,27,36,36,.,.,.,.,.,.,.,0,10,0,.,.,.,-1,-1,-1,60,-1,-1,-1
"069902",21.9,28.6,-1,46.7,13,47,13,.,.,.,-1,-1,-1,-1,15,46,15,18.4,0,.,41.7,0,33,0,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,0,20,0,.,.,-1,23,33.3,-1,50,17,58,17
"070801",-1,16.7,912,54.5,17,25,50,.,-1,-1,-2,.,.,.,-1,-1,-1,-1,-1,-1,-1,0,20,40,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,-1,-1,28.6,29,29,57,.,.,.,.,.,.,.,0,0,20,-1,-1,-1,-1,20,954,50,20,30,50
"070901",-1,-1,-1,33.3,11,44,22,-1,-1,.,-1,-1,-1,-1,14,43,14,.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,60,0,50,17,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.3,0,50,0
"070903",19.6,22.1,1010,51.9,27,37,56,15.9,5.9,-1,58.6,14,17,41,9,20,41,19.3,16,949,57.7,23,28,57,16.8,8,950,27.2,10,19,45,.,.,.,.,.,.,.,0,17,0,20.2,29.2,1064,46.4,32,45,55,.,-1,-1,-1,-1,-1,-1,11,18,44,0,0,43,20.6,28.7,1033,63.5,40,51,66
"070905",20.5,7.7,937,50,16,47,23,-1,-1,-1,57.1,33,43,33,14,34,14,19,3.7,902,62.8,13,51,20,-1,7.1,920,42.4,13,38,13,.,.,.,.,.,.,.,-1,-1,-1,22.6,16.7,1012,34.3,20,43,26,.,-1,-1,-1,-1,-1,-1,0,19,5,-1,-1,-1,21,5,937,54.1,16,58,27
"070907",18.4,14.3,982,75.7,26,26,74,14.9,0,.,90.9,0,0,55,11,11,67,19.9,17.6,1004,77.3,30,30,87,-1,-1,-1,66.7,17,17,83,.,.,.,.,.,.,.,.,.,.,16,9.1,-1,73.3,20,19,53,.,.,.,.,.,.,.,0,0,58,-1,-1,-1,20.9,21.4,1002,70,43,41,81
"070908",21.9,38.7,1019,74.5,40,53,52,-1,0,-1,62.5,0,0,29,25,35,41,21.8,35,1008,76.5,43,51,57,19.5,7.7,976,46.4,21,24,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,42.9,1031,72.4,38,55,46,-1,80,-1,71.4,50,75,63,10,16,25,0,8,10,22.1,40.2,1026,76.7,43,57,54
"070909",15.9,0,.,100,0,44,0,-1,-1,.,-1,-1,-1,-1,0,17,0,-1,-1,.,-2,-1,-1,-1,-1,-1,.,-2,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,.,80,0,40,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"070910",18.5,6.1,906,55,27,52,36,.,-1,-1,-1,-1,-1,-1,36,50,43,19.3,5.6,883,50,26,41,35,-1,0,890,61.5,23,46,31,.,.,.,.,.,.,.,.,.,.,-1,6.7,928,62.5,28,65,36,.,.,.,.,.,.,.,18,23,27,-1,-1,-1,18.4,8.3,932,53.3,27,53,37
"070911",21.2,32.3,1038,69.8,37,52,54,17.6,3.7,883,84.4,16,33,25,13,18,35,21.3,29.1,1014,74.1,42,48,67,21.1,17.6,996,43.6,18,27,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.2,35.7,1063,65.8,32,55,43,-1,-1,.,-1,-1,-1,-1,9,15,33,10,15,23,22.3,38.3,1075,69.6,43,58,62
"070912",19.7,28,989,53.2,28,44,48,-1,0,757,33.3,9,22,26,19,32,35,20.6,27.2,995,55.8,30,39,57,20,27.3,954,30.6,15,27,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.3,28.9,982,50.8,27,48,40,.,.,-1,-1,.,.,.,11,25,29,0,6,16,20.4,30.6,1016,62.6,35,52,53
"070915",22,33.3,1027,51.2,27,41,36,.,.,.,.,.,.,.,12,29,29,23.6,45.5,1042,47.8,35,43,48,.,-1,-1,16.7,8,33,33,.,.,.,.,.,.,.,-1,-1,-1,-1,20,1010,55.6,19,38,23,.,.,.,.,.,.,.,0,13,0,0,33,0,22.7,36.8,1039,65.5,34,44,36
"071801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071803",.,.,.,0,6,18,25,.,.,.,.,.,.,.,10,10,27,.,.,.,0,13,25,40,.,.,.,0,6,18,17,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,0,0,11,10,.,.,.,.,.,.,.,8,15,15,.,.,.,.,.,.,0,.,.,-1
"071804",-1,0,815,8.7,0,16,8,.,.,.,-1,.,.,.,0,8,10,.,0,840,8.9,0,8,11,.,0,800,8,0,14,11,.,.,.,-1,-1,-1,-1,.,-1,.,.,0,790,8.5,0,28,6,.,.,.,-1,-1,-1,-1,0,18,7,.,.,.,.,-1,-1,9.1,0,40,0
"071805",-1,0,728,-2,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,0,753,-2,-1,-1,-1,-1,0,705,-2,-1,-1,-1,.,-1,-1,-2,.,.,.,.,.,.,-1,0,700,-2,-1,-1,-1,.,-1,-1,-2,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.
"071806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071901",16.8,4,828,67.7,14,35,25,.,-1,-1,-1,-1,-1,-1,12,33,23,16.4,3.2,820,76.5,15,31,31,16.7,3.3,833,63.9,13,34,24,-1,.,-1,.,.,.,.,0,0,0,17.6,5.2,838,58.6,13,39,18,.,-1,-1,-1,-1,-1,-1,2,11,18,0,0,0,19.7,20,993,88.2,38,63,44
"071902",20.3,19.3,933,65.4,27,44,37,19.7,7.6,898,68.1,20,36,34,15,32,26,20.3,18,919,69.6,27,39,42,19,13.5,910,58.8,21,39,32,-1,50,1030,66.7,33,67,33,1,8,2,20.2,20.8,950,61,26,49,31,28.1,51,1057,89.1,47,65,51,6,17,17,1,12,4,23.3,38.2,1047,75.7,49,62,58
"071903",16.7,4.5,861,48.6,16,34,29,.,.,-1,.,.,.,.,13,31,26,-1,4.9,853,52.6,17,30,32,16.9,4.8,859,47.7,15,33,26,.,.,.,.,.,.,.,-1,-1,-1,16.1,3.8,877,43.3,14,39,24,.,.,.,.,.,.,.,3,16,20,-1,-1,-1,.,-1,-1,66.7,-1,-1,-1
"071904",16.3,2.1,814,62.7,19,40,33,.,.,-1,.,.,.,.,18,39,33,16.4,1.8,783,78.6,18,30,41,16.4,2.1,822,61.4,19,40,33,.,.,.,.,.,.,.,0,20,0,16.2,2.4,859,49.4,20,50,25,.,.,.,.,.,.,.,5,18,14,-1,-1,-1,.,.,-1,.,.,.,.
"071905",17,5.6,805,-2,19,38,30,18.4,4.5,791,-2,11,26,18,16,34,27,17.3,5.2,799,-2,21,35,37,16.6,4.5,813,97.4,18,36,28,-1,0,780,65,11,22,28,1,5,1,16.6,6,811,-2,16,40,22,-1,19,908,-2,31,63,44,6,19,18,1,5,4,21.6,18.9,929,97.6,34,53,43
"071906",16.8,0,.,90.9,21,21,39,.,.,.,.,.,.,.,22,22,41,16.4,0,.,90.5,28,28,44,16.5,0,.,90.3,19,19,38,.,.,.,.,.,.,.,.,.,.,17.4,0,.,91.7,10,10,30,.,.,.,.,.,.,.,0,0,20,-1,-1,-1,.,-1,.,-1,-1,-1,-1
"071907",16.4,3.9,812,67,11,24,23,-1,-1,.,-2,.,.,.,8,20,19,15.6,1.6,797,71.9,8,13,24,16.4,4.2,816,64.8,11,25,24,.,.,.,.,.,.,.,0,17,0,17.1,6.3,827,62.7,14,34,22,-1,.,.,.,.,.,.,2,10,13,0,0,0,-1,-1,-1,44.4,11,11,11
"071908",-1,0,744,56.8,5,50,9,.,.,.,.,.,.,.,5,51,10,-1,0,757,68,8,46,17,-1,0,744,56.8,5,50,9,.,.,.,.,.,.,.,-1,-1,-1,.,0,715,42.1,0,55,0,.,.,.,.,.,.,.,9,42,9,-1,-1,-1,.,.,.,.,.,.,.
"071909",18.7,7.9,876,58.2,16,34,26,18.3,0,854,69.4,12,21,24,13,30,22,18.4,5.8,858,63.7,16,29,30,18.6,7.1,873,55.7,15,34,25,-1,-1,-1,-1,-1,-1,-1,0,5,0,19,10.4,897,52.5,15,40,22,20.2,33.3,989,85.7,17,67,33,3,16,14,0,4,1,20.4,16.5,996,74.5,24,40,40
"072801",.,-1,-1,4.5,0,0,30,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,0,0,0,50,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,-1,-1,16.7,-1,-1,-1,.,.,.,.,.,.,.,0,0,29,.,.,.,.,-1,-1,5.9,0,0,25
"072802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"072901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"072902",19.9,28.3,986,58.2,31,49,43,.,.,.,.,.,.,.,11,21,29,20.8,24,986,69.4,36,50,53,18,11.1,862,36,9,17,35,.,.,.,.,.,.,.,-1,-1,-1,18.1,33.3,986,48.8,27,48,34,.,.,.,.,.,.,.,0,19,7,-1,-1,-1,19.9,32.4,994,68.5,41,63,46
"072903",20.8,28.8,1021,76.5,40,58,47,.,.,.,.,.,.,.,16,35,22,21.3,26.9,1016,80.4,44,55,55,15.6,0,898,38.2,0,26,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.4,31.2,1028,72,36,61,40,-1,-1,-1,-1,-1,-1,-1,9,18,21,0,25,0,21.4,32.1,1031,82.5,47,64,54
"072904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"072908",17.6,0,834,75,25,38,35,.,.,.,.,.,.,.,13,38,25,-1,0,-1,100,17,17,29,-1,-1,-1,60,0,20,20,.,.,.,.,.,.,.,-1,-1,-1,17.8,0,850,60,30,50,40,.,.,.,.,.,.,.,0,11,20,.,.,-1,18,0,883,81.8,36,45,42
"072909",17.2,11.1,-1,100,30,60,45,.,.,.,.,.,.,.,40,80,40,18,14.3,-1,-2,43,57,71,-1,-1,.,80,20,60,20,-1,.,-1,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,20,.,-2,40,60,67
"072910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"073901",-1,16.7,973,26.1,18,44,35,.,.,.,0,-1,-1,-1,17,46,33,.,-1,-1,28.6,22,33,44,.,-1,-1,20,14,50,29,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,22.2,13,56,25,.,.,.,.,.,.,.,15,43,31,.,.,.,-1,-1,-1,50,29,43,57
"073903",16.9,2.7,793,60.7,16,37,33,-1,0,731,74.1,7,32,21,11,33,30,16.9,0,804,71.4,15,23,46,.,0,844,37.5,21,43,36,.,.,.,.,.,.,.,-1,-1,-1,.,5.9,781,51.5,16,48,23,.,.,.,.,.,.,.,10,35,25,0,20,0,18,9.1,907,61.1,27,40,53
"073904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"073905",21,34.8,1075,78,36,54,50,16,0,-1,90,8,8,21,8,7,38,20.9,27.3,1005,81.5,30,48,54,-1,-1,.,16.7,14,38,43,.,.,.,.,.,.,.,-1,-1,-1,21.1,41.7,1160,75,41,59,48,.,.,.,.,.,.,.,0,14,24,13,11,22,22.5,44.4,1104,83.7,48,70,60
"074903",20.5,24.5,951,47.6,31,42,50,.,-1,-1,60,20,33,20,19,31,37,20.6,20,952,59.3,37,38,59,-1,.,.,0,14,14,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.7,951,31.8,24,47,39,-1,-1,-1,-1,-1,-1,-1,10,16,37,0,14,0,20.3,21.4,957,48.8,31,43,49
"074904",23,57.1,.,53.8,50,50,71,.,.,.,.,.,.,.,33,33,50,23.4,60,.,71.4,71,71,100,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,-1,.,33.3,29,29,43,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.6,40,.,45.5,42,42,67
"074905",20,0,.,43.8,13,56,11,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,20,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,.,.,.,19.6,0,.,38.5,8,62,8,.,.,.,.,.,.,.,0,29,0,.,.,-1,20.2,0,.,40,13,60,12
"074907",20.4,27.3,-1,64.7,43,54,57,-1,-1,.,-1,-1,-1,-1,22,33,22,20.3,17.6,.,73.9,48,52,70,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,36.4,33,58,33,.,.,.,.,.,.,.,25,42,42,-1,-1,-1,21.7,25,-1,57.1,45,55,62
"074909",20.9,26.7,992,62.5,41,51,60,.,-1,.,-1,-1,-1,-1,33,46,50,18.9,18.8,992,69.6,30,30,61,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,22.4,33.3,.,48,52,71,58,.,.,.,.,.,.,.,13,25,22,-1,-1,-1,20.6,28,992,56.8,44,55,59
"074911",22.9,54.5,.,68.8,53,59,73,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,40,-1,20,-1,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,24.9,66.7,.,81.8,73,75,82,.,.,.,.,.,.,.,-1,-1,-1,.,-1,.,22.4,54.5,.,68.8,53,59,73
"074912",22.9,38.5,1028,52,27,77,31,.,.,.,.,.,.,.,17,83,17,24,57.1,1034,77.8,40,80,50,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,21.6,16.7,-1,37.5,19,75,19,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,23.1,33.3,1016,54.5,27,77,32
"074917",19.5,17.6,-1,100,41,44,76,.,.,.,.,.,.,.,50,43,83,18.9,11.1,-1,100,11,20,78,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,20.3,25,-1,100,75,75,75,.,.,.,.,.,.,.,-1,-1,-1,.,-1,.,19.8,20,-1,93.8,44,47,75
"075901",20.5,12.5,979,50,20,42,45,-1,-1,.,-1,-1,-1,-1,14,36,40,19,0,-1,42.9,21,29,64,-1,-1,-1,20,0,30,20,.,.,.,.,.,.,.,.,.,.,21.4,20,988,55.6,19,53,29,.,.,.,.,.,.,.,0,6,38,-1,-1,-1,21.4,16.7,928,60,33,53,58
"075902",20.9,27.6,1018,63.7,42,57,58,-1,0,817,75,18,18,36,10,10,27,20.6,22.6,1002,68.9,45,51,69,.,-1,-1,25,11,11,33,.,.,.,.,.,.,.,.,.,.,-1,33.3,1035,58.7,39,63,46,.,.,.,.,.,.,.,0,18,4,-1,-1,0,20.6,29.2,1045,64,49,68,64
"075903",21,31.3,1030,82.1,51,77,56,.,-1,.,-1,-1,-1,-1,14,57,29,-1,33.3,1050,78.3,43,74,52,.,-1,-1,42.9,43,86,43,.,.,-1,.,.,.,.,-1,-1,-1,-1,28.6,1004,87.5,63,81,63,.,.,.,-1,-1,-1,-1,11,33,11,.,.,.,21.2,28.6,1022,-2,59,81,67
"075906",-1,20,1004,66.7,33,60,40,.,.,.,.,.,.,.,-1,-1,-1,.,0,992,62.5,38,50,50,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,40,1016,71.4,29,71,29,.,.,.,-1,-1,-1,-1,14,57,14,.,.,.,-1,20,1004,76.9,38,69,46
"075908",25.6,46.2,1087,72.2,41,59,47,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,28.6,1037,70,44,67,56,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,66.7,1148,75,38,50,38,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,41.7,1082,80,43,64,50
"076903",19.9,11.8,-1,89.5,45,65,65,.,.,.,.,.,.,.,38,62,62,20.6,16.7,-1,85.7,25,38,63,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,19.5,9.1,.,91.7,58,83,67,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,20.6,15.4,-1,86.7,38,56,63
"076904",20.5,30,-1,93.8,34,51,43,-1,-1,.,-2,-1,-1,-1,8,8,25,20.1,18.8,-1,94.1,29,41,35,20,28.6,.,77.8,30,40,40,.,.,.,.,.,.,.,.,.,.,20.9,42.9,-1,93.3,39,61,50,.,.,.,.,.,.,.,6,13,25,-1,-1,-1,21.6,33.3,-1,91.3,38,58,46
"077901",19,16.7,-1,63.2,39,49,41,-1,-1,.,-2,-1,-1,-1,19,32,21,18.5,16.7,-1,64.3,36,41,38,16,0,.,42.9,21,35,25,-1,.,.,.,.,.,.,-1,-1,-1,19.4,16.7,-1,62.1,43,57,45,.,.,.,.,.,.,.,6,11,10,.,-1,-1,22.4,35.3,-1,85,70,71,70
"077902",21.2,31.8,-1,73.3,39,79,38,.,.,.,.,.,.,.,14,57,14,22.6,55.6,-1,69.2,50,83,50,19,20,.,41.7,10,60,9,.,.,.,.,.,.,.,.,.,.,20.3,15.4,-1,76.5,31,76,29,.,.,.,.,.,.,.,.,-1,.,-1,-1,-1,22,35.3,-1,94.4,56,89,56
"078901",17.7,0,-1,62.5,41,47,65,-1,-1,-1,-2,-1,-1,-1,36,43,57,-1,-1,-1,50,33,33,67,-1,-1,.,50,33,50,33,.,.,.,.,.,.,.,.,.,.,16.7,0,.,70,45,55,64,.,.,.,.,.,.,.,0,0,0,-1,-1,-1,-1,0,.,55.6,56,56,100
"079901",19.5,26,1000,64.3,33,51,45,17,9.7,895,67.9,17,29,30,20,35,33,19.7,22.7,987,66.7,34,46,53,18.3,11.5,949,40,18,35,34,-1,-1,-1,-1,-1,-1,-1,0,0,0,19.4,29.3,1014,61.8,32,56,37,20.4,40.9,1064,71,65,73,73,9,18,23,5,13,9,20.9,35,1026,78.8,47,68,56
"079906",21.4,31,1079,60,47,65,57,-1,-1,.,-1,-1,-1,-1,29,41,32,20.6,25.5,1018,61.8,47,58,60,18.3,22.2,1007,29,38,48,48,.,.,.,.,.,.,.,-1,-1,-1,22.3,37.5,1128,58,48,73,54,.,.,.,-1,-1,-1,-1,9,25,22,17,50,17,21.7,29.7,1093,67.9,52,72,61
"079907",20.9,35.9,1031,83.7,48,61,63,17.6,10.3,874,74,23,32,48,24,39,43,20.9,32.1,1019,85.4,48,57,68,20.1,20.6,942,58.1,31,48,49,-1,25,980,-2,60,80,80,8,32,10,21.1,40.2,1045,81.4,48,66,57,23.6,53.2,1130,92.2,65,81,72,15,28,39,12,25,21,23.7,46.8,1093,87.1,65,78,75
"079908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"079910",18.9,28.6,981,84.8,30,54,37,17.4,12.8,901,-2,22,49,33,15,42,21,17.9,14.3,928,86.2,24,51,35,-1,11.8,911,53.1,12,33,18,.,.,.,.,.,.,.,-1,-1,-1,20.8,42.9,1027,83.6,36,57,39,20.8,50,1060,97.3,51,70,57,10,27,17,-1,-1,-1,-1,55.6,-1,50,41,71,41
"080901",21.8,33.3,1015,49.5,29,43,43,-1,-1,.,-1,-1,-1,-1,23,40,33,22.3,34.6,1015,52,30,44,53,-1,-1,-1,40,40,50,40,.,.,.,-1,-1,-1,-1,-1,-1,-1,20.9,31.6,1016,46.3,27,43,31,.,.,.,.,.,.,.,14,17,27,-1,-1,-1,22.2,35.1,1003,48.1,29,45,46
"081902",21.6,42.1,1001,58.8,32,58,33,17.5,28.6,-1,35,16,30,20,5,35,10,21.3,35.5,957,50,29,54,31,-1,-1,-1,25,0,36,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.6,50,1058,74.3,37,65,37,.,.,.,-1,-1,-1,-1,0,14,5,-1,-1,-1,22.3,45.7,1049,73,42,71,42
"081904",20.6,19.6,950,56.1,28,48,40,-1,16.7,-1,75,11,30,22,11,30,11,22.1,21.7,950,57.5,34,48,46,-1,-1,-1,50,25,38,63,.,-1,.,-1,-1,-1,-1,.,.,.,18.6,17.4,949,54.8,23,49,34,.,.,.,.,.,.,.,0,15,11,-1,-1,-1,20.2,17.1,953,54.7,30,52,38
"081905",19.3,13.6,936,68.8,33,58,44,-1,-1,-1,-1,-1,-1,-1,17,33,33,19.7,9.1,-1,91.7,42,58,67,.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,18.7,18.2,-1,55,29,57,32,.,.,.,.,.,.,.,17,33,29,-1,-1,-1,19.6,15.8,949,73.1,37,63,39
"081906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"082902",18.5,16,.,89.3,14,27,31,.,.,.,.,.,.,.,9,18,27,18.7,11.8,.,94.4,11,21,33,16.2,6.7,.,88.2,6,16,17,.,.,.,.,.,.,.,-1,-1,-1,18,25,.,80,18,36,27,.,.,.,.,.,.,.,0,6,18,-1,-1,-1,22.4,33.3,.,81.8,27,45,55
"082903",18.9,9.6,873,55.9,22,36,39,.,.,.,-1,-1,-1,-1,16,26,39,18.3,9.4,813,64,29,38,49,18.5,4.8,803,54.5,18,31,36,.,.,.,.,.,.,.,-1,-1,-1,19.8,10,-1,46.5,14,34,27,-1,-1,.,-1,-1,-1,-1,14,27,31,-1,-1,-1,21,33.3,-1,64.3,36,60,50
"083901",18.5,7.1,.,90.3,27,60,33,-1,-1,.,-1,-1,-1,-1,22,56,28,19.3,12.5,.,100,40,53,53,16.4,0,.,85,11,47,21,.,.,.,.,.,.,.,-1,-1,-1,17.1,0,.,80,13,67,13,.,.,.,.,.,.,.,0,18,9,-1,-1,-1,-1,28.6,.,100,71,100,71
"083902",21.3,30,-1,66.7,53,67,65,.,.,.,.,.,.,.,50,67,63,20.8,14.3,-1,77.8,44,56,64,-1,-1,.,42.9,29,57,44,.,.,.,.,.,.,.,.,.,.,-1,-1,.,50,67,83,67,.,.,.,.,.,.,.,.,.,.,.,.,-1,22.4,42.9,-1,87.5,75,75,88
