DISTRICT,DA0CA06R,DA0CC06R,DA0CS06R,DA0CT06R,DACRB06R,DACRM06R,DACRR06R,DB0CA06R,DB0CC06R,DB0CS06R,DB0CT06R,DBCRB06R,DBCRM06R,DBCRR06R,DECRB06R,DECRM06R,DECRR06R,DF0CA06R,DF0CC06R,DF0CS06R,DF0CT06R,DFCRB06R,DFCRM06R,DFCRR06R,DH0CA06R,DH0CC06R,DH0CS06R,DH0CT06R,DHCRB06R,DHCRM06R,DHCRR06R,DI0CA06R,DI0CC06R,DI0CS06R,DI0CT06R,DICRB06R,DICRM06R,DICRR06R,DLCRB06R,DLCRM06R,DLCRR06R,DM0CA06R,DM0CC06R,DM0CS06R,DM0CT06R,DMCRB06R,DMCRM06R,DMCRR06R,DP0CA06R,DP0CC06R,DP0CS06R,DP0CT06R,DPCRB06R,DPCRM06R,DPCRR06R,DRCRB06R,DRCRM06R,DRCRR06R,DSCRB06R,DSCRM06R,DSCRR06R,DW0CA06R,DW0CC06R,DW0CS06R,DW0CT06R,DWCRB06R,DWCRM06R,DWCRR06R
"005904",21.6,30.4,960,79.3,59,97,59,.,.,.,.,.,.,.,14,86,14,22.3,40,1017,100,60,100,60,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,20.6,23.1,903,68.4,58,95,58,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,21.8,33.3,959,84,68,96,68
"006902",20,20,-1,68.2,41,64,55,.,.,.,.,.,.,.,20,20,40,22.1,33.3,.,64.3,57,64,71,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,16.2,0,-1,75,13,63,25,.,.,.,.,.,.,.,0,17,33,.,.,.,20,21.4,.,66.7,43,67,57
"007901",19.4,20,952,41.7,20,32,28,.,.,.,.,.,.,.,0,0,9,18.7,14.3,-1,58.3,33,42,50,-1,-1,-1,22.2,11,21,16,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,25,8,23,8,.,.,.,.,.,.,.,0,10,0,-1,-1,-1,21,16.7,-1,100,50,67,67
"007902",18.5,12.1,896,48.5,19,28,33,.,.,.,.,.,.,.,3,10,23,18.4,19,946,50,19,27,34,16.8,0,-1,40.5,6,11,22,.,.,.,.,.,.,.,.,.,.,18.6,0,-1,46.2,18,30,30,.,.,.,.,.,.,.,12,18,27,-1,-1,-1,20.6,23.5,-1,54.8,34,48,45
"007904",17.3,11.4,931,60.3,23,36,47,.,.,.,.,.,.,.,17,33,25,-1,10.5,916,67.9,20,23,54,-1,0,898,51.4,17,31,43,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,12.5,946,53.3,26,47,42,.,.,.,.,.,.,.,7,14,29,-1,-1,-1,.,26.7,971,75,37,48,58
"007905",19.8,17.9,953,63.5,39,57,49,.,-1,-1,-1,-1,-1,-1,32,51,39,19.7,18.5,950,74.7,42,54,56,18.6,6,898,54.9,35,51,42,.,.,.,.,.,.,.,.,.,.,19.8,17.5,958,50,35,61,41,.,.,.,.,.,.,.,9,30,24,0,0,0,20.6,30.8,1005,69.3,45,65,57
"007906",17.9,5.3,884,40.4,26,29,72,.,.,.,-1,.,.,.,25,25,74,17.9,4.2,833,44.4,27,29,83,17.3,0,843,33.8,24,26,74,.,.,.,.,.,.,.,.,.,.,17.5,7.1,960,35,25,28,56,-1,-1,-1,-2,-1,-1,-1,4,4,48,.,.,.,-1,12.5,931,57.1,44,56,64
"008901",22.6,38.4,1024,75.6,45,55,61,-1,0,746,50,0,0,31,20,30,27,22.7,40,1018,84.6,45,51,68,20.8,16.7,1003,66.7,18,36,27,-1,.,-1,.,.,.,.,-1,-1,-1,22.7,38.1,1033,63.6,45,59,54,.,.,.,.,.,.,.,12,22,24,0,13,10,23.1,42.9,1063,75,52,63,68
"008902",19.9,21.4,996,65.1,44,51,68,16.8,12.5,-1,88.9,26,26,47,29,35,56,19.8,19.5,966,58.6,44,49,71,20.6,28.6,-1,22.6,34,34,66,-1,-1,-1,-2,.,.,.,-1,-1,-1,19.7,23.3,1030,72.9,44,52,65,.,-1,.,-1,-1,-1,-1,6,14,42,13,44,11,20.8,24.1,999,73.4,52,62,74
"008903",16.6,10.3,870,78.4,14,54,19,.,0,-1,-2,-1,-1,-1,11,44,22,-1,8.3,853,80,20,33,33,-1,12.5,947,61.5,15,46,31,.,.,.,.,.,.,.,.,.,.,-1,11.8,882,77.3,9,68,9,.,.,.,.,.,.,.,0,25,0,.,.,.,-1,13.3,896,71.4,14,67,14
"009901",20.1,22.4,-1,69,26,60,28,-1,-1,.,-1,-1,-1,-1,15,45,15,19.5,25,.,72.7,23,40,25,18.6,9.5,.,47.7,13,48,13,.,.,.,.,.,.,.,-1,-1,0,20.3,20,-1,65.8,28,78,31,.,.,.,.,.,.,.,4,31,7,-1,-1,0,21,33.3,-1,-2,46,79,54
"010901",18.7,14.3,999,-2,29,47,36,-1,-1,.,-2,-1,-1,-1,-1,-1,-1,20.2,16.7,-1,-2,40,40,60,-1,-1,.,-2,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,17.2,12.5,-1,-2,22,50,22,.,.,.,.,.,.,.,-1,-1,-1,0,0,0,21,18.2,999,91.7,36,58,45
"010902",21.6,37.2,1023,82.9,48,66,60,.,-1,-1,-2,-1,-1,-1,33,58,40,21.9,38.5,1021,89,51,65,66,19,33.3,1011,65.2,30,65,35,.,.,-1,-1,-1,-1,-1,.,.,.,21.2,35.7,1027,76.7,44,67,53,-1,-1,-1,-1,-1,-1,-1,19,34,46,-1,-1,-1,22.2,38.4,1027,85.3,50,65,64
"011901",18.9,24.4,975,47.8,28,43,44,13.3,5.3,809,84.4,8,25,38,17,33,31,18.6,24.1,980,49.5,32,40,52,17.1,23.3,963,25.6,21,32,36,.,.,.,.,.,.,.,0,11,13,19,24.7,968,45.7,24,45,35,-1,-1,-1,-1,-1,-1,-1,7,16,27,0,0,0,22.1,29.7,1025,49.6,34,51,47
"011902",18.5,16.5,928,59.5,32,48,54,-1,0,-1,40,7,14,33,26,41,45,19.5,17.8,927,62.5,28,46,57,16.2,3.4,856,50,30,40,57,-1,-1,-1,-1,-1,-1,-1,.,.,.,17.6,15.2,929,56.8,35,49,52,.,-1,-1,-2,-1,-1,-1,4,17,32,0,0,8,21.3,25,972,67.5,38,58,56
"011904",20.8,30.6,1012,62,38,61,53,-1,20,-1,62.5,57,57,100,36,45,59,20.7,25,998,67.9,35,51,55,.,-1,-1,16.7,9,18,17,.,-1,-1,-2,.,.,.,-1,-1,-1,20.7,38.5,1031,55.3,42,71,51,-1,.,.,.,.,.,.,11,14,43,-1,-1,-1,20.6,29.6,1017,67.5,41,67,54
"011905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"012901",21.9,30,-1,52.6,32,68,41,-1,-1,.,-1,-1,-1,-1,25,67,33,20.9,20,.,52.6,22,56,28,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,22.8,40,-1,52.6,42,79,53,.,.,.,.,.,.,.,20,20,20,-1,-1,-1,22.2,33.3,-1,56.3,34,72,41
"013801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"013901",18.6,10.5,926,60.5,26,48,38,16.2,0,-1,85.7,33,33,67,19,38,30,18.7,10,933,70,29,41,44,17.7,5.6,862,53.3,20,39,32,.,.,.,.,.,.,.,-1,-1,-1,18.3,11.1,918,51.4,23,56,32,-1,-1,.,-1,-1,-1,-1,6,26,20,-1,0,-1,20.2,20,980,73.8,37,68,45
"013902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"013903",18.8,0,-1,40.7,12,27,33,-1,-1,.,-1,-1,-1,-1,7,20,25,-1,0,-1,33.3,7,21,50,.,-1,.,14.3,0,13,38,.,.,-1,.,.,.,.,.,.,.,18.4,0,-1,50,17,33,15,.,.,.,.,.,.,.,0,8,15,-1,-1,-1,19.7,0,-1,47.4,18,35,33
"013905",18.9,7.7,.,35.1,12,30,26,.,.,.,.,.,.,.,12,18,33,20,20,.,27.8,19,25,41,17.4,0,.,33.3,6,18,28,.,.,.,.,.,.,.,.,.,.,18.3,0,.,42.1,6,35,11,.,.,.,.,.,.,.,0,8,21,-1,-1,-1,20.7,16.7,.,37.5,19,44,24
"014801",.,-1,-1,5,12,24,41,.,-1,-1,6.7,33,33,50,25,25,50,.,-1,-1,11.1,18,36,45,.,.,.,0,0,20,40,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,33,.,.,.,-1,.,.,.,14,29,43,.,.,.,.,-1,-1,6.3,0,17,33
"014802",-1,-1,.,2.8,6,22,18,-1,-1,.,5.6,0,0,17,0,0,14,-1,-1,.,4.8,0,33,0,.,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,0,13,11,38,.,.,.,-1,.,.,.,0,20,13,.,.,.,.,.,.,0,0,29,0
"014803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"014804",.,.,.,-1,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"014901",21.4,21.4,981,44.4,26,49,30,.,.,.,-1,-1,-1,-1,8,33,8,19.8,13.3,929,50,24,42,33,-1,-1,.,42.9,13,38,13,.,.,.,.,.,.,.,.,.,.,23.2,30.8,1033,39.4,28,56,28,.,.,.,.,.,.,.,7,32,11,0,0,0,21.5,16.7,1001,44.4,29,51,34
"014902",-1,33.3,999,64.3,20,33,21,.,.,.,-1,-1,-1,-1,0,11,9,.,-1,-1,66.7,0,17,14,-1,-1,-1,50,11,33,9,.,.,.,.,.,.,.,.,.,.,-1,60,-1,62.5,33,44,25,.,.,.,.,.,.,.,8,17,13,-1,-1,0,-1,60,1064,-2,-1,-1,50
"014903",18.3,17,1027,-2,37,47,58,16.8,0,-1,-2,9,36,45,20,30,45,18.8,17.3,1015,-2,39,45,62,16.4,5.3,931,-2,22,35,45,18.4,33.3,-1,-2,60,60,80,-1,-1,-1,17.9,16.7,1038,-2,36,49,55,-1,-1,-1,-1,-1,-1,-1,13,21,45,3,3,17,19.6,22.6,1047,-2,43,51,62
"014905",20.7,18.2,-1,57.9,24,44,28,.,.,.,.,.,.,.,-1,-1,-1,20.7,10,-1,66.7,21,43,27,-1,-1,-1,-1,-1,20,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,0,0,0,.,.,.,20.8,25,-1,53.3,31,54,36
"014906",19.4,19.9,939,68.6,27,44,39,18,7.9,859,70.5,18,33,30,18,33,30,19.3,18.3,932,71.8,26,40,42,19.3,16.4,943,58,22,39,40,.,-1,958,80,40,60,40,0,11,10,19.6,21.9,947,65.2,28,49,34,21.4,27.9,1003,84,40,60,50,10,24,25,2,6,8,21.3,35,1044,62.5,36,56,46
"014907",20.4,20,968,59.5,33,43,60,-1,-1,-1,-1,-1,-1,-1,0,0,20,20.5,17.6,973,73.9,32,39,68,-1,-1,-1,23.1,9,9,36,.,.,.,-1,.,-1,.,.,.,.,20.2,25,-1,42.1,35,47,50,.,.,.,.,.,.,.,0,0,25,.,.,-1,21,23.8,997,77.8,44,59,68
"014908",22.1,31.7,1030,68.2,35,52,46,.,.,.,-1,-1,-1,-1,0,56,0,22.1,23.3,988,76.9,32,42,51,-1,0,-1,54.5,0,55,0,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,22.3,40,1063,61.2,38,59,42,.,-1,.,-1,-1,-1,-1,15,32,27,-1,-1,-1,22.2,34.6,1049,71.2,41,53,54
"014909",22.6,52.5,1092,57.7,43,58,52,18.1,6.1,860,42.3,9,22,23,22,37,42,22.3,49.5,1059,59.1,40,50,51,21,46.7,1071,39.5,35,49,45,-1,.,-1,.,.,.,.,-1,-1,-1,23.5,56.7,1128,55.6,47,66,53,23.5,55.6,1133,90,88,100,88,11,24,24,0,0,7,24.7,66.7,1139,67,58,73,66
"014910",21,23.8,988,71.2,30,51,44,-1,-1,-1,-1,-1,-1,-1,20,30,20,20.5,17.9,973,87.5,34,56,53,-1,-1,-1,30.8,27,36,45,.,.,.,.,.,.,.,.,.,.,21.9,35.7,1015,51.9,25,45,32,.,.,.,.,.,.,.,9,21,31,0,0,0,20.8,21.6,983,82.2,29,53,42
"015801",.,0,794,29.6,5,17,26,.,-1,-1,-2,.,.,.,9,17,18,.,0,809,34.5,7,7,27,.,0,770,26.2,6,6,29,.,.,.,.,.,.,.,-1,-1,-1,.,0,768,24,0,33,25,.,.,.,-1,-1,-1,-1,0,17,0,.,.,-1,.,-1,-1,30,0,50,20
"015802",.,-1,-1,3.3,13,38,30,.,-1,-1,6.7,0,20,33,-1,-1,60,.,-1,-1,4.8,14,43,38,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,40,.,.,.,.,.,.,-1,-1,-1,-1
"015803",.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,.,-1,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.
"015805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015806",14.6,0,823,-2,5,5,29,13.7,0,-1,-2,0,0,14,0,0,25,14.1,0,819,-2,8,8,17,15.9,0,838,100,8,8,42,.,.,.,.,.,.,.,.,.,.,15.5,0,830,-2,0,0,44,.,.,.,.,.,.,.,0,0,15,-1,-1,-1,.,-1,-1,-1,-1,-1,-1
"015807",-1,6.1,815,22.6,5,18,17,-1,0,736,40,0,7,7,10,20,30,-1,5,768,23.5,6,17,19,.,0,797,15.9,10,22,19,.,.,.,.,.,.,.,.,.,.,.,7.7,884,21.3,4,20,13,.,.,.,-1,.,.,.,2,18,11,-1,-1,-1,.,33.3,-1,16.2,0,20,20
"015808",.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015812",.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.
"015813",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015814",.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,.
"015815",.,-1,-1,30.8,-1,0,-1,.,-1,-1,-1,.,.,.,.,-1,.,.,-1,-1,42.9,-1,-1,-1,.,-1,-1,50,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,-1,-1,16.7,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,0,-1,-1,-1
"015816",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015817",.,.,.,0,0,0,18,.,.,.,-1,-1,-1,-1,0,0,22,.,.,.,0,0,0,31,.,.,.,0,0,0,14,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,0,0,15,.,.,.,.,.,.,0,0,0,33
"015819",.,.,.,0,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,0,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,0,-1,-1,-1
"015820",.,.,.,0,-1,-1,20,.,.,.,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1
"015822",.,-1,-1,16.7,8,8,31,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,0,0,0,40,.,-1,-1,18.2,8,8,25,.,.,.,.,.,.,.,.,.,.,.,-1,-1,33.3,14,14,25,.,.,.,.,.,.,.,0,0,14,-1,-1,-1,.,.,.,-1,.,.,-1
"015823",.,.,.,0,20,17,20,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,0,20,17,20,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,.,.,.,-1,0,-1,.,.,.,.,.,.,.,.,.,.
"015824",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015825",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015826",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015828",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
