DISTRICT,DA0CA09R,DA0CC09R,DA0CS09R,DA0CT09R,DACRB09R,DACRM09R,DACRR09R,DB0CA09R,DB0CC09R,DB0CS09R,DB0CT09R,DBCRB09R,DBCRM09R,DBCRR09R,DECRB09R,DECRM09R,DECRR09R,DF0CA09R,DF0CC09R,DF0CS09R,DF0CT09R,DFCRB09R,DFCRM09R,DFCRR09R,DH0CA09R,DH0CC09R,DH0CS09R,DH0CT09R,DHCRB09R,DHCRM09R,DHCRR09R,DI0CA09R,DI0CC09R,DI0CS09R,DI0CT09R,DICRB09R,DICRM09R,DICRR09R,DLCRB09R,DLCRM09R,DLCRR09R,DM0CA09R,DM0CC09R,DM0CS09R,DM0CT09R,DMCRB09R,DMCRM09R,DMCRR09R,DP0CA09R,DP0CC09R,DP0CS09R,DP0CT09R,DPCRB09R,DPCRM09R,DPCRR09R,DRCRB09R,DRCRM09R,DRCRR09R,DSCRB09R,DSCRM09R,DSCRR09R,DW0CA09R,DW0CC09R,DW0CS09R,DW0CT09R,DWCRB09R,DWCRM09R,DWCRR09R
"003907",-1,17.2,965,28.4,25,49,35,.,.,.,-1,-1,-1,-1,29,38,35,-1,5.9,925,28.8,27,47,42,.,-1,-1,40,56,67,67,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,33.3,1026,27.9,23,51,26,.,.,.,.,-1,-1,-1,-3,3,13,-3,14,-3,-1,16,967,27.5,22,48,33
"004901",19.8,20.4,975,59.3,43,55,63,-1,-1,-1,-1,-1,-1,80,33,49,48,20.8,19.3,961,62.6,43,54,69,19.6,12,929,43.9,37,45,60,.,.,.,.,-1,-1,-1,-1,-1,-1,18.7,21.6,990,56,42,57,57,-1,11.1,949,90,50,80,60,17,27,49,-1,-1,13,20,25.7,998,62.5,45,59,63
"005901",21.3,14.8,1023,69.2,47,66,51,.,.,.,.,-1,-1,-1,36,55,42,21.6,14.3,1020,82.4,65,65,71,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,20.9,15.4,1027,59.1,33,67,36,.,.,.,.,-1,-1,-1,31,38,43,-1,-1,-1,21.3,14.8,1023,71.1,49,68,53
"005902",21.3,26.2,1014,87.5,77,85,85,.,.,.,.,-1,-1,-1,-1,-1,-1,21.1,23.1,966,89.7,68,82,75,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,21.6,31.3,1103,84.2,89,89,-4,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.3,25.6,1014,88.6,77,84,86
"005904",21.6,29,-1,79.5,59,87,63,.,.,.,.,-1,-1,-1,40,70,50,20.8,25,-1,85.7,57,79,67,-1,-1,-1,33.3,22,78,22,.,.,.,.,-1,-1,-1,-1,-1,-1,22.1,31.6,-1,76,60,92,60,.,.,.,.,-1,-1,-1,20,50,36,-1,-1,-1,21.9,32.1,-1,93.3,70,90,74
"006902",21.6,33.3,-1,88.9,67,70,89,.,.,.,.,-1,-1,-1,-1,-1,-1,21.4,35.7,-1,87.5,60,60,93,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,21.9,30,-1,90.9,75,83,83,.,.,.,.,-1,-1,-1,-3,-3,-4,-1,-1,-1,21.8,34.8,-1,92,65,69,88
"007901",18.3,7.7,.,54.2,31,46,46,.,.,.,.,-1,-1,-1,25,50,42,19.4,12.5,.,57.1,21,36,50,18.6,10,.,47.6,27,45,45,.,.,.,.,-1,-1,-1,-1,-1,-1,16.6,0,.,50,42,58,42,.,.,.,.,-1,-1,-1,13,33,20,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"007902",21.6,31.3,999,53.3,42,53,60,.,.,.,.,-1,-1,-1,38,50,46,21.6,21.4,1024,45.2,47,57,60,20.6,21.4,918,53.8,33,47,52,.,.,.,.,-1,-1,-1,-1,-1,-1,21.6,38.9,979,62.1,39,50,59,.,.,.,.,-1,-1,-1,27,32,41,-3,10,9,22.3,38.9,1103,52.9,50,58,67
"007904",17.3,7.7,852,77.4,41,52,60,.,.,.,.,-1,-1,-1,32,43,57,16.6,3.1,809,80,38,44,69,17,5.7,818,76.8,36,45,58,.,.,.,.,-1,-1,-1,-1,-1,-1,17.9,12.1,900,75,44,59,52,.,.,.,.,-1,-1,-1,31,40,54,-1,-1,-3,-1,16.7,986,80,63,81,71
"007905",20.4,24.4,1007,49.7,39,51,51,.,.,.,.,-1,-1,-1,26,38,40,21.1,33.3,1011,41.1,42,49,57,19.1,8.1,943,40.7,33,42,48,.,.,.,.,-1,-1,-1,-1,-1,-1,19.9,18.8,1005,57.1,36,52,47,.,-1,-1,-1,-1,-1,-1,8,18,19,-3,-3,5,21.3,40,1086,62.5,49,66,58
"007906",18.8,9.4,914,35.2,31,34,70,.,.,.,.,-1,-1,-1,27,30,69,20.1,10.5,919,38,31,31,85,18.3,10.5,917,25.7,26,29,72,.,.,.,-1,-1,-1,-1,-1,-1,-1,17.6,7.7,900,31.7,31,38,55,.,.,.,.,-1,-1,-1,11,17,60,-3,-3,-3,19.8,7.7,911,81.3,56,63,69
"008901",22.7,41.4,1042,63.9,51,65,64,-1,0,-1,42.9,-3,15,21,22,44,29,23,35.8,1027,63.1,51,65,65,20.2,22.2,992,52.9,32,53,45,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,22.5,47.8,1060,64.8,51,64,62,.,.,.,.,-1,-1,-1,10,25,30,-3,-3,7,23.7,45.8,1060,67.5,59,72,71
"008902",20.6,20.3,987,55.2,41,50,65,16.5,10,-1,62.5,19,38,53,23,40,53,20.9,18.2,967,63.8,38,46,70,18.2,10,981,41.7,29,41,60,.,.,.,-1,-1,-1,-1,-1,-1,-1,20.2,23.3,1010,46.2,43,54,60,.,.,.,.,-1,-1,-1,13,17,41,7,21,6,22.6,27.3,1006,63.8,55,60,70
"008903",17.2,7.7,889,63.9,41,69,43,15.2,0,755,-2,29,65,29,28,59,31,18.1,9.5,925,58.3,57,86,57,-1,0,940,41.2,32,58,32,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,5.6,851,72,24,52,27,.,-1,-1,-1,-1,-1,-1,21,43,21,-3,-3,-3,18.7,17.6,974,56.7,55,77,58
"009901",19.8,20,-1,50.8,42,47,64,-1,-1,.,-1,-1,-1,-1,31,36,58,20,17.6,.,54.8,50,50,76,17.7,0,.,30.8,27,34,58,.,.,.,.,-1,-1,-1,-1,-1,-1,19.6,23.1,-1,46.4,32,42,50,.,.,.,.,-1,-1,-1,14,17,47,-1,-1,40,21.6,35.3,-1,94.4,72,72,79
"010901",18,11.8,905,85,55,75,60,.,.,.,.,-1,-1,-1,45,73,55,17.3,0,861,100,50,70,50,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,19.2,28.6,-1,70,60,80,70,.,.,.,.,-1,-1,-1,30,50,40,-1,-1,-1,18.1,13.3,908,83.3,56,78,61
"010902",22.7,37,1020,74.5,64,76,71,.,.,.,.,-1,-1,-1,54,71,63,22.5,34.4,1008,84.2,64,71,75,19.2,12.5,876,59.3,42,64,54,.,.,.,-1,-1,-1,-1,-1,-1,-1,22.9,40.9,1038,63.8,65,82,66,-1,-1,-1,-1,-1,-1,-1,37,57,47,-1,20,14,23.2,40.7,1043,78.4,69,79,75
"011901",18.5,15.4,930,47.1,34,50,49,14.9,2.9,808,87.2,23,27,43,21,34,38,19.1,13.4,912,48.9,35,45,56,18.2,6.3,862,36,27,40,41,.,-1,-1,-1,-1,-1,-1,-3,13,-3,18,17.6,951,45.3,33,54,42,-1,-1,-1,-1,-1,-1,-1,17,31,37,5,13,7,19.6,23.5,1001,49.1,40,61,55
"011902",19.8,13.6,927,55.4,46,59,60,16.5,0,844,70.4,30,33,43,37,51,51,20.1,14.3,912,49.4,44,51,63,19.1,5.6,889,46.8,40,57,55,.,.,.,.,-1,-1,-1,-1,-1,-1,19.5,13.1,937,60.4,47,65,57,-1,-1,.,-1,-1,-1,-1,26,36,46,-1,-1,-1,21.2,25.5,989,58.8,57,69,70
"011904",20.3,27.1,1008,57.3,40,60,50,-1,0,-1,-2,20,40,40,27,50,40,20.7,29.6,963,64.3,38,48,55,-1,40,-1,33.3,13,33,27,.,.,.,.,-1,-1,-1,-1,-1,-1,20,25,1045,52.5,41,69,47,.,.,.,.,-1,-1,-1,10,14,24,-3,20,-3,20.6,28.6,1018,58.3,45,66,55
"011905",.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1
"012901",20.8,32.1,-1,71.8,44,62,55,-1,-1,.,-1,-1,-1,-1,43,57,47,20.3,33.3,-1,71.4,45,50,59,-1,-1,-1,33.3,17,17,33,.,.,.,.,-1,-1,-1,-1,-1,-1,21.4,30.8,-1,72.2,41,76,50,.,.,.,-1,-1,-1,-1,10,20,20,-1,-1,-1,21,37.5,-1,82.8,52,69,60
"013801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"013901",19.3,17,1066,56.6,45,61,61,17.4,40,-1,100,29,43,43,43,60,57,19,16.4,998,59.2,45,59,60,18.9,12.5,1088,52.2,41,57,58,.,.,.,.,-1,-1,-1,-1,-1,-1,19.6,17.6,1104,53.7,46,63,63,-1,-1,-1,-1,-1,-1,-1,13,29,38,-3,-3,-3,20.4,22.6,1019,60.8,56,72,69
"013902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"013903",17.8,6.7,-1,60,50,63,58,.,.,.,-1,-1,-1,-1,47,60,53,16.4,0,-1,81.8,36,45,55,15.8,0,-1,68.8,50,56,63,.,.,.,.,-1,-1,-1,-1,-1,-1,19.6,16.7,-1,42.9,62,77,62,.,.,.,.,-1,-1,-1,27,36,36,-1,-1,-1,-1,-1,.,50,57,86,57
"013905",19.3,19.4,-1,60.8,49,63,73,-1,-1,.,-1,-1,-1,-1,27,54,58,19.2,11.8,-1,70.8,58,63,75,18.7,20,.,53.6,39,57,61,.,.,.,.,-1,-1,-1,-1,-1,-1,19.4,28.6,-1,51.9,41,63,70,.,.,.,.,-1,-1,-1,20,30,60,-1,-1,-1,20.2,21.4,-1,66.7,67,76,86
"014801",.,.,.,0,38,59,50,.,.,.,0,-3,40,43,-1,40,-3,.,.,.,0,33,60,55,.,.,.,0,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,0,43,57,44,.,.,.,.,-1,-1,-1,33,50,50,-1,-1,-1,.,.,.,0,67,80,60
"014802",-1,-1,.,5.9,17,14,57,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,10,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,17,14,50,-1,-1,-1,.,.,.,0,-1,20,80
"014803",.,40,1105,83.3,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,40,1105,83.3,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,1158,-1,-1,-1,-1
"014804",.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1
"014901",21.2,28.9,988,60,61,71,73,-1,-1,-1,-1,-1,-1,-1,22,39,39,22.1,39.1,999,51.1,67,74,78,-1,-1,-1,25,22,22,44,.,.,.,.,-1,-1,-1,-1,-1,-1,20.3,18.2,975,73.3,53,68,65,.,.,.,.,-1,-1,-1,23,27,50,-3,-3,-3,21.3,31,1021,63.6,67,79,76
"014902",19.2,21.4,885,50,28,53,41,-1,-1,-1,-2,-1,-1,-1,31,50,31,-1,11.1,849,56.3,29,53,53,.,16.7,883,37.5,22,44,44,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,41.7,27,53,27,.,.,.,.,-1,-1,-1,10,30,30,-1,-1,-1,-1,40,-1,50,40,70,40
"014903",22.7,33.3,1026,53.2,49,60,65,-1,6.7,911,55.6,32,36,50,25,40,44,22.5,28.3,988,53.7,47,56,68,21.6,28.2,977,36.4,31,45,50,-1,-1,-1,50,57,63,71,-3,17,17,22.9,40.2,1078,52.6,51,64,60,-1,16.7,1025,100,60,60,-4,19,29,44,10,9,19,22.9,36.9,1050,58.1,57,68,71
"014905",19.1,8.7,-1,62.2,50,63,65,-1,-1,.,-1,-1,-1,-1,50,62,67,19.7,7.7,-1,72.2,71,82,82,20.8,20,.,62.5,57,71,57,.,.,.,.,-1,-1,-1,-1,-1,-1,18.4,10,.,52.6,29,44,47,.,.,.,-1,-1,-1,-1,43,50,71,-1,-1,-1,18.9,5.9,-1,63,50,60,67
"014906",19.2,18.7,951,62.3,37,51,53,17.5,7.9,882,64.6,26,38,48,29,43,45,19.5,18.2,943,66.3,37,47,57,19.5,22.7,963,54.9,38,51,52,-1,-1,-1,60,20,20,40,-3,7,-3,18.8,19.4,961,58,37,54,49,21.3,27.5,986,79.3,51,67,56,20,32,42,2,7,12,21.7,29.2,1022,60.1,47,63,60
"014907",21.9,19.2,922,43.3,57,65,80,.,.,.,-1,-1,-1,-1,31,38,62,21.5,13.3,918,60,63,67,88,-1,-1,-1,20,38,50,63,.,.,.,.,-1,-1,-1,-1,-1,-1,22.6,27.3,927,31.4,53,63,73,.,.,.,-1,-1,-1,-1,13,27,60,-1,-1,-1,22.1,20.8,930,50,62,69,82
"014908",21.3,27.4,981,69.7,46,64,64,-1,-1,-1,-1,-1,-1,-1,18,64,45,22.5,34.5,950,61.7,43,57,67,-1,16.7,913,40,21,57,50,.,.,.,.,-1,-1,-1,-1,-1,-1,20.1,21.2,1011,78.6,48,73,61,-1,-1,-1,-1,-1,-1,-1,6,17,17,-3,20,20,21.9,30.2,1000,74.6,52,66,68
"014909",22.9,40.8,1032,55.5,44,54,58,16.8,5,808,50,13,28,33,20,35,38,21.9,41.5,1031,54.6,47,56,66,-1,18.8,962,36.4,24,36,42,.,.,.,-1,-1,-1,-1,-1,-1,-1,25,40,1033,56.6,41,53,50,-1,62.5,1193,100,86,86,86,15,26,36,-3,-3,10,25.1,58.3,1113,66.5,69,77,80
"014910",20.8,40.8,1051,68.1,47,69,56,-1,-1,-1,-1,-1,-1,-1,23,69,31,21.1,43.8,1021,76.2,56,73,66,16.7,14.3,-1,53.8,21,43,50,.,.,.,.,-1,-1,-1,-1,-1,-1,20.2,35.3,1123,56.7,37,64,44,.,-1,-1,-1,-1,-1,-1,35,38,58,-3,17,17,21.8,45,1047,70.2,55,75,59
"015801",.,0,794,25,19,21,59,.,-1,-1,-1,-1,-1,-1,17,20,62,.,-1,-1,23.5,-3,10,50,.,0,759,22.6,15,19,62,.,.,.,.,-1,-1,-1,-1,-1,-1,.,0,804,26.3,33,33,67,.,.,.,.,-1,-1,-1,9,7,50,-1,-1,-1,.,-1,-1,-1,-1,-1,-1
"015802",17.7,0,-1,17.9,14,14,36,-1,-1,-1,21.1,10,10,20,20,20,40,-1,0,-1,17.6,9,9,27,-1,-1,-1,14.8,14,14,43,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.2,18,18,45,.,-1,-1,-1,-1,-1,-1,14,14,43,-1,-1,-1,.,.,.,0,-1,-1,-1
"015803",.,-1,-1,20,-1,-1,-1,.,-1,-1,-2,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"015805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015806",16.3,2.5,830,74.1,16,27,41,16.3,0,790,81.3,19,38,44,16,30,41,-1,0,807,66.7,13,23,40,.,4.5,822,68.8,13,16,38,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,5.6,857,85.7,19,31,42,.,-1,-1,-2,-1,-1,-1,9,17,34,-3,-3,11,.,-1,-1,66.7,29,57,43
"015807",.,0,891,7.2,24,38,38,.,-1,-1,9.1,14,13,29,11,19,24,.,0,890,12.2,24,27,48,.,-1,-1,5.1,21,32,38,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,2.1,24,50,26,.,.,.,-1,-1,-1,-1,19,29,28,-1,-1,-1,.,-1,-1,12,36,67,45
"015808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015812",.,.,.,0,-3,14,14,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,0,-3,-3,17,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-3,20,-3,.,.,.,-1,-1,-1,-1,-3,17,17,-1,-1,-1,.,.,.,.,-1,-1,-1
"015813",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015814",.,.,.,0,-3,10,40,.,.,.,-1,-1,-1,-1,-3,11,33,.,.,.,0,-3,20,60,.,.,.,0,-3,11,44,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-3,-3,20,.,.,.,.,-1,-1,-1,-3,11,33,-1,-1,-1,.,.,.,-1,-1,-1,-1
"015815",-1,-1,-1,15.8,30,40,60,.,.,.,-1,-1,-1,-1,20,40,40,.,-1,-1,11.1,-1,-1,-1,-1,-1,-1,10,20,20,60,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,33,50,50,.,.,.,.,-1,-1,-1,14,29,57,-1,-1,-1,-1,-1,-1,28.6,40,60,60
"015816",.,.,.,0,-1,-3,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-3,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1
"015817",-1,-1,-1,7.4,-3,-3,18,-1,-1,.,-1,-1,-1,-1,-3,-3,21,.,-1,-1,5.6,-3,-3,21,.,-1,-1,6,-3,-3,19,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.1,-3,-3,13,.,.,.,-1,-1,-1,-1,-3,-3,25,-1,-1,-1,.,.,.,-1,-1,-1,-1
"015819",-1,-1,-1,13.6,11,22,47,.,.,.,0,-3,13,44,20,20,40,-1,-1,.,8.3,10,20,36,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,20,13,25,63,.,.,.,.,-1,-1,-1,-3,9,33,-1,-1,-1,.,-1,-1,18.2,22,33,56
"015820",.,.,.,0,10,18,73,.,.,.,-1,-1,-1,-1,10,18,73,.,.,.,0,13,13,-4,.,.,.,0,11,10,89,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,10,18,73,-1,-1,-1,.,.,.,0,-1,-1,-1
"015822",-1,0,850,36.8,53,55,60,.,.,.,-1,-1,-1,-1,50,54,58,-1,0,-1,45.5,33,44,50,-1,0,894,35.3,56,59,69,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,25,70,64,70,.,.,.,.,-1,-1,-1,-3,-3,13,-1,-1,-1,.,-1,-1,-1,-1,-1,-1
