DISTRICT,DA0CA09R,DA0CC09R,DA0CS09R,DA0CT09R,DACRB09R,DACRM09R,DACRR09R,DB0CA09R,DB0CC09R,DB0CS09R,DB0CT09R,DBCRB09R,DBCRM09R,DBCRR09R,DECRB09R,DECRM09R,DECRR09R,DF0CA09R,DF0CC09R,DF0CS09R,DF0CT09R,DFCRB09R,DFCRM09R,DFCRR09R,DH0CA09R,DH0CC09R,DH0CS09R,DH0CT09R,DHCRB09R,DHCRM09R,DHCRR09R,DI0CA09R,DI0CC09R,DI0CS09R,DI0CT09R,DICRB09R,DICRM09R,DICRR09R,DLCRB09R,DLCRM09R,DLCRR09R,DM0CA09R,DM0CC09R,DM0CS09R,DM0CT09R,DMCRB09R,DMCRM09R,DMCRR09R,DP0CA09R,DP0CC09R,DP0CS09R,DP0CT09R,DPCRB09R,DPCRM09R,DPCRR09R,DRCRB09R,DRCRM09R,DRCRR09R,DSCRB09R,DSCRM09R,DSCRR09R,DW0CA09R,DW0CC09R,DW0CS09R,DW0CT09R,DWCRB09R,DWCRM09R,DWCRR09R
"043905",23.3,43.9,1068,74.7,68,78,79,19.4,16.5,933,76.5,43,56,65,46,62,63,23,41,1045,75.6,70,77,83,22.3,31.4,1026,53.1,61,73,73,-1,40,-1,50,60,70,70,-1,-1,-1,23.6,47.2,1092,73.8,66,80,75,24.8,57.8,1165,91.1,83,92,86,22,32,54,22,35,40,23.8,49.3,1085,76.5,73,83,83
"043907",23.4,42.2,1060,73.2,63,73,73,18.3,10.5,915,75.4,35,45,52,34,50,45,23.2,38.5,1036,71.8,63,72,76,21.4,19.8,968,50,45,60,57,.,20,1032,83.3,67,83,83,-3,10,10,23.6,45.9,1084,74.6,62,74,71,26.4,70,1157,83.3,68,79,69,30,43,50,7,17,16,24.1,49.8,1092,78.7,72,81,82
"043908",21.6,38.2,1025,63,61,76,72,-1,-1,-1,-1,-1,-1,-1,54,77,69,20.4,25,1011,64,59,68,82,.,-1,-1,14.3,57,86,71,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.8,50,1037,62.1,63,81,64,.,.,.,.,-1,-1,-1,40,60,50,-1,-1,-1,22.7,41.4,1045,65.9,66,76,77
"043910",25.5,64.4,1165,78,70,78,79,21.3,26.4,968,74.6,38,49,57,33,50,48,25.2,61.4,1147,76.6,69,76,81,24.4,50.4,1103,40.6,42,56,57,27.6,85.7,1208,58.3,69,77,85,8,38,14,25.9,67.3,1182,79.4,70,79,76,28.4,81.2,1276,92.3,84,90,87,21,33,43,10,15,28,25.2,64.9,1158,80.5,75,82,83
"043911",22.4,21.3,1002,48.8,64,77,74,.,-1,-1,50,-1,-1,-1,44,60,59,22.9,11.4,977,46.7,69,76,81,-1,25,964,39,61,79,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.8,28.9,1020,50.6,60,77,67,.,.,.,-1,-1,-1,-1,28,37,45,-1,-1,-1,21.8,20.7,1019,51.8,68,78,77
"043912",23.9,40.7,1049,79.4,68,75,81,-1,16.7,-1,85.7,14,29,57,-1,-1,-1,23,37.3,1010,75,66,70,83,.,14.3,1024,43.8,47,59,71,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,24.5,42.9,1083,82.4,69,79,78,-1,-1,-1,-2,-1,-1,-1,18,29,41,22,22,44,24.2,42.7,1049,80.9,73,79,83
"043914",22.4,29.9,1013,56,46,65,56,19.2,11.9,928,76.6,35,52,51,26,51,35,22.4,28.2,1001,56.1,50,66,61,22.3,23.7,985,43.2,42,56,59,-1,-1,-1,20,-3,80,20,-3,50,-3,22.5,32,1026,55.8,41,64,51,21.6,15,983,55.6,44,69,53,16,36,30,7,15,14,23.3,37.9,1050,55.2,49,69,57
"043917",19.9,9.1,-1,39.3,32,48,50,.,.,.,.,-1,-1,-1,33,50,58,19.5,14.3,-1,58.3,50,58,69,-1,-1,.,40,33,50,33,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,21,42,37,.,.,.,.,-1,-1,-1,29,57,43,-1,-1,-1,20,11.1,-1,40.9,33,50,56
"043918",21.3,22.7,925,47.8,34,48,51,.,-1,-1,20,-3,-3,29,33,50,54,22.9,31.8,963,42.3,35,44,56,-1,0,919,45,29,43,52,.,.,.,.,-1,-1,-1,-1,-1,-1,19,13.6,887,55,33,53,44,-1,-1,-1,-2,-1,-1,-1,6,11,22,-3,-3,17,21,25.8,930,47,38,55,52
"043919",-1,-1,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-2,.,.,.
"044902",19,13.3,-1,83.3,39,61,50,-1,-1,.,-1,-1,-1,-1,33,67,40,19.1,17.6,.,100,44,50,61,17.6,0,.,85.7,20,60,33,.,.,.,.,-1,-1,-1,-1,-1,-1,18.8,7.7,-1,68.4,35,70,40,.,.,.,.,-1,-1,-1,18,36,27,-1,-1,-1,20.2,23.5,-1,85,52,62,62
"044904",-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"045902",22.4,22.8,1013,60,57,77,60,.,20,878,71.4,43,57,57,38,71,35,22.3,19.4,1001,60.8,59,73,65,-1,-1,-1,27.3,40,64,33,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.7,26.9,1026,59.1,56,81,55,-1,-1,-1,-1,-1,-1,-1,-3,-3,19,-1,14,-3,22.6,23.4,1032,63.5,61,79,64
"045903",18.3,12.5,971,85.1,39,54,56,14.5,0,-1,-2,14,21,47,36,44,64,18.1,13.6,1030,100,44,56,72,18.1,0,-1,61.1,35,45,55,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,18.4,11.1,-1,72,35,52,44,.,.,.,.,-1,-1,-1,8,20,35,-3,-3,36,20.9,31.3,1033,80,62,81,67
"045905",20.4,20.6,973,68,53,71,61,-1,-1,-1,60,38,38,63,38,46,54,-1,20,959,55.6,48,64,52,-1,16.7,890,60,25,50,38,.,.,.,.,-1,-1,-1,-1,-1,-1,19.8,21.1,987,82.6,58,79,71,.,.,.,.,-1,-1,-1,14,14,29,-1,-1,-1,21.1,24,1006,71.4,64,85,67
"046802",.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"046901",22.3,31.3,1010,59.7,53,62,73,-1,-1,-1,33.3,17,33,50,28,41,56,21.6,28.8,994,59.9,55,62,79,19.6,14.1,905,50.4,35,46,59,.,.,.,.,-1,-1,-1,-1,-1,-1,23.1,33.9,1026,59.6,51,61,66,.,-1,-1,-1,-1,-1,-1,16,25,41,6,12,25,23.4,38,1050,64.9,63,70,80
"046902",21.5,29.3,1007,69.3,55,66,71,21.9,21.4,984,77.8,65,65,82,41,54,58,21.2,25.5,1000,72.5,56,64,76,20.4,22,968,56.2,43,59,59,-1,-1,-1,-1,-1,-1,-1,-3,33,-3,22,33.5,1015,66.1,53,67,65,25.4,50,1043,90.9,89,-4,89,12,22,45,11,22,21,21.7,31,1016,72.3,57,67,74
"047901",18.7,16.3,928,80.3,57,70,69,.,.,.,.,-1,-1,-1,48,62,66,18.4,10.7,888,93.3,72,79,77,16.6,13,876,79.3,46,65,57,.,.,.,.,-1,-1,-1,-1,-1,-1,19.1,23.8,995,67.7,41,59,59,.,.,.,.,-1,-1,-1,33,47,47,-1,-1,-3,20.6,19.2,975,81.3,67,73,80
"047902",19.2,18.5,980,60,50,58,78,.,.,.,.,-1,-1,-1,43,43,71,18.1,16.7,-1,54.5,50,56,94,16.6,0,-1,50,36,36,73,.,.,.,.,-1,-1,-1,-1,-1,-1,20.1,20,-1,65.2,50,60,65,.,.,.,.,-1,-1,-1,15,15,77,-1,-1,-1,20.4,26.3,-1,61.3,56,68,80
"047903",17.7,10,-1,-2,33,56,40,.,.,.,.,-1,-1,-1,17,50,14,19,0,-1,85.7,43,57,57,-1,-1,-1,66.7,17,50,29,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1,-3,40,-3,-1,-1,-1,19,16.7,-1,-2,-1,-1,-1
"047905",.,.,.,0,42,58,67,.,.,.,.,-1,-1,-1,43,57,71,.,.,.,0,33,50,83,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,50,67,50,.,.,.,.,-1,-1,-1,17,33,67,-1,-1,-1,.,.,.,0,30,50,60
"048901",20.1,9.1,-1,57.9,37,42,84,-1,-1,.,-1,-1,-1,-1,38,50,75,20,14.3,-1,50,29,29,93,-1,-1,.,57.1,29,29,-4,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,80,60,80,60,.,.,.,.,-1,-1,-1,8,15,77,-1,-1,-1,20.8,16.7,-1,60,40,50,70
"048903",18.7,25,-1,72.7,27,42,45,.,.,.,.,-1,-1,-1,17,50,50,-1,-1,-1,80,33,50,50,-1,-1,-1,66.7,40,50,60,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.7,20,33,40,.,.,.,.,-1,-1,-1,-3,-3,40,-1,-1,-1,-1,-1,-1,80,17,33,33
"049901",20.8,23.6,960,46.6,38,50,50,17.1,9.1,823,73.3,20,31,33,35,49,45,20.5,14.3,925,42.4,33,47,45,19.8,16.7,922,28.6,34,49,41,.,.,.,.,-1,-1,-1,-1,-1,-1,21.1,33.3,994,51.9,44,55,57,.,.,.,.,-1,-1,-1,16,23,33,-3,14,13,22.5,31.3,1017,52.5,44,56,60
"049902",21.5,31.6,1029,65.5,65,71,90,.,.,.,.,-1,-1,-1,-1,-1,-1,22.7,40,997,76.9,77,77,-4,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,20.3,22.2,1088,56.3,56,67,83,.,.,.,.,-1,-1,-1,14,29,71,-1,-1,-1,21.5,31.6,1029,65.5,65,71,90
"049903",22.2,14.8,954,55.1,45,59,51,.,.,.,.,-1,-1,-1,30,45,40,-1,21.4,1005,70,60,70,67,.,-1,-1,-1,-1,40,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,7.7,890,44.8,33,52,39,.,-1,-1,-1,-1,-1,-1,7,12,27,-1,-1,-1,22.2,16,960,58.1,44,60,51
"049905",20.5,26.3,981,48.1,33,41,67,.,.,.,.,-1,-1,-1,24,33,53,20.6,21.7,928,51.1,31,37,71,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,33.3,1037,44.1,36,47,61,.,-1,-1,-2,-1,-1,-1,6,11,50,-3,-3,50,20.5,29.4,994,45.3,36,43,71
"049906",21,28.6,1008,46.7,55,61,82,.,.,.,.,-1,-1,-1,33,50,50,-1,14.3,937,63.6,33,42,67,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,42.9,1094,36.8,67,71,90,.,-1,-1,-1,-1,-1,-1,25,25,75,-1,-1,-1,21,33.3,1039,42.9,58,61,87
"049907",23.9,36.4,1041,75.9,68,76,71,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,30.8,1025,72.2,74,84,79,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,44.4,1067,81.8,60,67,60,.,-1,-1,-1,-1,-1,-1,27,36,36,-3,20,-3,23.9,33.3,1028,75,67,76,70
"049908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"049909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"050901",20.9,33.3,-1,-2,33,48,44,.,.,.,.,-1,-1,-1,-3,40,20,20.9,25,-1,-2,36,55,64,-1,-1,.,-2,-3,20,20,.,.,.,.,-1,-1,-1,-1,-1,-1,20.9,40,.,-2,31,43,29,.,.,.,.,-1,-1,-1,8,23,31,-1,-1,-1,22.5,42.9,-1,-2,42,55,50
"050902",21.6,35.2,1032,58.3,46,61,61,.,.,.,0,-3,20,40,29,45,44,21.3,28.3,967,57.5,45,58,69,20.3,25,-1,42.1,37,47,53,.,.,.,-1,-1,-1,-1,-1,-1,-1,21.9,42.2,1109,59.2,46,64,53,-1,-1,.,-1,-1,-1,-1,7,23,19,-3,8,7,21.8,36.6,1029,63.1,49,64,63
"050904",18,0,.,83.3,43,43,57,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,40,40,60,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,.,100,50,50,67
"050909",-1,0,-1,45.5,45,64,64,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,28.6,29,57,43,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,50,60,70
"050910",20.7,21.4,963,55.1,40,50,65,18.6,6,878,69.1,27,34,58,27,37,59,20.6,21.6,973,58.4,42,48,73,-1,20.8,987,44.4,36,50,68,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.8,21.1,952,51.6,37,53,58,.,27.3,993,61.1,75,75,92,12,20,51,8,14,31,22.2,29.7,1006,50,44,56,67
"051901",16.4,0,.,71.4,29,29,43,-1,-1,.,60,20,20,40,20,20,30,17.3,0,.,88.9,44,44,56,-1,-1,.,80,20,20,40,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,40,-3,-3,20,.,.,.,.,-1,-1,-1,10,10,30,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"052901",18.1,9.4,896,-2,32,55,43,-1,-1,.,-2,-1,-1,-1,9,45,18,18.4,8,894,96.2,36,57,46,17.9,7.4,904,96.4,27,52,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.8,10.7,897,-2,29,54,39,.,.,.,.,-1,-1,-1,13,25,25,-3,-3,-3,19.2,13,914,-2,43,67,52
"053001",21.7,33.3,-1,60,43,53,68,.,.,.,.,-1,-1,-1,33,50,50,22.7,50,-1,75,59,65,76,19.7,20,.,50,24,38,57,.,.,.,.,-1,-1,-1,-1,-1,-1,20.7,16.7,-1,50,30,43,61,.,.,.,.,-1,-1,-1,13,20,53,-1,-1,-1,23.1,42.9,-1,70,63,68,79
"054901",20.4,28.6,-1,77.8,24,32,52,.,.,.,.,-1,-1,-1,8,23,25,19.6,20,-1,62.5,13,13,88,18,0,-1,61.5,6,18,44,.,.,.,.,-1,-1,-1,-1,-1,-1,20.8,33.3,-1,90,31,43,31,-1,-1,.,-2,-1,-1,-1,-3,-3,36,-1,-3,-1,24.2,80,-1,100,80,80,80
"054902",17.4,20,-1,83.3,22,33,22,.,.,.,.,-1,-1,-1,14,29,14,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,29,43,29,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,29,14,.,.,.,.,-1,-1,-1,-3,-3,-3,-1,-1,-1,-1,-1,.,-1,-1,-1,-1
"054903",18.6,20,997,69,56,66,64,.,.,.,.,-1,-1,-1,50,59,57,18.8,18.2,-1,68.8,56,67,67,17.4,7.1,-1,60.9,52,60,64,.,.,.,.,-1,-1,-1,-1,-1,-1,18.3,22.2,-1,69.2,57,64,60,.,.,.,.,-1,-1,-1,22,33,44,-1,-1,-1,21.6,50,-1,100,71,86,71
"055901",14.6,0,822,75.9,25,28,44,-1,-1,.,-1,-1,-1,-1,19,24,38,14.2,0,-1,70,37,42,53,12.8,0,822,63.6,25,29,46,.,.,.,.,-1,-1,-1,-1,-1,-1,15.1,0,-1,88.9,8,8,31,.,.,.,.,-1,-1,-1,13,13,33,-3,-3,-3,16.4,0,.,-2,29,29,29
"056901",19.4,14.5,-1,75.8,38,57,49,.,.,.,.,-1,-1,-1,21,42,37,19.3,13.9,-1,81.8,38,53,58,18.2,0,.,52,23,50,43,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,19.6,15.2,-1,70.2,39,61,43,.,.,.,-1,-1,-1,-1,13,33,31,-1,-1,-1,19.7,17,-1,82.8,45,62,52
"056902",17.9,11.1,.,100,22,67,33,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,16,0,.,100,20,60,20,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.7,0,.,100,17,67,17
"057802",-1,7.1,898,73.7,63,84,70,-1,-1,-1,-1,-1,-1,60,71,86,71,-1,0,885,77.8,67,89,78,-1,0,873,78.6,64,86,71,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,14.3,910,70,60,80,64,.,.,.,.,-1,-1,-1,45,73,58,-1,-1,-1,.,-1,-1,-1,-1,-1,-1
"057803",24.5,58,1175,-2,84,90,91,23,33.3,1094,-2,83,83,-4,-1,-1,-1,24,54.9,1149,-2,85,85,96,22.9,38.9,1145,-2,81,88,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.3,62.2,1209,-2,82,95,84,26.3,72,1205,92.6,93,96,96,44,67,67,-1,-1,-1,24.6,66.7,1189,100,77,86,86
"057804",13.7,0,720,2.9,6,17,20,-1,-1,.,1.1,2,9,13,4,15,16,13.7,0,-1,4.2,8,17,26,-1,0,-1,3.3,7,23,22,-1,-1,.,-1,-1,-1,-1,-3,-3,-3,-1,-1,-1,1.1,3,16,11,.,.,.,-1,-1,-1,-1,4,15,16,-3,-3,-3,-1,-1,-1,18.2,22,33,45
"057805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057806",20,33.3,.,14.6,31,40,56,.,.,.,-1,-1,-1,-1,15,25,48,-1,-1,.,4.2,22,35,52,.,.,.,0,17,39,44,.,.,.,.,-1,-1,-1,-1,-1,-1,21,40,.,29.4,42,47,60,.,.,.,.,-1,-1,-1,12,20,46,-1,-1,-1,20,33.3,.,31.6,50,50,67
"057807",16,10.3,847,69.6,25,43,56,14.6,3.1,804,94.1,18,32,51,40,67,60,14.9,6.3,786,45.7,25,39,64,.,-1,-1,21.4,29,71,47,.,.,.,.,-1,-1,-1,-1,-1,-1,17.2,13,880,-2,25,50,46,.,-1,-1,-2,-1,-1,-1,23,38,46,-3,-3,14,-1,-1,-1,37.5,50,50,-4
"057808",-1,20,-1,62.5,38,50,38,-1,20,-1,62.5,38,50,38,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,33,33,33,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"057809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057813",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057815",-1,0,687,58.3,21,21,50,-1,0,636,66.7,18,18,45,20,20,40,-1,0,636,54.5,27,27,55,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,13,13,38,-1,-1,-1,.,.,.,.,-1,-1,-1
"057816",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057817",.,.,.,0,-1,-1,-1,.,.,.,0,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,0,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"057819",.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"057821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057825",.,-1,-1,1.1,13,27,32,.,.,.,0,-3,-3,-3,5,22,27,.,.,.,0,13,26,30,.,-1,-1,3.7,13,47,24,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,2.9,13,30,38,.,.,.,.,-1,-1,-1,10,22,23,-1,-1,-1,.,.,.,0,19,24,50
"057827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057828",19.1,25,1018,7,30,46,51,-1,-1,-1,6.8,19,24,44,25,44,46,18.9,15.8,957,8.2,26,42,55,-1,-1,-1,1.8,23,53,31,.,.,.,-1,-1,-1,-1,-3,40,10,-1,38.5,1095,5.8,34,50,47,-1,-1,-1,16.7,25,50,56,24,40,48,-1,-3,-1,17.2,21.7,1045,8.6,36,50,58
"057829",-1,6.7,857,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,11.1,897,-2,.,.,.,-1,9.1,843,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,798,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-2,.,.,.
"057830",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057831",.,-1,-1,57.1,-3,11,-3,.,-1,-1,57.1,-3,11,-3,-3,-3,-3,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-3,-3,-3,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
"057832",-1,-1,-1,14.3,21,27,47,-1,-1,-1,42.9,-1,-1,-1,33,30,40,-1,-1,-1,23.1,-3,-3,33,.,.,.,0,-1,-3,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,6.7,38,50,56,.,.,.,-1,-1,-1,-1,-3,9,36,-1,-1,-1,.,-1,-1,9.1,50,67,67
"057833",.,-1,-1,13.3,-3,17,17,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,10,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,-1,20,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,10,-1,-1,-1
"057834",.,-1,-1,2.6,18,40,38,.,-1,-1,6.7,9,33,24,15,32,30,.,-1,-1,5.7,24,41,48,.,.,.,0,21,48,20,.,.,.,.,-1,-1,-1,-3,40,-3,.,-1,-1,1,15,40,32,.,.,.,0,25,38,75,14,36,33,-1,-1,-1,.,-1,-1,2.1,23,43,59
"057835",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057836",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057837",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057838",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"057839",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
